item_id,phenomenon,test_item,original_condition,sentence_grammatical,sentence_ungrammatical,condition,direct_sum_logprob_good_sentence,direct_sum_logprob_bad_sentence,direct_correct,meta_sum_logprob_good_first_1,meta_sum_logprob_good_first_2,meta_sum_logprob_bad_first_1,meta_sum_logprob_bad_first_2,meta_1_correct,meta_2_correct,meta_good_correct,meta_bad_correct,meta_correct,meta_correct_lenient,model,revision
21,Comparative Sentences,TS 2,grammatical,More Americans began law school this week than Canadians did,More Americans began law school this week than Jason did,paired,-52.984375,-58.703125,True,-1.328125,-2.9296875,-1.296875,-2.890625,False,True,True,False,False,True,EleutherAI/pythia-12b-deduped,
22,Comparative Sentences,TS 3,grammatical,This month more one-year-olds took their first steps than 10-month-olds did,This month more one-year-olds took their first steps than Marie's daughter did,paired,-55.578125,-69.0234375,True,-1.8515625,-3.296875,-1.7578125,-3.234375,False,True,True,False,False,True,EleutherAI/pythia-12b-deduped,
23,Comparative Sentences,TS 4,grammatical,Today more Brazilians immigrated to Japan than Chileans did,Today more Brazilians immigrated to Japan than Wolfgang did,paired,-49.78125,-62.703125,True,-1.25,-2.8046875,-1.25,-2.8203125,False,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
24,Comparative Sentences,TS 5,grammatical,More 18-year-olds voted in this election than 40-year-olds did,More 18-year-olds voted in this election than he did,paired,-40.078125,-40.3359375,True,-1.359375,-3.1171875,-1.4375,-2.9375,True,True,True,False,False,True,EleutherAI/pythia-12b-deduped,
25,Comparative Sentences,TS 6,ungrammatical,More photographers won their third Pulitzer this year than the writers did,More photographers won their third Pulitzer this year than the professor did,paired,-52.796875,-59.015625,True,-1.5625,-2.8984375,-1.4921875,-2.65625,False,True,True,False,False,True,EleutherAI/pythia-12b-deduped,
26,Comparative Sentences,TS 7,ungrammatical,More girls graduated from high school last year than boys did,More girls graduated from high school last year than John did,paired,-32.2578125,-41.9921875,True,-1.3046875,-2.84375,-1.1953125,-2.8125,False,True,True,False,False,True,EleutherAI/pythia-12b-deduped,
27,Comparative Sentences,TS 8,ungrammatical,This semester more foreign applicants got into Stanford than Americans did,This semester more foreign applicants got into Stanford than Marie did,paired,-57.2421875,-67.734375,True,-1.5,-2.9375,-1.40625,-2.9140625,False,True,True,False,False,True,EleutherAI/pythia-12b-deduped,
28,Comparative Sentences,TS 9,ungrammatical,More boys got an A on the exam yesterday than the girls did,More boys got an A on the exam yesterday than she did,paired,-47.90625,-48.90625,True,-1.5546875,-3.0625,-1.46875,-2.828125,False,True,True,False,False,True,EleutherAI/pythia-12b-deduped,
29,Comparative Sentences,TS 10,ungrammatical,Last month more couples had their second child than single parents did,Last month more couples had their second child than Sandra's sister did,paired,-49.41015625,-67.58984375,True,-1.75,-3.15625,-1.6328125,-3.1328125,False,True,True,False,False,True,EleutherAI/pythia-12b-deduped,
30,Intrusive Resumption,TS 1,grammatical,This is the boy that the cop who was leading the operation beat up,This is the boy that the cop who was leading the operation beat him up,paired,-55.1796875,-61.125,True,-1.5546875,-2.6953125,-1.453125,-2.6640625,False,True,True,False,False,True,EleutherAI/pythia-12b-deduped,
31,Intrusive Resumption,TS 2,grammatical,This is the girl that the child who was playing with the doll loved,This is the girl that the child who was playing with the doll loved her,paired,-49.61328125,-56.44140625,True,-1.5703125,-2.671875,-1.46875,-2.7265625,False,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
32,Intrusive Resumption,TS 3,grammatical,This is the boy that the teachers who were teaching mathematics praised,This is the boy that the teachers who were teaching mathematics praised him,paired,-56.44921875,-60.65234375,True,-1.484375,-2.53125,-1.3515625,-2.6484375,False,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
33,Intrusive Resumption,TS 4,grammatical,These are the flowers that the gardener who was working on John's flowerbed planted,These are the flowers that the gardener who was working on John's flowerbed planted them,paired,-60.1484375,-67.7890625,True,-1.796875,-2.9140625,-1.84375,-3.0546875,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
34,Intrusive Resumption,TS 5,grammatical,These are the cakes that the pastry chefs who were participating in the competition baked,These are the cakes that the pastry chefs who were participating in the competition baked them,paired,-50.0,-58.359375,True,-1.5,-2.609375,-1.4765625,-2.734375,False,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
35,Intrusive Resumption,TS 6,ungrammatical,This is the girl that the boy who was working with the gardener courted,This is the girl that the boy who was working with the gardener courted her,paired,-56.48828125,-63.01953125,True,-1.7421875,-2.7734375,-1.6640625,-2.9140625,False,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
36,Intrusive Resumption,TS 7,ungrammatical,This is the actress that the judge who was working at Cannes admired,This is the actress that the judge who was working at Cannes admired her,paired,-64.14453125,-70.36328125,True,-1.71875,-2.7578125,-1.609375,-2.7734375,False,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
37,Intrusive Resumption,TS 8,ungrammatical,This is the mug that the artisans who were working with ceramics crafted,This is the mug that the artisans who were working with ceramics crafted it,paired,-60.10546875,-61.24609375,True,-1.546875,-2.6328125,-1.4609375,-2.7578125,False,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
38,Intrusive Resumption,TS 9,ungrammatical,This is the dictionary entry that the students who were doing the exam looked up,This is the dictionary entry that the students who were doing the exam looked it up,paired,-55.18359375,-61.43359375,True,-1.3671875,-2.625,-1.3046875,-2.5625,False,True,True,False,False,True,EleutherAI/pythia-12b-deduped,
39,Intrusive Resumption,TS 10,ungrammatical,This is the competition that the athletes who were feeling tired gave up,This is the competition that the athletes who were feeling tired gave it up,paired,-56.20703125,-61.00390625,True,-1.5625,-2.7578125,-1.5078125,-2.8203125,False,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
40,NPIs,TS 1,grammatical,No authors that the critics recommended have received any acknowledgment for a best-selling novel,The authors that no critics recommended have received any acknowledgment for a best-selling novel,paired,-78.453125,-88.65234375,True,-1.3125,-2.8984375,-1.40625,-2.890625,True,True,True,False,False,True,EleutherAI/pythia-12b-deduped,
41,NPIs,TS 2,grammatical,No ambassadors that the diplomats consulted have ever seen brutality in the foreign war,The ambassadors that no diplomats consulted have ever seen brutality in the foreign war,paired,-85.015625,-90.7265625,True,-1.34375,-2.6171875,-1.359375,-2.59375,True,True,True,False,False,True,EleutherAI/pythia-12b-deduped,
42,NPIs,TS 3,grammatical,No customers that the salesmen assisted have expressed any optimism for a full refund,The customers that no salesmen assisted have expressed any optimism for a full refund,paired,-81.0234375,-92.9453125,True,-1.2265625,-2.9765625,-1.2734375,-2.859375,True,True,True,False,False,True,EleutherAI/pythia-12b-deduped,
43,NPIs,TS 4,grammatical,No detergents that the housewives used have ever caused damage to the delicate clothing,The detergents that no housewives used have ever caused damage to the delicate clothing,paired,-72.85546875,-85.359375,True,-1.390625,-2.8046875,-1.484375,-2.859375,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
44,NPIs,TS 5,grammatical,No students that the teachers punished could expect any friendliness from the strict principal,The students that no teachers punished could expect any friendliness from the strict principal,paired,-75.8984375,-84.53125,True,-1.4609375,-2.828125,-1.453125,-2.765625,False,True,True,False,False,True,EleutherAI/pythia-12b-deduped,
45,NPIs,TS 6,ungrammatical,No soldiers that the diplomats supported have shown any bravery in the controversial war,The soldiers that no diplomats supported have shown any bravery in the controversial war,paired,-78.6796875,-90.84375,True,-1.1953125,-2.640625,-1.1953125,-2.4921875,False,True,True,False,False,True,EleutherAI/pythia-12b-deduped,
46,NPIs,TS 7,ungrammatical,No professors that the students respected have ever wanted negativity in a class debate,The professors that no students respected have ever wanted negativity in a class debate,paired,-77.28125,-86.7265625,True,-1.4140625,-2.875,-1.453125,-2.859375,True,True,True,False,False,True,EleutherAI/pythia-12b-deduped,
47,NPIs,TS 8,ungrammatical,No comments that the politicians ignored have caused any bitterness toward the liberal newspapers,The comments that no politicians ignored have caused any bitterness toward the liberal newspapers,paired,-84.38671875,-89.25390625,True,-1.140625,-2.6875,-1.2109375,-2.703125,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
48,NPIs,TS 9,ungrammatical,No lawyers that the businessmen respected have ever received criticism for a bad trial,The lawyers that no businessmen respected have ever received criticism for a bad trial,paired,-79.890625,-91.3359375,True,-1.328125,-2.7578125,-1.3359375,-2.65625,True,True,True,False,False,True,EleutherAI/pythia-12b-deduped,
49,NPIs,TS 10,ungrammatical,No babysitters that the children obeyed have shown any gratitude to the disappointed parents,The babysitters that no children obeyed have shown any gratitude to the disappointed parents,paired,-83.4609375,-91.75,True,-1.6015625,-2.9140625,-1.703125,-2.96875,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
50,Order of Adjectives,TS 1,grammatical,I wore a beautiful long Italian silk dress,I wore a silk Italian long beautiful dress,paired,-36.578125,-49.640625,True,-1.5546875,-2.671875,-1.609375,-2.75,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
51,Order of Adjectives,TS 2,grammatical,I bought a nice small German electric bike,I bought an electric German small nice bike,paired,-40.23828125,-49.8125,True,-1.4453125,-2.6484375,-1.390625,-2.640625,False,True,True,False,False,True,EleutherAI/pythia-12b-deduped,
52,Order of Adjectives,TS 3,grammatical,I washed an ugly wide American wool sweater,I washed a wool American wide ugly sweater,paired,-58.2109375,-59.65625,True,-1.375,-2.796875,-1.3828125,-2.796875,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
53,Order of Adjectives,TS 4,grammatical,I painted a fine short Swedish wooden table,I painted a wooden Swedish short fine table,paired,-56.78125,-58.6015625,True,-1.1796875,-2.4921875,-1.25,-2.5546875,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
54,Order of Adjectives,TS 5,grammatical,I saw a graceful tall Venetian vitreous vase,I saw a vitreous Venetian tall graceful vase,paired,-60.2890625,-65.53125,True,-1.171875,-2.3671875,-1.265625,-2.515625,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
55,Order of Adjectives,TS 6,ungrammatical,I wore a beautiful long Italian silk dress,I wore a silk Italian long beautiful dress,paired,-36.578125,-49.640625,True,-1.5546875,-2.671875,-1.609375,-2.75,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
56,Order of Adjectives,TS 7,ungrammatical,I bought a nice small German electric bike,I bought an electric German small nice bike,paired,-40.23828125,-49.8125,True,-1.4453125,-2.6484375,-1.390625,-2.640625,False,True,True,False,False,True,EleutherAI/pythia-12b-deduped,
57,Order of Adjectives,TS 8,ungrammatical,I washed an ugly wide American wool sweater,I washed a wool American wide ugly sweater,paired,-58.2109375,-59.65625,True,-1.375,-2.796875,-1.3828125,-2.796875,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
58,Order of Adjectives,TS 9,ungrammatical,I painted a fine short Swedish wooden table,I painted a wooden Swedish short fine table,paired,-56.78125,-58.6015625,True,-1.1796875,-2.4921875,-1.25,-2.5546875,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
59,Order of Adjectives,TS 10,ungrammatical,I saw a graceful tall Venetian vitreous vase,I saw a vitreous Venetian tall graceful vase,paired,-60.2890625,-65.53125,True,-1.171875,-2.3671875,-1.265625,-2.515625,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
60,Order of Adverbs,TS 1,grammatical,Charlotte allegedly once was an acrobat,Charlotte once allegedly was an acrobat,paired,-39.53125,-42.2421875,True,-1.3125,-2.7734375,-1.359375,-2.875,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
61,Order of Adverbs,TS 2,grammatical,Sean probably already did his homework,Sean already probably did his homework,paired,-31.203125,-33.5,True,-1.59375,-2.8828125,-1.5234375,-2.921875,False,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
62,Order of Adverbs,TS 3,grammatical,Melissa then always cleaned the dishes,Melissa always then cleaned the dishes,paired,-34.15234375,-36.15625,True,-1.4296875,-3.015625,-1.4609375,-3.0859375,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
63,Order of Adverbs,TS 4,grammatical,Dre perhaps still takes dance lessons,Dre still perhaps takes dance lessons,paired,-44.7578125,-49.1328125,True,-1.65625,-3.0234375,-1.7890625,-3.1328125,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
64,Order of Adverbs,TS 5,grammatical,Emily probably no longer drinks beer,Emily no longer probably drinks beer,paired,-32.6953125,-39.328125,True,-1.5234375,-2.7734375,-1.578125,-2.9375,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
65,Order of Adverbs,TS 6,ungrammatical,Marc allegedly once was a firefighter,Marc once allegedly was a firefighter,paired,-34.3984375,-39.765625,True,-1.3359375,-2.609375,-1.375,-2.671875,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
66,Order of Adverbs,TS 7,ungrammatical,Sonja probably already set the table,Sonja already probably set the table,paired,-33.48046875,-38.46484375,True,-1.484375,-2.734375,-1.484375,-2.8046875,False,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
67,Order of Adverbs,TS 8,ungrammatical,Jacob then always did his homework,Jacob always then did his homework,paired,-33.671875,-33.421875,False,-1.53125,-3.1015625,-1.59375,-3.15625,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
68,Order of Adverbs,TS 9,ungrammatical,Gary perhaps still drives to work,Gary still perhaps drives to work,paired,-32.578125,-38.9609375,True,-1.5,-2.765625,-1.546875,-2.8203125,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
69,Order of Adverbs,TS 10,ungrammatical,Jeff probably no longer eats sushi,Jeff no longer probably eats sushi,paired,-34.9296875,-38.0390625,True,-1.390625,-2.8828125,-1.4765625,-3.1484375,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
70,Plural Attraction,TS 1,grammatical,The key to the cabinets probably was destroyed by the fire,The key to the cabinets probably were destroyed by the fire,paired,-45.63671875,-47.69921875,True,-1.234375,-2.4296875,-1.2890625,-2.5546875,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
71,Plural Attraction,TS 2,grammatical,The picture on the fliers definitely was of a village church in the south of France,The picture on the fliers definitely were of a village church in the south of France,paired,-67.546875,-72.109375,True,-1.34375,-2.578125,-1.2890625,-2.6015625,False,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
72,Plural Attraction,TS 3,grammatical,The label on the containers probably was a warning about the hazardous chemicals inside,The label on the containers probably were a warning about the hazardous chemicals inside,paired,-54.4453125,-58.9296875,True,-1.1015625,-2.5390625,-1.1875,-2.65625,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
73,Plural Attraction,TS 4,grammatical,The crime in the suburbs doubtlessly was a reflection of the violence in today's society,The crime in the suburbs doubtlessly were a reflection of the violence in today's society,paired,-68.9609375,-74.1875,True,-1.609375,-3.0,-1.6328125,-3.03125,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
74,Plural Attraction,TS 5,grammatical,The entrance to the exhibits evidently was hard to locate on the diagram,The entrance to the exhibits evidently were hard to locate on the diagram,paired,-64.9296875,-69.2734375,True,-1.203125,-2.71875,-1.1953125,-2.7734375,False,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
75,Plural Attraction,TS 6,ungrammatical,The slogan on the posters unsurprisingly was designed to get attention,The slogan on the posters unsurprisingly were designed to get attention,paired,-53.984375,-56.0859375,True,-1.1875,-2.578125,-1.265625,-2.671875,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
76,Plural Attraction,TS 7,ungrammatical,The mistake in the programs certainly was disastrous for the small software company,The mistake in the programs certainly were disastrous for the small software company,paired,-67.171875,-69.9375,True,-1.421875,-3.125,-1.453125,-3.2109375,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
77,Plural Attraction,TS 8,ungrammatical,The problem in the stores ultimately was solved by firing the custodian,The problem in the stores ultimately were solved by firing the custodian,paired,-60.76171875,-66.7578125,True,-1.5078125,-2.9453125,-1.4296875,-2.984375,False,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
78,Plural Attraction,TS 9,ungrammatical,The defect in the appliances likely was unknown to consumers and government regulators,The defect in the appliances likely were unknown to consumers and government regulators,paired,-66.625,-70.0546875,True,-1.046875,-2.828125,-1.140625,-2.9609375,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
79,Plural Attraction,TS 10,ungrammatical,The door to the laboratories accidentally was left unlocked by the cleaning service,The door to the laboratories accidentally were left unlocked by the cleaning service,paired,-52.453125,-57.3203125,True,-1.1328125,-2.59375,-1.21875,-2.703125,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
