item_id,phenomenon,test_item,original_condition,sentence_grammatical,sentence_ungrammatical,condition,direct_sum_logprob_good_sentence,direct_sum_logprob_bad_sentence,direct_correct,meta_sum_logprob_good_first_1,meta_sum_logprob_good_first_2,meta_sum_logprob_bad_first_1,meta_sum_logprob_bad_first_2,meta_1_correct,meta_2_correct,meta_good_correct,meta_bad_correct,meta_correct,meta_correct_lenient,model,revision
10,Center Embedding,TS 1,grammatical,The ancient manuscript that the grad student who the new card catalog had confused a great deal was studying in the library was missing a page,The ancient manuscript that the grad student who the new card catalog had confused a great deal was missing a page,paired,-115.50181579589844,-105.05146026611328,False,-2.3241615295410156,-1.8085365295410156,-2.4026718139648438,-1.8401718139648438,True,False,False,True,False,True,meta-llama/Llama-2-70b-hf,
11,Center Embedding,TS 2,grammatical,The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago,The lullaby that the famous country singer who the record label had signed to a big contract was written seventy years ago,paired,-108.19889831542969,-100.82355499267578,False,-2.0296897888183594,-2.1390647888183594,-2.0252113342285156,-2.0408363342285156,False,True,True,False,False,True,meta-llama/Llama-2-70b-hf,
12,Center Embedding,TS 3,grammatical,The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours,The game that the child who the lawnmower had startled in the yard lasted for hours,paired,-102.23946380615234,-91.91803741455078,False,-2.1791763305664062,-1.6166763305664062,-1.80364990234375,-2.00677490234375,False,False,False,False,False,False,meta-llama/Llama-2-70b-hf,
13,Center Embedding,TS 4,grammatical,The crime that the gangster who the story had profiled had planned for weeks was quickly solved,The crime that the gangster who the story had profiled was quickly solved,paired,-96.56541442871094,-79.04493713378906,False,-2.601917266845703,-1.5237922668457031,-2.19873046875,-1.71435546875,False,False,False,True,False,True,meta-llama/Llama-2-70b-hf,
14,Center Embedding,TS 5,grammatical,The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine,The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine,paired,-103.00277709960938,-103.00277709960938,False,-1.9502019882202148,-2.293951988220215,-1.9502019882202148,-2.293951988220215,False,False,True,False,False,True,meta-llama/Llama-2-70b-hf,
15,Center Embedding,TS 6,ungrammatical,The trophy that the athlete who the restaurant had hired as a spokesman cherished was stolen later,The trophy that the athlete who the restaurant had hired as a spokesman was stolen later,paired,-94.38131713867188,-90.37770080566406,False,-1.7123031616210938,-2.1341781616210938,-1.987710952758789,-1.737710952758789,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
16,Center Embedding,TS 7,ungrammatical,The apartment that the maid who the service had sent over cleaned was well decorated,The apartment that the maid who the service had sent over was well decorated,paired,-76.64163208007812,-73.04756164550781,False,-1.99224853515625,-1.99224853515625,-2.0334110260009766,-1.7990360260009766,True,True,False,True,False,True,meta-llama/Llama-2-70b-hf,
17,Center Embedding,TS 8,ungrammatical,The shirt that the seamstress who the immigration officer had investigated last week wore needed to be dry cleaned,The shirt that the seamstress who the immigration officer had investigated last week needed to be dry cleaned,paired,-97.6580810546875,-95.06900024414062,False,-1.9217567443847656,-2.0623817443847656,-2.011831283569336,-1.949331283569336,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
18,Center Embedding,TS 9,ungrammatical,The lecture that the professor who the newspaper story had just profiled in detail delivered was not well attended,The lecture that the professor who the newspaper story had just profiled in detail was not well attended,paired,-88.17286682128906,-87.55970001220703,False,-2.242372512817383,-2.007997512817383,-2.2511863708496094,-2.0480613708496094,True,False,False,True,False,True,meta-llama/Llama-2-70b-hf,
19,Center Embedding,TS 10,ungrammatical,The novel that the horror author who the publishing company had recently fired wrote last year was banned by the local library,The novel that the horror author who the publishing company had recently fired was banned by the local library,paired,-103.48735809326172,-98.96182250976562,False,-2.10821533203125,-1.73321533203125,-2.4346790313720703,-1.4971790313720703,True,True,False,True,False,True,meta-llama/Llama-2-70b-hf,
20,Comparative Sentences,TS 1,grammatical,More gym instructors won a marathon yesterday than lawyers did,More gym instructors won a marathon yesterday than Nikhil did,paired,-67.8416748046875,-77.18817138671875,True,-2.0152664184570312,-2.2027664184570312,-1.8981800079345703,-2.0075550079345703,False,True,True,False,False,True,meta-llama/Llama-2-70b-hf,
21,Comparative Sentences,TS 2,grammatical,More Americans began law school this week than Canadians did,More Americans began law school this week than Jason did,paired,-53.94965362548828,-60.10047149658203,True,-1.9734172821044922,-2.348417282104492,-1.8277091979980469,-2.296459197998047,False,True,True,False,False,True,meta-llama/Llama-2-70b-hf,
22,Comparative Sentences,TS 3,grammatical,This month more one-year-olds took their first steps than 10-month-olds did,This month more one-year-olds took their first steps than Marie's daughter did,paired,-57.61335754394531,-68.82320404052734,True,-1.768986701965332,-2.253361701965332,-1.9088449478149414,-2.1588449478149414,True,True,True,False,False,True,meta-llama/Llama-2-70b-hf,
23,Comparative Sentences,TS 4,grammatical,Today more Brazilians immigrated to Japan than Chileans did,Today more Brazilians immigrated to Japan than Wolfgang did,paired,-53.799034118652344,-66.36139678955078,True,-1.8572816848754883,-2.1854066848754883,-1.9557037353515625,-1.8463287353515625,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
24,Comparative Sentences,TS 5,grammatical,More 18-year-olds voted in this election than 40-year-olds did,More 18-year-olds voted in this election than he did,paired,-43.88220977783203,-44.67040252685547,True,-1.6216354370117188,-2.0278854370117188,-2.014110565185547,-1.8422355651855469,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
25,Comparative Sentences,TS 6,ungrammatical,More photographers won their third Pulitzer this year than the writers did,More photographers won their third Pulitzer this year than the professor did,paired,-65.07901000976562,-70.05599975585938,True,-1.6211919784545898,-2.13681697845459,-1.7814350128173828,-1.9689350128173828,True,True,True,False,False,True,meta-llama/Llama-2-70b-hf,
26,Comparative Sentences,TS 7,ungrammatical,More girls graduated from high school last year than boys did,More girls graduated from high school last year than John did,paired,-36.605594635009766,-50.07674026489258,True,-1.6714448928833008,-2.202694892883301,-1.9418458938598633,-1.9418458938598633,True,True,True,False,False,True,meta-llama/Llama-2-70b-hf,
27,Comparative Sentences,TS 8,ungrammatical,This semester more foreign applicants got into Stanford than Americans did,This semester more foreign applicants got into Stanford than Marie did,paired,-62.33436584472656,-72.64483642578125,True,-1.899662971496582,-2.259037971496582,-1.8420867919921875,-2.1389617919921875,False,True,True,False,False,True,meta-llama/Llama-2-70b-hf,
28,Comparative Sentences,TS 9,ungrammatical,More boys got an A on the exam yesterday than the girls did,More boys got an A on the exam yesterday than she did,paired,-58.09215545654297,-62.368202209472656,True,-1.6908416748046875,-2.0658416748046875,-1.817946434020996,-1.927321434020996,True,True,True,False,False,True,meta-llama/Llama-2-70b-hf,
29,Comparative Sentences,TS 10,ungrammatical,Last month more couples had their second child than single parents did,Last month more couples had their second child than Sandra's sister did,paired,-60.51694869995117,-74.04133605957031,True,-1.8199844360351562,-2.1012344360351562,-1.8008575439453125,-1.9414825439453125,False,True,True,False,False,True,meta-llama/Llama-2-70b-hf,
30,Intrusive Resumption,TS 1,grammatical,This is the boy that the cop who was leading the operation beat up,This is the boy that the cop who was leading the operation beat him up,paired,-59.99892807006836,-65.36872863769531,True,-1.9670305252075195,-2.0920305252075195,-2.3937816619873047,-1.6125316619873047,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
31,Intrusive Resumption,TS 2,grammatical,This is the girl that the child who was playing with the doll loved,This is the girl that the child who was playing with the doll loved her,paired,-55.12470245361328,-62.34314727783203,True,-1.5892963409423828,-1.9174213409423828,-2.2785911560058594,-1.3879661560058594,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
32,Intrusive Resumption,TS 3,grammatical,This is the boy that the teachers who were teaching mathematics praised,This is the boy that the teachers who were teaching mathematics praised him,paired,-59.93548583984375,-63.164939880371094,True,-1.739999771118164,-1.864999771118164,-2.2767601013183594,-1.4798851013183594,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
33,Intrusive Resumption,TS 4,grammatical,These are the flowers that the gardener who was working on John's flowerbed planted,These are the flowers that the gardener who was working on John's flowerbed planted them,paired,-59.36067581176758,-67.66510009765625,True,-1.4363689422607422,-2.420743942260742,-2.6022491455078125,-1.2116241455078125,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
34,Intrusive Resumption,TS 5,grammatical,These are the cakes that the pastry chefs who were participating in the competition baked,These are the cakes that the pastry chefs who were participating in the competition baked them,paired,-53.813358306884766,-62.318511962890625,True,-1.5605411529541016,-2.4511661529541016,-2.6129417419433594,-1.3473167419433594,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
35,Intrusive Resumption,TS 6,ungrammatical,This is the girl that the boy who was working with the gardener courted,This is the girl that the boy who was working with the gardener courted her,paired,-64.90840148925781,-71.90413665771484,True,-1.8499736785888672,-2.224973678588867,-2.1857738494873047,-1.7482738494873047,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
36,Intrusive Resumption,TS 7,ungrammatical,This is the actress that the judge who was working at Cannes admired,This is the actress that the judge who was working at Cannes admired her,paired,-68.68431091308594,-75.25574493408203,True,-1.7316665649414062,-2.0597915649414062,-2.5547447204589844,-1.4609947204589844,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
37,Intrusive Resumption,TS 8,ungrammatical,This is the mug that the artisans who were working with ceramics crafted,This is the mug that the artisans who were working with ceramics crafted it,paired,-61.08543395996094,-66.99139404296875,True,-1.4391136169433594,-2.3609886169433594,-2.6515350341796875,-1.3390350341796875,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
38,Intrusive Resumption,TS 9,ungrammatical,This is the dictionary entry that the students who were doing the exam looked up,This is the dictionary entry that the students who were doing the exam looked it up,paired,-60.190673828125,-65.46782684326172,True,-1.333475112915039,-2.380350112915039,-2.488384246826172,-1.2696342468261719,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
39,Intrusive Resumption,TS 10,ungrammatical,This is the competition that the athletes who were feeling tired gave up,This is the competition that the athletes who were feeling tired gave it up,paired,-62.274654388427734,-66.30105590820312,True,-1.6560115814208984,-1.9372615814208984,-2.7105884552001953,-1.3824634552001953,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
40,NPIs,TS 1,grammatical,No authors that the critics recommended have received any acknowledgment for a best-selling novel,The authors that no critics recommended have received any acknowledgment for a best-selling novel,paired,-85.1286392211914,-91.61103057861328,True,-1.6764869689941406,-2.1608619689941406,-2.245615005493164,-1.620615005493164,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
41,NPIs,TS 2,grammatical,No ambassadors that the diplomats consulted have ever seen brutality in the foreign war,The ambassadors that no diplomats consulted have ever seen brutality in the foreign war,paired,-92.3142318725586,-102.21813201904297,True,-1.7058391571044922,-2.440214157104492,-2.263833999633789,-1.576333999633789,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
42,NPIs,TS 3,grammatical,No customers that the salesmen assisted have expressed any optimism for a full refund,The customers that no salesmen assisted have expressed any optimism for a full refund,paired,-83.51033782958984,-94.36494445800781,True,-1.5357494354248047,-2.7388744354248047,-2.1918563842773438,-1.6606063842773438,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
43,NPIs,TS 4,grammatical,No detergents that the housewives used have ever caused damage to the delicate clothing,The detergents that no housewives used have ever caused damage to the delicate clothing,paired,-77.73001098632812,-84.02446746826172,True,-1.641580581665039,-2.422830581665039,-2.3257408142089844,-1.6069908142089844,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
44,NPIs,TS 5,grammatical,No students that the teachers punished could expect any friendliness from the strict principal,The students that no teachers punished could expect any friendliness from the strict principal,paired,-79.89253997802734,-86.67481994628906,True,-1.632345199584961,-2.272970199584961,-1.9257373809814453,-1.9413623809814453,True,True,True,False,False,True,meta-llama/Llama-2-70b-hf,
45,NPIs,TS 6,ungrammatical,No soldiers that the diplomats supported have shown any bravery in the controversial war,The soldiers that no diplomats supported have shown any bravery in the controversial war,paired,-80.98051452636719,-93.10006713867188,True,-1.516683578491211,-2.126058578491211,-1.9764232635498047,-1.4764232635498047,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
46,NPIs,TS 7,ungrammatical,No professors that the students respected have ever wanted negativity in a class debate,The professors that no students respected have ever wanted negativity in a class debate,paired,-85.42351531982422,-94.3744125366211,True,-1.5643634796142578,-2.220613479614258,-2.3761234283447266,-1.4229984283447266,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
47,NPIs,TS 8,ungrammatical,No comments that the politicians ignored have caused any bitterness toward the liberal newspapers,The comments that no politicians ignored have caused any bitterness toward the liberal newspapers,paired,-86.68841552734375,-97.60785675048828,True,-1.8157596588134766,-2.3782596588134766,-2.07281494140625,-1.85406494140625,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
48,NPIs,TS 9,ungrammatical,No lawyers that the businessmen respected have ever received criticism for a bad trial,The lawyers that no businessmen respected have ever received criticism for a bad trial,paired,-89.9201889038086,-93.74529266357422,True,-1.953216552734375,-2.109466552734375,-2.550994873046875,-1.504119873046875,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
49,NPIs,TS 10,ungrammatical,No babysitters that the children obeyed have shown any gratitude to the disappointed parents,The babysitters that no children obeyed have shown any gratitude to the disappointed parents,paired,-90.72830200195312,-95.63909149169922,True,-1.9296512603759766,-2.4609012603759766,-2.1961097717285156,-1.7742347717285156,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
50,Order of Adjectives,TS 1,grammatical,I wore a beautiful long Italian silk dress,I wore a silk Italian long beautiful dress,paired,-40.664154052734375,-51.71385192871094,True,-1.7643623352050781,-3.045612335205078,-2.589961051940918,-1.636836051940918,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
51,Order of Adjectives,TS 2,grammatical,I bought a nice small German electric bike,I bought an electric German small nice bike,paired,-45.47810363769531,-57.373531341552734,True,-1.7517356872558594,-2.8611106872558594,-2.3556785583496094,-1.5275535583496094,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
52,Order of Adjectives,TS 3,grammatical,I washed an ugly wide American wool sweater,I washed a wool American wide ugly sweater,paired,-59.55785369873047,-67.54273986816406,True,-1.8624935150146484,-2.0343685150146484,-1.9143390655517578,-1.8205890655517578,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
53,Order of Adjectives,TS 4,grammatical,I painted a fine short Swedish wooden table,I painted a wooden Swedish short fine table,paired,-59.474525451660156,-63.72233200073242,True,-1.8348331451416016,-2.2098331451416016,-1.9614591598510742,-1.8989591598510742,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
54,Order of Adjectives,TS 5,grammatical,I saw a graceful tall Venetian vitreous vase,I saw a vitreous Venetian tall graceful vase,paired,-64.25778198242188,-64.04667663574219,False,-1.7267484664916992,-2.320498466491699,-1.9436111450195312,-1.8967361450195312,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
55,Order of Adjectives,TS 6,ungrammatical,I wore a beautiful long Italian silk dress,I wore a silk Italian long beautiful dress,paired,-40.664154052734375,-51.71385192871094,True,-1.7643623352050781,-3.045612335205078,-2.589961051940918,-1.636836051940918,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
56,Order of Adjectives,TS 7,ungrammatical,I bought a nice small German electric bike,I bought an electric German small nice bike,paired,-45.47810363769531,-57.373531341552734,True,-1.7517356872558594,-2.8611106872558594,-2.3556785583496094,-1.5275535583496094,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
57,Order of Adjectives,TS 8,ungrammatical,I washed an ugly wide American wool sweater,I washed a wool American wide ugly sweater,paired,-59.55785369873047,-67.54273986816406,True,-1.8624935150146484,-2.0343685150146484,-1.9143390655517578,-1.8205890655517578,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
58,Order of Adjectives,TS 9,ungrammatical,I painted a fine short Swedish wooden table,I painted a wooden Swedish short fine table,paired,-59.474525451660156,-63.72233200073242,True,-1.8348331451416016,-2.2098331451416016,-1.9614591598510742,-1.8989591598510742,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
59,Order of Adjectives,TS 10,ungrammatical,I saw a graceful tall Venetian vitreous vase,I saw a vitreous Venetian tall graceful vase,paired,-64.25778198242188,-64.04667663574219,False,-1.7267484664916992,-2.320498466491699,-1.9436111450195312,-1.8967361450195312,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
60,Order of Adverbs,TS 1,grammatical,Charlotte allegedly once was an acrobat,Charlotte once allegedly was an acrobat,paired,-49.82477569580078,-51.94741439819336,True,-1.6509428024291992,-2.041567802429199,-1.7875661849975586,-1.8813161849975586,True,True,True,False,False,True,meta-llama/Llama-2-70b-hf,
61,Order of Adverbs,TS 2,grammatical,Sean probably already did his homework,Sean already probably did his homework,paired,-37.75127410888672,-44.87051773071289,True,-1.3695707321166992,-3.322695732116699,-2.14208984375,-1.79833984375,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
62,Order of Adverbs,TS 3,grammatical,Melissa then always cleaned the dishes,Melissa always then cleaned the dishes,paired,-48.06892395019531,-50.6848258972168,True,-1.617452621459961,-2.054952621459961,-2.099872589111328,-1.4436225891113281,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
63,Order of Adverbs,TS 4,grammatical,Dre perhaps still takes dance lessons,Dre still perhaps takes dance lessons,paired,-53.25562286376953,-57.53089904785156,True,-1.4476099014282227,-2.1507349014282227,-1.6832160949707031,-1.8863410949707031,True,True,True,False,False,True,meta-llama/Llama-2-70b-hf,
64,Order of Adverbs,TS 5,grammatical,Emily probably no longer drinks beer,Emily no longer probably drinks beer,paired,-42.61323547363281,-48.019920349121094,True,-1.3550605773925781,-2.980060577392578,-2.207998275756836,-1.645498275756836,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
65,Order of Adverbs,TS 6,ungrammatical,Marc allegedly once was a firefighter,Marc once allegedly was a firefighter,paired,-47.139259338378906,-50.380760192871094,True,-1.7934246063232422,-2.137174606323242,-1.9763412475585938,-1.8357162475585938,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
66,Order of Adverbs,TS 7,ungrammatical,Sonja probably already set the table,Sonja already probably set the table,paired,-43.05691909790039,-50.92082595825195,True,-1.2596397399902344,-3.0408897399902344,-1.7671928405761719,-1.8765678405761719,True,True,True,False,False,True,meta-llama/Llama-2-70b-hf,
67,Order of Adverbs,TS 8,ungrammatical,Jacob then always did his homework,Jacob always then did his homework,paired,-43.28743362426758,-45.935184478759766,True,-1.801070213317871,-2.363570213317871,-2.4486570358276367,-1.6049070358276367,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
68,Order of Adverbs,TS 9,ungrammatical,Gary perhaps still drives to work,Gary still perhaps drives to work,paired,-46.77308654785156,-48.76146697998047,True,-1.6103363037109375,-2.2197113037109375,-2.0047035217285156,-1.7859535217285156,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
69,Order of Adverbs,TS 10,ungrammatical,Jeff probably no longer eats sushi,Jeff no longer probably eats sushi,paired,-44.9462890625,-49.60630798339844,True,-1.312870979309082,-3.531620979309082,-2.4389305114746094,-1.5483055114746094,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
70,Plural Attraction,TS 1,grammatical,The key to the cabinets probably was destroyed by the fire,The key to the cabinets probably were destroyed by the fire,paired,-50.069068908691406,-51.566612243652344,True,-1.1116676330566406,-4.064792633056641,-2.3552894592285156,-1.3552894592285156,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
71,Plural Attraction,TS 2,grammatical,The picture on the fliers definitely was of a village church in the south of France,The picture on the fliers definitely were of a village church in the south of France,paired,-68.9831771850586,-72.008544921875,True,-1.2195682525634766,-3.9695682525634766,-2.5415515899658203,-1.4165515899658203,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
72,Plural Attraction,TS 3,grammatical,The label on the containers probably was a warning about the hazardous chemicals inside,The label on the containers probably were a warning about the hazardous chemicals inside,paired,-59.01177978515625,-62.646942138671875,True,-1.1078968048095703,-4.60789680480957,-2.1967391967773438,-1.5717391967773438,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
73,Plural Attraction,TS 4,grammatical,The crime in the suburbs doubtlessly was a reflection of the violence in today's society,The crime in the suburbs doubtlessly were a reflection of the violence in today's society,paired,-74.19029235839844,-77.559326171875,True,-0.9021530151367188,-4.027153015136719,-2.2762413024902344,-1.2606163024902344,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
74,Plural Attraction,TS 5,grammatical,The entrance to the exhibits evidently was hard to locate on the diagram,The entrance to the exhibits evidently were hard to locate on the diagram,paired,-67.59160614013672,-71.65924835205078,True,-1.1576404571533203,-4.43889045715332,-2.553812026977539,-1.444437026977539,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
75,Plural Attraction,TS 6,ungrammatical,The slogan on the posters unsurprisingly was designed to get attention,The slogan on the posters unsurprisingly were designed to get attention,paired,-59.27021789550781,-61.52344512939453,True,-1.1858234405517578,-3.045198440551758,-2.4926681518554688,-1.2895431518554688,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
76,Plural Attraction,TS 7,ungrammatical,The mistake in the programs certainly was disastrous for the small software company,The mistake in the programs certainly were disastrous for the small software company,paired,-70.33018493652344,-73.8742904663086,True,-1.0364246368408203,-4.44267463684082,-2.7482872009277344,-1.3732872009277344,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
77,Plural Attraction,TS 8,ungrammatical,The problem in the stores ultimately was solved by firing the custodian,The problem in the stores ultimately were solved by firing the custodian,paired,-68.17477416992188,-73.8017807006836,True,-1.3210792541503906,-3.3835792541503906,-2.6372451782226562,-1.4341201782226562,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
78,Plural Attraction,TS 9,ungrammatical,The defect in the appliances likely was unknown to consumers and government regulators,The defect in the appliances likely were unknown to consumers and government regulators,paired,-66.98069763183594,-70.30357360839844,True,-1.292510986328125,-4.355010986328125,-2.2391233444213867,-1.7547483444213867,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
79,Plural Attraction,TS 10,ungrammatical,The door to the laboratories accidentally was left unlocked by the cleaning service,The door to the laboratories accidentally were left unlocked by the cleaning service,paired,-57.483551025390625,-62.1865119934082,True,-1.0773563385009766,-4.014856338500977,-2.813772201538086,-1.220022201538086,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
