item_id,phenomenon,test_item,original_condition,sentence_grammatical,sentence_ungrammatical,condition,direct_sum_logprob_good_sentence,direct_sum_logprob_bad_sentence,direct_correct,meta_sum_logprob_good_first_1,meta_sum_logprob_good_first_2,meta_sum_logprob_bad_first_1,meta_sum_logprob_bad_first_2,meta_1_correct,meta_2_correct,meta_good_correct,meta_bad_correct,meta_correct,meta_correct_lenient,model,revision
21,Comparative Sentences,TS 2,grammatical,More Americans began law school this week than Canadians did,More Americans began law school this week than Jason did,paired,-56.71761703491211,-64.87176513671875,True,-2.6516666412353516,-2.6872406005859375,-2.706880569458008,-2.5743331909179688,True,True,True,True,True,True,meta-llama/Llama-2-7b-hf,
22,Comparative Sentences,TS 3,grammatical,This month more one-year-olds took their first steps than 10-month-olds did,This month more one-year-olds took their first steps than Marie's daughter did,paired,-56.216129302978516,-68.87651062011719,True,-2.6861705780029297,-2.5392990112304688,-2.7777023315429688,-2.5812606811523438,True,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
23,Comparative Sentences,TS 4,grammatical,Today more Brazilians immigrated to Japan than Chileans did,Today more Brazilians immigrated to Japan than Wolfgang did,paired,-55.2060661315918,-63.03087615966797,True,-2.515352249145508,-2.559246063232422,-2.649578094482422,-2.508708953857422,True,True,True,True,True,True,meta-llama/Llama-2-7b-hf,
24,Comparative Sentences,TS 5,grammatical,More 18-year-olds voted in this election than 40-year-olds did,More 18-year-olds voted in this election than he did,paired,-45.98754119873047,-44.22705078125,False,-2.849172592163086,-3.0917415618896484,-2.926614761352539,-2.796201705932617,True,True,True,True,True,True,meta-llama/Llama-2-7b-hf,
25,Comparative Sentences,TS 6,ungrammatical,More photographers won their third Pulitzer this year than the writers did,More photographers won their third Pulitzer this year than the professor did,paired,-66.08992004394531,-74.8855209350586,True,-2.625925064086914,-2.6192188262939453,-2.687915802001953,-2.6069259643554688,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
26,Comparative Sentences,TS 7,ungrammatical,More girls graduated from high school last year than boys did,More girls graduated from high school last year than John did,paired,-38.009765625,-52.303611755371094,True,-2.476999282836914,-2.612943649291992,-2.6509017944335938,-2.497661590576172,True,True,True,True,True,True,meta-llama/Llama-2-7b-hf,
27,Comparative Sentences,TS 8,ungrammatical,This semester more foreign applicants got into Stanford than Americans did,This semester more foreign applicants got into Stanford than Marie did,paired,-60.52479934692383,-74.54249572753906,True,-2.570781707763672,-2.624910354614258,-2.6945114135742188,-2.517332077026367,True,True,True,True,True,True,meta-llama/Llama-2-7b-hf,
28,Comparative Sentences,TS 9,ungrammatical,More boys got an A on the exam yesterday than the girls did,More boys got an A on the exam yesterday than she did,paired,-56.06822967529297,-59.822242736816406,True,-2.5094051361083984,-2.5973148345947266,-2.5700225830078125,-2.4867687225341797,True,True,True,True,True,True,meta-llama/Llama-2-7b-hf,
29,Comparative Sentences,TS 10,ungrammatical,Last month more couples had their second child than single parents did,Last month more couples had their second child than Sandra's sister did,paired,-56.80398941040039,-70.15288543701172,True,-2.282115936279297,-2.2749366760253906,-2.372648239135742,-2.227048873901367,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
30,Intrusive Resumption,TS 1,grammatical,This is the boy that the cop who was leading the operation beat up,This is the boy that the cop who was leading the operation beat him up,paired,-64.17243957519531,-70.27409362792969,True,-2.7266464233398438,-2.4282569885253906,-2.7527217864990234,-2.517566680908203,True,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
31,Intrusive Resumption,TS 2,grammatical,This is the girl that the child who was playing with the doll loved,This is the girl that the child who was playing with the doll loved her,paired,-55.789794921875,-63.235050201416016,True,-2.8152084350585938,-2.552743911743164,-2.8226318359375,-2.649700164794922,True,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
32,Intrusive Resumption,TS 3,grammatical,This is the boy that the teachers who were teaching mathematics praised,This is the boy that the teachers who were teaching mathematics praised him,paired,-59.97930145263672,-63.93193054199219,True,-2.9521617889404297,-2.5684947967529297,-2.8104019165039062,-2.699737548828125,False,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
33,Intrusive Resumption,TS 4,grammatical,These are the flowers that the gardener who was working on John's flowerbed planted,These are the flowers that the gardener who was working on John's flowerbed planted them,paired,-65.5813217163086,-73.66857147216797,True,-2.959461212158203,-2.663829803466797,-2.8791122436523438,-2.767852783203125,False,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
34,Intrusive Resumption,TS 5,grammatical,These are the cakes that the pastry chefs who were participating in the competition baked,These are the cakes that the pastry chefs who were participating in the competition baked them,paired,-53.00419235229492,-60.4971809387207,True,-2.8039722442626953,-2.5792179107666016,-2.790254592895508,-2.580076217651367,False,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
35,Intrusive Resumption,TS 6,ungrammatical,This is the girl that the boy who was working with the gardener courted,This is the girl that the boy who was working with the gardener courted her,paired,-64.14897918701172,-69.81195068359375,True,-2.8053417205810547,-2.517087936401367,-2.7397327423095703,-2.6248512268066406,False,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
36,Intrusive Resumption,TS 7,ungrammatical,This is the actress that the judge who was working at Cannes admired,This is the actress that the judge who was working at Cannes admired her,paired,-70.00050354003906,-76.79556274414062,True,-2.805704116821289,-2.5261077880859375,-2.814821243286133,-2.69036865234375,True,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
37,Intrusive Resumption,TS 8,ungrammatical,This is the mug that the artisans who were working with ceramics crafted,This is the mug that the artisans who were working with ceramics crafted it,paired,-64.44256591796875,-69.0234603881836,True,-2.778818130493164,-2.5270462036132812,-2.742321014404297,-2.578296661376953,False,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
38,Intrusive Resumption,TS 9,ungrammatical,This is the dictionary entry that the students who were doing the exam looked up,This is the dictionary entry that the students who were doing the exam looked it up,paired,-62.412471771240234,-67.4748764038086,True,-2.5728092193603516,-2.374776840209961,-2.690204620361328,-2.2914695739746094,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
39,Intrusive Resumption,TS 10,ungrammatical,This is the competition that the athletes who were feeling tired gave up,This is the competition that the athletes who were feeling tired gave it up,paired,-62.10978698730469,-66.4225845336914,True,-2.7318153381347656,-2.5371875762939453,-2.773824691772461,-2.4975013732910156,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
40,NPIs,TS 1,grammatical,No authors that the critics recommended have received any acknowledgment for a best-selling novel,The authors that no critics recommended have received any acknowledgment for a best-selling novel,paired,-88.44844818115234,-95.94486999511719,True,-2.6949520111083984,-2.414325714111328,-2.675294876098633,-2.4332962036132812,False,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
41,NPIs,TS 2,grammatical,No ambassadors that the diplomats consulted have ever seen brutality in the foreign war,The ambassadors that no diplomats consulted have ever seen brutality in the foreign war,paired,-92.15880584716797,-99.3251953125,True,-2.7843170166015625,-2.555452346801758,-2.8319549560546875,-2.594379425048828,True,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
42,NPIs,TS 3,grammatical,No customers that the salesmen assisted have expressed any optimism for a full refund,The customers that no salesmen assisted have expressed any optimism for a full refund,paired,-85.59845733642578,-93.60477447509766,True,-2.5593948364257812,-2.396770477294922,-2.511678695678711,-2.4468345642089844,False,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
43,NPIs,TS 4,grammatical,No detergents that the housewives used have ever caused damage to the delicate clothing,The detergents that no housewives used have ever caused damage to the delicate clothing,paired,-79.33939361572266,-87.79325103759766,True,-2.8139495849609375,-2.541748046875,-2.7737693786621094,-2.525747299194336,False,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
44,NPIs,TS 5,grammatical,No students that the teachers punished could expect any friendliness from the strict principal,The students that no teachers punished could expect any friendliness from the strict principal,paired,-85.7024154663086,-89.73883819580078,True,-2.8457374572753906,-2.646106719970703,-2.8381805419921875,-2.6821842193603516,False,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
45,NPIs,TS 6,ungrammatical,No soldiers that the diplomats supported have shown any bravery in the controversial war,The soldiers that no diplomats supported have shown any bravery in the controversial war,paired,-82.26687622070312,-92.93672943115234,True,-2.7065563201904297,-2.496417999267578,-2.693683624267578,-2.536905288696289,False,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
46,NPIs,TS 7,ungrammatical,No professors that the students respected have ever wanted negativity in a class debate,The professors that no students respected have ever wanted negativity in a class debate,paired,-88.48567199707031,-95.37820434570312,True,-2.7112178802490234,-2.4063549041748047,-2.7217063903808594,-2.4148635864257812,True,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
47,NPIs,TS 8,ungrammatical,No comments that the politicians ignored have caused any bitterness toward the liberal newspapers,The comments that no politicians ignored have caused any bitterness toward the liberal newspapers,paired,-85.83468627929688,-97.47007751464844,True,-2.863971710205078,-2.6449813842773438,-2.669130325317383,-2.574960708618164,False,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
48,NPIs,TS 9,ungrammatical,No lawyers that the businessmen respected have ever received criticism for a bad trial,The lawyers that no businessmen respected have ever received criticism for a bad trial,paired,-92.15238189697266,-98.82890319824219,True,-2.728452682495117,-2.523571014404297,-2.735078811645508,-2.4813079833984375,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
49,NPIs,TS 10,ungrammatical,No babysitters that the children obeyed have shown any gratitude to the disappointed parents,The babysitters that no children obeyed have shown any gratitude to the disappointed parents,paired,-88.77838134765625,-95.54610443115234,True,-2.735797882080078,-2.4221858978271484,-2.741086959838867,-2.457612991333008,True,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
50,Order of Adjectives,TS 1,grammatical,I wore a beautiful long Italian silk dress,I wore a silk Italian long beautiful dress,paired,-41.53108215332031,-53.18103790283203,True,-2.706951141357422,-2.659679412841797,-2.882335662841797,-2.603109359741211,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
51,Order of Adjectives,TS 2,grammatical,I bought a nice small German electric bike,I bought an electric German small nice bike,paired,-45.63215255737305,-57.49687957763672,True,-2.707326889038086,-2.669954299926758,-2.8869400024414062,-2.600828170776367,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
52,Order of Adjectives,TS 3,grammatical,I washed an ugly wide American wool sweater,I washed a wool American wide ugly sweater,paired,-59.76337814331055,-68.94851684570312,True,-2.800273895263672,-2.5621376037597656,-2.8809661865234375,-2.638368606567383,True,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
53,Order of Adjectives,TS 4,grammatical,I painted a fine short Swedish wooden table,I painted a wooden Swedish short fine table,paired,-56.48081588745117,-62.650733947753906,True,-2.753253936767578,-2.666393280029297,-2.7730464935302734,-2.6131210327148438,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
54,Order of Adjectives,TS 5,grammatical,I saw a graceful tall Venetian vitreous vase,I saw a vitreous Venetian tall graceful vase,paired,-68.52576446533203,-71.88774108886719,True,-2.8118724822998047,-2.4483776092529297,-2.790006637573242,-2.4688644409179688,False,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
55,Order of Adjectives,TS 6,ungrammatical,I wore a beautiful long Italian silk dress,I wore a silk Italian long beautiful dress,paired,-41.53108215332031,-53.18103790283203,True,-2.706951141357422,-2.659679412841797,-2.882335662841797,-2.603109359741211,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
56,Order of Adjectives,TS 7,ungrammatical,I bought a nice small German electric bike,I bought an electric German small nice bike,paired,-45.63215255737305,-57.49687957763672,True,-2.707326889038086,-2.669954299926758,-2.8869400024414062,-2.600828170776367,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
57,Order of Adjectives,TS 8,ungrammatical,I washed an ugly wide American wool sweater,I washed a wool American wide ugly sweater,paired,-59.76337814331055,-68.94851684570312,True,-2.800273895263672,-2.5621376037597656,-2.8809661865234375,-2.638368606567383,True,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
58,Order of Adjectives,TS 9,ungrammatical,I painted a fine short Swedish wooden table,I painted a wooden Swedish short fine table,paired,-56.48081588745117,-62.650733947753906,True,-2.753253936767578,-2.666393280029297,-2.7730464935302734,-2.6131210327148438,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
59,Order of Adjectives,TS 10,ungrammatical,I saw a graceful tall Venetian vitreous vase,I saw a vitreous Venetian tall graceful vase,paired,-68.52576446533203,-71.88774108886719,True,-2.8118724822998047,-2.4483776092529297,-2.790006637573242,-2.4688644409179688,False,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
60,Order of Adverbs,TS 1,grammatical,Charlotte allegedly once was an acrobat,Charlotte once allegedly was an acrobat,paired,-47.71051025390625,-48.93829345703125,True,-2.6404380798339844,-2.4668426513671875,-2.664693832397461,-2.3760929107666016,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
61,Order of Adverbs,TS 2,grammatical,Sean probably already did his homework,Sean already probably did his homework,paired,-41.61445999145508,-47.17914581298828,True,-2.566987991333008,-2.510892868041992,-2.6886215209960938,-2.4749298095703125,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
62,Order of Adverbs,TS 3,grammatical,Melissa then always cleaned the dishes,Melissa always then cleaned the dishes,paired,-48.063880920410156,-49.58738708496094,True,-2.4383621215820312,-2.4265270233154297,-2.5173168182373047,-2.4526290893554688,True,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
63,Order of Adverbs,TS 4,grammatical,Dre perhaps still takes dance lessons,Dre still perhaps takes dance lessons,paired,-49.71610641479492,-57.52328109741211,True,-2.7192039489746094,-2.5751380920410156,-2.718830108642578,-2.517566680908203,False,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
64,Order of Adverbs,TS 5,grammatical,Emily probably no longer drinks beer,Emily no longer probably drinks beer,paired,-42.3723030090332,-48.07015609741211,True,-2.566987991333008,-2.4984798431396484,-2.6363964080810547,-2.4931602478027344,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
65,Order of Adverbs,TS 6,ungrammatical,Marc allegedly once was a firefighter,Marc once allegedly was a firefighter,paired,-45.48384094238281,-49.29813003540039,True,-2.6473636627197266,-2.5660362243652344,-2.6815338134765625,-2.474262237548828,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
66,Order of Adverbs,TS 7,ungrammatical,Sonja probably already set the table,Sonja already probably set the table,paired,-43.596397399902344,-50.94904327392578,True,-2.6107425689697266,-2.5061683654785156,-2.7110252380371094,-2.467191696166992,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
67,Order of Adverbs,TS 8,ungrammatical,Jacob then always did his homework,Jacob always then did his homework,paired,-43.25604248046875,-43.77375793457031,True,-2.4402523040771484,-2.445005416870117,-2.5744152069091797,-2.492715835571289,True,False,True,True,True,True,meta-llama/Llama-2-7b-hf,
68,Order of Adverbs,TS 9,ungrammatical,Gary perhaps still drives to work,Gary still perhaps drives to work,paired,-44.02533721923828,-48.78325271606445,True,-2.6973743438720703,-2.5888099670410156,-2.714029312133789,-2.562488555908203,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
69,Order of Adverbs,TS 10,ungrammatical,Jeff probably no longer eats sushi,Jeff no longer probably eats sushi,paired,-42.679908752441406,-48.82221603393555,True,-2.561613082885742,-2.4913253784179688,-2.6562976837158203,-2.5339088439941406,True,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
70,Plural Attraction,TS 1,grammatical,The key to the cabinets probably was destroyed by the fire,The key to the cabinets probably were destroyed by the fire,paired,-52.47752380371094,-53.67609405517578,True,-2.5342159271240234,-2.5085182189941406,-2.5677337646484375,-2.456878662109375,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
71,Plural Attraction,TS 2,grammatical,The picture on the fliers definitely was of a village church in the south of France,The picture on the fliers definitely were of a village church in the south of France,paired,-71.4028549194336,-76.53912353515625,True,-2.4821910858154297,-2.5850887298583984,-2.698728561401367,-2.5250301361083984,True,True,True,True,True,True,meta-llama/Llama-2-7b-hf,
72,Plural Attraction,TS 3,grammatical,The label on the containers probably was a warning about the hazardous chemicals inside,The label on the containers probably were a warning about the hazardous chemicals inside,paired,-60.604400634765625,-63.63599395751953,True,-2.5182876586914062,-2.426586151123047,-2.5463905334472656,-2.421985626220703,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
73,Plural Attraction,TS 4,grammatical,The crime in the suburbs doubtlessly was a reflection of the violence in today's society,The crime in the suburbs doubtlessly were a reflection of the violence in today's society,paired,-72.70712280273438,-77.09918212890625,True,-2.5896148681640625,-2.62823486328125,-2.8906593322753906,-2.478076934814453,True,True,True,True,True,True,meta-llama/Llama-2-7b-hf,
74,Plural Attraction,TS 5,grammatical,The entrance to the exhibits evidently was hard to locate on the diagram,The entrance to the exhibits evidently were hard to locate on the diagram,paired,-68.45999145507812,-71.66683959960938,True,-2.607015609741211,-2.415487289428711,-2.6793556213378906,-2.3976974487304688,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
75,Plural Attraction,TS 6,ungrammatical,The slogan on the posters unsurprisingly was designed to get attention,The slogan on the posters unsurprisingly were designed to get attention,paired,-56.9800910949707,-61.012001037597656,True,-2.4554805755615234,-2.6053733825683594,-2.715831756591797,-2.556539535522461,True,True,True,True,True,True,meta-llama/Llama-2-7b-hf,
76,Plural Attraction,TS 7,ungrammatical,The mistake in the programs certainly was disastrous for the small software company,The mistake in the programs certainly were disastrous for the small software company,paired,-71.89275360107422,-74.60855865478516,True,-2.439697265625,-2.5594654083251953,-2.6715335845947266,-2.4526329040527344,True,True,True,True,True,True,meta-llama/Llama-2-7b-hf,
77,Plural Attraction,TS 8,ungrammatical,The problem in the stores ultimately was solved by firing the custodian,The problem in the stores ultimately were solved by firing the custodian,paired,-66.75072479248047,-72.01509094238281,True,-2.48101806640625,-2.468832015991211,-2.630697250366211,-2.3945350646972656,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
78,Plural Attraction,TS 9,ungrammatical,The defect in the appliances likely was unknown to consumers and government regulators,The defect in the appliances likely were unknown to consumers and government regulators,paired,-67.84600830078125,-70.10359191894531,True,-2.3872909545898438,-2.388814926147461,-2.4492130279541016,-2.277027130126953,True,True,True,True,True,True,meta-llama/Llama-2-7b-hf,
79,Plural Attraction,TS 10,ungrammatical,The door to the laboratories accidentally was left unlocked by the cleaning service,The door to the laboratories accidentally were left unlocked by the cleaning service,paired,-55.538909912109375,-61.190101623535156,True,-2.5948047637939453,-2.7161808013916016,-2.9379634857177734,-2.5897674560546875,True,True,True,True,True,True,meta-llama/Llama-2-7b-hf,
