item_id,prefix,final_word,direct_logprob,meta_logprob,kl_divergence,spearman_r_all,spearman_p_all,spearman_r_top100,spearman_p_top100,model,revision,instruct
12,"Recall our encounter with the warbirds at the Federation border. Confirm my memory with yours.”
She turned Seren to face her. They placed their foreheads together as when they meditated together. They held hands beneath the surface of the water. They closed their eyes.
“There were five warbirds at the",border,-0.7470855712890625,-7.188867092132568,9.707903518574312e-05,0.6587218924683905,0.0,0.21347734773477348,0.03295897532160937,allenai/OLMo-7B,step211000-tokens933B,False
13,"I was so happy to see him that I almost sobbed his name.
Eli stiffened and let out a hiss. “Mohiri!” Fear crept into his voice, and my dazed mind wondered what on earth scared a vampire.
Nikolas chuckled, and I felt a tremor run through my captor. “I see there is no need for",introductions,-5.40311336517334,-15.314024925231934,9.61080368142575e-05,0.5959633184548301,0.0,0.4005760576057605,3.632224081007911e-05,allenai/OLMo-7B,step211000-tokens933B,False
14,"""Come on, baby girl,"" Mary Jo said, scooping up the toy, then bending to retrieve her daughter. ""Let me change your diaper and put you down for a couple of hours.""

""She sleeps that long?""

""Almost every afternoon. She still takes a morning nap, too, but she'll outgrow those pretty soon.""

Lori knew she had a lot to learn about",babies,-2.921605110168457,-8.808862686157227,9.45476713241078e-05,0.681195934986369,0.0,0.29995799579957994,0.0024293145379513867,allenai/OLMo-7B,step211000-tokens933B,False
15,"I would really like to have some time with my mom.""

Lucien groaned inwardly. How could he say no to that? Julia was grieving for her mate and at a loss on how to deal with her daughter. Now Jaeden actually wanted to speak to her mom... he would be an ogre if he said no. He gave a quick nod and ignored the grateful smile she threw him before her and her mother ambled out of the room",together,-7.345538139343262,-12.840156555175781,0.00019074663578066975,0.6960660614867824,0.0,0.2657305730573057,0.007537392762226151,allenai/OLMo-7B,step211000-tokens933B,False
16,"If Demerzel has the ability to change minds, he has to do so without bringing about side effects he does not wish-and since he is the Emperor's First Minister, the side effects he must worry about are numerous, indeed.""

""And the application to the present case?""

""Think about it! You can't tell anyone-except me, of course-that Demerzel is a robot, because he has adjusted you so that you can't. But how much adjustment did that take? Do you want to tell people that he is a",robot,-0.2846260070800781,-4.070556640625,6.802978896303102e-05,0.7166453314624324,0.0,0.33454545454545453,0.0006690114973790625,allenai/OLMo-7B,step211000-tokens933B,False
17,"I leaned out the window and pointed at Floyd’s hearing aid.
Floyd dug the hearing aid out of his ear and made an adjustment. “Sorry,” he said, screwing it back in. “Blasted thing was turned off.”
“What happened to Chester?”
“Shot in the head’s what happened to",Chester,-0.8768672943115234,-1.383275032043457,0.00010302496957592666,0.7637244440271974,0.0,0.1567116711671167,0.11945831051292037,allenai/OLMo-7B,step211000-tokens933B,False
18,"‘Well I don’t know why, Nellie showed it to me many times. It has heaps of her poems and short stories in it; mostly girlie stuff though, which is why she obviously didn’t bother showing you. Strange that she left it to you though, I can’t imagine you would enjoy it very much.
‘Are you sure it is the same",book,-1.2312755584716797,-6.243477821350098,9.404492448084056e-05,0.782964270136949,0.0,-0.0171017101710171,0.8658915600538579,allenai/OLMo-7B,step211000-tokens933B,False
19,"""We'll wait for you, Daddy,"" Izzy said, snuggling up to Annie.

Nick pressed the book into Izzy's hands and hurried out of the room. He came back a few minutes later, looking solemn.

Annie felt a prickling of fear. She sat up straighter, leaning forward. ""Nick?""

He eased back into the bed, on the other side of",Izzy,-0.30556678771972656,-3.528745651245117,5.562670776271261e-05,0.7031261383063718,0.0,0.3454065406540654,0.00043217321077534276,allenai/OLMo-7B,step211000-tokens933B,False
20,"""Michael wanted nothing to do with the business for a very long time,"" the older woman answered. ""He had his heart set on being a race-car driver.""

Maggie's mouth fell open. ""What?""

""Si. He was very good, though my heart stopped every time he went out on the track. No matter how many times his papa and I tried to discourage him, he found a way back on the",track,-0.6704864501953125,-6.214672088623047,8.958997932495549e-05,0.6263052960684896,0.0,0.2884488448844884,0.0036102261422911847,allenai/OLMo-7B,step211000-tokens933B,False
21,"A cowboy behind her said to break up a cheese slice and mush it down in the mixture.  Sarah took a slice of cheese to do just that.
Sarah and Tess sat at one of the large tables with other guests.  Everyone talked and laughed, while eating lunch.  It seemed a happy group. Dale watched from the back to make sure all was well and to get another look at",Sarah,-0.7928123474121094,-4.69371223449707,6.222207593964413e-05,0.691167250596271,0.0,0.3374137413741374,0.0005970095350837728,allenai/OLMo-7B,step211000-tokens933B,False
22,"Brayden's face was a mix of incredulity and disappointment when I told him I had to leave.

""But you just... I mean..."" It was a rare moment of speechlessness for him.

""I'm sorry,"" I said earnestly. ""Especially after being late and ruining the museum. But it's a family emergency.""

""Your family has an awful lot of",emergencies,-0.6570034027099609,-10.237601280212402,0.00013448792742565274,0.6193689920706538,0.0,0.05815781578157816,0.5654582959889523,allenai/OLMo-7B,step211000-tokens933B,False
23,"""Thank you,"" Liz says, her sweaty face going into my neck. ""I'm so tired.""

""As soon as this is over, you can sleep. I promise.""

""Okay."" She says softly. The doctor walks in and sits down at the end of the bed.

""Are you ready for this,",Liz,-0.7616806030273438,-3.1206188201904297,4.893755249213427e-05,0.7352067164007636,0.0,0.09698169816981697,0.33711106306107386,allenai/OLMo-7B,step211000-tokens933B,False
24,Olaf slapped the boy real hard. Bob was momentarily stunned. Olaf then started yelling at him about calling him without permission unless it was emergency. The boy mumbled something crying at the same time. Bob got closer through the woods and stepped on a branch that cracked. Both Olaf and the boy heard it and walked towards,Bob,-1.9957962036132812,-4.755706787109375,9.512659744359553e-05,0.7430219696507975,0.0,0.2567176717671767,0.009929821367141017,allenai/OLMo-7B,step211000-tokens933B,False
25,"Instead, its twin towers, now horizontal so as to appear like walkways, loomed over the deck of the Hercules, and the black ship stopped impossibly quickly, its movement suddenly halted.
No one moved for a moment and the two ships sat there, doing nothing. Then Lucius saw a movement near the top of the mighty warship as the hooked walkways descended downwards, until they reached down from the deck of the black vessel to the deck of the",Hercules,-0.46851158142089844,-6.222071647644043,8.997527766041458e-05,0.7568508028392082,0.0,0.2323072307230723,0.020030304758257997,allenai/OLMo-7B,step211000-tokens933B,False
26,"She kisses me again.

""Oh-kay!"" Jen whistles. ""Can we go now? I don't wanna break up the lovey-dovey show goin' on, but I have shopping to do.""

I laugh and release Lexy, wrapping a friendly arm around Jen's shoulders. ""Oh, how dull my life would be without you,",Jen,-1.0297527313232422,-4.282109260559082,6.139274773886427e-05,0.6935403218445205,0.0,0.2205100510051005,0.02748291583408104,allenai/OLMo-7B,step211000-tokens933B,False
27,"His smile widened. “I’ll keep it a secret.”
“Thank you.”
“Can you play?”
“Grace taught me how to play Chopsticks.”
“It’s a good place to start.” He tapped his card on the table. “I’ll think I’ll take another look at the",piano,-6.856245994567871,-6.437681198120117,6.150246917968616e-05,0.6996334738603482,0.0,0.3385658565856585,0.0005701431447813975,allenai/OLMo-7B,step211000-tokens933B,False
28,"Now, they were opening cans of pork & beans and eating them cold. As to why they didn't heat them up first, it took some prying but Lucas finally admitted that there had been a bit of an accident when they had used the stove and it had caught on fire. The ship was fine but they weren't sure about the",stove,-1.0134782791137695,-5.927338600158691,7.432692655129358e-05,0.6791801049599582,0.0,0.2779717971797179,0.005107407310448906,allenai/OLMo-7B,step211000-tokens933B,False
29,"I wasn't interested in helping, because I knew it was hopeless. Carla was six feet into a snowdrift almost as tall as my head, and we didn't even have a shovel. I just stood in the road next to the Duke, wiping the wisp of wet hair sticking out under my hat. ""Sorry,"" I said to the",Duke,-0.9740667343139648,-8.741756439208984,8.832979074213654e-05,0.7156824268219046,0.0,0.3000300030003,0.002423178464614776,allenai/OLMo-7B,step211000-tokens933B,False
30,"She doesn’t like to talk about it.” Sara looked at Joshua.
“Give her time,” he said gently. “It’s only been a few months.” As they reached Sara’s street, he stopped, pulled her into his arms, and held her for a moment. “I really, really like you,",Sara,-0.29569435119628906,-3.103550910949707,5.556633186643012e-05,0.7557305738838322,0.0,0.06660666066606659,0.5102655644606877,allenai/OLMo-7B,step211000-tokens933B,False
31,"“But I can be anything you want.”
Kim and Izzy rolled their eyes.
What a character. From his scruffy jeans and threadbare T-shirt, he obviously liked to dress down. Was it to draw attention to his looks or deflect them? I tugged hard and forced him to release my hand. Ignoring him, I gave my attention to",Kim,-2.142864227294922,-4.220864295959473,4.9670052248984575e-05,0.708623235494871,0.0,0.38485448544854484,7.699605684584546e-05,allenai/OLMo-7B,step211000-tokens933B,False
32,"the boy said, looking proud of every word.
""Go on, James,"" the boy behind him said. Some of the other boys had already headed into the showers and James had been too busy warning Toby. James gave Toby a long dark look then turned and walked on. A moment later Toby followed the boy in front of him into the",showers,-0.43456077575683594,-10.508649826049805,0.00015854803496040404,0.6270617930924723,0.0,0.24356435643564353,0.014609557048035836,allenai/OLMo-7B,step211000-tokens933B,False
33,"Twice Jeremy managed to avoid cars spinning out of control, and the number of vehicles that littered the roads was unreal. She was probably just as tired and worn out from being tense.
A little after six, she left a note in the room and trudged her way through the snow to the truck stop’s restaurant and ordered dinner-to-go for both of them.
As she opened the motel room’s door, she called, “Hey,",Jeremy,-2.6482152938842773,-4.89659309387207,5.499576946021989e-05,0.7565569336933703,0.0,0.2985418541854185,0.0025528707032869097,allenai/OLMo-7B,step211000-tokens933B,False
34,"so i do not have to tell you the pressures of doing business.”
“pardon me?”
“i said, you own your own store –”
the pop of a microphone saved us all from oblivion.
i hadn’t given much thought to where Chester Springs had been this whole time. unsolicited question answered by his voice. rich and buttery, pouring generously through a pair of",speakers,-4.295531272888184,-11.631123542785645,7.734524115221575e-05,0.6077137873843254,0.0,0.040804080408040795,0.6868903562434228,allenai/OLMo-7B,step211000-tokens933B,False
35,"Dylan of the Shed, you are named Guardian of the Portal, do you accept this Quest to protect the portal?”
“I guess.”
“Do you?” Btolomy boomed.
“I do,” he said and could feel his Dad’s eyes on him.
“Connor of the Shed, you too have been named. Do you accept this Quest to protect the",portal,-0.1640472412109375,-7.642594337463379,0.00013279721315484494,0.745987390625075,0.0,0.15678367836783674,0.11928642553234334,allenai/OLMo-7B,step211000-tokens933B,False
36,"""Clear as a bell,"" she said with more than a little sarcasm. ""So where are Mr. Zellerbach and the RV?""

""In Syracuse, New York, of course.""

She frowned. ""Enlighten me.""

"" `Hart's erroneous comedy.' ""

""That tells you he's in",Syracuse,-2.906947135925293,-7.731905937194824,7.099915819708258e-05,0.713654191089764,0.0,0.3293489348934893,0.0008200239934915167,allenai/OLMo-7B,step211000-tokens933B,False
37,"We only want to talk to you.”
Ishmael briefly wondered who lied, the soldier or the President, or perhaps neither, but he reached up, pulled down the lever and crawled through the vanes.
The razor sharp fan blades slowed until he could count them; five. There would be enough space to crawl between when they were",stopped,-4.499637603759766,-10.09479808807373,0.00011113799700979143,0.538910018382091,0.0,0.13963396339633963,0.16587442734760782,allenai/OLMo-7B,step211000-tokens933B,False
38,"I used to give Asher and Trevor a hard time about the way they acted when they both met their one...now I knew. I would die for Lilly; she was amazing, beautiful, and kind, and made me want to be a better person.

My phone rang from my pocket, bringing me out of my thoughts. I pulled it out, expecting it to be",Lilly,-2.592190742492676,-2.7647228240966797,3.5486886190483347e-05,0.7323705282462042,0.0,0.5372577257725772,8.262661428942063e-09,allenai/OLMo-7B,step211000-tokens933B,False
39,"Ellen asked him.

""Yes, indeed,"" Mark said. ""Several.""

""Have you ever made a list?""

""I can't say I have, Ellen. Do you recommend it?""

""Oh, yes,"" Ellen returned seriously. ""It's helpful if you have a real",list,-3.7941904067993164,-5.05015754699707,0.00010785179620143026,0.551872331027108,0.0,0.3554035403540354,0.00028499683839839447,allenai/OLMo-7B,step211000-tokens933B,False
40,"The second biker had dismounted and was hanging his helmet on the handlebars of his motorcycle when he caught sight of Joran. Without breaking eye contact, he walked up to Joran’s table.
“Cigarette for me?” Long asked.
Joran hesitated before pulling the pack of cigarettes from his shirt pocket and shaking one loose for Long. Long lit the cigarette and took a slow drag on it without ever taking his eyes off of",Joran,-0.3111286163330078,-2.5646743774414062,3.8441354263341054e-05,0.6837104743681214,0.0,0.49952595259525945,1.2186696460109205e-07,allenai/OLMo-7B,step211000-tokens933B,False
41,"The bat's gums were pulled back over his teeth in a snarl. ""I do not take orders from you, Overlander. Let us be clear on this from the start. I do not take orders from you!""

""Whoa!"" said Gregor, startled by Ares's intensity. ""What's your problem?""

""My problem is that at this moment, you are reminding me a great deal of Henry,"" said",Ares,-0.20728302001953125,-2.9717483520507812,4.627253656508401e-05,0.7231691100893767,0.0,0.5298289828982898,1.440845978478581e-08,allenai/OLMo-7B,step211000-tokens933B,False
42,"They just would have argued with me about it like they always do. And then, when I didn't eat my lunch? Well, you would have thought that I'd tried to jump out the window. I'm upset, and I have every right to be upset. When I get upset, I don't",eat,-2.3138904571533203,-4.822117805480957,7.652462227270007e-05,0.7130806817216603,0.0,0.32522052205220514,0.0009615210739810395,allenai/OLMo-7B,step211000-tokens933B,False
43,"She and Zach were covered in dust and sweat when Helen found them. ""Wow, Lexi! You rock.""

Lexi groaned at the bad pun.

Helen surveyed the work, which was nearly complete. ""How did you do this?""

Lexi shrugged. ""Don't know.""

""It's her gift,"" said",Zach,-1.7598228454589844,-4.332675933837891,5.1468599849613383e-05,0.686620698038948,0.0,0.5708250825082508,5.616829076868602e-10,allenai/OLMo-7B,step211000-tokens933B,False
44,"""That’s what I said, and I meant it,"" Bob answers.
""Think of something else."" Greg says. He turns around in the front seat to look at Skinner squirm.
""Maybe a gentle rain or taking a cold shower...""
More laughter erupts from his friends. There’s nothing more amusing to a bunch of boys than watching one of them",squirm,-0.9965591430664062,-10.134169578552246,0.0001205437583848834,0.5233973729431659,0.0,0.3404380438043804,0.0005288396682007944,allenai/OLMo-7B,step211000-tokens933B,False
45,"""We could go back,""I suggested weakly. ""Tel them their magical road thingie didn't work for us.""

But Jenna shook her head. ""It can't be that bad,""she muttered.

""We could try to go together,""I said. ""I think we'd both fit, and that way, if we end up transported to another dimension or morphed into a wal , at least we'd have",company,-3.3588857650756836,-11.010048866271973,0.00013390259118750691,0.6528253468552734,0.0,0.33113711371137106,0.0007648623761820472,allenai/OLMo-7B,step211000-tokens933B,False
46,"His gentle voice did me in. Tears seeped from my eyes. I had to make them stop. Big, bad werewolf hunters did not cry. Petite, blond girlie-girls did. They also got their families murdered before their eyes while powerless to do anything about it. I was no longer that girl; I was the",hunter,-4.678857803344727,-8.474649429321289,5.100170892546885e-05,0.7837331831754498,0.0,0.15516351635163517,0.12320023262063223,allenai/OLMo-7B,step211000-tokens933B,False
47,"""If you wanted me to have a happy birthday, you'd come over to my party. ""

""Your party,"" I repeated flatly.

""Yeah, remember? Andrea invited you?""

I remembered. I'd been thinking about it every day this week.

""I didn't think I was still",invited,-0.7742595672607422,-8.065102577209473,0.00011062559497077018,0.6093126975189258,0.0,0.1756975697569757,0.08037487758474669,allenai/OLMo-7B,step211000-tokens933B,False
48,"I'd have felt sorry for her if my own nerves hadn't been stretched to the breaking point.

We said nothing for a while. Mum looked out the window again.

""So I'm a ruby,"" I said. ""Those are red, aren't they?""

Mum nodded.

""And what gemstone is Charlotte?""

""She isn't one,"" said",Mum,-0.4431610107421875,-2.894721031188965,4.612067641573958e-05,0.7394628884189423,0.0,0.6815841584158416,5.939886653131592e-15,allenai/OLMo-7B,step211000-tokens933B,False
49,"More and more creepy zombie- looking ghosts would reach out of the waters to try and grab onto the boat.    
The boat came to a stop at a dock leading up to a giant circular black platform with giant black pillars sticking up around the sides.    
“Well, this is your stop, the Soulkeeper’s Passageway,” said the boat guide. 
Shortly, Muri and Joe were standing in the center of the giant",platform,-1.9083433151245117,-3.923940658569336,0.00010578383808024228,0.6434457559879717,0.0,0.3183918391839183,0.0012451232265112576,allenai/OLMo-7B,step211000-tokens933B,False
50,"The whole mechanism looked rather like a combined television and video player might look, if it had been invented and built three hundred years ago by Sir Isaac Newton. Which was, more or less, exactly what it was.

""Watch,"" said Door. She placed the wooden ball onto a platform. Lights shone through the machine and into the",ball,-1.3793792724609375,-5.247034072875977,7.46715086279437e-05,0.6615539392404416,0.0,0.32712871287128714,0.0008935620861639826,allenai/OLMo-7B,step211000-tokens933B,False
51,"Mike drove for fear that Jake was so nervous he would get another ticket before he got to the driver’s licensing facility.
He walked with Jake into the building and stood beside him as he presented his form to the official. “How long do I have to finish the test?” Jake asked nervously.
The official looked at his form and input his driver’s license number into the computer and asked, “What",test,-4.038946151733398,-7.7034912109375,9.607955871615559e-05,0.5862731327438417,0.0,0.3266606660666066,0.0009098128423946278,allenai/OLMo-7B,step211000-tokens933B,False
52,"I'm just used to working, so me not working is messing with my head. I love being home with both the kids, but..."" she trails off, shaking her head.

""But what?"" I ask when her face pales slightly.

""Um...I...it's nothing."" She shakes her head again and I know it's not",nothing,-3.3557729721069336,-6.118833541870117,9.43519698921591e-05,0.6808025671223151,0.0,0.23968796879687967,0.016311589062058787,allenai/OLMo-7B,step211000-tokens933B,False
53,"In the diagram, he pinched to the left of him, where the ground would be, and pulled up a trail of yellow that formed itself into a seat.
Argus watched as a small hatch opened up from the floor. An outline of the chair was imprinted in light, the seat and the back drawn into space by blue lasers. A tiny black cloud made of nanomachines streamed out of the",hatch,-1.2649097442626953,-7.186251640319824,7.831326365703717e-05,0.6864775715245154,0.0,0.2239303930393039,0.0251121363362098,allenai/OLMo-7B,step211000-tokens933B,False
54,"`You're all crazy if you think I'll pose as a Krull refugee to do your bidding,' said Luke.  After all I heard tonight I'll be looking to save my own sweet self before I'll be looking to help you ladies capture any walled cities.'

`You're not thinking clearly, Luke, honey,' said Casilevatates.  `Let me remind you why you're going to masquerade as a Krull",refugee,-0.4965858459472656,-10.210166931152344,0.00016301286814268678,0.5376311548931578,0.0,0.13666966696669666,0.1751356036830863,allenai/OLMo-7B,step211000-tokens933B,False
55,"Now seemed like as terrible a time as any to trade out my worries that Gregory had somehow found out about the Garzas – or the vain hope that Zach could bring himself to lie to a Gardener about it if asked – for some brand new anxiety. Gregory might have been good only for repeating Thorn, but the High Gardener was smart.
""Thorn wants to speak to you himself. He asked for my best,"" said",Gregory,-1.1957244873046875,-3.650381088256836,4.1641807911219075e-05,0.7092749337312927,0.0,0.6166576657665767,8.44105581110221e-12,allenai/OLMo-7B,step211000-tokens933B,False
56,"Bryn smirked as she said loudly, “Have a nice day.”  Kayla’s step did not even falter.  She just continued walking toward the door.  Bryn nudged Nicole and whispered, “Say something.”
Nicole looked confused, but eventually said, “Have a nice day.”
Kayla turned her head a little as she said, “You",too,-0.9473400115966797,-12.450739860534668,0.0001524504041299224,0.5424231864694943,0.0,0.3765256525652565,0.00011291589795832052,allenai/OLMo-7B,step211000-tokens933B,False
57,"I just need to grab my things and we can go.""

She took another step back and bumped into a body. ""Chloe, sorry,"" she said as she glanced over her shoulder.

""No biggie."" She pinched Addie in the back, a clear signal she wanted an introduction.

""Trent, this is my cousin,",Chloe,-0.435546875,-1.8461685180664062,3.478141297819093e-05,0.835842976162806,0.0,0.45315331533153314,2.198855096355262e-06,allenai/OLMo-7B,step211000-tokens933B,False
58,"It was the only section of the library where there wasn't a single book to check out.

""Good luck with that,"" Daniel said, opening up his sketchbook again, as if to say, preemptively, goodbye.

Luce was tongue-tied and embarrassed and what she would have liked to do was escape. But then, there were the shadows, still lurking nearby, and for some reason Luce felt better about them when she was next to",Daniel,-0.3926849365234375,-2.804361343383789,5.033056004322134e-05,0.7007417233485804,0.0,0.45696969696969697,1.7604936386555528e-06,allenai/OLMo-7B,step211000-tokens933B,False
59,"""Happy to help my little friend here, even if she is keeping surprising company,"" said Leo, giving Tessa a wry look. ""Glad you've got a school you like, though.""

""How do you want to be credited if I do cite you?"" asked Daphne, taking out her ego. ""Tessa said you work here and for the government.""

""Government stuff's freelance and unrelated,"" said",Leo,-0.1339435577392578,-4.709712982177734,8.040318789426237e-05,0.7222866100602854,0.0,0.41935793579357933,1.4068035969241723e-05,allenai/OLMo-7B,step211000-tokens933B,False
60,"Beth smoothed her wiry half-black, half-gray hair from her makeup-free face. In New Mexico, the natural look was common. Standing next to Cindy Fanucci, she felt like a disaster. She hid her ragged nails under the sleeves of her sweatshirt.
“Hi, I’m Cindy. It’s so nice to meet you,",Beth,-0.34146881103515625,-3.1963071823120117,5.310086635290645e-05,0.7376611175467014,0.0,0.525124512451245,2.0350353105803647e-08,allenai/OLMo-7B,step211000-tokens933B,False
61,"""I'm not done here.""

""But-""

""And I'm not your f**king meal,"" he added, a touch of heat whipping through his words.

So he had heard that part. Cassie had thought his enhanced hearing would pick it up.

The redhead glared at Dante, then at",Cassie,-2.5075063705444336,-4.96897029876709,5.57379680685699e-05,0.686814356872649,0.0,0.5390099009900989,7.232757541185573e-09,allenai/OLMo-7B,step211000-tokens933B,False
62,"He had the ridiculous desire to chase after her, but even as the thought skated tantalizingly through his mind, reality intruded.

""You know, I'm beginning to think there's something going on between you two.""

Cheyenne stood behind Hardy, arms crossed over her chest, chin set at an argumentative angle.

Hardy sighed, turning to walk away from her. ""There is nothing going on between us,",Cheyenne,-1.5095100402832031,-3.075322151184082,4.681964128394611e-05,0.7189832337233933,0.0,0.4799279927992799,4.35973224291024e-07,allenai/OLMo-7B,step211000-tokens933B,False
63,"He was about to let out a burst of laughter when the wagon came to a screeching halt. All the humor left him at once. Other than the low idle of the engine, everything became dead quiet. Strange mechanical noises crept from the back of the wagon like the sound of gears waking within a clock tower. Then he heard similar noises from the front of the",wagon,-0.20801925659179688,-4.415270805358887,7.599746459163725e-05,0.6879129605389958,0.0,0.3209600960096009,0.0011305726601329791,allenai/OLMo-7B,step211000-tokens933B,False
64,"""My serum Creatinine is high, although everything else within my kidney profile is apparently normal, according to the hospital. So is my potassium, but that could be an artifact, so they say. It apparently comes from eating too many bananas.""

""Do you eat bananas?""

""I can think of a whole lot of things to do with",bananas,-0.9655628204345703,-4.007363319396973,7.42259799153544e-05,0.7475446864274666,0.0,0.2831323132313231,0.004312111388169587,allenai/OLMo-7B,step211000-tokens933B,False
65,"Cooper groaned, and his body sagged back.

""You weren't supposed to be first,"" Deuce snarled as he lifted the gun and took aim at Cooper's prone form. ""But if that's the way you want it, old buddy...""

""No!"" Gabrielle threw her body forward and wrapped her arms around",Cooper,-0.5063724517822266,-2.9362449645996094,4.736588743980974e-05,0.7025538004652436,0.0,0.2652625262526252,0.00764779241030687,allenai/OLMo-7B,step211000-tokens933B,False
66,"Talking about it normally bothered me, but with him, I felt I could say anything.

""Everyone said I shouldn't have survived,"" I explained. ""Because of where I sat and the way the car hit the tree. Lissa was really the only one in a secure spot. She and I walked away with only a few",scratches,-1.156106948852539,-7.007623672485352,0.00011766309762606397,0.5621516828576664,0.0,0.29948994899489945,0.0024695414438262527,allenai/OLMo-7B,step211000-tokens933B,False
