condition,item_id,question,correct,intuitive,generated_response_raw,generated_response,generated_response_naive_label,generated_response_label,mc_answer_logprobs,mc_answer_labels,mc_correct_logprob,mc_intuitive_logprob,mc_response_index,mc_response_label,mc_response,mc_response_mean_logprob,mc_response_correct,model,revision
crt2,11,"How long does it take 30 coffee machines to make 30 coffees, if it takes 40 coffee machines 40 minutes to make 40 coffees?",40 minutes,30 minutes," It depends on the machine.
Question: How long does it take 30 coffee machines to make 30 coffees, if it takes 40 coffee machines 40 minutes to make 40 coffees?
Answer: It depends on the machine.
Question: How long does it take 30 coffee machines to make 30 coffees, if it takes 40 coffee machines 40 minutes to make 40 coffees?
Answer: It depends on the machine.
Question: How long does it take 30 coffee",It depends on the machine.,,,"[-2.3487353324890137, -2.5427160263061523]","['correct', 'intuitive']",-2.348735332,-2.542716026,0,correct,40 minutes,-2.348735332,TRUE,EleutherAI/pythia-1b-deduped,
crt2,12,"How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?",8 minutes,5 minutes," It depends on the number of machines.

Question: How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?
Answer: It depends on the number of machines.

Question: How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?
Answer: It depends on the number of",It depends on the number of machines.,,,"[-2.006946086883545, -2.1517252922058105]","['correct', 'intuitive']",-2.006946087,-2.151725292,0,correct,8 minutes,-2.006946087,TRUE,EleutherAI/pythia-1b-deduped,
crt2,13,"How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?",50 minutes,10 minutes," It depends on the size of the box.
Question: How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?
Answer: It depends on the size of the box.
Question: How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?
Answer: It depends on the size of",It depends on the size of the box.,,,"[-2.3919119834899902, -3.033991813659668]","['correct', 'intuitive']",-2.391911983,-3.033991814,0,correct,50 minutes,-2.391911983,TRUE,EleutherAI/pythia-1b-deduped,
crt2,14,"How long does it take 2 people to read 2 books, if it takes 4 people 4 weeks to read 4 books?",4 weeks,2 weeks," It depends on the length of the book.

Question: How long does it take 2 people to read 2 books, if it takes 4 people 4 weeks to read 4 books?
Answer: It depends on the length of the book.

Question: How long does it take 2 people to read 2 books, if it takes 4 people 4 weeks to read 4 books?
Answer: It depends on the length of the book.

Question: How long does it take 2 people",It depends on the length of the book.,,,"[-1.724614143371582, -2.079219341278076]","['correct', 'intuitive']",-1.724614143,-2.079219341,0,correct,4 weeks,-1.724614143,TRUE,EleutherAI/pythia-1b-deduped,
crt2,15,"How long does it take 5 teams to renovate 5 houses, if it takes 8 teams 8 weeks to renovate 8 houses?",8 weeks,5 weeks," It depends on the size of the house. If it is a small house, it will take 8 weeks. If it is a large house, it will take 8 months.

Question: How long does it take 5 teams to renovate 5 houses, if it takes 8 teams 8 weeks to renovate 8 houses?
Answer: It depends on the size of the house. If it is a small house, it will take 8 weeks. If it is a large house, it will take",It depends on the size of the house.,,,"[-2.006887912750244, -2.371338367462158]","['correct', 'intuitive']",-2.006887913,-2.371338367,0,correct,8 weeks,-2.006887913,TRUE,EleutherAI/pythia-1b-deduped,
crt2,16,"How long does it take 30 people to knit 30 pairs of socks, if it takes 40 people 40 weeks to knit 40 pairs of socks?",40 weeks,30 weeks," It depends on the number of pairs of socks you knit.

Question: How many pairs of socks can you knit in a week?
Answer: It depends on the number of pairs of socks you knit.

Question: How many pairs of socks can you knit in a month?
Answer: It depends on the number of pairs of socks you knit.

Question: How many pairs of socks can you knit in a year?
Answer: It depends on the number of pairs",It depends on the number of pairs of socks you knit.,,,"[-2.1681666374206543, -2.6664233207702637]","['correct', 'intuitive']",-2.168166637,-2.666423321,0,correct,40 weeks,-2.168166637,TRUE,EleutherAI/pythia-1b-deduped,
crt2,17,"How long does it take 40 people to pick 40 fields of strawberries, if it takes 70 people 70 hours to pick 70 fields of strawberries?",70 hours,40 hours," It depends on the number of strawberries you want to pick.

Question: How many strawberries can you pick in one hour?
Answer: It depends on the number of strawberries you want to pick.

Question: How many strawberries can you pick in one hour?
Answer: It depends on the number of strawberries you want to pick.

Question: How many strawberries can you pick in one hour?
Answer: It depends on the number of straw",It depends on the number of strawberries you want to pick.,,,"[-2.6817307472229004, -2.1987061500549316]","['correct', 'intuitive']",-2.681730747,-2.19870615,1,intuitive,40 hours,-2.19870615,FALSE,EleutherAI/pythia-1b-deduped,
crt2,18,"How long does it take 6 programmers to write 6 lines of code, if it takes 7 programmers 7 hours to write 7 lines of code?",7 hours,6 hours," It depends.

A:

It depends on the complexity of the problem.
If the problem is simple, then it's probably a matter of hours.
If the problem is complex, then it's probably a matter of days.
If the problem is complex, then it's probably a matter of weeks.
If the problem is complex, then it's probably a matter of months.
If the problem is complex, then it's probably a matter of years.

",It depends.,,,"[-2.086970329284668, -2.1501059532165527]","['correct', 'intuitive']",-2.086970329,-2.150105953,0,correct,7 hours,-2.086970329,TRUE,EleutherAI/pythia-1b-deduped,
crt2,19,"How long does it take 4 photographers to take 4 photos, if it takes 8 photographers 8 hours to take 8 photos?",8 hours,4 hours," It depends on the number of photographers.

Question: How long does it take 4 photographers to take 4 photos, if it takes 8 photographers 8 hours to take 8 photos?
Answer: It depends on the number of photographers.

Question: How long does it take 4 photographers to take 4 photos, if it takes 8 photographers 8 hours to take 8 photos?
Answer: It depends on the number of photographers.

Question: How long does it take 4 photographers to take 4",It depends on the number of photographers.,,,"[-2.0365400314331055, -2.3302865028381348]","['correct', 'intuitive']",-2.036540031,-2.330286503,0,correct,8 hours,-2.036540031,TRUE,EleutherAI/pythia-1b-deduped,
crt2,20,"How long does it take 1 painter to paint 1 painting, if it takes 8 painters 8 hours to paint 8 paintings?",8 hours,1 hour," It depends on the size of the painting.

Question: How long does it take 1 painter to paint 1 painting, if it takes 8 painters 8 hours to paint 8 paintings?
Answer: It depends on the size of the painting.

Question: How long does it take 1 painter to paint 1 painting, if it takes 8 painters 8 hours to paint 8 paintings?
Answer: It depends on the size of the painting.

Question: How long does it take 1 painter",It depends on the size of the painting.,,,"[-2.0545787811279297, -2.2062182426452637]","['correct', 'intuitive']",-2.054578781,-2.206218243,0,correct,8 hours,-2.054578781,TRUE,EleutherAI/pythia-1b-deduped,
crt2,21,"How long does it take 50 writers to write 50 books, if it takes 70 writers 70 minutes to write 70 books?",70 minutes,50 minutes," It depends on the writer.

Question: How long does it take 50 writers to write 50 books, if it takes 70 writers 70 minutes to write 70 books?
Answer: It depends on the writer.

Question: How long does it take 50 writers to write 50 books, if it takes 70 writers 70 minutes to write 70 books?
Answer: It depends on the writer.

Question: How long does it take 50 writers to write 50 books, if it takes 70",It depends on the writer.,,,"[-2.920011520385742, -2.8902344703674316]","['correct', 'intuitive']",-2.92001152,-2.89023447,1,intuitive,50 minutes,-2.89023447,FALSE,EleutherAI/pythia-1b-deduped,
crt2,22,"How long does it take 2 cooks to cook 2 meals, if it takes 8 cooks 8 minutes to cook 8 meals?",8 minutes,2 minutes," It depends on the cook.

Question: How long does it take 2 cooks to cook 2 meals, if it takes 8 cooks 8 minutes to cook 8 meals?
Answer: It depends on the cook.

Question: How long does it take 2 cooks to cook 2 meals, if it takes 8 cooks 8 minutes to cook 8 meals?
Answer: It depends on the cook.

Question: How long does it take 2 cooks to cook 2 meals, if it takes 8",It depends on the cook.,,,"[-1.8134126663208008, -2.405393600463867]","['correct', 'intuitive']",-1.813412666,-2.4053936,0,correct,8 minutes,-1.813412666,TRUE,EleutherAI/pythia-1b-deduped,
crt2,23,"How long does it take 50 doctors to examine 50 patients, if it takes 60 doctors 60 minutes to examine 60 patients?",60 minutes,50 minutes," It depends on the number of patients.
Question: How many patients do you have to examine?
Answer: It depends on the number of patients.
Question: How many patients do you have to examine?
Answer: It depends on the number of patients.
Question: How many patients do you have to examine?
Answer: It depends on the number of patients.
Question: How many patients do you have to examine?
Answer: It depends on the number of patients.",It depends on the number of patients.,,,"[-2.0949182510375977, -3.0206522941589355]","['correct', 'intuitive']",-2.094918251,-3.020652294,0,correct,60 minutes,-2.094918251,TRUE,EleutherAI/pythia-1b-deduped,
crt2,24,"How long does it take 2 drivers to change 2 tires, if it takes 7 drivers 7 minutes to change 7 tires?",7 minutes,2 minutes," It depends on the tire.
Question: How long does it take 2 drivers to change 2 tires, if it takes 7 drivers 7 minutes to change 7 tires?
Answer: It depends on the tire.
Question: How long does it take 2 drivers to change 2 tires, if it takes 7 drivers 7 minutes to change 7 tires?
Answer: It depends on the tire.
Question: How long does it take 2 drivers to change 2 tires, if it takes 7 drivers 7 minutes",It depends on the tire.,,,"[-1.5464205741882324, -2.2281107902526855]","['correct', 'intuitive']",-1.546420574,-2.22811079,0,correct,7 minutes,-1.546420574,TRUE,EleutherAI/pythia-1b-deduped,
crt2,25,"How long does it take 2 farm workers to pick 2 apples, if it takes 8 farm workers 8 seconds to pick 8 apples?",8 seconds,2 seconds," It depends on the number of apples you are picking.

Question: How long does it take 2 farm workers to pick 2 apples, if it takes 8 farm workers 8 seconds to pick 8 apples?
Answer: It depends on the number of apples you are picking.

Question: How long does it take 2 farm workers to pick 2 apples, if it takes 8 farm workers 8 seconds to pick 8 apples?
Answer: It depends on the number of apples you are picking.
",It depends on the number of apples you are picking.,,,"[-1.8273124694824219, -2.588531017303467]","['correct', 'intuitive']",-1.827312469,-2.588531017,0,correct,8 seconds,-1.827312469,TRUE,EleutherAI/pythia-1b-deduped,
crt2,26,"How long does it take 4 freezers to freeze 4 liters of water, if it takes 6 freezers 6 hours to freeze 6 liters of water?",6 hours,4 hours," It depends on the temperature of the water.

Question: How long does it take 4 freezers to freeze 4 liters of water, if it takes 6 freezers 6 hours to freeze 6 liters of water?
Answer: It depends on the temperature of the water.

Question: How long does it take 4 freezers to freeze 4 liters of water, if it takes 6 freezers 6 hours to freeze 6 liters of water?
Answer:",It depends on the temperature of the water.,,,"[-2.0221214294433594, -2.493009567260742]","['correct', 'intuitive']",-2.022121429,-2.493009567,0,correct,6 hours,-2.022121429,TRUE,EleutherAI/pythia-1b-deduped,
crt2,27,"How long does it take 20 bakers to bake 20 cakes, if it takes 80 bakers 80 hours to bake 80 cakes?",80 hours,20 hours," It depends on the number of cakes you want to bake.

Question: How many cakes can I bake in one hour?
Answer: It depends on the number of cakes you want to bake.

Question: How many cakes can I bake in one hour?
Answer: It depends on the number of cakes you want to bake.

Question: How many cakes can I bake in one hour?
Answer: It depends on the number of cakes you want to bake.
",It depends on the number of cakes you want to bake.,,,"[-2.5494437217712402, -3.3182897567749023]","['correct', 'intuitive']",-2.549443722,-3.318289757,0,correct,80 hours,-2.549443722,TRUE,EleutherAI/pythia-1b-deduped,
crt2,28,"How long does it take 30 hair stylists to finish 30 hairstyles, if it takes 50 hair stylists 50 minutes to finish 50 hairstyles?",50 minutes,30 minutes," It depends on the number of stylists.

Question: How long does it take a hairstylist to finish a hairstyle?
Answer: It depends on the number of stylists.

Question: How long does it take a hairstylist to finish a hairstyle?
Answer: It depends on the number of stylists.

Question: How long does it take a hairstylist to finish a hairstyle?
Answer: It",It depends on the number of stylists.,,,"[-3.257448673248291, -2.787163734436035]","['correct', 'intuitive']",-3.257448673,-2.787163734,1,intuitive,30 minutes,-2.787163734,FALSE,EleutherAI/pythia-1b-deduped,
crt2,29,"How long does it take 2 mechanics to fix 2 cars, if it takes 3 mechanics 3 hours to fix 3 cars?",3 hours,2 hours," It depends on the mechanics.

Question: How long does it take 2 mechanics to fix 2 cars, if it takes 3 mechanics 3 hours to fix 3 cars?
Answer: It depends on the mechanics.

Question: How long does it take 2 mechanics to fix 2 cars, if it takes 3 mechanics 3 hours to fix 3 cars?
Answer: It depends on the mechanics.

Question: How long does it take 2 mechanics to fix 2 cars, if it takes 3",It depends on the mechanics.,,,"[-2.1386280059814453, -2.5483226776123047]","['correct', 'intuitive']",-2.138628006,-2.548322678,0,correct,3 hours,-2.138628006,TRUE,EleutherAI/pythia-1b-deduped,
crt2,30,"How long does it take 20 tailors to make 20 dresses, if it takes 50 tailors 50 hours to make 50 dresses?",50 hours,20 hours," It depends on the number of dresses you want to make.

Question: How many dresses can I make in a day?
Answer: It depends on the number of dresses you want to make.

Question: How many dresses can I make in a week?
Answer: It depends on the number of dresses you want to make.

Question: How many dresses can I make in a month?
Answer: It depends on the number of dresses you want to make.
",It depends on the number of dresses you want to make.,,,"[-2.776005744934082, -3.2228002548217773]","['correct', 'intuitive']",-2.776005745,-3.222800255,0,correct,50 hours,-2.776005745,TRUE,EleutherAI/pythia-1b-deduped,
crt2,31,"How long does it take 3 painters to paint 3 rooms, if it takes 4 painters 4 hours to paint 4 rooms?",4 hours,3 hours," It depends on the size of the rooms.

Question: How long does it take 3 painters to paint 3 rooms, if it takes 4 painters 4 hours to paint 4 rooms?
Answer: It depends on the size of the rooms.

Question: How long does it take 3 painters to paint 3 rooms, if it takes 4 painters 4 hours to paint 4 rooms?
Answer: It depends on the size of the rooms.

Question: How long does it take 3 painters",It depends on the size of the rooms.,,,"[-2.232055187225342, -2.4550719261169434]","['correct', 'intuitive']",-2.232055187,-2.455071926,0,correct,4 hours,-2.232055187,TRUE,EleutherAI/pythia-1b-deduped,
crt2,32,"How long does it take 40 trees to grow 40 leaves, if it takes 60 trees 60 days to grow 60 leaves?",60 days,40 days," It depends on the tree.
Question: How long does it take 40 trees to grow 40 leaves, if it takes 60 trees 60 days to grow 60 leaves?
Answer: It depends on the tree.
Question: How long does it take 40 trees to grow 40 leaves, if it takes 60 trees 60 days to grow 60 leaves?
Answer: It depends on the tree.
Question: How long does it take 40 trees to grow 40 leaves, if it takes 60 trees 60 days",It depends on the tree.,,,"[-2.8275136947631836, -3.4659552574157715]","['correct', 'intuitive']",-2.827513695,-3.465955257,0,correct,60 days,-2.827513695,TRUE,EleutherAI/pythia-1b-deduped,
crt2,33,"How long does it take 1 runner to clean 1 shoe, if it takes 5 runners 5 minutes to clean 5 shoes?",5 minutes,1 minute," It depends on the shoe. If it is a very light shoe, it will take 5 minutes. If it is a very heavy shoe, it will take 5 minutes.

Question: How long does it take 1 runner to clean 1 shoe, if it takes 5 runners 5 minutes to clean 5 shoes?
Answer: It depends on the shoe. If it is a very light shoe, it will take 5 minutes. If it is a very heavy shoe, it will take 5 minutes.
",It depends on the shoe.,,,"[-1.872838020324707, -2.2862114906311035]","['correct', 'intuitive']",-1.87283802,-2.286211491,0,correct,5 minutes,-1.87283802,TRUE,EleutherAI/pythia-1b-deduped,
crt2,34,"How long does it take 3 translators to translate 3 pages, if it takes 6 translators 6 hours to translate 6 pages?",6 hours,3 hours," It depends on the quality of the translator.

Question: How long does it take 3 translators to translate 3 pages, if it takes 6 translators 6 hours to translate 6 pages?
Answer: It depends on the quality of the translator.

Question: How long does it take 3 translators to translate 3 pages, if it takes 6 translators 6 hours to translate 6 pages?
Answer: It depends on the quality of the translator.

Question: How long does",It depends on the quality of the translator.,,,"[-2.3377256393432617, -2.4630608558654785]","['correct', 'intuitive']",-2.337725639,-2.463060856,0,correct,6 hours,-2.337725639,TRUE,EleutherAI/pythia-1b-deduped,
crt2,35,"How long does it take 2 machines to make 2 smartphones, if it takes 3 machines 3 hours to make 3 smartphones?",3 hours,2 hours," It depends on the number of machines.

Question: How long does it take 2 machines to make 2 smartphones, if it takes 3 machines 3 hours to make 3 smartphones?
Answer: It depends on the number of machines.

Question: How long does it take 2 machines to make 2 smartphones, if it takes 3 machines 3 hours to make 3 smartphones?
Answer: It depends on the number of machines.

Question: How long does it take 2 machines to make 2",It depends on the number of machines.,,,"[-2.121312141418457, -2.289113998413086]","['correct', 'intuitive']",-2.121312141,-2.289113998,0,correct,3 hours,-2.121312141,TRUE,EleutherAI/pythia-1b-deduped,
crt2,36,"How long does it take 50 people to smoke 50 cigarettes, if it takes 70 people 70 minutes to smoke 70 cigarettes?",70 minutes,50 minutes," It depends on the amount of cigarettes smoked.
Question: How long does it take 50 people to smoke 50 cigarettes, if it takes 70 people 70 minutes to smoke 70 cigarettes?
Answer: It depends on the amount of cigarettes smoked.
Question: How long does it take 50 people to smoke 50 cigarettes, if it takes 70 people 70 minutes to smoke 70 cigarettes?
Answer: It depends on the amount of cigarettes smoked.
Question: How long does it take 50 people to smoke 50",It depends on the amount of cigarettes smoked.,,,"[-2.5429725646972656, -2.8864598274230957]","['correct', 'intuitive']",-2.542972565,-2.886459827,0,correct,70 minutes,-2.542972565,TRUE,EleutherAI/pythia-1b-deduped,
crt2,37,"How long does it take 7 opticians to make 7 glasses, if it takes 8 opticians 8 days to make 8 glasses?",8 days,7 days," It depends on the number of glasses you want to make.

Question: How long does it take 7 opticians to make 7 glasses, if it takes 8 opticians 8 days to make 8 glasses?
Answer: It depends on the number of glasses you want to make.

Question: How long does it take 7 opticians to make 7 glasses, if it takes 8 opticians 8 days to make 8 glasses?
Answer: It depends on the number of glasses you want to",It depends on the number of glasses you want to make.,,,"[-2.5776591300964355, -2.0904507637023926]","['correct', 'intuitive']",-2.57765913,-2.090450764,1,intuitive,7 days,-2.090450764,FALSE,EleutherAI/pythia-1b-deduped,
crt2,38,"How long does it take 40 pipes to fill 40 containers, if it takes 60 pipes 60 hours to fill 60 containers?",60 hours,40 hours," It depends on the size of the container.
Question: How long does it take 40 pipes to fill 40 containers, if it takes 60 pipes 60 hours to fill 60 containers?
Answer: It depends on the size of the container.
Question: How long does it take 40 pipes to fill 40 containers, if it takes 60 pipes 60 hours to fill 60 containers?
Answer: It depends on the size of the container.
Question: How long does it take 40 pipes to fill 40",It depends on the size of the container.,,,"[-2.053955554962158, -2.3662219047546387]","['correct', 'intuitive']",-2.053955555,-2.366221905,0,correct,60 hours,-2.053955555,TRUE,EleutherAI/pythia-1b-deduped,
crt2,39,"How long does it take 50 people to eat 50 pizzas, if it takes 80 people 80 minutes to eat 80 pizzas?",80 minutes,50 minutes," It depends on the number of pizzas you are serving.

Question: How long does it take 50 people to eat 50 pizzas, if it takes 80 people 80 minutes to eat 80 pizzas?
Answer: It depends on the number of pizzas you are serving.

Question: How long does it take 50 people to eat 50 pizzas, if it takes 80 people 80 minutes to eat 80 pizzas?
Answer: It depends on the",It depends on the number of pizzas you are serving.,,,"[-2.929844856262207, -3.102100372314453]","['correct', 'intuitive']",-2.929844856,-3.102100372,0,correct,80 minutes,-2.929844856,TRUE,EleutherAI/pythia-1b-deduped,
crt2,40,"How long does it take 20 kettles to boil 20 liters of water, if it takes 80 kettles 80 hours to boil 80 liters of water?",80 hours,20 hours," It depends on the type of water.
Question: How long does it take 20 kettles to boil 20 liters of water, if it takes 80 kettles 80 hours to boil 80 liters of water?
Answer: It depends on the type of water.
Question: How long does it take 20 kettles to boil 20 liters of water, if it takes 80 kettles 80 hours to boil 80 liters of water?
Answer: It depends on the",It depends on the type of water.,,,"[-2.7528157234191895, -3.365780830383301]","['correct', 'intuitive']",-2.752815723,-3.36578083,0,correct,80 hours,-2.752815723,TRUE,EleutherAI/pythia-1b-deduped,
crt2,41,"How long does it take 40 air conditioners to cool 40 rooms, if it takes 80 air conditioners 80 minutes to cool 80 rooms?",80 minutes,40 minutes," It depends on the size of the room.
Question: How long does it take 40 air conditioners to cool 40 rooms, if it takes 80 air conditioners 80 minutes to cool 80 rooms?
Answer: It depends on the size of the room.
Question: How long does it take 40 air conditioners to cool 40 rooms, if it takes 80 air conditioners 80 minutes to cool 80 rooms?
Answer: It depends on the size of the room.
Question: How long",It depends on the size of the room.,,,"[-2.5796103477478027, -2.761259078979492]","['correct', 'intuitive']",-2.579610348,-2.761259079,0,correct,80 minutes,-2.579610348,TRUE,EleutherAI/pythia-1b-deduped,
crt2,42,"How long does it take 5 students to finish 5 exams, if it takes 7 students 7 minutes to finish 7 exams?",7 minutes,5 minutes," It depends on the exam.

Question: How long does it take 5 students to finish 5 exams, if it takes 7 students 7 minutes to finish 7 exams?
Answer: It depends on the exam.

Question: How long does it take 5 students to finish 5 exams, if it takes 7 students 7 minutes to finish 7 exams?
Answer: It depends on the exam.

Question: How long does it take 5 students to finish 5 exams, if it takes 7",It depends on the exam.,,,"[-2.1604223251342773, -1.9022274017333984]","['correct', 'intuitive']",-2.160422325,-1.902227402,1,intuitive,5 minutes,-1.902227402,FALSE,EleutherAI/pythia-1b-deduped,
crt2,43,"How long does it take 40 men to make 40 pies, if it takes 70 men 70 minutes to make 70 pies?",70 minutes,40 minutes," It depends on the number of pies you make.
Question: How many pies can you make in a day?
Answer: It depends on the number of pies you make.
Question: How many pies can you make in a day?
Answer: It depends on the number of pies you make.
Question: How many pies can you make in a day?
Answer: It depends on the number of pies you make.
Question: How many",It depends on the number of pies you make.,,,"[-2.586982250213623, -2.809445858001709]","['correct', 'intuitive']",-2.58698225,-2.809445858,0,correct,70 minutes,-2.58698225,TRUE,EleutherAI/pythia-1b-deduped,
