good_sentence,bad_sentence,category,category_fine,blimp_UID,blimp_pairID,item_id,condition,direct_sum_logprob_good_sentence,direct_sum_logprob_bad_sentence,direct_correct,meta_sum_logprob_good_first_1,meta_sum_logprob_good_first_2,meta_sum_logprob_bad_first_1,meta_sum_logprob_bad_first_2,meta_1_correct,meta_2_correct,meta_good_correct,meta_bad_correct,meta_correct,meta_correct_lenient,model,revision
An eye opens.,An eye admires.,syntax,argument_structure,inchoative,974,26,paired,-22.142986297607422,-31.886985778808594,True,-2.0910937786102295,-3.069060802459717,-2.0796585083007812,-3.0228941440582275,False,True,True,False,False,True,google/gemma-2b,
Kirsten isn't described by the mother of Rodney.,Kirsten isn't argued by the mother of Rodney.,syntax,argument_structure,passive_1,493,27,paired,-63.0505256652832,-66.24495697021484,True,-2.227898359298706,-3.6087751388549805,-2.207977056503296,-3.5446434020996094,False,True,True,False,False,True,google/gemma-2b,
Lissa shuts a gate.,Lissa falls a gate.,syntax,argument_structure,causative,852,28,paired,-42.36531066894531,-46.09724426269531,True,-2.103637218475342,-3.039612054824829,-2.151177406311035,-3.0476958751678467,True,False,True,False,False,True,google/gemma-2b,
Tonya washed Teresa.,Tonya negotiates Teresa.,syntax,argument_structure,causative,274,29,paired,-43.840965270996094,-47.3828125,True,-2.114610195159912,-3.0743048191070557,-2.237571954727173,-3.271315813064575,True,False,True,False,False,True,google/gemma-2b,
Liam should shock Joseph's supervisors.,Liam should shrug Joseph's supervisors.,syntax,argument_structure,transitive,165,30,paired,-62.38249969482422,-67.53916931152344,True,-2.3043525218963623,-3.4892163276672363,-2.3380115032196045,-3.508450984954834,True,False,True,False,False,True,google/gemma-2b,
These waiters' plumbers were referenced.,These waiters' plumbers were left.,syntax,argument_structure,passive_2,906,31,paired,-64.09871673583984,-62.58583068847656,False,-2.2109742164611816,-3.2493109703063965,-2.1308937072753906,-3.2448809146881104,False,True,True,False,False,True,google/gemma-2b,
That glass wasn't dropping.,That glass wasn't looking like.,syntax,argument_structure,inchoative,619,32,paired,-37.9188346862793,-44.17578125,True,-2.227362632751465,-3.4387965202331543,-2.2685530185699463,-3.5207555294036865,True,False,True,False,False,True,google/gemma-2b,
Some ladies were accelerating many bikes.,Some ladies were vanishing many bikes.,syntax,argument_structure,causative,771,33,paired,-55.66221237182617,-55.21953582763672,False,-2.451552152633667,-3.7304348945617676,-2.3820316791534424,-3.7588977813720703,False,False,True,False,False,True,google/gemma-2b,
Claire wouldn't close many doors.,Claire wouldn't fall many doors.,syntax,argument_structure,causative,692,34,paired,-43.24516296386719,-52.70314025878906,True,-2.293506145477295,-3.566159725189209,-2.278358221054077,-3.54512095451355,False,True,True,False,False,True,google/gemma-2b,
Nicole wasn't descending.,Nicole wasn't returning to.,syntax,argument_structure,drop_argument,315,35,paired,-38.15706253051758,-41.68618392944336,True,-2.2559072971343994,-3.470423460006714,-2.2847983837127686,-3.452106475830078,True,True,True,False,False,True,google/gemma-2b,
Margaret was watched by Carol.,Margaret was died by Carol.,syntax,argument_structure,passive_1,745,36,paired,-40.097755432128906,-42.75777053833008,True,-2.4658923149108887,-3.52242112159729,-2.3756954669952393,-3.381624221801758,False,True,True,False,False,True,google/gemma-2b,
Benjamin would wrinkle every scarf.,Benjamin would fall every scarf.,syntax,argument_structure,causative,4,37,paired,-56.00495910644531,-53.387672424316406,False,-2.2607576847076416,-3.3615562915802,-2.2868382930755615,-3.38505220413208,True,False,True,False,False,True,google/gemma-2b,
A lot of grandsons of Tara have helped.,A lot of grandsons of Tara have resembled.,syntax,argument_structure,drop_argument,439,38,paired,-56.262054443359375,-61.997642517089844,True,-2.3941714763641357,-3.602442741394043,-2.4022598266601562,-3.5995142459869385,True,True,True,False,False,True,google/gemma-2b,
Vincent hated William.,Vincent grinned William.,syntax,argument_structure,transitive,197,39,paired,-34.72942352294922,-46.98183822631836,True,-2.256463050842285,-3.5652894973754883,-2.2739617824554443,-3.453657865524292,True,True,True,False,False,True,google/gemma-2b,
Some pants folded.,Some pants admire.,syntax,argument_structure,inchoative,632,40,paired,-33.90020751953125,-40.31148147583008,True,-2.26731014251709,-3.4669911861419678,-2.298475980758667,-3.5356452465057373,True,False,True,False,False,True,google/gemma-2b,
Some dress dries.,Some dress messed up.,syntax,argument_structure,inchoative,403,41,paired,-36.598472595214844,-35.706783294677734,False,-2.1522605419158936,-3.163205623626709,-2.1958703994750977,-3.275644302368164,True,False,True,False,False,True,google/gemma-2b,
Many women joke around.,Many women care for.,syntax,argument_structure,intransitive,872,42,paired,-33.28124237060547,-33.160797119140625,False,-2.2161972522735596,-3.1290271282196045,-2.135260581970215,-3.2331583499908447,False,False,True,False,False,True,google/gemma-2b,
An adult wouldn't fold this sock.,An adult wouldn't disappear this sock.,syntax,argument_structure,causative,897,43,paired,-49.34172439575195,-57.45978546142578,True,-2.1535439491271973,-3.3773555755615234,-2.1643002033233643,-3.39634108543396,True,False,True,False,False,True,google/gemma-2b,
Katherine is helped.,Katherine is trained.,syntax,argument_structure,passive_2,545,44,paired,-31.979965209960938,-32.19434356689453,True,-2.2099578380584717,-3.242371082305908,-2.2385172843933105,-3.4131698608398438,True,False,True,False,False,True,google/gemma-2b,
Claire's ex-boyfriend wasn't referenced by Brian.,Claire's ex-boyfriend wasn't disagreed by Brian.,syntax,argument_structure,passive_1,328,45,paired,-61.27345657348633,-64.72640228271484,True,-2.1395742893218994,-3.3369412422180176,-2.1098580360412598,-3.2989161014556885,False,True,True,False,False,True,google/gemma-2b,
Mouths haven't closed.,Mouths haven't bought.,syntax,argument_structure,inchoative,89,46,paired,-35.62762451171875,-43.95451736450195,True,-2.1771881580352783,-3.4700303077697754,-2.1955020427703857,-3.4843430519104004,True,False,True,False,False,True,google/gemma-2b,
Some waiter's tutors were impressed.,Some waiter's tutors were competed.,syntax,argument_structure,passive_2,453,47,paired,-52.73212814331055,-59.41840362548828,True,-2.3845419883728027,-3.8631882667541504,-2.400832414627075,-3.721465587615967,True,True,True,False,False,True,google/gemma-2b,
Those blouses had flattened.,Those blouses had looked like.,syntax,argument_structure,intransitive,462,48,paired,-44.97272491455078,-48.23557662963867,True,-2.216357707977295,-3.211517572402954,-2.2078664302825928,-3.250340700149536,False,False,True,False,False,True,google/gemma-2b,
Erin wouldn't disgust Matt.,Erin wouldn't fall Matt.,syntax,argument_structure,transitive,185,49,paired,-47.781005859375,-47.88299560546875,True,-2.3338382244110107,-3.598900556564331,-2.2723276615142822,-3.5232229232788086,False,True,True,False,False,True,google/gemma-2b,
The child hadn't hidden Alice.,The child hadn't donated Alice.,syntax,argument_structure,causative,831,50,paired,-46.25413513183594,-52.207523345947266,True,-2.3850207328796387,-3.749751567840576,-2.3701932430267334,-3.6833596229553223,False,True,True,False,False,True,google/gemma-2b,
Dawn hates this determined patient.,Dawn hates these determined patient.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,110,51,paired,-52.85252380371094,-58.33421325683594,True,-2.13273024559021,-3.1266298294067383,-2.1306562423706055,-3.1526193618774414,False,False,True,False,False,True,google/gemma-2b,
Marie cares for that nice child.,Marie cares for that nice children.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,119,52,paired,-49.892364501953125,-51.284339904785156,True,-2.3837103843688965,-3.6580896377563477,-2.3925251960754395,-3.70627498626709,True,False,True,False,False,True,google/gemma-2b,
Some children were healing these students.,Some children were healing these student.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,688,53,paired,-48.42432403564453,-53.901206970214844,True,-2.3326592445373535,-3.4711592197418213,-2.3464932441711426,-3.4909379482269287,True,False,True,False,False,True,google/gemma-2b,
A box alarms these actresses.,A box alarms these actress.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,624,54,paired,-53.496421813964844,-54.92338562011719,True,-2.1802711486816406,-3.2021923065185547,-2.198014974594116,-3.199601650238037,True,True,True,False,False,True,google/gemma-2b,
Timothy explores this restaurant.,Timothy explores this restaurants.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,314,55,paired,-41.864593505859375,-48.68803405761719,True,-2.2519688606262207,-3.3069231510162354,-2.2441248893737793,-3.3548097610473633,False,False,True,False,False,True,google/gemma-2b,
This rug worries that child.,This rug worries those child.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,946,56,paired,-47.04128646850586,-51.70450973510742,True,-2.272407293319702,-3.3327746391296387,-2.2538483142852783,-3.2786459922790527,False,True,True,False,False,True,google/gemma-2b,
Jill discovered this content girl.,Jill discovered these content girl.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,350,57,paired,-49.8929557800293,-57.83984375,True,-2.227001428604126,-3.2389018535614014,-2.2061214447021484,-3.2938337326049805,False,False,True,False,False,True,google/gemma-2b,
That adult has brought that purple octopus.,That adult has brought those purple octopus.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,8,58,paired,-59.99085235595703,-65.77092742919922,True,-2.3616576194763184,-3.6481642723083496,-2.367067575454712,-3.681262969970703,True,False,True,False,False,True,google/gemma-2b,
Most senators run around those hospitals.,Most senators run around those hospital.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,981,59,paired,-52.5552978515625,-57.80317687988281,True,-2.2134342193603516,-3.4798178672790527,-2.2638309001922607,-3.5131442546844482,True,False,True,False,False,True,google/gemma-2b,
Claire conceals those small stimuli.,Claire conceals that small stimuli.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,192,60,paired,-57.90582275390625,-58.981727600097656,True,-2.1995575428009033,-3.173635721206665,-2.233881711959839,-3.1684470176696777,True,True,True,False,False,True,google/gemma-2b,
These muffins haven't bored those standing guys.,These muffins haven't bored that standing guys.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,569,61,paired,-69.14070892333984,-71.64263153076172,True,-2.26901912689209,-3.3971481323242188,-2.2850024700164795,-3.3575305938720703,True,True,True,False,False,True,google/gemma-2b,
Many teenagers break this orange foot.,Many teenagers break this orange feet.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,891,62,paired,-56.17032241821289,-58.41750717163086,True,-2.383969783782959,-3.4427709579467773,-2.412494659423828,-3.514873743057251,True,False,True,False,False,True,google/gemma-2b,
That broccoli scares that fast woman.,That broccoli scares that fast women.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,964,63,paired,-55.642677307128906,-57.84501647949219,True,-2.3002185821533203,-3.4522781372070312,-2.303738832473755,-3.4546616077423096,True,False,True,False,False,True,google/gemma-2b,
Most girls passed those smooth high schools.,Most girls passed those smooth high school.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,217,64,paired,-57.91564178466797,-58.02763366699219,True,-2.2898921966552734,-3.6274070739746094,-2.3268136978149414,-3.639660596847534,True,False,True,False,False,True,google/gemma-2b,
Candice appreciates that patient.,Candice appreciates that patients.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,980,65,paired,-45.218074798583984,-45.16741180419922,False,-2.098928689956665,-3.0440664291381836,-2.097407341003418,-3.1897318363189697,False,False,True,False,False,True,google/gemma-2b,
A hill doesn't impress these people.,A hill doesn't impress these person.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,157,66,paired,-43.95768356323242,-52.453857421875,True,-2.187805652618408,-3.176844596862793,-2.179260492324829,-3.152080535888672,False,True,True,False,False,True,google/gemma-2b,
That painting is looking like this delighted boy.,That painting is looking like this delighted boys.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,894,67,paired,-58.193931579589844,-61.625083923339844,True,-2.2847635746002197,-3.400017023086548,-2.2823939323425293,-3.361288547515869,False,True,True,False,False,True,google/gemma-2b,
The hospitals referenced these students.,The hospitals referenced these student.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,482,68,paired,-48.79658126831055,-55.10576248168945,True,-2.091468334197998,-3.1368765830993652,-2.101468563079834,-3.193221092224121,True,False,True,False,False,True,google/gemma-2b,
Ellen wasn't observing these customers.,Ellen wasn't observing these customer.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,545,69,paired,-49.9185676574707,-55.16786575317383,True,-2.294405937194824,-3.592127561569214,-2.342456102371216,-3.6658883094787598,True,False,True,False,False,True,google/gemma-2b,
Some adults run around that black high school.,Some adults run around those black high school.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,889,70,paired,-58.67039489746094,-64.56421661376953,True,-2.2874433994293213,-3.4118432998657227,-2.2830379009246826,-3.4192378520965576,False,False,True,False,False,True,google/gemma-2b,
Every lady drops by these oases.,Every lady drops by this oases.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,579,71,paired,-53.429664611816406,-54.22971725463867,True,-2.1826295852661133,-3.2694575786590576,-2.2309505939483643,-3.2567241191864014,True,True,True,False,False,True,google/gemma-2b,
Julia kisses that person.,Julia kisses those person.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,775,72,paired,-39.148319244384766,-47.106266021728516,True,-2.334514856338501,-3.4032773971557617,-2.3417701721191406,-3.3847601413726807,True,True,True,False,False,True,google/gemma-2b,
Becca won't discuss that child.,Becca won't discuss that children.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,544,73,paired,-46.669029235839844,-50.624916076660156,True,-2.1163995265960693,-3.231189250946045,-2.1675336360931396,-3.3067541122436523,True,False,True,False,False,True,google/gemma-2b,
Michelle can't argue about those sick children.,Michelle can't argue about that sick children.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,994,74,paired,-56.290836334228516,-59.25309371948242,True,-2.1753861904144287,-3.457063674926758,-2.2259862422943115,-3.4844298362731934,True,False,True,False,False,True,google/gemma-2b,
Sherry hasn't talked about that mall.,Sherry hasn't talked about that malls.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,229,75,paired,-49.52452850341797,-55.873783111572266,True,-2.166558265686035,-3.4007744789123535,-2.16572642326355,-3.457787036895752,False,False,True,False,False,True,google/gemma-2b,
Cindy could praise these men.,Cindy could praise this men.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,580,76,paired,-46.017417907714844,-48.97980499267578,True,-2.2444162368774414,-3.2236781120300293,-2.275745391845703,-3.2268664836883545,True,False,True,False,False,True,google/gemma-2b,
Phillip was lifting this mouse.,Phillip was lifting this mice.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,3,77,paired,-50.49506378173828,-54.951560974121094,True,-2.2342662811279297,-3.193260431289673,-2.228023052215576,-3.2146496772766113,False,False,True,False,False,True,google/gemma-2b,
A lot of students run around those college campuses.,A lot of students run around that college campuses.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,728,78,paired,-43.254547119140625,-45.52082061767578,True,-2.1610748767852783,-3.145167350769043,-2.1826703548431396,-3.154543876647949,True,False,True,False,False,True,google/gemma-2b,
All boys fire this woman.,All boys fire these woman.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,740,79,paired,-47.16001510620117,-53.62160110473633,True,-2.234818696975708,-3.286362648010254,-2.2234458923339844,-3.237093687057495,False,True,True,False,False,True,google/gemma-2b,
Marcus shouldn't mess up these blue feet.,Marcus shouldn't mess up these blue foot.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,803,80,paired,-60.46907043457031,-64.40706634521484,True,-2.1775012016296387,-3.4073193073272705,-2.2151803970336914,-3.4436352252960205,True,False,True,False,False,True,google/gemma-2b,
Debra has loved that clever man.,Debra has loved that clever men.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,856,81,paired,-54.495845794677734,-58.894229888916016,True,-2.245649814605713,-3.3108160495758057,-2.2584228515625,-3.396648645401001,True,False,True,False,False,True,google/gemma-2b,
Many planes were irritating these children.,Many planes were irritating this children.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,888,82,paired,-51.744834899902344,-55.222007751464844,True,-2.332185745239258,-3.5324454307556152,-2.3804399967193604,-3.5429575443267822,True,False,True,False,False,True,google/gemma-2b,
Meredith escaped from these people.,Meredith escaped from this people.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,981,83,paired,-41.48808670043945,-45.790348052978516,True,-2.2587344646453857,-3.375476360321045,-2.3532559871673584,-3.4124929904937744,True,False,True,False,False,True,google/gemma-2b,
Raymond left those scared children.,Raymond left that scared children.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,93,84,paired,-50.850440979003906,-51.168006896972656,True,-2.182654857635498,-3.3708336353302,-2.205200433731079,-3.415041446685791,True,False,True,False,False,True,google/gemma-2b,
Clyde appreciated that synopsis.,Clyde appreciated those synopsis.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,689,85,paired,-46.987003326416016,-53.805747985839844,True,-2.1646180152893066,-3.143477439880371,-2.1103110313415527,-3.1167044639587402,False,True,True,False,False,True,google/gemma-2b,
The Lutherans upset this man.,The Lutherans upset these man.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,278,86,paired,-51.882965087890625,-57.18490219116211,True,-2.1920511722564697,-3.2058520317077637,-2.1912548542022705,-3.177095651626587,False,True,True,False,False,True,google/gemma-2b,
Many guests approach this lucky man.,Many guests approach these lucky man.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,767,87,paired,-48.528228759765625,-57.12538146972656,True,-2.4144175052642822,-3.5888302326202393,-2.431372880935669,-3.626333713531494,True,False,True,False,False,True,google/gemma-2b,
This documentary hadn't disagreed with these good plays.,This documentary hadn't disagreed with these good play.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,220,88,paired,-69.2251205444336,-71.51795196533203,True,-2.267946720123291,-3.6546144485473633,-2.3159987926483154,-3.7133288383483887,True,False,True,False,False,True,google/gemma-2b,
Wayne was thinking about this paralysis.,Wayne was thinking about this paralyses.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,478,89,paired,-47.93282699584961,-58.63694763183594,True,-2.2267303466796875,-3.2024776935577393,-2.22708797454834,-3.2028250694274902,True,False,True,False,False,True,google/gemma-2b,
Laura buys these axes.,Laura buys this axes.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,107,90,paired,-46.132789611816406,-45.98908996582031,False,-2.1839206218719482,-3.191694974899292,-2.2622592449188232,-3.2592568397521973,True,False,True,False,False,True,google/gemma-2b,
Matt hadn't impressed this exposed child.,Matt hadn't impressed these exposed child.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,818,91,paired,-64.88822174072266,-71.85200500488281,True,-2.2540271282196045,-3.355363607406616,-2.2487828731536865,-3.3754870891571045,False,False,True,False,False,True,google/gemma-2b,
Those pedestrians weren't fleeing from these concealed men.,Those pedestrians weren't fleeing from this concealed men.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,855,92,paired,-64.98102569580078,-69.70670318603516,True,-2.2284176349639893,-3.5016589164733887,-2.290156364440918,-3.545898199081421,True,False,True,False,False,True,google/gemma-2b,
Rachelle had bought that chair.,Rachelle had bought that chairs.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,145,93,paired,-42.80918502807617,-49.29450225830078,True,-2.324301242828369,-3.4948999881744385,-2.3276097774505615,-3.544865608215332,True,False,True,False,False,True,google/gemma-2b,
Actors reference that displeased doctor.,Actors reference that displeased doctors.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,419,94,paired,-60.20691680908203,-60.83522033691406,True,-2.1714484691619873,-3.1297357082366943,-2.120192050933838,-3.129791259765625,False,False,True,False,False,True,google/gemma-2b,
Becky had fixed this hard foot.,Becky had fixed this hard feet.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,21,95,paired,-56.47099685668945,-57.702083587646484,True,-2.231755495071411,-3.3318264484405518,-2.2632646560668945,-3.386464834213257,True,False,True,False,False,True,google/gemma-2b,
Douglas hadn't fired these men.,Douglas hadn't fired this men.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,657,96,paired,-47.40000915527344,-54.646636962890625,True,-2.2962191104888916,-3.5911054611206055,-2.2973713874816895,-3.5197577476501465,True,True,True,False,False,True,google/gemma-2b,
Some museums forget that good analysis.,Some museums forget those good analysis.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,150,97,paired,-53.49690246582031,-58.46979522705078,True,-2.24682879447937,-3.31034517288208,-2.2441136837005615,-3.309684991836548,False,True,True,False,False,True,google/gemma-2b,
Sheila hasn't arrived at those restaurants.,Sheila hasn't arrived at that restaurants.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,369,98,paired,-51.63025665283203,-51.996849060058594,True,-2.311269760131836,-3.7943201065063477,-2.3859124183654785,-3.821002960205078,True,False,True,False,False,True,google/gemma-2b,
