good_sentence,bad_sentence,category,category_fine,blimp_UID,blimp_pairID,item_id,condition,direct_sum_logprob_good_sentence,direct_sum_logprob_bad_sentence,direct_correct,meta_sum_logprob_good_first_1,meta_sum_logprob_good_first_2,meta_sum_logprob_bad_first_1,meta_sum_logprob_bad_first_2,meta_1_correct,meta_2_correct,meta_good_correct,meta_bad_correct,meta_correct,meta_correct_lenient,model,revision
A hill doesn't impress these people.,A hill doesn't impress these person.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,157,66,paired,-35.671875,-45.6953125,True,-1.4296875,-2.7421875,-1.390625,-2.5234375,False,True,True,False,False,True,EleutherAI/pythia-12b-deduped,
That painting is looking like this delighted boy.,That painting is looking like this delighted boys.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,894,67,paired,-53.234375,-60.3828125,True,-1.6953125,-2.9453125,-1.6953125,-3.046875,False,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
The hospitals referenced these students.,The hospitals referenced these student.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,482,68,paired,-43.0859375,-49.09375,True,-1.296875,-2.640625,-1.3125,-2.515625,True,True,True,False,False,True,EleutherAI/pythia-12b-deduped,
Ellen wasn't observing these customers.,Ellen wasn't observing these customer.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,545,69,paired,-37.8671875,-46.15625,True,-1.4375,-2.796875,-1.40625,-2.703125,False,True,True,False,False,True,EleutherAI/pythia-12b-deduped,
Some adults run around that black high school.,Some adults run around those black high school.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,889,70,paired,-51.421875,-55.58203125,True,-1.4453125,-2.765625,-1.3359375,-2.7890625,False,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
Every lady drops by these oases.,Every lady drops by this oases.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,579,71,paired,-41.640625,-45.28125,True,-1.453125,-2.828125,-1.46875,-2.8125,True,True,True,False,False,True,EleutherAI/pythia-12b-deduped,
Julia kisses that person.,Julia kisses those person.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,775,72,paired,-27.140625,-37.359375,True,-1.265625,-2.6875,-1.203125,-2.71875,False,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
Becca won't discuss that child.,Becca won't discuss that children.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,544,73,paired,-36.0546875,-42.1796875,True,-1.3828125,-2.7421875,-1.4609375,-2.8984375,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
Michelle can't argue about those sick children.,Michelle can't argue about that sick children.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,994,74,paired,-43.15625,-48.25,True,-1.3984375,-2.890625,-1.4296875,-2.859375,True,True,True,False,False,True,EleutherAI/pythia-12b-deduped,
Sherry hasn't talked about that mall.,Sherry hasn't talked about that malls.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,229,75,paired,-45.1484375,-51.4375,True,-1.5703125,-3.0234375,-1.515625,-3.03125,False,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
Cindy could praise these men.,Cindy could praise this men.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,580,76,paired,-41.48046875,-46.33203125,True,-1.5625,-2.8828125,-1.5625,-2.8046875,False,True,True,False,False,True,EleutherAI/pythia-12b-deduped,
Phillip was lifting this mouse.,Phillip was lifting this mice.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,3,77,paired,-38.2421875,-44.3671875,True,-1.1484375,-2.34375,-1.140625,-2.5546875,False,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
A lot of students run around those college campuses.,A lot of students run around that college campuses.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,728,78,paired,-40.84765625,-42.02734375,True,-1.53125,-2.875,-1.53125,-2.7890625,False,True,True,False,False,True,EleutherAI/pythia-12b-deduped,
All boys fire this woman.,All boys fire these woman.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,740,79,paired,-37.15234375,-43.15625,True,-1.4296875,-2.6796875,-1.375,-2.7890625,False,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
Marcus shouldn't mess up these blue feet.,Marcus shouldn't mess up these blue foot.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,803,80,paired,-49.1171875,-56.703125,True,-1.3125,-2.6796875,-1.375,-2.7265625,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
Debra has loved that clever man.,Debra has loved that clever men.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,856,81,paired,-40.2265625,-47.12109375,True,-1.3828125,-2.5234375,-1.4453125,-2.765625,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
Many planes were irritating these children.,Many planes were irritating this children.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,888,82,paired,-42.2421875,-46.2421875,True,-1.359375,-2.484375,-1.34375,-2.5,False,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
Meredith escaped from these people.,Meredith escaped from this people.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,981,83,paired,-34.5625,-39.09375,True,-1.375,-2.8046875,-1.3359375,-2.7578125,False,True,True,False,False,True,EleutherAI/pythia-12b-deduped,
Raymond left those scared children.,Raymond left that scared children.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,93,84,paired,-36.0859375,-37.80078125,True,-1.34375,-2.734375,-1.2734375,-2.609375,False,True,True,False,False,True,EleutherAI/pythia-12b-deduped,
Clyde appreciated that synopsis.,Clyde appreciated those synopsis.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,689,85,paired,-40.4609375,-45.875,True,-1.2578125,-2.59375,-1.2421875,-2.6875,False,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
The Lutherans upset this man.,The Lutherans upset these man.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,278,86,paired,-41.0546875,-45.7265625,True,-1.5625,-2.828125,-1.5625,-2.953125,False,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
Many guests approach this lucky man.,Many guests approach these lucky man.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,767,87,paired,-37.39453125,-44.19921875,True,-1.6796875,-2.78125,-1.671875,-2.8828125,False,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
This documentary hadn't disagreed with these good plays.,This documentary hadn't disagreed with these good play.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,220,88,paired,-62.328125,-66.796875,True,-1.484375,-3.09375,-1.421875,-2.921875,False,True,True,False,False,True,EleutherAI/pythia-12b-deduped,
Wayne was thinking about this paralysis.,Wayne was thinking about this paralyses.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,478,89,paired,-33.9375,-41.625,True,-1.359375,-2.671875,-1.375,-2.7109375,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
Laura buys these axes.,Laura buys this axes.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,107,90,paired,-40.19140625,-43.07421875,True,-1.109375,-2.7578125,-1.109375,-2.609375,False,True,True,False,False,True,EleutherAI/pythia-12b-deduped,
Matt hadn't impressed this exposed child.,Matt hadn't impressed these exposed child.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,818,91,paired,-47.359375,-56.0625,True,-1.3125,-2.765625,-1.4375,-2.9609375,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
Those pedestrians weren't fleeing from these concealed men.,Those pedestrians weren't fleeing from this concealed men.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,855,92,paired,-47.26953125,-56.3515625,True,-1.5546875,-2.84375,-1.59375,-2.875,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
Rachelle had bought that chair.,Rachelle had bought that chairs.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,145,93,paired,-37.71875,-44.078125,True,-1.640625,-2.75,-1.6328125,-2.796875,False,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
Actors reference that displeased doctor.,Actors reference that displeased doctors.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,419,94,paired,-55.875,-54.4765625,False,-1.2890625,-2.4375,-1.2734375,-2.546875,False,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
Becky had fixed this hard foot.,Becky had fixed this hard feet.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,21,95,paired,-42.6796875,-45.1171875,True,-1.2109375,-2.4609375,-1.3359375,-2.640625,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
Douglas hadn't fired these men.,Douglas hadn't fired this men.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,657,96,paired,-31.703125,-39.1015625,True,-1.4453125,-2.8671875,-1.4921875,-2.90625,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
Some museums forget that good analysis.,Some museums forget those good analysis.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,150,97,paired,-46.8359375,-53.4609375,True,-1.5703125,-2.8046875,-1.4921875,-2.7421875,False,True,True,False,False,True,EleutherAI/pythia-12b-deduped,
Sheila hasn't arrived at those restaurants.,Sheila hasn't arrived at that restaurants.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,369,98,paired,-44.4453125,-48.5234375,True,-1.546875,-2.921875,-1.671875,-2.953125,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
Chad isn't investigating this senator.,Chad isn't investigating this senators.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,452,99,paired,-42.44921875,-50.94140625,True,-1.453125,-2.8203125,-1.4765625,-3.0703125,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
Some man broke this tooth.,Some man broke these tooth.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,120,100,paired,-34.4140625,-42.2890625,True,-1.3046875,-2.515625,-1.2421875,-2.5703125,False,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
Water annoys a few displeased girls and this chair annoys a lot.,Water annoys a few girls and this chair annoys a lot displeased.,syntax,ellipsis,ellipsis_n_bar_1,500,101,paired,-78.31640625,-82.40625,True,-1.6328125,-2.8046875,-1.5859375,-2.84375,False,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
Alan is questioning one bad colleague and Naomi's oncologists aren't questioning four.,Alan is questioning one colleague and Naomi's oncologists aren't questioning four bad.,syntax,ellipsis,ellipsis_n_bar_1,391,102,paired,-97.30078125,-101.36328125,True,-1.4765625,-2.8828125,-1.546875,-3.109375,True,False,True,False,False,True,EleutherAI/pythia-12b-deduped,
Gerald thinks about a few organizations and Bethany's French teacher thinks about a lot bad organizations.,Gerald thinks about a few good organizations and Bethany's French teacher thinks about a lot bad.,syntax,ellipsis,ellipsis_n_bar_2,395,103,paired,-103.73046875,-100.08203125,False,-1.84375,-3.09375,-1.75,-3.0546875,False,True,True,False,False,True,EleutherAI/pythia-12b-deduped,
Julia examined two lost ex-boyfriends and Timothy examined three.,Julia examined two ex-boyfriends and Timothy examined three lost.,syntax,ellipsis,ellipsis_n_bar_1,790,104,paired,-70.0234375,-76.46875,True,-1.59375,-2.8515625,-1.5,-2.796875,False,True,True,False,False,True,EleutherAI/pythia-12b-deduped,
