good_sentence,bad_sentence,category,category_fine,blimp_UID,blimp_pairID,item_id,condition,direct_sum_logprob_good_sentence,direct_sum_logprob_bad_sentence,direct_correct,meta_sum_logprob_good_first_1,meta_sum_logprob_good_first_2,meta_sum_logprob_bad_first_1,meta_sum_logprob_bad_first_2,meta_1_correct,meta_2_correct,meta_good_correct,meta_bad_correct,meta_correct,meta_correct_lenient,model,revision
The friend of Karen was bothered.,The friend of Karen was waved.,syntax,argument_structure,passive_2,348,24,paired,-44.138710021972656,-50.66144561767578,True,-1.6919212341308594,-1.8879175186157227,-1.881296157836914,-1.6610774993896484,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Leslie's piano teachers were hired.,Leslie's piano teachers were flirted.,syntax,argument_structure,passive_2,11,25,paired,-45.83892059326172,-55.53721618652344,True,-1.67138671875,-2.1652774810791016,-2.216475486755371,-1.6021947860717773,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
An eye opens.,An eye admires.,syntax,argument_structure,inchoative,974,26,paired,-23.00436019897461,-32.018497467041016,True,-1.6530303955078125,-1.8715543746948242,-1.9368619918823242,-1.7255449295043945,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Kirsten isn't described by the mother of Rodney.,Kirsten isn't argued by the mother of Rodney.,syntax,argument_structure,passive_1,493,27,paired,-64.96914672851562,-66.78539276123047,True,-1.6265153884887695,-1.9850788116455078,-2.1361732482910156,-1.7011327743530273,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Lissa shuts a gate.,Lissa falls a gate.,syntax,argument_structure,causative,852,28,paired,-41.71381759643555,-47.16874313354492,True,-1.5491209030151367,-2.3841428756713867,-2.1306161880493164,-1.7019414901733398,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Tonya washed Teresa.,Tonya negotiates Teresa.,syntax,argument_structure,causative,274,29,paired,-44.65898132324219,-49.922996520996094,True,-1.6703195571899414,-1.8654651641845703,-1.6430034637451172,-1.8349828720092773,False,True,True,False,False,True,mistralai/Mistral-7B-v0.1,
Liam should shock Joseph's supervisors.,Liam should shrug Joseph's supervisors.,syntax,argument_structure,transitive,165,30,paired,-66.99638366699219,-69.84391784667969,True,-1.5595321655273438,-2.0941476821899414,-2.049041748046875,-1.554265022277832,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
These waiters' plumbers were referenced.,These waiters' plumbers were left.,syntax,argument_structure,passive_2,906,31,paired,-61.74348068237305,-59.534481048583984,False,-1.7746448516845703,-1.8632144927978516,-1.7774028778076172,-1.8017959594726562,True,True,True,False,False,True,mistralai/Mistral-7B-v0.1,
That glass wasn't dropping.,That glass wasn't looking like.,syntax,argument_structure,inchoative,619,32,paired,-41.30550003051758,-48.73826599121094,True,-1.791539192199707,-2.3611059188842773,-2.0852794647216797,-1.9846735000610352,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Some ladies were accelerating many bikes.,Some ladies were vanishing many bikes.,syntax,argument_structure,causative,771,33,paired,-55.97957992553711,-59.374210357666016,True,-1.8530969619750977,-1.785512924194336,-1.935220718383789,-1.7067041397094727,True,True,False,True,False,True,mistralai/Mistral-7B-v0.1,
Claire wouldn't close many doors.,Claire wouldn't fall many doors.,syntax,argument_structure,causative,692,34,paired,-48.395729064941406,-57.99402618408203,True,-1.7481050491333008,-2.0721445083618164,-2.0791263580322266,-1.8275890350341797,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Nicole wasn't descending.,Nicole wasn't returning to.,syntax,argument_structure,drop_argument,315,35,paired,-41.47633361816406,-43.29264831542969,True,-1.7893943786621094,-2.0717039108276367,-1.804326057434082,-1.9101572036743164,True,True,True,False,False,True,mistralai/Mistral-7B-v0.1,
Margaret was watched by Carol.,Margaret was died by Carol.,syntax,argument_structure,passive_1,745,36,paired,-40.125816345214844,-47.016685485839844,True,-1.548121452331543,-2.30698299407959,-2.175990104675293,-1.4439067840576172,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Benjamin would wrinkle every scarf.,Benjamin would fall every scarf.,syntax,argument_structure,causative,4,37,paired,-55.55726623535156,-53.22431182861328,False,-1.7677850723266602,-2.011768341064453,-2.022353172302246,-1.750986099243164,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
A lot of grandsons of Tara have helped.,A lot of grandsons of Tara have resembled.,syntax,argument_structure,drop_argument,439,38,paired,-56.713844299316406,-61.415313720703125,True,-1.6602544784545898,-2.012192726135254,-2.0049285888671875,-1.6593599319458008,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Vincent hated William.,Vincent grinned William.,syntax,argument_structure,transitive,197,39,paired,-35.02536392211914,-44.52700424194336,True,-1.3870697021484375,-2.3724899291992188,-1.856795310974121,-1.6331815719604492,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Some pants folded.,Some pants admire.,syntax,argument_structure,inchoative,632,40,paired,-34.10786056518555,-39.25257873535156,True,-1.7372636795043945,-1.7779502868652344,-1.8697319030761719,-1.6954641342163086,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Some dress dries.,Some dress messed up.,syntax,argument_structure,inchoative,403,41,paired,-38.94190216064453,-36.02734375,False,-1.7802953720092773,-1.8220014572143555,-1.9145526885986328,-1.7551183700561523,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Many women joke around.,Many women care for.,syntax,argument_structure,intransitive,872,42,paired,-32.919677734375,-31.904584884643555,False,-1.6675167083740234,-1.9752349853515625,-1.6896095275878906,-1.8909645080566406,True,True,True,False,False,True,mistralai/Mistral-7B-v0.1,
An adult wouldn't fold this sock.,An adult wouldn't disappear this sock.,syntax,argument_structure,causative,897,43,paired,-52.196922302246094,-59.48102569580078,True,-1.6492328643798828,-2.011587142944336,-1.7440767288208008,-1.9541263580322266,True,True,True,False,False,True,mistralai/Mistral-7B-v0.1,
Katherine is helped.,Katherine is trained.,syntax,argument_structure,passive_2,545,44,paired,-33.58821105957031,-33.2932243347168,False,-1.7974786758422852,-1.8109674453735352,-1.6452531814575195,-1.9811458587646484,False,False,True,False,False,True,mistralai/Mistral-7B-v0.1,
Claire's ex-boyfriend wasn't referenced by Brian.,Claire's ex-boyfriend wasn't disagreed by Brian.,syntax,argument_structure,passive_1,328,45,paired,-60.84756088256836,-64.9232177734375,True,-1.4945259094238281,-2.0071468353271484,-1.9206676483154297,-1.6529712677001953,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Mouths haven't closed.,Mouths haven't bought.,syntax,argument_structure,inchoative,89,46,paired,-35.58084487915039,-42.95264434814453,True,-1.7251338958740234,-2.242884635925293,-2.173067092895508,-1.7028188705444336,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Some waiter's tutors were impressed.,Some waiter's tutors were competed.,syntax,argument_structure,passive_2,453,47,paired,-55.652381896972656,-62.459007263183594,True,-1.7609014511108398,-2.1622161865234375,-2.176621437072754,-1.7141828536987305,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Those blouses had flattened.,Those blouses had looked like.,syntax,argument_structure,intransitive,462,48,paired,-47.635581970214844,-51.156490325927734,True,-1.8039588928222656,-1.8717679977416992,-1.8708572387695312,-1.8539371490478516,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Erin wouldn't disgust Matt.,Erin wouldn't fall Matt.,syntax,argument_structure,transitive,185,49,paired,-51.475711822509766,-51.28603744506836,False,-1.802621841430664,-1.9726142883300781,-1.7841606140136719,-1.9298009872436523,False,True,True,False,False,True,mistralai/Mistral-7B-v0.1,
The child hadn't hidden Alice.,The child hadn't donated Alice.,syntax,argument_structure,causative,831,50,paired,-50.40715789794922,-55.92750549316406,True,-1.6879825592041016,-2.043489456176758,-2.025345802307129,-1.7490625381469727,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Dawn hates this determined patient.,Dawn hates these determined patient.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,110,51,paired,-52.91060256958008,-58.78641891479492,True,-1.534956932067871,-2.0007286071777344,-2.894373893737793,-1.30755615234375,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Marie cares for that nice child.,Marie cares for that nice children.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,119,52,paired,-50.19603729248047,-52.260311126708984,True,-1.6240978240966797,-1.9741525650024414,-2.3427562713623047,-1.4155941009521484,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Some children were healing these students.,Some children were healing these student.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,688,53,paired,-48.24641036987305,-55.22803497314453,True,-1.6427488327026367,-1.9378070831298828,-2.7937211990356445,-1.3737983703613281,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
A box alarms these actresses.,A box alarms these actress.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,624,54,paired,-49.02507781982422,-53.02973175048828,True,-1.6428632736206055,-1.8641834259033203,-2.1942882537841797,-1.5110187530517578,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Timothy explores this restaurant.,Timothy explores this restaurants.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,314,55,paired,-43.81055450439453,-49.113075256347656,True,-1.6053056716918945,-2.0555686950683594,-2.7034778594970703,-1.4351320266723633,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
This rug worries that child.,This rug worries those child.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,946,56,paired,-47.3126335144043,-54.9936408996582,True,-1.6992158889770508,-1.9707145690917969,-2.3451242446899414,-1.5124702453613281,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Jill discovered this content girl.,Jill discovered these content girl.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,350,57,paired,-50.09358596801758,-58.28864669799805,True,-1.7084054946899414,-1.9258365631103516,-2.382992744445801,-1.5216541290283203,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
That adult has brought that purple octopus.,That adult has brought those purple octopus.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,8,58,paired,-59.27693176269531,-64.03607177734375,True,-1.6055450439453125,-2.0654497146606445,-1.8899726867675781,-1.7416095733642578,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Most senators run around those hospitals.,Most senators run around those hospital.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,981,59,paired,-54.334869384765625,-59.3772087097168,True,-1.6428289413452148,-1.8324394226074219,-2.4687986373901367,-1.3719959259033203,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Claire conceals those small stimuli.,Claire conceals that small stimuli.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,192,60,paired,-60.91468811035156,-63.260887145996094,True,-1.5250005722045898,-1.9511194229125977,-1.8429536819458008,-1.6978530883789062,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
These muffins haven't bored those standing guys.,These muffins haven't bored that standing guys.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,569,61,paired,-70.57103729248047,-72.5714111328125,True,-1.8549041748046875,-2.051150321960449,-2.231804847717285,-1.8332538604736328,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Many teenagers break this orange foot.,Many teenagers break this orange feet.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,891,62,paired,-55.57093048095703,-56.281211853027344,True,-1.9489936828613281,-1.7966680526733398,-2.467550277709961,-1.4104042053222656,True,True,False,True,False,True,mistralai/Mistral-7B-v0.1,
That broccoli scares that fast woman.,That broccoli scares that fast women.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,964,63,paired,-59.27944564819336,-60.55326461791992,True,-1.7510337829589844,-1.922494888305664,-2.25864315032959,-1.6072006225585938,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Most girls passed those smooth high schools.,Most girls passed those smooth high school.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,217,64,paired,-59.126548767089844,-61.190738677978516,True,-1.7777185440063477,-1.7607221603393555,-2.3807601928710938,-1.4657716751098633,True,True,False,True,False,True,mistralai/Mistral-7B-v0.1,
Candice appreciates that patient.,Candice appreciates that patients.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,980,65,paired,-44.932716369628906,-45.89246368408203,True,-1.6732940673828125,-1.949446678161621,-1.6779546737670898,-1.8441228866577148,True,True,True,False,False,True,mistralai/Mistral-7B-v0.1,
A hill doesn't impress these people.,A hill doesn't impress these person.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,157,66,paired,-47.945472717285156,-58.27429962158203,True,-1.6769523620605469,-2.278304100036621,-2.153165817260742,-1.6842327117919922,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
That painting is looking like this delighted boy.,That painting is looking like this delighted boys.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,894,67,paired,-58.416717529296875,-64.69165802001953,True,-1.8240642547607422,-1.8950424194335938,-2.1162710189819336,-1.7139930725097656,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
The hospitals referenced these students.,The hospitals referenced these student.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,482,68,paired,-46.52870178222656,-51.37434387207031,True,-1.5032539367675781,-2.0242080688476562,-2.4084548950195312,-1.334568977355957,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Ellen wasn't observing these customers.,Ellen wasn't observing these customer.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,545,69,paired,-52.39226150512695,-59.00967788696289,True,-1.5469303131103516,-2.141977310180664,-2.509256362915039,-1.4255905151367188,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Some adults run around that black high school.,Some adults run around those black high school.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,889,70,paired,-56.023319244384766,-60.38379669189453,True,-1.668623924255371,-1.8322029113769531,-2.0917224884033203,-1.5380659103393555,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Every lady drops by these oases.,Every lady drops by this oases.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,579,71,paired,-55.94011306762695,-57.356292724609375,True,-1.6004247665405273,-2.102842330932617,-2.013766288757324,-1.6732921600341797,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Julia kisses that person.,Julia kisses those person.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,775,72,paired,-41.42621612548828,-47.538719177246094,True,-1.486628532409668,-2.098818778991699,-2.404707908630371,-1.4413118362426758,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Becca won't discuss that child.,Becca won't discuss that children.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,544,73,paired,-49.67329025268555,-54.17799377441406,True,-1.6708803176879883,-2.1063756942749023,-1.9991912841796875,-1.7405891418457031,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Michelle can't argue about those sick children.,Michelle can't argue about that sick children.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,994,74,paired,-58.29974365234375,-64.73731231689453,True,-1.623845100402832,-2.1125659942626953,-2.547391891479492,-1.5023765563964844,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Sherry hasn't talked about that mall.,Sherry hasn't talked about that malls.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,229,75,paired,-51.13331985473633,-57.51286697387695,True,-1.5958366394042969,-2.4043827056884766,-2.6985464096069336,-1.5709476470947266,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Cindy could praise these men.,Cindy could praise this men.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,580,76,paired,-46.97928237915039,-51.90516662597656,True,-1.4660043716430664,-2.0743064880371094,-2.3564271926879883,-1.3634214401245117,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Phillip was lifting this mouse.,Phillip was lifting this mice.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,3,77,paired,-49.66758346557617,-53.27900314331055,True,-1.696488380432129,-2.0480451583862305,-2.5824499130249023,-1.4836912155151367,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
A lot of students run around those college campuses.,A lot of students run around that college campuses.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,728,78,paired,-43.75810241699219,-45.513519287109375,True,-1.4577455520629883,-2.200796127319336,-1.7716760635375977,-1.8065977096557617,True,True,True,False,False,True,mistralai/Mistral-7B-v0.1,
All boys fire this woman.,All boys fire these woman.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,740,79,paired,-46.60767364501953,-52.3873176574707,True,-1.7930641174316406,-1.8912372589111328,-2.625422477722168,-1.5008544921875,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Marcus shouldn't mess up these blue feet.,Marcus shouldn't mess up these blue foot.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,803,80,paired,-61.60775375366211,-66.9400634765625,True,-1.7992515563964844,-2.106564521789551,-2.484267234802246,-1.6895380020141602,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Debra has loved that clever man.,Debra has loved that clever men.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,856,81,paired,-52.48800277709961,-56.22700881958008,True,-1.5580549240112305,-1.9978437423706055,-2.9374752044677734,-1.2132463455200195,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Many planes were irritating these children.,Many planes were irritating this children.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,888,82,paired,-51.633365631103516,-53.71410369873047,True,-1.67816162109375,-1.9548616409301758,-2.36419677734375,-1.4893903732299805,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Meredith escaped from these people.,Meredith escaped from this people.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,981,83,paired,-41.86871337890625,-45.95121383666992,True,-1.347970962524414,-2.6406984329223633,-2.4968833923339844,-1.4106407165527344,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Raymond left those scared children.,Raymond left that scared children.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,93,84,paired,-49.33175277709961,-52.53791046142578,True,-1.497507095336914,-2.3364181518554688,-2.336729049682617,-1.5864200592041016,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Clyde appreciated that synopsis.,Clyde appreciated those synopsis.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,689,85,paired,-44.7448616027832,-50.732322692871094,True,-1.3612117767333984,-2.2720088958740234,-2.3407840728759766,-1.3325042724609375,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
The Lutherans upset this man.,The Lutherans upset these man.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,278,86,paired,-46.29851150512695,-53.44732666015625,True,-1.482314109802246,-2.2843313217163086,-2.375324249267578,-1.5636177062988281,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Many guests approach this lucky man.,Many guests approach these lucky man.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,767,87,paired,-47.0250244140625,-53.62538146972656,True,-1.5801572799682617,-2.027606964111328,-2.225417137145996,-1.5670766830444336,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
This documentary hadn't disagreed with these good plays.,This documentary hadn't disagreed with these good play.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,220,88,paired,-71.88259887695312,-72.77367401123047,True,-1.8142967224121094,-1.8622474670410156,-2.0185117721557617,-1.6658315658569336,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Wayne was thinking about this paralysis.,Wayne was thinking about this paralyses.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,478,89,paired,-48.384681701660156,-54.77421188354492,True,-1.556981086730957,-1.9452409744262695,-2.629556655883789,-1.40155029296875,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Laura buys these axes.,Laura buys this axes.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,107,90,paired,-45.17921829223633,-49.30744552612305,True,-1.60675048828125,-2.227034568786621,-2.6925888061523438,-1.4462862014770508,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Matt hadn't impressed this exposed child.,Matt hadn't impressed these exposed child.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,818,91,paired,-65.68143463134766,-70.30986022949219,True,-1.6324968338012695,-2.130133628845215,-2.229372978210449,-1.6397123336791992,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
Those pedestrians weren't fleeing from these concealed men.,Those pedestrians weren't fleeing from this concealed men.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,855,92,paired,-65.89137268066406,-72.03199768066406,True,-1.659714698791504,-2.238795280456543,-1.9463043212890625,-1.884760856628418,True,True,True,True,True,True,mistralai/Mistral-7B-v0.1,
