good_sentence,bad_sentence,category,category_fine,blimp_UID,blimp_pairID,item_id,condition,direct_sum_logprob_good_sentence,direct_sum_logprob_bad_sentence,direct_correct,meta_sum_logprob_good_first_1,meta_sum_logprob_good_first_2,meta_sum_logprob_bad_first_1,meta_sum_logprob_bad_first_2,meta_1_correct,meta_2_correct,meta_good_correct,meta_bad_correct,meta_correct,meta_correct_lenient,model,revision
The friend of Karen was bothered.,The friend of Karen was waved.,syntax,argument_structure,passive_2,348,24,paired,-38.05061721801758,-42.95127487182617,True,-1.2736377716064453,-1.774362564086914,-1.2771053314208984,-1.7361602783203125,True,True,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Leslie's piano teachers were hired.,Leslie's piano teachers were flirted.,syntax,argument_structure,passive_2,11,25,paired,-36.3245735168457,-48.06576919555664,True,-1.3904905319213867,-1.7726573944091797,-1.4563179016113281,-1.8279790878295898,True,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
An eye opens.,An eye admires.,syntax,argument_structure,inchoative,974,26,paired,-17.57006072998047,-27.427419662475586,True,-1.3232593536376953,-1.5858535766601562,-1.3989391326904297,-1.8144092559814453,True,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Kirsten isn't described by the mother of Rodney.,Kirsten isn't argued by the mother of Rodney.,syntax,argument_structure,passive_1,493,27,paired,-61.488182067871094,-63.16218566894531,True,-1.6003847122192383,-1.9838809967041016,-1.6147232055664062,-1.9619483947753906,True,True,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Lissa shuts a gate.,Lissa falls a gate.,syntax,argument_structure,causative,852,28,paired,-38.309974670410156,-43.35089111328125,True,-1.2992534637451172,-1.6961555480957031,-1.3401660919189453,-1.7920236587524414,True,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Tonya washed Teresa.,Tonya negotiates Teresa.,syntax,argument_structure,causative,274,29,paired,-31.90663719177246,-35.59800720214844,True,-1.6491889953613281,-2.072296142578125,-1.6541070938110352,-2.15286922454834,True,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Liam should shock Joseph's supervisors.,Liam should shrug Joseph's supervisors.,syntax,argument_structure,transitive,165,30,paired,-57.96328353881836,-64.34852600097656,True,-1.484217643737793,-1.8979463577270508,-1.4336662292480469,-1.872614860534668,False,True,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
These waiters' plumbers were referenced.,These waiters' plumbers were left.,syntax,argument_structure,passive_2,906,31,paired,-49.47877502441406,-45.48928451538086,False,-1.427694320678711,-1.8703317642211914,-1.417170524597168,-1.8560724258422852,False,True,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
That glass wasn't dropping.,That glass wasn't looking like.,syntax,argument_structure,inchoative,619,32,paired,-30.132070541381836,-38.01572036743164,True,-1.2929420471191406,-1.7099847793579102,-1.3160743713378906,-1.7418670654296875,True,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Some ladies were accelerating many bikes.,Some ladies were vanishing many bikes.,syntax,argument_structure,causative,771,33,paired,-46.54142761230469,-48.20404815673828,True,-1.510462760925293,-1.8866138458251953,-1.5324115753173828,-1.9448699951171875,True,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Claire wouldn't close many doors.,Claire wouldn't fall many doors.,syntax,argument_structure,causative,692,34,paired,-34.541778564453125,-41.7049560546875,True,-1.5261859893798828,-1.9579315185546875,-1.4370079040527344,-1.852278709411621,False,True,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Nicole wasn't descending.,Nicole wasn't returning to.,syntax,argument_structure,drop_argument,315,35,paired,-24.79935646057129,-29.845428466796875,True,-1.1498785018920898,-1.3882713317871094,-1.2523822784423828,-1.5142078399658203,True,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Margaret was watched by Carol.,Margaret was died by Carol.,syntax,argument_structure,passive_1,745,36,paired,-29.965370178222656,-38.7969970703125,True,-1.4453239440917969,-1.8777894973754883,-1.5390892028808594,-1.9198780059814453,True,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Benjamin would wrinkle every scarf.,Benjamin would fall every scarf.,syntax,argument_structure,causative,4,37,paired,-43.59252166748047,-44.05904769897461,True,-1.3280200958251953,-1.688450813293457,-1.475367546081543,-1.8436479568481445,True,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
A lot of grandsons of Tara have helped.,A lot of grandsons of Tara have resembled.,syntax,argument_structure,drop_argument,439,38,paired,-49.13033676147461,-58.71979904174805,True,-1.1778011322021484,-1.490987777709961,-1.1924057006835938,-1.5527982711791992,True,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Vincent hated William.,Vincent grinned William.,syntax,argument_structure,transitive,197,39,paired,-29.715208053588867,-34.476539611816406,True,-1.2153282165527344,-1.7626476287841797,-1.3401832580566406,-1.816202163696289,True,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Some pants folded.,Some pants admire.,syntax,argument_structure,inchoative,632,40,paired,-25.72150421142578,-29.827228546142578,True,-1.440469741821289,-1.7334098815917969,-1.333160400390625,-1.748361587524414,False,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Some dress dries.,Some dress messed up.,syntax,argument_structure,inchoative,403,41,paired,-27.859447479248047,-28.45343780517578,True,-1.2945213317871094,-1.6140832901000977,-1.2815971374511719,-1.5991764068603516,False,True,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Many women joke around.,Many women care for.,syntax,argument_structure,intransitive,872,42,paired,-23.43878173828125,-23.795608520507812,True,-1.353734016418457,-1.5420713424682617,-1.525343894958496,-1.7193584442138672,True,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
An adult wouldn't fold this sock.,An adult wouldn't disappear this sock.,syntax,argument_structure,causative,897,43,paired,-45.981903076171875,-49.867271423339844,True,-1.3262519836425781,-1.7405662536621094,-1.3498344421386719,-1.7540607452392578,True,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Katherine is helped.,Katherine is trained.,syntax,argument_structure,passive_2,545,44,paired,-29.166513442993164,-30.385692596435547,True,-1.505732536315918,-1.957118034362793,-1.5014705657958984,-1.9614992141723633,False,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Claire's ex-boyfriend wasn't referenced by Brian.,Claire's ex-boyfriend wasn't disagreed by Brian.,syntax,argument_structure,passive_1,328,45,paired,-49.83570098876953,-54.10304260253906,True,-1.3267593383789062,-1.6618967056274414,-1.314143180847168,-1.7396488189697266,False,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Mouths haven't closed.,Mouths haven't bought.,syntax,argument_structure,inchoative,89,46,paired,-26.269649505615234,-35.14689636230469,True,-1.2760086059570312,-1.6225214004516602,-1.2239255905151367,-1.5773420333862305,False,True,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Some waiter's tutors were impressed.,Some waiter's tutors were competed.,syntax,argument_structure,passive_2,453,47,paired,-45.77668380737305,-52.653011322021484,True,-1.3165607452392578,-1.6110038757324219,-1.2910280227661133,-1.5936613082885742,False,True,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Those blouses had flattened.,Those blouses had looked like.,syntax,argument_structure,intransitive,462,48,paired,-34.22947692871094,-39.21790313720703,True,-1.5084400177001953,-1.8321924209594727,-1.459646224975586,-1.7807083129882812,False,True,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Erin wouldn't disgust Matt.,Erin wouldn't fall Matt.,syntax,argument_structure,transitive,185,49,paired,-42.14326477050781,-45.39379119873047,True,-1.4694910049438477,-1.8658380508422852,-1.3985214233398438,-1.8495769500732422,False,True,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
The child hadn't hidden Alice.,The child hadn't donated Alice.,syntax,argument_structure,causative,831,50,paired,-37.70878601074219,-45.66286087036133,True,-1.5419034957885742,-1.9489574432373047,-1.5191564559936523,-1.9227352142333984,False,True,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Dawn hates this determined patient.,Dawn hates these determined patient.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,110,51,paired,-43.065696716308594,-48.829227447509766,True,-1.4763221740722656,-1.7367839813232422,-1.4581270217895508,-1.8074769973754883,False,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Marie cares for that nice child.,Marie cares for that nice children.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,119,52,paired,-32.477657318115234,-35.96063995361328,True,-1.524672508239746,-1.834848403930664,-1.5327997207641602,-1.9061613082885742,True,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Some children were healing these students.,Some children were healing these student.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,688,53,paired,-40.0483512878418,-48.9321403503418,True,-1.5331525802612305,-1.909083366394043,-1.5773706436157227,-1.9326887130737305,True,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
A box alarms these actresses.,A box alarms these actress.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,624,54,paired,-45.95137023925781,-51.33282470703125,True,-1.5221443176269531,-1.990447998046875,-1.5519542694091797,-1.956334114074707,True,True,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Timothy explores this restaurant.,Timothy explores this restaurants.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,314,55,paired,-34.286170959472656,-40.069427490234375,True,-1.534379005432129,-1.944833755493164,-1.5483016967773438,-1.999861717224121,True,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
This rug worries that child.,This rug worries those child.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,946,56,paired,-41.73371887207031,-48.87037658691406,True,-1.4189128875732422,-1.6312732696533203,-1.4456214904785156,-1.7357149124145508,True,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Jill discovered this content girl.,Jill discovered these content girl.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,350,57,paired,-44.82909393310547,-52.54949951171875,True,-1.6991052627563477,-2.029313087463379,-1.668686866760254,-2.0880746841430664,False,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
That adult has brought that purple octopus.,That adult has brought those purple octopus.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,8,58,paired,-52.235015869140625,-56.44673156738281,True,-1.6024436950683594,-1.906172752380371,-1.6231660842895508,-2.0063676834106445,True,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Most senators run around those hospitals.,Most senators run around those hospital.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,981,59,paired,-43.5860481262207,-49.0338020324707,True,-1.548954963684082,-2.0067663192749023,-1.541203498840332,-1.9673871994018555,False,True,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Claire conceals those small stimuli.,Claire conceals that small stimuli.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,192,60,paired,-46.565521240234375,-52.18902587890625,True,-1.5851402282714844,-1.989792823791504,-1.5676689147949219,-1.9279146194458008,False,True,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
These muffins haven't bored those standing guys.,These muffins haven't bored that standing guys.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,569,61,paired,-62.89934158325195,-65.38375091552734,True,-1.4510202407836914,-2.0168046951293945,-1.4830131530761719,-2.0418882369995117,True,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Many teenagers break this orange foot.,Many teenagers break this orange feet.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,891,62,paired,-52.29615020751953,-56.94330596923828,True,-1.6076431274414062,-2.021304130554199,-1.6027212142944336,-2.043320655822754,False,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
That broccoli scares that fast woman.,That broccoli scares that fast women.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,964,63,paired,-49.84074020385742,-52.63386535644531,True,-1.2902040481567383,-1.683370590209961,-1.2785425186157227,-1.7427396774291992,False,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Most girls passed those smooth high schools.,Most girls passed those smooth high school.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,217,64,paired,-50.15571594238281,-53.7856559753418,True,-1.4270610809326172,-1.8700551986694336,-1.4430065155029297,-1.870016098022461,True,True,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Candice appreciates that patient.,Candice appreciates that patients.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,980,65,paired,-31.837749481201172,-36.07835388183594,True,-1.8223743438720703,-2.1551895141601562,-1.7887916564941406,-2.1918277740478516,False,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
A hill doesn't impress these people.,A hill doesn't impress these person.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,157,66,paired,-38.468231201171875,-49.08723449707031,True,-1.2790508270263672,-1.6848440170288086,-1.3427343368530273,-1.6955137252807617,True,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
That painting is looking like this delighted boy.,That painting is looking like this delighted boys.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,894,67,paired,-52.396060943603516,-55.675113677978516,True,-1.3973522186279297,-1.762171745300293,-1.374924659729004,-1.8156328201293945,False,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
The hospitals referenced these students.,The hospitals referenced these student.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,482,68,paired,-44.22994613647461,-50.49144744873047,True,-1.639566421508789,-2.098992347717285,-1.7176513671875,-2.147006034851074,True,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Ellen wasn't observing these customers.,Ellen wasn't observing these customer.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,545,69,paired,-36.69585418701172,-46.79698181152344,True,-1.6966667175292969,-2.147273063659668,-1.7834892272949219,-2.1832752227783203,True,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Some adults run around that black high school.,Some adults run around those black high school.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,889,70,paired,-46.25471115112305,-52.13790512084961,True,-1.4523935317993164,-1.8466644287109375,-1.497671127319336,-1.9181480407714844,True,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Every lady drops by these oases.,Every lady drops by this oases.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,579,71,paired,-40.27922058105469,-43.05636978149414,True,-1.3840360641479492,-1.8855810165405273,-1.429677963256836,-1.8761711120605469,True,True,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Julia kisses that person.,Julia kisses those person.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,775,72,paired,-31.902956008911133,-42.44792175292969,True,-1.2175312042236328,-1.7431859970092773,-1.2520160675048828,-1.7727861404418945,True,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Becca won't discuss that child.,Becca won't discuss that children.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,544,73,paired,-39.2419319152832,-44.151939392089844,True,-1.4785146713256836,-1.7349824905395508,-1.4678611755371094,-1.7377443313598633,False,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Michelle can't argue about those sick children.,Michelle can't argue about that sick children.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,994,74,paired,-42.16249084472656,-47.40627670288086,True,-1.5744314193725586,-1.9112014770507812,-1.5414466857910156,-1.8493671417236328,False,True,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Sherry hasn't talked about that mall.,Sherry hasn't talked about that malls.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,229,75,paired,-42.56047058105469,-49.74015808105469,True,-1.350571632385254,-1.7258529663085938,-1.3923273086547852,-1.798391342163086,True,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Cindy could praise these men.,Cindy could praise this men.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,580,76,paired,-39.82920455932617,-44.619842529296875,True,-1.5197982788085938,-1.899519920349121,-1.5786800384521484,-1.8874397277832031,True,True,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Phillip was lifting this mouse.,Phillip was lifting this mice.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,3,77,paired,-37.21891784667969,-42.094459533691406,True,-1.2712335586547852,-1.7350788116455078,-1.280242919921875,-1.7299280166625977,True,True,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
A lot of students run around those college campuses.,A lot of students run around that college campuses.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,728,78,paired,-41.53440856933594,-44.119232177734375,True,-1.4984712600708008,-1.881113052368164,-1.5208759307861328,-1.9294929504394531,True,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
All boys fire this woman.,All boys fire these woman.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,740,79,paired,-38.52570724487305,-43.61888885498047,True,-1.4651479721069336,-1.9433393478393555,-1.445023536682129,-2.003063201904297,False,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Marcus shouldn't mess up these blue feet.,Marcus shouldn't mess up these blue foot.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,803,80,paired,-50.22842025756836,-53.59773254394531,True,-1.441889762878418,-1.9487133026123047,-1.4621801376342773,-1.9138116836547852,True,True,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Debra has loved that clever man.,Debra has loved that clever men.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,856,81,paired,-41.02332305908203,-44.0846061706543,True,-1.3616666793823242,-1.6885175704956055,-1.3671903610229492,-1.764531135559082,True,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Many planes were irritating these children.,Many planes were irritating this children.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,888,82,paired,-44.09624481201172,-48.569793701171875,True,-1.5077524185180664,-1.9372596740722656,-1.626272201538086,-2.0022735595703125,True,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Meredith escaped from these people.,Meredith escaped from this people.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,981,83,paired,-35.069305419921875,-39.31023025512695,True,-1.492884635925293,-1.8871936798095703,-1.5566654205322266,-1.826786994934082,True,True,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Raymond left those scared children.,Raymond left that scared children.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,93,84,paired,-35.30522155761719,-37.97051239013672,True,-1.3206634521484375,-1.6692438125610352,-1.3276586532592773,-1.641195297241211,True,True,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Clyde appreciated that synopsis.,Clyde appreciated those synopsis.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,689,85,paired,-41.19157409667969,-45.310279846191406,True,-1.675267219543457,-1.9337053298950195,-1.744272232055664,-2.03448486328125,True,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
The Lutherans upset this man.,The Lutherans upset these man.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,278,86,paired,-42.646976470947266,-47.993316650390625,True,-1.626877784729004,-2.0631980895996094,-1.6481342315673828,-2.130481719970703,True,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Many guests approach this lucky man.,Many guests approach these lucky man.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,767,87,paired,-37.31619644165039,-44.965484619140625,True,-1.5650081634521484,-1.8550701141357422,-1.539022445678711,-1.8707456588745117,False,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
This documentary hadn't disagreed with these good plays.,This documentary hadn't disagreed with these good play.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,220,88,paired,-65.14909362792969,-68.52753448486328,True,-1.6221027374267578,-2.1648502349853516,-1.7052536010742188,-2.1824522018432617,True,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Wayne was thinking about this paralysis.,Wayne was thinking about this paralyses.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,478,89,paired,-34.44723129272461,-41.7755012512207,True,-1.270737648010254,-1.6978416442871094,-1.2443618774414062,-1.684788703918457,False,True,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Laura buys these axes.,Laura buys this axes.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,107,90,paired,-38.87664794921875,-41.947853088378906,True,-1.441126823425293,-1.930525779724121,-1.566218376159668,-1.982229232788086,True,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
Matt hadn't impressed this exposed child.,Matt hadn't impressed these exposed child.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,818,91,paired,-47.796546936035156,-56.644744873046875,True,-1.4554319381713867,-1.849593162536621,-1.4481945037841797,-1.9221973419189453,False,False,True,False,False,True,EleutherAI/pythia-2.8b-deduped,
