good_sentence,bad_sentence,category,category_fine,blimp_UID,blimp_pairID,item_id,condition,direct_sum_logprob_good_sentence,direct_sum_logprob_bad_sentence,direct_correct,meta_sum_logprob_good_first_1,meta_sum_logprob_good_first_2,meta_sum_logprob_bad_first_1,meta_sum_logprob_bad_first_2,meta_1_correct,meta_2_correct,meta_good_correct,meta_bad_correct,meta_correct,meta_correct_lenient,model,revision
Rachelle isn't respected.,Rachelle isn't lied.,syntax,argument_structure,passive_2,871,23,paired,-33.60987091064453,-35.92986297607422,True,-3.346611976623535,-3.8849735260009766,-3.0747413635253906,-3.5957517623901367,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
The friend of Karen was bothered.,The friend of Karen was waved.,syntax,argument_structure,passive_2,348,24,paired,-39.19029998779297,-45.1901741027832,True,-4.307250022888184,-5.347010612487793,-4.7779035568237305,-5.758827209472656,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Leslie's piano teachers were hired.,Leslie's piano teachers were flirted.,syntax,argument_structure,passive_2,11,25,paired,-40.16420364379883,-46.97407913208008,True,-3.5234546661376953,-4.338471412658691,-3.734821319580078,-4.4991960525512695,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
An eye opens.,An eye admires.,syntax,argument_structure,inchoative,974,26,paired,-17.046836853027344,-30.758562088012695,True,-3.3441944122314453,-3.998805046081543,-3.475306510925293,-4.077816009521484,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Kirsten isn't described by the mother of Rodney.,Kirsten isn't argued by the mother of Rodney.,syntax,argument_structure,passive_1,493,27,paired,-58.4725227355957,-61.092559814453125,True,-2.9381332397460938,-3.7429275512695312,-2.812882423400879,-3.582427978515625,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Lissa shuts a gate.,Lissa falls a gate.,syntax,argument_structure,causative,852,28,paired,-37.5872688293457,-38.09486389160156,True,-3.5692996978759766,-4.251015663146973,-3.405740737915039,-4.149754524230957,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Tonya washed Teresa.,Tonya negotiates Teresa.,syntax,argument_structure,causative,274,29,paired,-30.706707000732422,-34.352882385253906,True,-4.781001091003418,-5.333950996398926,-4.738405227661133,-5.291833877563477,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Liam should shock Joseph's supervisors.,Liam should shrug Joseph's supervisors.,syntax,argument_structure,transitive,165,30,paired,-60.82331848144531,-62.88130187988281,True,-3.159825325012207,-3.8993940353393555,-3.0543413162231445,-3.7842655181884766,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
These waiters' plumbers were referenced.,These waiters' plumbers were left.,syntax,argument_structure,passive_2,906,31,paired,-50.211429595947266,-46.82113265991211,False,-3.17716121673584,-4.069067001342773,-2.980198860168457,-3.806424140930176,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
That glass wasn't dropping.,That glass wasn't looking like.,syntax,argument_structure,inchoative,619,32,paired,-30.81468963623047,-37.594688415527344,True,-4.035067558288574,-4.725817680358887,-4.027950286865234,-4.713147163391113,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Some ladies were accelerating many bikes.,Some ladies were vanishing many bikes.,syntax,argument_structure,causative,771,33,paired,-46.85376739501953,-51.44197463989258,True,-5.4628801345825195,-6.013744354248047,-5.45257568359375,-5.945146560668945,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Claire wouldn't close many doors.,Claire wouldn't fall many doors.,syntax,argument_structure,causative,692,34,paired,-34.32708740234375,-40.32133483886719,True,-4.200695991516113,-4.685548782348633,-4.020110130310059,-4.457511901855469,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Nicole wasn't descending.,Nicole wasn't returning to.,syntax,argument_structure,drop_argument,315,35,paired,-24.19269561767578,-28.55862045288086,True,-3.956022262573242,-4.593315124511719,-4.292788505554199,-4.6765851974487305,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Margaret was watched by Carol.,Margaret was died by Carol.,syntax,argument_structure,passive_1,745,36,paired,-28.57662010192871,-37.10346221923828,True,-4.223731994628906,-5.2368974685668945,-4.079721450805664,-5.175085067749023,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Benjamin would wrinkle every scarf.,Benjamin would fall every scarf.,syntax,argument_structure,causative,4,37,paired,-43.98911666870117,-44.861907958984375,True,-4.753836631774902,-5.659722328186035,-4.891392707824707,-5.848005294799805,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
A lot of grandsons of Tara have helped.,A lot of grandsons of Tara have resembled.,syntax,argument_structure,drop_argument,439,38,paired,-50.01355743408203,-59.13106918334961,True,-3.6202850341796875,-3.9896764755249023,-3.3131332397460938,-3.8094558715820312,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Vincent hated William.,Vincent grinned William.,syntax,argument_structure,transitive,197,39,paired,-28.018285751342773,-37.256385803222656,True,-5.248737335205078,-5.908119201660156,-4.952170372009277,-5.526852607727051,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Some pants folded.,Some pants admire.,syntax,argument_structure,inchoative,632,40,paired,-22.994226455688477,-29.973283767700195,True,-5.102472305297852,-5.24580192565918,-5.125365257263184,-5.36247444152832,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Some dress dries.,Some dress messed up.,syntax,argument_structure,inchoative,403,41,paired,-27.326940536499023,-25.596458435058594,False,-4.437514305114746,-5.037052154541016,-4.359807014465332,-4.803613662719727,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Many women joke around.,Many women care for.,syntax,argument_structure,intransitive,872,42,paired,-22.549182891845703,-25.51903533935547,True,-4.739238739013672,-5.097342491149902,-5.156951904296875,-5.656815528869629,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
An adult wouldn't fold this sock.,An adult wouldn't disappear this sock.,syntax,argument_structure,causative,897,43,paired,-44.30467224121094,-50.53361511230469,True,-3.3608522415161133,-4.259854316711426,-3.32277774810791,-4.2233123779296875,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Katherine is helped.,Katherine is trained.,syntax,argument_structure,passive_2,545,44,paired,-28.601232528686523,-27.251483917236328,False,-3.4660511016845703,-4.170209884643555,-3.247030258178711,-4.067165374755859,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Claire's ex-boyfriend wasn't referenced by Brian.,Claire's ex-boyfriend wasn't disagreed by Brian.,syntax,argument_structure,passive_1,328,45,paired,-51.80420684814453,-54.875022888183594,True,-3.109262466430664,-3.633578300476074,-2.871114730834961,-3.3987808227539062,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Mouths haven't closed.,Mouths haven't bought.,syntax,argument_structure,inchoative,89,46,paired,-29.852487564086914,-34.02117156982422,True,-3.534102439880371,-3.87774658203125,-3.7255029678344727,-4.034948348999023,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Some waiter's tutors were impressed.,Some waiter's tutors were competed.,syntax,argument_structure,passive_2,453,47,paired,-40.31700897216797,-47.713172912597656,True,-4.6538801193237305,-5.329802513122559,-4.152249336242676,-4.885994911193848,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Those blouses had flattened.,Those blouses had looked like.,syntax,argument_structure,intransitive,462,48,paired,-32.15315628051758,-35.45436096191406,True,-4.65695858001709,-4.945446968078613,-4.858394622802734,-5.1149797439575195,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Erin wouldn't disgust Matt.,Erin wouldn't fall Matt.,syntax,argument_structure,transitive,185,49,paired,-40.583927154541016,-44.04921340942383,True,-4.023698806762695,-4.727259635925293,-3.980879783630371,-4.735110282897949,False,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
The child hadn't hidden Alice.,The child hadn't donated Alice.,syntax,argument_structure,causative,831,50,paired,-39.50756072998047,-48.00017547607422,True,-4.121813774108887,-5.04509162902832,-4.086104393005371,-5.053654670715332,False,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Dawn hates this determined patient.,Dawn hates these determined patient.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,110,51,paired,-43.37774658203125,-49.20262145996094,True,-3.852235794067383,-4.651678085327148,-3.8257999420166016,-4.623530387878418,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Marie cares for that nice child.,Marie cares for that nice children.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,119,52,paired,-37.39715576171875,-40.11138153076172,True,-3.9007749557495117,-4.418094635009766,-3.9800281524658203,-4.481414794921875,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Some children were healing these students.,Some children were healing these student.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,688,53,paired,-42.47291564941406,-49.7262077331543,True,-4.369162559509277,-4.94119930267334,-4.1032304763793945,-4.67033576965332,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
A box alarms these actresses.,A box alarms these actress.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,624,54,paired,-44.24372482299805,-47.638572692871094,True,-4.128232002258301,-4.660021781921387,-3.982541084289551,-4.482671737670898,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Timothy explores this restaurant.,Timothy explores this restaurants.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,314,55,paired,-34.785438537597656,-40.28712463378906,True,-2.866884231567383,-4.017431259155273,-3.1022815704345703,-4.22786808013916,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
This rug worries that child.,This rug worries those child.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,946,56,paired,-42.048431396484375,-47.507408142089844,True,-3.7847766876220703,-4.586875915527344,-3.864039421081543,-4.714943885803223,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Jill discovered this content girl.,Jill discovered these content girl.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,350,57,paired,-43.684635162353516,-50.08088684082031,True,-3.8238677978515625,-4.480251312255859,-3.5769262313842773,-4.293601989746094,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
That adult has brought that purple octopus.,That adult has brought those purple octopus.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,8,58,paired,-52.477779388427734,-56.75914001464844,True,-3.627413749694824,-4.5970258712768555,-3.6525449752807617,-4.6526384353637695,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Most senators run around those hospitals.,Most senators run around those hospital.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,981,59,paired,-45.901580810546875,-51.67127227783203,True,-4.232115745544434,-4.609274864196777,-4.139880180358887,-4.466695785522461,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Claire conceals those small stimuli.,Claire conceals that small stimuli.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,192,60,paired,-47.99488830566406,-50.88214874267578,True,-3.982419967651367,-4.525909423828125,-4.055255889892578,-4.532062530517578,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
These muffins haven't bored those standing guys.,These muffins haven't bored that standing guys.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,569,61,paired,-63.93305969238281,-69.03533172607422,True,-4.215588569641113,-4.860078811645508,-4.1750383377075195,-4.739961624145508,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Many teenagers break this orange foot.,Many teenagers break this orange feet.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,891,62,paired,-49.77653503417969,-53.91374969482422,True,-5.218039512634277,-5.699128150939941,-5.3687639236450195,-5.826050758361816,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
That broccoli scares that fast woman.,That broccoli scares that fast women.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,964,63,paired,-52.387908935546875,-53.56634521484375,True,-3.5067405700683594,-4.372445106506348,-3.583956718444824,-4.474849700927734,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Most girls passed those smooth high schools.,Most girls passed those smooth high school.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,217,64,paired,-50.77979278564453,-53.95001983642578,True,-4.434239387512207,-4.990398406982422,-4.237658500671387,-4.815976142883301,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Candice appreciates that patient.,Candice appreciates that patients.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,980,65,paired,-38.31409454345703,-39.44996643066406,True,-2.6348209381103516,-3.259676933288574,-2.730219841003418,-3.354572296142578,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
A hill doesn't impress these people.,A hill doesn't impress these person.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,157,66,paired,-36.29582214355469,-46.51776885986328,True,-3.8159799575805664,-4.18356990814209,-3.7141151428222656,-4.092136383056641,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
That painting is looking like this delighted boy.,That painting is looking like this delighted boys.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,894,67,paired,-50.75040817260742,-55.19965744018555,True,-3.6321096420288086,-4.708317756652832,-3.7154150009155273,-4.84310245513916,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
The hospitals referenced these students.,The hospitals referenced these student.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,482,68,paired,-43.373558044433594,-50.24397277832031,True,-3.4332923889160156,-4.091958999633789,-3.224252700805664,-3.8441343307495117,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Ellen wasn't observing these customers.,Ellen wasn't observing these customer.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,545,69,paired,-36.063297271728516,-42.312721252441406,True,-3.5365610122680664,-4.2276763916015625,-3.483461380004883,-4.1471357345581055,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Some adults run around that black high school.,Some adults run around those black high school.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,889,70,paired,-49.6772575378418,-55.85509490966797,True,-3.416426658630371,-4.184925079345703,-3.450206756591797,-4.2413530349731445,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Every lady drops by these oases.,Every lady drops by this oases.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,579,71,paired,-41.803428649902344,-47.8642578125,True,-4.284295082092285,-4.698777198791504,-4.3475341796875,-4.695252418518066,True,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Julia kisses that person.,Julia kisses those person.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,775,72,paired,-28.489486694335938,-36.11606216430664,True,-3.123091697692871,-3.594254493713379,-3.038532257080078,-3.583512306213379,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Becca won't discuss that child.,Becca won't discuss that children.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,544,73,paired,-36.11880111694336,-41.181217193603516,True,-3.031412124633789,-3.7788047790527344,-2.994058609008789,-3.7493772506713867,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Michelle can't argue about those sick children.,Michelle can't argue about that sick children.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,994,74,paired,-43.713321685791016,-48.59828186035156,True,-3.5356340408325195,-4.437130928039551,-3.472013473510742,-4.342185974121094,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Sherry hasn't talked about that mall.,Sherry hasn't talked about that malls.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,229,75,paired,-47.5044059753418,-54.09886932373047,True,-3.3866147994995117,-4.133121490478516,-3.5284509658813477,-4.286253929138184,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Cindy could praise these men.,Cindy could praise this men.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,580,76,paired,-38.116973876953125,-43.2286491394043,True,-4.173186302185059,-4.746147155761719,-4.054823875427246,-4.592358589172363,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Phillip was lifting this mouse.,Phillip was lifting this mice.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,3,77,paired,-36.90143585205078,-43.493995666503906,True,-3.820280075073242,-4.557706832885742,-3.813601493835449,-4.576713562011719,False,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
A lot of students run around those college campuses.,A lot of students run around that college campuses.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,728,78,paired,-41.90641784667969,-44.35009765625,True,-3.309061050415039,-3.808749198913574,-3.181210517883301,-3.6824865341186523,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
All boys fire this woman.,All boys fire these woman.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,740,79,paired,-36.682064056396484,-42.39870071411133,True,-4.755507469177246,-5.403194427490234,-4.746795654296875,-5.418119430541992,False,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Marcus shouldn't mess up these blue feet.,Marcus shouldn't mess up these blue foot.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,803,80,paired,-49.79052734375,-52.960655212402344,True,-2.9005603790283203,-3.9586009979248047,-2.9315319061279297,-3.941448211669922,True,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Debra has loved that clever man.,Debra has loved that clever men.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,856,81,paired,-45.90508270263672,-50.67821502685547,True,-3.347261428833008,-4.19382381439209,-3.5638837814331055,-4.433565139770508,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Many planes were irritating these children.,Many planes were irritating this children.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,888,82,paired,-42.06925964355469,-47.603309631347656,True,-4.485234260559082,-5.077383995056152,-4.3439836502075195,-4.936148643493652,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Meredith escaped from these people.,Meredith escaped from this people.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,981,83,paired,-33.98929977416992,-38.5072021484375,True,-4.231743812561035,-4.867344856262207,-4.199173927307129,-4.743499755859375,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Raymond left those scared children.,Raymond left that scared children.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,93,84,paired,-37.53998565673828,-38.36986541748047,True,-3.6581850051879883,-4.291116714477539,-3.547917366027832,-4.073770523071289,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Clyde appreciated that synopsis.,Clyde appreciated those synopsis.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,689,85,paired,-40.7335090637207,-44.04358673095703,True,-3.2026538848876953,-3.5731143951416016,-3.0843191146850586,-3.498612403869629,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
The Lutherans upset this man.,The Lutherans upset these man.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,278,86,paired,-38.434669494628906,-45.17197036743164,True,-4.560971260070801,-5.421164512634277,-4.49190616607666,-5.4107513427734375,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Many guests approach this lucky man.,Many guests approach these lucky man.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,767,87,paired,-39.92832565307617,-46.472877502441406,True,-4.491949081420898,-4.873827934265137,-4.485543251037598,-4.891679763793945,False,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
This documentary hadn't disagreed with these good plays.,This documentary hadn't disagreed with these good play.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,220,88,paired,-64.31880187988281,-68.39301300048828,True,-3.599689483642578,-4.218131065368652,-3.54860782623291,-4.12750244140625,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Wayne was thinking about this paralysis.,Wayne was thinking about this paralyses.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,478,89,paired,-36.516571044921875,-42.938804626464844,True,-3.7204113006591797,-4.247709274291992,-3.6956615447998047,-4.209745407104492,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Laura buys these axes.,Laura buys this axes.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,107,90,paired,-38.64226150512695,-41.0017204284668,True,-3.8376598358154297,-4.60108757019043,-3.831789970397949,-4.516334533691406,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Matt hadn't impressed this exposed child.,Matt hadn't impressed these exposed child.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,818,91,paired,-45.66178512573242,-52.72429656982422,True,-3.447756767272949,-4.019717216491699,-3.431729316711426,-4.033825874328613,False,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Those pedestrians weren't fleeing from these concealed men.,Those pedestrians weren't fleeing from this concealed men.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,855,92,paired,-53.19659423828125,-59.902427673339844,True,-4.156309127807617,-4.796931266784668,-4.170548439025879,-4.773272514343262,True,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Rachelle had bought that chair.,Rachelle had bought that chairs.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,145,93,paired,-37.24883270263672,-44.05524826049805,True,-4.574444770812988,-5.076716423034668,-4.728976249694824,-5.218835830688477,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Actors reference that displeased doctor.,Actors reference that displeased doctors.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,419,94,paired,-51.27825164794922,-50.90461730957031,False,-2.1532535552978516,-2.7552738189697266,-2.3373966217041016,-2.956143379211426,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
