good_sentence,bad_sentence,category,category_fine,blimp_UID,blimp_pairID,item_id,condition,direct_sum_logprob_good_sentence,direct_sum_logprob_bad_sentence,direct_correct,meta_sum_logprob_good_first_1,meta_sum_logprob_good_first_2,meta_sum_logprob_bad_first_1,meta_sum_logprob_bad_first_2,meta_1_correct,meta_2_correct,meta_good_correct,meta_bad_correct,meta_correct,meta_correct_lenient,model,revision
Raymond washes.,Raymond annoys.,syntax,argument_structure,inchoative,412,12,paired,-31.037879943847656,-33.09189224243164,True,-2.5464515686035156,-2.5734214782714844,-2.620096206665039,-2.6966609954833984,True,False,True,False,False,True,meta-llama/Llama-2-7b-hf,
Most icicles melt.,Most icicles reveal.,syntax,argument_structure,inchoative,283,13,paired,-32.802791595458984,-41.654476165771484,True,-2.5379638671875,-2.4121055603027344,-2.6097774505615234,-2.4897384643554688,True,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
Melanie's grandson has hidden away.,Melanie's grandson has disliked.,syntax,argument_structure,inchoative,854,14,paired,-49.544044494628906,-50.782169342041016,True,-2.593721389770508,-2.6740550994873047,-2.731130599975586,-2.5689868927001953,True,True,True,True,True,True,meta-llama/Llama-2-7b-hf,
Jennifer unfolds some blouse.,Jennifer disappeared some blouse.,syntax,argument_structure,causative,760,15,paired,-45.01002502441406,-47.10980224609375,True,-2.6640472412109375,-2.617572784423828,-2.6908302307128906,-2.562967300415039,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
Nieces of all men have hugged.,Nieces of all men have dropped by.,syntax,argument_structure,intransitive,750,16,paired,-52.535404205322266,-51.59199905395508,False,-2.8661937713623047,-2.764719009399414,-2.8455677032470703,-2.7947025299072266,False,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
The Clintons' sisters joke around.,The Clintons' sisters bike to.,syntax,argument_structure,intransitive,878,17,paired,-49.286659240722656,-58.31285095214844,True,-2.677621841430664,-2.6549148559570312,-2.745290756225586,-2.7118091583251953,True,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
The Impressionists have changed.,The Impressionists have dropped by.,syntax,argument_structure,intransitive,110,18,paired,-29.126220703125,-36.65484619140625,True,-2.850851058959961,-2.8204345703125,-2.821819305419922,-2.8266849517822266,False,False,False,False,False,False,meta-llama/Llama-2-7b-hf,
A lot of waiters' best friend watches.,A lot of waiters' best friend references.,syntax,argument_structure,drop_argument,182,19,paired,-53.15943908691406,-57.10198974609375,True,-2.8527259826660156,-2.624053955078125,-2.8171634674072266,-2.6139965057373047,False,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
Barbara bought.,Barbara lifts.,syntax,argument_structure,drop_argument,390,20,paired,-28.61651611328125,-30.374420166015625,True,-2.575204849243164,-2.5824661254882812,-2.5375499725341797,-2.584949493408203,False,False,True,False,False,True,meta-llama/Llama-2-7b-hf,
Christina chipped glasses.,Christina vanished glasses.,syntax,argument_structure,causative,166,21,paired,-38.280029296875,-51.016136169433594,True,-2.608795166015625,-2.618734359741211,-2.6464061737060547,-2.6536388397216797,True,False,True,False,False,True,meta-llama/Llama-2-7b-hf,
The men weren't hugged.,The men weren't responded.,syntax,argument_structure,passive_2,325,22,paired,-34.32572937011719,-37.10822677612305,True,-2.653167724609375,-2.7380943298339844,-2.743227005004883,-2.841533660888672,True,False,True,False,False,True,meta-llama/Llama-2-7b-hf,
Rachelle isn't respected.,Rachelle isn't lied.,syntax,argument_structure,passive_2,871,23,paired,-37.999298095703125,-40.14448547363281,True,-2.652740478515625,-2.7011146545410156,-2.8411788940429688,-2.6942176818847656,True,True,True,True,True,True,meta-llama/Llama-2-7b-hf,
The friend of Karen was bothered.,The friend of Karen was waved.,syntax,argument_structure,passive_2,348,24,paired,-41.97328186035156,-47.299678802490234,True,-2.77874755859375,-2.8589725494384766,-2.819276809692383,-2.8558731079101562,True,True,True,False,False,True,meta-llama/Llama-2-7b-hf,
Leslie's piano teachers were hired.,Leslie's piano teachers were flirted.,syntax,argument_structure,passive_2,11,25,paired,-45.79169464111328,-56.11029052734375,True,-2.550355911254883,-2.640298843383789,-2.696308135986328,-2.5579299926757812,True,True,True,True,True,True,meta-llama/Llama-2-7b-hf,
An eye opens.,An eye admires.,syntax,argument_structure,inchoative,974,26,paired,-23.926368713378906,-30.297805786132812,True,-2.7431564331054688,-2.670001983642578,-2.757892608642578,-2.6403331756591797,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
Kirsten isn't described by the mother of Rodney.,Kirsten isn't argued by the mother of Rodney.,syntax,argument_structure,passive_1,493,27,paired,-62.66131591796875,-65.27207946777344,True,-2.658039093017578,-2.500141143798828,-2.8340206146240234,-2.7015304565429688,True,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
Lissa shuts a gate.,Lissa falls a gate.,syntax,argument_structure,causative,852,28,paired,-40.752220153808594,-45.38351058959961,True,-2.5563907623291016,-2.575580596923828,-2.6936721801757812,-2.516752243041992,True,True,True,True,True,True,meta-llama/Llama-2-7b-hf,
Tonya washed Teresa.,Tonya negotiates Teresa.,syntax,argument_structure,causative,274,29,paired,-44.97280502319336,-46.113372802734375,True,-2.5595760345458984,-2.5339202880859375,-2.6918678283691406,-2.731464385986328,True,False,False,False,False,False,meta-llama/Llama-2-7b-hf,
Liam should shock Joseph's supervisors.,Liam should shrug Joseph's supervisors.,syntax,argument_structure,transitive,165,30,paired,-62.181034088134766,-64.84382629394531,True,-2.4853382110595703,-2.4719696044921875,-2.5733604431152344,-2.4762096405029297,True,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
These waiters' plumbers were referenced.,These waiters' plumbers were left.,syntax,argument_structure,passive_2,906,31,paired,-58.924495697021484,-57.00676345825195,False,-2.682077407836914,-2.6763153076171875,-2.6988697052001953,-2.6007766723632812,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
That glass wasn't dropping.,That glass wasn't looking like.,syntax,argument_structure,inchoative,619,32,paired,-37.76976013183594,-43.481544494628906,True,-2.77716064453125,-2.7654476165771484,-2.7726879119873047,-2.6609668731689453,False,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
Some ladies were accelerating many bikes.,Some ladies were vanishing many bikes.,syntax,argument_structure,causative,771,33,paired,-53.150665283203125,-56.85794448852539,True,-2.65802001953125,-2.4881954193115234,-2.7125377655029297,-2.3822879791259766,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
Claire wouldn't close many doors.,Claire wouldn't fall many doors.,syntax,argument_structure,causative,692,34,paired,-44.81957244873047,-52.964210510253906,True,-2.5773773193359375,-2.6055355072021484,-2.6785449981689453,-2.516742706298828,True,True,True,True,True,True,meta-llama/Llama-2-7b-hf,
Nicole wasn't descending.,Nicole wasn't returning to.,syntax,argument_structure,drop_argument,315,35,paired,-37.66237258911133,-40.78650665283203,True,-2.6413116455078125,-2.595762252807617,-2.7393970489501953,-2.695005416870117,True,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
Margaret was watched by Carol.,Margaret was died by Carol.,syntax,argument_structure,passive_1,745,36,paired,-41.04911804199219,-44.59942626953125,True,-2.4349613189697266,-2.6278152465820312,-2.5265426635742188,-2.47857666015625,True,True,True,True,True,True,meta-llama/Llama-2-7b-hf,
Benjamin would wrinkle every scarf.,Benjamin would fall every scarf.,syntax,argument_structure,causative,4,37,paired,-52.30668640136719,-53.09572219848633,True,-2.465524673461914,-2.583314895629883,-2.5634517669677734,-2.4701919555664062,True,True,True,True,True,True,meta-llama/Llama-2-7b-hf,
A lot of grandsons of Tara have helped.,A lot of grandsons of Tara have resembled.,syntax,argument_structure,drop_argument,439,38,paired,-56.00758743286133,-62.27060317993164,True,-2.6677627563476562,-2.611581802368164,-2.816791534423828,-2.6235923767089844,True,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
Vincent hated William.,Vincent grinned William.,syntax,argument_structure,transitive,197,39,paired,-34.20412063598633,-41.22340393066406,True,-2.4499683380126953,-2.5000476837158203,-2.6131362915039062,-2.7526626586914062,True,False,True,False,False,True,meta-llama/Llama-2-7b-hf,
Some pants folded.,Some pants admire.,syntax,argument_structure,inchoative,632,40,paired,-32.237300872802734,-36.987396240234375,True,-2.5544795989990234,-2.5253448486328125,-2.704133987426758,-2.6042404174804688,True,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
Some dress dries.,Some dress messed up.,syntax,argument_structure,inchoative,403,41,paired,-34.82957077026367,-35.76012420654297,True,-2.614105224609375,-2.513235092163086,-2.7311058044433594,-2.6230735778808594,True,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
Many women joke around.,Many women care for.,syntax,argument_structure,intransitive,872,42,paired,-33.92315673828125,-31.42635726928711,False,-2.653379440307617,-2.490476608276367,-2.683633804321289,-2.552865982055664,True,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
An adult wouldn't fold this sock.,An adult wouldn't disappear this sock.,syntax,argument_structure,causative,897,43,paired,-51.46588897705078,-61.16057205200195,True,-2.618925094604492,-2.565206527709961,-2.6440982818603516,-2.574708938598633,True,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
Katherine is helped.,Katherine is trained.,syntax,argument_structure,passive_2,545,44,paired,-31.94700813293457,-31.639259338378906,False,-2.5498085021972656,-2.4821395874023438,-2.5554370880126953,-2.5438270568847656,True,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
Claire's ex-boyfriend wasn't referenced by Brian.,Claire's ex-boyfriend wasn't disagreed by Brian.,syntax,argument_structure,passive_1,328,45,paired,-59.305458068847656,-64.76129150390625,True,-2.5943260192871094,-2.518911361694336,-2.6762218475341797,-2.5090713500976562,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
Mouths haven't closed.,Mouths haven't bought.,syntax,argument_structure,inchoative,89,46,paired,-33.657447814941406,-41.47042465209961,True,-2.7235374450683594,-2.653858184814453,-2.8392333984375,-2.653573989868164,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
Some waiter's tutors were impressed.,Some waiter's tutors were competed.,syntax,argument_structure,passive_2,453,47,paired,-51.817352294921875,-57.262882232666016,True,-2.6554641723632812,-2.552499771118164,-2.8677120208740234,-2.6731224060058594,True,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
Those blouses had flattened.,Those blouses had looked like.,syntax,argument_structure,intransitive,462,48,paired,-44.86174011230469,-47.20027542114258,True,-2.6443920135498047,-2.5718860626220703,-2.774557113647461,-2.671844482421875,True,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
Erin wouldn't disgust Matt.,Erin wouldn't fall Matt.,syntax,argument_structure,transitive,185,49,paired,-45.026832580566406,-47.701629638671875,True,-2.7282848358154297,-2.7415504455566406,-2.7856311798095703,-2.6718921661376953,True,True,True,True,True,True,meta-llama/Llama-2-7b-hf,
The child hadn't hidden Alice.,The child hadn't donated Alice.,syntax,argument_structure,causative,831,50,paired,-46.152164459228516,-54.32704544067383,True,-2.6323184967041016,-2.706613540649414,-2.6722068786621094,-2.685150146484375,True,True,True,False,False,True,meta-llama/Llama-2-7b-hf,
Dawn hates this determined patient.,Dawn hates these determined patient.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,110,51,paired,-51.12172317504883,-56.863983154296875,True,-2.5768775939941406,-2.4980697631835938,-2.7733497619628906,-2.535982131958008,True,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
Marie cares for that nice child.,Marie cares for that nice children.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,119,52,paired,-48.33949661254883,-50.094322204589844,True,-2.6763858795166016,-2.8188419342041016,-2.858510971069336,-2.8137054443359375,True,True,True,True,True,True,meta-llama/Llama-2-7b-hf,
Some children were healing these students.,Some children were healing these student.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,688,53,paired,-49.16169357299805,-54.34410095214844,True,-2.729726791381836,-2.650432586669922,-2.8617401123046875,-2.51116943359375,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
A box alarms these actresses.,A box alarms these actress.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,624,54,paired,-50.3459587097168,-53.343074798583984,True,-2.665853500366211,-2.7262630462646484,-2.8768157958984375,-2.494152069091797,True,True,True,True,True,True,meta-llama/Llama-2-7b-hf,
Timothy explores this restaurant.,Timothy explores this restaurants.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,314,55,paired,-42.86212921142578,-48.656463623046875,True,-2.5010719299316406,-2.6195716857910156,-2.7729625701904297,-2.6512069702148438,True,False,True,True,True,True,meta-llama/Llama-2-7b-hf,
This rug worries that child.,This rug worries those child.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,946,56,paired,-48.621803283691406,-55.639442443847656,True,-2.7131500244140625,-2.6398792266845703,-2.8832130432128906,-2.5768775939941406,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
Jill discovered this content girl.,Jill discovered these content girl.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,350,57,paired,-51.231849670410156,-57.00254440307617,True,-2.8226318359375,-2.6690196990966797,-2.8094959259033203,-2.6297168731689453,False,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
That adult has brought that purple octopus.,That adult has brought those purple octopus.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,8,58,paired,-55.98822021484375,-60.34799575805664,True,-2.7084522247314453,-2.543119430541992,-2.727519989013672,-2.5371856689453125,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
Most senators run around those hospitals.,Most senators run around those hospital.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,981,59,paired,-53.874351501464844,-56.32342529296875,True,-2.681446075439453,-2.6347808837890625,-2.8047332763671875,-2.536457061767578,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
Claire conceals those small stimuli.,Claire conceals that small stimuli.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,192,60,paired,-57.53643798828125,-60.667144775390625,True,-2.6904029846191406,-2.531187057495117,-2.7177066802978516,-2.5642471313476562,True,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
These muffins haven't bored those standing guys.,These muffins haven't bored that standing guys.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,569,61,paired,-71.31858825683594,-70.90989685058594,False,-2.669931411743164,-2.614095687866211,-2.7724781036376953,-2.582855224609375,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
Many teenagers break this orange foot.,Many teenagers break this orange feet.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,891,62,paired,-55.521263122558594,-57.20667266845703,True,-2.715667724609375,-2.616640090942383,-2.850130081176758,-2.665597915649414,True,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
That broccoli scares that fast woman.,That broccoli scares that fast women.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,964,63,paired,-59.621986389160156,-62.231834411621094,True,-2.7952613830566406,-2.5951881408691406,-2.869016647338867,-2.675060272216797,True,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
Most girls passed those smooth high schools.,Most girls passed those smooth high school.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,217,64,paired,-58.974853515625,-59.03822708129883,True,-2.856363296508789,-2.7128372192382812,-2.8180484771728516,-2.6492443084716797,False,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
Candice appreciates that patient.,Candice appreciates that patients.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,980,65,paired,-43.70196533203125,-43.93299865722656,True,-2.687480926513672,-2.6586856842041016,-2.6382789611816406,-2.5867767333984375,False,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
A hill doesn't impress these people.,A hill doesn't impress these person.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,157,66,paired,-43.197105407714844,-52.85268783569336,True,-2.7110214233398438,-2.706707000732422,-2.9235973358154297,-2.6577816009521484,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
That painting is looking like this delighted boy.,That painting is looking like this delighted boys.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,894,67,paired,-56.12803649902344,-61.784751892089844,True,-2.747129440307617,-2.8191299438476562,-2.888446807861328,-2.757070541381836,True,True,True,True,True,True,meta-llama/Llama-2-7b-hf,
The hospitals referenced these students.,The hospitals referenced these student.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,482,68,paired,-47.36501693725586,-52.22692108154297,True,-2.7350597381591797,-2.7055187225341797,-2.9454479217529297,-2.590007781982422,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
Ellen wasn't observing these customers.,Ellen wasn't observing these customer.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,545,69,paired,-47.17851257324219,-56.21284484863281,True,-2.5200729370117188,-2.525056838989258,-2.7658538818359375,-2.3879356384277344,True,True,True,True,True,True,meta-llama/Llama-2-7b-hf,
Some adults run around that black high school.,Some adults run around those black high school.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,889,70,paired,-54.04230499267578,-59.02060317993164,True,-2.630552291870117,-2.2675743103027344,-2.6547183990478516,-2.374422073364258,True,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
Every lady drops by these oases.,Every lady drops by this oases.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,579,71,paired,-53.40546417236328,-55.22532653808594,True,-2.669942855834961,-2.611307144165039,-2.7948150634765625,-2.6530113220214844,True,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
Julia kisses that person.,Julia kisses those person.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,775,72,paired,-38.690269470214844,-46.549110412597656,True,-2.5750675201416016,-2.6553573608398438,-2.7179107666015625,-2.5466156005859375,True,True,True,True,True,True,meta-llama/Llama-2-7b-hf,
Becca won't discuss that child.,Becca won't discuss that children.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,544,73,paired,-45.64113998413086,-50.09935760498047,True,-2.777313232421875,-2.8476009368896484,-2.9087600708007812,-2.7576122283935547,True,True,True,True,True,True,meta-llama/Llama-2-7b-hf,
Michelle can't argue about those sick children.,Michelle can't argue about that sick children.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,994,74,paired,-54.149967193603516,-57.92837142944336,True,-2.661104202270508,-2.619932174682617,-2.746553421020508,-2.628988265991211,True,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
Sherry hasn't talked about that mall.,Sherry hasn't talked about that malls.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,229,75,paired,-50.32860565185547,-56.094757080078125,True,-2.6136302947998047,-2.7469558715820312,-2.744009017944336,-2.680002212524414,True,True,True,True,True,True,meta-llama/Llama-2-7b-hf,
Cindy could praise these men.,Cindy could praise this men.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,580,76,paired,-44.499595642089844,-49.228431701660156,True,-2.646333694458008,-2.675769805908203,-2.8924713134765625,-2.712167739868164,True,False,True,True,True,True,meta-llama/Llama-2-7b-hf,
Phillip was lifting this mouse.,Phillip was lifting this mice.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,3,77,paired,-49.202301025390625,-53.42416763305664,True,-2.5766468048095703,-2.623872756958008,-2.7478809356689453,-2.670663833618164,True,False,True,True,True,True,meta-llama/Llama-2-7b-hf,
A lot of students run around those college campuses.,A lot of students run around that college campuses.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,728,78,paired,-44.871158599853516,-46.968204498291016,True,-2.637371063232422,-2.4573440551757812,-2.691934585571289,-2.361814498901367,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
All boys fire this woman.,All boys fire these woman.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,740,79,paired,-47.30255126953125,-50.58953857421875,True,-2.7044315338134766,-2.5701465606689453,-2.794830322265625,-2.4684104919433594,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
Marcus shouldn't mess up these blue feet.,Marcus shouldn't mess up these blue foot.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,803,80,paired,-57.88300323486328,-63.28132629394531,True,-2.6796607971191406,-2.7719249725341797,-2.8410606384277344,-2.6828956604003906,True,True,True,True,True,True,meta-llama/Llama-2-7b-hf,
Debra has loved that clever man.,Debra has loved that clever men.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,856,81,paired,-53.244483947753906,-56.537322998046875,True,-2.669881820678711,-2.799222946166992,-2.772512435913086,-2.719270706176758,True,True,True,True,True,True,meta-llama/Llama-2-7b-hf,
Many planes were irritating these children.,Many planes were irritating this children.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,888,82,paired,-52.87031173706055,-57.076576232910156,True,-2.682668685913086,-2.62750244140625,-2.7835350036621094,-2.6139049530029297,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
Meredith escaped from these people.,Meredith escaped from this people.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,981,83,paired,-39.47398376464844,-44.102745056152344,True,-2.6159820556640625,-2.651714324951172,-2.748441696166992,-2.6495895385742188,True,True,True,True,True,True,meta-llama/Llama-2-7b-hf,
Raymond left those scared children.,Raymond left that scared children.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,93,84,paired,-47.36033630371094,-49.03919982910156,True,-2.6599903106689453,-2.564861297607422,-2.6917762756347656,-2.5140323638916016,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
Clyde appreciated that synopsis.,Clyde appreciated those synopsis.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,689,85,paired,-44.11899185180664,-48.91824722290039,True,-2.751636505126953,-2.711292266845703,-2.92718505859375,-2.7039031982421875,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
The Lutherans upset this man.,The Lutherans upset these man.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,278,86,paired,-47.059181213378906,-55.30708312988281,True,-2.7259159088134766,-2.7812767028808594,-2.8390254974365234,-2.6585636138916016,True,True,True,True,True,True,meta-llama/Llama-2-7b-hf,
Many guests approach this lucky man.,Many guests approach these lucky man.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,767,87,paired,-47.28978729248047,-53.456363677978516,True,-2.7122058868408203,-2.5799388885498047,-2.8334197998046875,-2.611164093017578,True,False,False,True,False,True,meta-llama/Llama-2-7b-hf,
This documentary hadn't disagreed with these good plays.,This documentary hadn't disagreed with these good play.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,220,88,paired,-69.6356201171875,-72.45924377441406,True,-2.781209945678711,-2.7423439025878906,-3.0352859497070312,-2.7095088958740234,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
Wayne was thinking about this paralysis.,Wayne was thinking about this paralyses.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,478,89,paired,-46.205631256103516,-52.40864562988281,True,-2.683156967163086,-2.7387466430664062,-2.953462600708008,-2.771059036254883,True,False,True,True,True,True,meta-llama/Llama-2-7b-hf,
Laura buys these axes.,Laura buys this axes.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,107,90,paired,-43.93138885498047,-45.52354049682617,True,-2.639690399169922,-2.6809444427490234,-2.7370548248291016,-2.668577194213867,True,True,True,True,True,True,meta-llama/Llama-2-7b-hf,
Matt hadn't impressed this exposed child.,Matt hadn't impressed these exposed child.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,818,91,paired,-61.54607391357422,-72.36515045166016,True,-2.5839157104492188,-2.6371116638183594,-2.8471336364746094,-2.6246299743652344,True,True,True,True,True,True,meta-llama/Llama-2-7b-hf,
Those pedestrians weren't fleeing from these concealed men.,Those pedestrians weren't fleeing from this concealed men.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,855,92,paired,-62.738487243652344,-68.62655639648438,True,-2.6314945220947266,-2.517131805419922,-2.675922393798828,-2.475137710571289,True,True,False,True,False,True,meta-llama/Llama-2-7b-hf,
Rachelle had bought that chair.,Rachelle had bought that chairs.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,145,93,paired,-44.333404541015625,-50.875545501708984,True,-2.5271644592285156,-2.673107147216797,-2.7914352416992188,-2.727010726928711,True,False,True,True,True,True,meta-llama/Llama-2-7b-hf,
