good_sentence,bad_sentence,category,category_fine,blimp_UID,blimp_pairID,item_id,condition,direct_sum_logprob_good_sentence,direct_sum_logprob_bad_sentence,direct_correct,meta_sum_logprob_good_first_1,meta_sum_logprob_good_first_2,meta_sum_logprob_bad_first_1,meta_sum_logprob_bad_first_2,meta_1_correct,meta_2_correct,meta_good_correct,meta_bad_correct,meta_correct,meta_correct_lenient,model,revision
Tonya washed Teresa.,Tonya negotiates Teresa.,syntax,argument_structure,causative,274,29,paired,-35.285682678222656,-39.53144454956055,True,-3.41326904296875,-4.227725982666016,-3.4123268127441406,-4.124028205871582,False,True,True,False,False,True,allenai/OLMo-7B,
Liam should shock Joseph's supervisors.,Liam should shrug Joseph's supervisors.,syntax,argument_structure,transitive,165,30,paired,-58.94247817993164,-61.89984130859375,True,-3.2159366607666016,-3.8193206787109375,-3.1662063598632812,-3.694051742553711,False,True,True,False,False,True,allenai/OLMo-7B,
These waiters' plumbers were referenced.,These waiters' plumbers were left.,syntax,argument_structure,passive_2,906,31,paired,-49.44373321533203,-46.393463134765625,False,-2.9159631729125977,-3.478896141052246,-3.0082521438598633,-3.4403915405273438,True,True,True,False,False,True,allenai/OLMo-7B,
That glass wasn't dropping.,That glass wasn't looking like.,syntax,argument_structure,inchoative,619,32,paired,-30.869304656982422,-36.75173568725586,True,-2.987802505493164,-3.9131088256835938,-2.956191062927246,-3.892862319946289,False,True,True,False,False,True,allenai/OLMo-7B,
Some ladies were accelerating many bikes.,Some ladies were vanishing many bikes.,syntax,argument_structure,causative,771,33,paired,-45.097286224365234,-46.10353088378906,True,-3.454920768737793,-4.240920066833496,-3.4278554916381836,-4.161738395690918,False,True,True,False,False,True,allenai/OLMo-7B,
Claire wouldn't close many doors.,Claire wouldn't fall many doors.,syntax,argument_structure,causative,692,34,paired,-38.64801025390625,-46.34910583496094,True,-2.845491409301758,-3.505660057067871,-2.9701032638549805,-3.4819631576538086,True,True,True,False,False,True,allenai/OLMo-7B,
Nicole wasn't descending.,Nicole wasn't returning to.,syntax,argument_structure,drop_argument,315,35,paired,-28.17085838317871,-30.468664169311523,True,-3.116901397705078,-3.9677505493164062,-3.1368894577026367,-3.993802070617676,True,False,True,False,False,True,allenai/OLMo-7B,
Margaret was watched by Carol.,Margaret was died by Carol.,syntax,argument_structure,passive_1,745,36,paired,-30.20017433166504,-34.012088775634766,True,-3.503354072570801,-4.544719696044922,-3.573057174682617,-4.763071060180664,True,False,True,False,False,True,allenai/OLMo-7B,
Benjamin would wrinkle every scarf.,Benjamin would fall every scarf.,syntax,argument_structure,causative,4,37,paired,-45.81916046142578,-44.33644104003906,False,-3.4724960327148438,-4.072783470153809,-3.5651321411132812,-4.095005035400391,True,False,True,False,False,True,allenai/OLMo-7B,
A lot of grandsons of Tara have helped.,A lot of grandsons of Tara have resembled.,syntax,argument_structure,drop_argument,439,38,paired,-48.98028564453125,-55.75009536743164,True,-3.445039749145508,-4.019139289855957,-3.504457473754883,-4.1310834884643555,True,False,True,False,False,True,allenai/OLMo-7B,
Vincent hated William.,Vincent grinned William.,syntax,argument_structure,transitive,197,39,paired,-28.80648422241211,-34.3498649597168,True,-3.512666702270508,-4.2215681076049805,-3.508817672729492,-4.210558891296387,False,True,True,False,False,True,allenai/OLMo-7B,
Some pants folded.,Some pants admire.,syntax,argument_structure,inchoative,632,40,paired,-24.54599380493164,-29.80753517150879,True,-3.2341737747192383,-4.0450592041015625,-3.2913455963134766,-3.9623336791992188,True,True,True,False,False,True,allenai/OLMo-7B,
Some dress dries.,Some dress messed up.,syntax,argument_structure,inchoative,403,41,paired,-28.1370849609375,-26.714750289916992,False,-3.260986328125,-4.122010231018066,-3.2829999923706055,-4.011579513549805,True,True,True,False,False,True,allenai/OLMo-7B,
Many women joke around.,Many women care for.,syntax,argument_structure,intransitive,872,42,paired,-24.95519256591797,-23.49650001525879,False,-3.2917747497558594,-4.113965034484863,-3.273580551147461,-4.238812446594238,False,False,True,False,False,True,allenai/OLMo-7B,
An adult wouldn't fold this sock.,An adult wouldn't disappear this sock.,syntax,argument_structure,causative,897,43,paired,-41.853294372558594,-49.02349853515625,True,-2.9274024963378906,-3.6608810424804688,-3.01959228515625,-3.66519832611084,True,False,True,False,False,True,allenai/OLMo-7B,
Katherine is helped.,Katherine is trained.,syntax,argument_structure,passive_2,545,44,paired,-27.01593780517578,-26.898334503173828,False,-3.398573875427246,-4.307085990905762,-3.352693557739258,-4.263698577880859,False,True,True,False,False,True,allenai/OLMo-7B,
Claire's ex-boyfriend wasn't referenced by Brian.,Claire's ex-boyfriend wasn't disagreed by Brian.,syntax,argument_structure,passive_1,328,45,paired,-53.223304748535156,-56.21049499511719,True,-2.8011207580566406,-3.520077705383301,-2.922327995300293,-3.5416173934936523,True,False,True,False,False,True,allenai/OLMo-7B,
Mouths haven't closed.,Mouths haven't bought.,syntax,argument_structure,inchoative,89,46,paired,-25.2391300201416,-33.98008728027344,True,-3.2492570877075195,-3.9940338134765625,-3.2410078048706055,-3.943552017211914,False,True,True,False,False,True,allenai/OLMo-7B,
Some waiter's tutors were impressed.,Some waiter's tutors were competed.,syntax,argument_structure,passive_2,453,47,paired,-41.902923583984375,-47.67033386230469,True,-2.974432945251465,-3.756601333618164,-2.976215362548828,-3.728403091430664,True,True,True,False,False,True,allenai/OLMo-7B,
Those blouses had flattened.,Those blouses had looked like.,syntax,argument_structure,intransitive,462,48,paired,-35.948490142822266,-37.82469177246094,True,-3.456160545349121,-4.390566825866699,-3.2977218627929688,-4.237702369689941,False,True,True,False,False,True,allenai/OLMo-7B,
Erin wouldn't disgust Matt.,Erin wouldn't fall Matt.,syntax,argument_structure,transitive,185,49,paired,-41.135658264160156,-43.01250457763672,True,-3.2201080322265625,-4.077362060546875,-3.2218246459960938,-4.022642135620117,True,True,True,False,False,True,allenai/OLMo-7B,
The child hadn't hidden Alice.,The child hadn't donated Alice.,syntax,argument_structure,causative,831,50,paired,-40.875274658203125,-47.34150695800781,True,-3.104804039001465,-3.755427360534668,-3.182633399963379,-3.8627309799194336,True,False,True,False,False,True,allenai/OLMo-7B,
Dawn hates this determined patient.,Dawn hates these determined patient.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,110,51,paired,-40.60939025878906,-46.49058532714844,True,-3.370960235595703,-4.213525772094727,-3.3631181716918945,-4.259941101074219,False,False,True,False,False,True,allenai/OLMo-7B,
Marie cares for that nice child.,Marie cares for that nice children.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,119,52,paired,-35.05764389038086,-36.942771911621094,True,-3.2469663619995117,-3.980402946472168,-3.25396728515625,-3.97329044342041,True,True,True,False,False,True,allenai/OLMo-7B,
Some children were healing these students.,Some children were healing these student.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,688,53,paired,-39.08268737792969,-44.08031463623047,True,-3.2462892532348633,-4.155848503112793,-3.2845630645751953,-4.1466569900512695,True,True,True,False,False,True,allenai/OLMo-7B,
A box alarms these actresses.,A box alarms these actress.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,624,54,paired,-47.86405563354492,-50.21394348144531,True,-3.262338638305664,-4.1635284423828125,-3.3009700775146484,-4.181341171264648,True,False,True,False,False,True,allenai/OLMo-7B,
Timothy explores this restaurant.,Timothy explores this restaurants.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,314,55,paired,-35.249149322509766,-39.57914352416992,True,-3.296322822570801,-4.170173645019531,-3.316237449645996,-4.2060089111328125,True,False,True,False,False,True,allenai/OLMo-7B,
This rug worries that child.,This rug worries those child.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,946,56,paired,-43.12224197387695,-47.370330810546875,True,-3.3336400985717773,-4.214109420776367,-3.5101451873779297,-4.450740814208984,True,False,True,False,False,True,allenai/OLMo-7B,
Jill discovered this content girl.,Jill discovered these content girl.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,350,57,paired,-43.242774963378906,-49.55048751831055,True,-3.4352035522460938,-4.096715927124023,-3.396775245666504,-4.116340637207031,False,False,True,False,False,True,allenai/OLMo-7B,
That adult has brought that purple octopus.,That adult has brought those purple octopus.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,8,58,paired,-51.847991943359375,-57.059574127197266,True,-3.5071849822998047,-4.187220573425293,-3.4456605911254883,-4.156502723693848,False,True,True,False,False,True,allenai/OLMo-7B,
Most senators run around those hospitals.,Most senators run around those hospital.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,981,59,paired,-45.078269958496094,-51.060096740722656,True,-3.2022666931152344,-4.006409645080566,-3.2452526092529297,-3.9898176193237305,True,True,True,False,False,True,allenai/OLMo-7B,
Claire conceals those small stimuli.,Claire conceals that small stimuli.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,192,60,paired,-49.599403381347656,-51.635581970214844,True,-3.1399126052856445,-3.744114875793457,-3.1411867141723633,-3.718714714050293,True,True,True,False,False,True,allenai/OLMo-7B,
These muffins haven't bored those standing guys.,These muffins haven't bored that standing guys.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,569,61,paired,-61.64573287963867,-63.869903564453125,True,-3.0645313262939453,-3.9409780502319336,-3.0461883544921875,-3.8243589401245117,False,True,True,False,False,True,allenai/OLMo-7B,
Many teenagers break this orange foot.,Many teenagers break this orange feet.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,891,62,paired,-47.90264892578125,-49.08631896972656,True,-3.323622703552246,-4.051151275634766,-3.2581892013549805,-3.9965667724609375,False,True,True,False,False,True,allenai/OLMo-7B,
That broccoli scares that fast woman.,That broccoli scares that fast women.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,964,63,paired,-55.70272445678711,-57.59288787841797,True,-3.2986040115356445,-4.247506141662598,-3.30145263671875,-4.227191925048828,True,True,True,False,False,True,allenai/OLMo-7B,
Most girls passed those smooth high schools.,Most girls passed those smooth high school.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,217,64,paired,-51.933101654052734,-53.00685501098633,True,-3.1100845336914062,-3.9414215087890625,-3.147359848022461,-3.957735061645508,True,False,True,False,False,True,allenai/OLMo-7B,
Candice appreciates that patient.,Candice appreciates that patients.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,980,65,paired,-32.371070861816406,-33.284812927246094,True,-3.205134391784668,-4.060854911804199,-3.2178401947021484,-4.045004844665527,True,True,True,False,False,True,allenai/OLMo-7B,
A hill doesn't impress these people.,A hill doesn't impress these person.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,157,66,paired,-38.31768035888672,-48.044776916503906,True,-3.2240896224975586,-3.9628658294677734,-3.295271873474121,-4.034646034240723,True,False,True,False,False,True,allenai/OLMo-7B,
That painting is looking like this delighted boy.,That painting is looking like this delighted boys.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,894,67,paired,-49.52318572998047,-53.054710388183594,True,-3.4162168502807617,-4.478083610534668,-3.461104393005371,-4.4948320388793945,True,False,True,False,False,True,allenai/OLMo-7B,
The hospitals referenced these students.,The hospitals referenced these student.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,482,68,paired,-44.039337158203125,-48.47977066040039,True,-3.327242851257324,-4.175747871398926,-3.3496055603027344,-4.126727104187012,True,True,True,False,False,True,allenai/OLMo-7B,
Ellen wasn't observing these customers.,Ellen wasn't observing these customer.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,545,69,paired,-37.360172271728516,-42.43330001831055,True,-3.1625967025756836,-3.9848289489746094,-3.2345829010009766,-3.996859550476074,True,False,True,False,False,True,allenai/OLMo-7B,
Some adults run around that black high school.,Some adults run around those black high school.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,889,70,paired,-49.41462707519531,-55.22225570678711,True,-3.1193723678588867,-3.8568410873413086,-3.182628631591797,-3.9184703826904297,True,False,True,False,False,True,allenai/OLMo-7B,
Every lady drops by these oases.,Every lady drops by this oases.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,579,71,paired,-42.030635833740234,-43.912017822265625,True,-3.3179330825805664,-3.9680051803588867,-3.3603782653808594,-4.041241645812988,True,False,True,False,False,True,allenai/OLMo-7B,
Julia kisses that person.,Julia kisses those person.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,775,72,paired,-29.260744094848633,-36.59004211425781,True,-3.5637826919555664,-4.246556282043457,-3.5416221618652344,-4.28701114654541,False,False,True,False,False,True,allenai/OLMo-7B,
Becca won't discuss that child.,Becca won't discuss that children.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,544,73,paired,-38.72871398925781,-42.842681884765625,True,-3.146908760070801,-4.063813209533691,-3.171266555786133,-4.042941093444824,True,True,True,False,False,True,allenai/OLMo-7B,
Michelle can't argue about those sick children.,Michelle can't argue about that sick children.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,994,74,paired,-45.002479553222656,-49.49794006347656,True,-3.102863311767578,-3.7965564727783203,-3.1782779693603516,-3.826570510864258,True,False,True,False,False,True,allenai/OLMo-7B,
Sherry hasn't talked about that mall.,Sherry hasn't talked about that malls.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,229,75,paired,-42.15362548828125,-48.0901985168457,True,-3.032571792602539,-3.8977737426757812,-3.1335554122924805,-3.9839210510253906,True,False,True,False,False,True,allenai/OLMo-7B,
Cindy could praise these men.,Cindy could praise this men.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,580,76,paired,-39.47685623168945,-43.98667907714844,True,-3.29425048828125,-4.023771286010742,-3.3599729537963867,-4.0214948654174805,True,True,True,False,False,True,allenai/OLMo-7B,
Phillip was lifting this mouse.,Phillip was lifting this mice.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,3,77,paired,-39.40203857421875,-43.98481750488281,True,-3.4122562408447266,-4.163558006286621,-3.3411359786987305,-4.1557769775390625,False,True,True,False,False,True,allenai/OLMo-7B,
A lot of students run around those college campuses.,A lot of students run around that college campuses.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,728,78,paired,-41.67533874511719,-42.67863464355469,True,-3.2683286666870117,-4.019017219543457,-3.3091955184936523,-4.067461013793945,True,False,True,False,False,True,allenai/OLMo-7B,
All boys fire this woman.,All boys fire these woman.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,740,79,paired,-37.82782745361328,-42.61919021606445,True,-3.375739097595215,-4.284239768981934,-3.38189697265625,-4.341954231262207,True,False,True,False,False,True,allenai/OLMo-7B,
Marcus shouldn't mess up these blue feet.,Marcus shouldn't mess up these blue foot.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,803,80,paired,-49.09844207763672,-53.32765197753906,True,-3.1803369522094727,-3.856893539428711,-3.282928466796875,-3.8809261322021484,True,False,True,False,False,True,allenai/OLMo-7B,
Debra has loved that clever man.,Debra has loved that clever men.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,856,81,paired,-42.11463165283203,-46.30706024169922,True,-3.270270347595215,-4.125462532043457,-3.3036746978759766,-4.090935707092285,True,True,True,False,False,True,allenai/OLMo-7B,
Many planes were irritating these children.,Many planes were irritating this children.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,888,82,paired,-42.26753234863281,-46.45823669433594,True,-3.30026912689209,-4.178995132446289,-3.356424331665039,-4.1722002029418945,True,True,True,False,False,True,allenai/OLMo-7B,
Meredith escaped from these people.,Meredith escaped from this people.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,981,83,paired,-34.3604736328125,-37.4730224609375,True,-3.47933292388916,-4.310556411743164,-3.533670425415039,-4.386008262634277,True,False,True,False,False,True,allenai/OLMo-7B,
Raymond left those scared children.,Raymond left that scared children.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,93,84,paired,-38.29669189453125,-40.8114128112793,True,-3.489657402038574,-4.486289978027344,-3.4310197830200195,-4.346310615539551,False,True,True,False,False,True,allenai/OLMo-7B,
Clyde appreciated that synopsis.,Clyde appreciated those synopsis.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,689,85,paired,-40.860939025878906,-45.53976821899414,True,-3.323784828186035,-4.150241851806641,-3.3243398666381836,-4.130405426025391,True,True,True,False,False,True,allenai/OLMo-7B,
The Lutherans upset this man.,The Lutherans upset these man.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,278,86,paired,-42.56895446777344,-49.210018157958984,True,-3.0963029861450195,-4.018006324768066,-3.07882022857666,-4.038147926330566,False,False,True,False,False,True,allenai/OLMo-7B,
Many guests approach this lucky man.,Many guests approach these lucky man.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,767,87,paired,-37.06407165527344,-43.126800537109375,True,-3.347606658935547,-4.107276916503906,-3.36000919342041,-4.072713851928711,True,True,True,False,False,True,allenai/OLMo-7B,
This documentary hadn't disagreed with these good plays.,This documentary hadn't disagreed with these good play.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,220,88,paired,-61.36833953857422,-62.390350341796875,True,-3.0416717529296875,-3.9044504165649414,-3.0627269744873047,-3.947239875793457,True,False,True,False,False,True,allenai/OLMo-7B,
Wayne was thinking about this paralysis.,Wayne was thinking about this paralyses.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,478,89,paired,-35.17295455932617,-42.299285888671875,True,-3.378605842590332,-4.110652923583984,-3.3656005859375,-4.1043243408203125,False,True,True,False,False,True,allenai/OLMo-7B,
Laura buys these axes.,Laura buys this axes.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,107,90,paired,-39.52001953125,-41.96929931640625,True,-3.3958749771118164,-4.212005615234375,-3.4675331115722656,-4.234311103820801,True,False,True,False,False,True,allenai/OLMo-7B,
Matt hadn't impressed this exposed child.,Matt hadn't impressed these exposed child.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,818,91,paired,-50.390472412109375,-56.02919387817383,True,-3.1714658737182617,-3.9604148864746094,-3.1465158462524414,-3.903026580810547,False,True,True,False,False,True,allenai/OLMo-7B,
Those pedestrians weren't fleeing from these concealed men.,Those pedestrians weren't fleeing from this concealed men.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,855,92,paired,-50.760337829589844,-59.93696212768555,True,-3.2347021102905273,-4.003060340881348,-3.266782760620117,-3.964691162109375,True,True,True,False,False,True,allenai/OLMo-7B,
Rachelle had bought that chair.,Rachelle had bought that chairs.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,145,93,paired,-38.08867645263672,-46.133888244628906,True,-3.328484535217285,-3.9641942977905273,-3.2849044799804688,-3.976533889770508,False,False,True,False,False,True,allenai/OLMo-7B,
Actors reference that displeased doctor.,Actors reference that displeased doctors.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,419,94,paired,-53.75495910644531,-52.36958694458008,False,-3.317974090576172,-4.258547782897949,-3.313295364379883,-4.2270307540893555,False,True,True,False,False,True,allenai/OLMo-7B,
Becky had fixed this hard foot.,Becky had fixed this hard feet.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,21,95,paired,-44.139892578125,-44.851234436035156,True,-3.2869138717651367,-4.11768913269043,-3.205325126647949,-4.081520080566406,False,True,True,False,False,True,allenai/OLMo-7B,
Douglas hadn't fired these men.,Douglas hadn't fired this men.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,657,96,paired,-34.623470306396484,-40.35284423828125,True,-3.3426923751831055,-4.016341209411621,-3.384432792663574,-4.081393241882324,True,False,True,False,False,True,allenai/OLMo-7B,
Some museums forget that good analysis.,Some museums forget those good analysis.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,150,97,paired,-45.475833892822266,-50.24574661254883,True,-2.9537534713745117,-3.9057130813598633,-3.0297555923461914,-3.9889612197875977,True,False,True,False,False,True,allenai/OLMo-7B,
