problem_type,problem_ind,problem_id,perm_invariant,correct_answer,generated_response,generated_response_sum_logprob,generated_response_pred_set,generated_response_correct,mc_answer_logprobs,mc_response_index,mc_response,mc_response_sum_logprob,mc_response_correct,model,revision,instruct
two_rule_comb4,0,two_rule_comb4_0,False,[1 6],"6 9]
[3 9] [6",-5.718278884887695,"[6, 9]",False,"[-2.6825942993164062, -3.43109130859375, -4.911443710327148, -5.159111022949219, -4.455183029174805, -4.837270736694336, -4.689212799072266, -5.184608459472656]",0,6 9],-2.6825942993164062,False,allenai/OLMo-7B,step91000-tokens403B,False
two_rule_comb5,0,two_rule_comb5_0,False,[2 0],"2 2]
[3 1] [2",-1.3328590393066406,"[2, 2]",False,"[-3.000049591064453, -6.52764892578125, -10.033917427062988, -8.0550537109375, -9.845258712768555, -4.087982177734375, -11.895604133605957, -4.068384170532227]",0,2 0],-3.000049591064453,True,allenai/OLMo-7B,step91000-tokens403B,False
three_rule_comb0,0,three_rule_comb0_0,False,[1 8 8],"1 8 8]
[5 4 9]",-1.9756908416748047,"[1, 8, 8]",True,"[-8.92483139038086, -4.312709808349609, -12.238321304321289, -6.023700714111328, -10.853439331054688, -0.3537578582763672, -9.154273986816406, -11.295589447021484]",5,1 8 8],-0.3537578582763672,True,allenai/OLMo-7B,step91000-tokens403B,False
three_rule_comb1,0,three_rule_comb1_0,False,[6 9 0],"6 9 0]
[3 2 6]",-3.3948020935058594,"[6, 9, 0]",True,"[-8.284460067749023, -7.732646942138672, -8.526252746582031, -5.3983306884765625, -8.090072631835938, -1.930084228515625, -9.417547225952148, -9.443925857543945]",5,6 9 0],-1.930084228515625,True,allenai/OLMo-7B,step91000-tokens403B,False
three_rule_comb2,0,three_rule_comb2_0,False,[0 0 1],"0 0 2]
[6 6 4]",-2.384471893310547,"[0, 0, 2]",False,"[-10.633241653442383, -1.4967288970947266, -3.3860912322998047, -11.904895782470703, -11.85335922241211, -10.782724380493164, -7.802642822265625, -11.726806640625]",1,0 0 1],-1.4967288970947266,True,allenai/OLMo-7B,step91000-tokens403B,False
three_rule_comb3,0,three_rule_comb3_0,False,[5 1 7],"5 7 8]
[9 7 8]",-6.288530349731445,"[5, 7, 8]",False,"[-7.156530380249023, -6.880947113037109, -8.06551742553711, -6.7029571533203125, -5.801418304443359, -4.616304397583008, -7.053653717041016, -4.690666198730469]",5,5 8 7],-4.616304397583008,False,allenai/OLMo-7B,step91000-tokens403B,False
three_rule_comb4,0,three_rule_comb4_0,False,[8 7 0],"8 1 0]
[7 2 0]",-6.49867057800293,"[8, 1, 0]",False,"[-8.552400588989258, -7.110982894897461, -7.102785110473633, -3.955984115600586, -7.683469772338867, -5.973297119140625, -7.254316329956055, -6.802606582641602]",3,8 7 0],-3.955984115600586,True,allenai/OLMo-7B,step91000-tokens403B,False
three_rule_comb5,0,three_rule_comb5_0,False,[5 0 7],"5 2 6]
[1 2 5]",-4.219804763793945,"[5, 2, 6]",False,"[-13.705404281616211, -4.314229965209961, -2.329050064086914, -7.887144088745117, -7.260538101196289, -9.879785537719727, -4.056753158569336, -12.634218215942383]",2,5 2 5],-2.329050064086914,False,allenai/OLMo-7B,step91000-tokens403B,False
three_rule_comb6,0,three_rule_comb6_0,False,[0 1 6],"0 1 4]
[3 9 6]",-5.822698593139648,"[0, 1, 4]",False,"[-6.60755729675293, -5.412298202514648, -8.971708297729492, -7.054161071777344, -3.2328720092773438, -6.657472610473633, -6.385293960571289, -6.556602478027344]",4,0 1 6],-3.2328720092773438,True,allenai/OLMo-7B,step91000-tokens403B,False
three_rule_comb7,0,three_rule_comb7_0,False,[5 4 8],"5 4 2]
[5 4 2]",-2.411693572998047,"[5, 4, 2]",False,"[-6.808988571166992, -8.69693374633789, -7.783849716186523, -6.103277206420898, -6.014377593994141, -9.337015151977539, -6.600040435791016, -7.185050964355469]",4,8 3 4],-6.014377593994141,False,allenai/OLMo-7B,step91000-tokens403B,False
three_rule_comb8,0,three_rule_comb8_0,False,[8 1 2],"8 2 7]
[7 3 8]",-5.382816314697266,"[8, 2, 7]",False,"[-5.909646987915039, -6.091480255126953, -7.017642974853516, -5.451154708862305, -5.800439834594727, -6.0461883544921875, -5.714540481567383, -7.106740951538086]",3,6 5 2],-5.451154708862305,False,allenai/OLMo-7B,step91000-tokens403B,False
three_rule_comb9,0,three_rule_comb9_0,False,[5 7 3],"5 5 4]
[6 6 4]",-3.4788818359375,"[5, 5, 4]",False,"[-5.607015609741211, -7.954416275024414, -4.500177383422852, -7.319072723388672, -4.698003768920898, -3.4802417755126953, -9.132749557495117, -7.020879745483398]",5,7 5 5],-3.4802417755126953,False,allenai/OLMo-7B,step91000-tokens403B,False
c3_set_union,0,c3_set_union_0,True,[6 4 1 9],"6 1]
[4] [9]",-4.897605895996094,[1 6],False,"[-6.103742599487305, -5.978494644165039, -2.3791675567626953, -6.828777313232422, -3.16925048828125, 0.0, -3.2250823974609375, -11.362722396850586]",5,],0.0,False,allenai/OLMo-7B,step91000-tokens403B,False
c1_set_union,0,c1_set_union_0,True,[4],"4]
[6 1] [6]",-3.472299575805664,[4],True,"[-6.706455230712891, -8.249078750610352, -1.8922615051269531, -0.7348766326904297, -5.639535903930664, -6.480564117431641, -7.499513626098633, -9.418392181396484]",3,4],-0.7348766326904297,True,allenai/OLMo-7B,step91000-tokens403B,False
c2_set_union,0,c2_set_union_0,True,[9],"4]
[6] [6] [",-5.050790786743164,[4],False,"[-3.8277816772460938, 0.0, -1.9743671417236328, -5.8903350830078125, -5.377664566040039, -4.448492050170898, -2.6040592193603516, -4.280235290527344]",1,],0.0,False,allenai/OLMo-7B,step91000-tokens403B,False
AND,0,AND_0,True,[4],"4 4]
[1 4 5] [",-2.166116714477539,[4 4],False,"[-8.995219230651855, -6.556699752807617, -12.647052764892578, -4.165071487426758, -7.605306625366211, -3.0358200073242188, -4.486810684204102, -6.420135498046875]",5,4],-3.0358200073242188,True,allenai/OLMo-7B,step91000-tokens403B,False
XOR,0,XOR_0,True,[4 3],"6 1]
[6 1] [4",-4.829015731811523,[1 6],False,"[-20.58635711669922, -8.642961502075195, -8.494146347045898, -8.44572639465332, -3.913331985473633, -1.8839340209960938, -4.026157379150391, -12.424757957458496]",5,6 1],-1.8839340209960938,False,allenai/OLMo-7B,step91000-tokens403B,False
c3_set_union_permuted,0,c3_set_union_permuted_0,True,[2 6 5 3],"3 4]
[4] [2]",-6.400064468383789,[3 4],False,"[0.0, -9.914981842041016, -3.211050033569336, -2.505126953125, -3.7900753021240234, -8.833498001098633, -13.403244018554688, -8.358430862426758]",0,],0.0,False,allenai/OLMo-7B,step91000-tokens403B,False
c2_set_union_permuted,0,c2_set_union_permuted_0,True,[5],"6]
[6] [5 6]",-7.008188247680664,[6],False,"[-2.7960357666015625, -2.0217418670654297, -2.8857784271240234, -9.283645629882812, -5.9726715087890625, -5.558778762817383, -5.941499710083008, -9.26803970336914]",1,6],-2.0217418670654297,False,allenai/OLMo-7B,step91000-tokens403B,False
c1_set_union_permuted,0,c1_set_union_permuted_0,True,[0],"3]
[3 0] [9]",-5.768487930297852,[3],False,"[-5.533353805541992, -2.475351333618164, -3.0489845275878906, -2.127389907836914, -4.480430603027344, -2.5432167053222656, -9.297801971435547, 0.0]",7,],0.0,False,allenai/OLMo-7B,step91000-tokens403B,False
XOR_permuted,0,XOR_permuted_0,True,[4 0],"8 6]
[8 6] [6",-4.601320266723633,[6 8],False,"[-16.394136428833008, -2.7457275390625, -7.291172027587891, -13.617097854614258, -3.413785934448242, -3.615436553955078, 0.0, -13.198169708251953]",6,],0.0,False,allenai/OLMo-7B,step91000-tokens403B,False
AND_permuted,0,AND_permuted_0,True,[],"3] [9]
[2] [",-4.587623596191406,[3],False,"[-6.951099395751953, -5.273048400878906, -14.263423919677734, -16.65774154663086, 0.0, -12.736080169677734, -1.2778339385986328, -6.648321151733398]",4,],0.0,True,allenai/OLMo-7B,step91000-tokens403B,False
row_constant,1,row_constant_1,False,[4],"4]
[0] [0] [",-1.7468624114990234,[4],True,"[-4.145898818969727, -5.609308242797852, -5.715435028076172, -5.207342147827148, -5.882915496826172, -0.11380958557128906, -4.605926513671875, -2.996479034423828]",5,4],-0.11380958557128906,True,allenai/OLMo-7B,step91000-tokens403B,False
col_constant,1,col_constant_1,False,[9],"9]
[6] [0] [",-0.1686687469482422,[9],True,"[-0.04791831970214844, -6.440418243408203, -5.483020782470703, -6.134910583496094, -4.288961410522461, -6.20301628112793, -5.966562271118164, -5.99650764465332]",0,9],-0.04791831970214844,True,allenai/OLMo-7B,step91000-tokens403B,False
dist3_diag1,1,dist3_diag1_1,False,[4],"4]
[8] [4] [",-1.846212387084961,[4],True,"[-3.2904891967773438, -2.844816207885742, -3.2732067108154297, -4.524024963378906, -0.35392189025878906, -3.437246322631836, -4.121477127075195, -3.5926895141601562]",4,4],-0.35392189025878906,True,allenai/OLMo-7B,step91000-tokens403B,False
dist3_diag2,1,dist3_diag2_1,False,[5],"5]
[5] [3] [",-1.6499805450439453,[5],True,"[-0.2562713623046875, -5.900138854980469, -3.5023746490478516, -4.319883346557617, -3.176534652709961, -2.5073184967041016, -3.8965930938720703, -4.121025085449219]",0,5],-0.2562713623046875,True,allenai/OLMo-7B,step91000-tokens403B,False
prog_size1,1,prog_size1_1,False,[5],"5]
[4] [5] [",-0.42725372314453125,[5],True,"[-4.524982452392578, -6.132761001586914, -5.496128082275391, -3.949169158935547, -4.071657180786133, -4.571168899536133, -0.1681842803955078, -2.5400352478027344]",6,5],-0.1681842803955078,True,allenai/OLMo-7B,step91000-tokens403B,False
prog_size2,1,prog_size2_1,False,[9],"9]
[7] [9] [",-1.272003173828125,[9],True,"[-4.320837020874023, -2.5807628631591797, -0.9596519470214844, -3.5823516845703125, -3.2120208740234375, -1.6141185760498047, -4.185630798339844, -3.9358882904052734]",2,9],-0.9596519470214844,True,allenai/OLMo-7B,step91000-tokens403B,False
two_rule_comb0,1,two_rule_comb0_1,False,[7 0],"7 0]
[8 9] [8",-0.9873447418212891,"[7, 0]",True,"[-0.0361785888671875, -13.882957458496094, -7.398759841918945, -15.72604751586914, -9.127815246582031, -14.980452537536621, -12.220293045043945, -9.165699005126953]",0,7 0],-0.0361785888671875,True,allenai/OLMo-7B,step91000-tokens403B,False
two_rule_comb1,1,two_rule_comb1_1,False,[8 9],"9 8]
[2 7] [8",-7.852558135986328,"[9, 8]",False,"[-4.54841423034668, -4.84431266784668, -3.1832027435302734, -2.949392318725586, -4.03425407409668, -4.410457611083984, -2.8341026306152344, -4.821220397949219]",6,8 9],-2.8341026306152344,True,allenai/OLMo-7B,step91000-tokens403B,False
two_rule_comb2,1,two_rule_comb2_1,False,[0 7],"7 7]
[7 7] [7",-5.730510711669922,"[7, 7]",False,"[-6.790008544921875, -6.0778656005859375, -4.179096221923828, -4.652889251708984, -7.149843215942383, -3.7340831756591797, -4.012104034423828, -6.703865051269531]",5,7 4],-3.7340831756591797,False,allenai/OLMo-7B,step91000-tokens403B,False
two_rule_comb3,1,two_rule_comb3_1,False,[9 0],"9 0]
[5 9] [9",-2.1733360290527344,"[9, 0]",True,"[-6.631996154785156, -5.7895355224609375, -6.536710739135742, -4.73029899597168, -0.8425750732421875, -5.366071701049805, -5.421171188354492, -3.7427825927734375]",4,9 0],-0.8425750732421875,True,allenai/OLMo-7B,step91000-tokens403B,False
two_rule_comb4,1,two_rule_comb4_1,False,[5 7],"5 0]
[4 4] [5",-3.176290512084961,"[5, 0]",False,"[-7.606393814086914, -4.509929656982422, -4.305013656616211, -6.235321044921875, -4.004053115844727, -7.058141708374023, -6.931764602661133, -4.870937347412109]",4,5 7],-4.004053115844727,True,allenai/OLMo-7B,step91000-tokens403B,False
two_rule_comb5,1,two_rule_comb5_1,False,[4 4],"4 4]
[3 5] [4",-0.5785503387451172,"[4, 4]",True,"[-0.3255882263183594, -5.548124313354492, -6.29377555847168, -4.289304733276367, -7.132511138916016, -4.436590194702148, -9.549074172973633, -9.588724136352539]",0,4 4],-0.3255882263183594,True,allenai/OLMo-7B,step91000-tokens403B,False
three_rule_comb0,1,three_rule_comb0_1,False,[3 0 0],"3 0 0]
[6 6 1]",-2.6280384063720703,"[3, 0, 0]",True,"[-0.09791946411132812, -19.231990814208984, -13.582204818725586, -17.98541831970215, -10.120576858520508, -17.96634292602539, -16.598529815673828, -7.606708526611328]",0,3 0 0],-0.09791946411132812,True,allenai/OLMo-7B,step91000-tokens403B,False
three_rule_comb1,1,three_rule_comb1_1,False,[8 9 9],"1 9 1]
[2 9 1]",-9.626302719116211,"[1, 9, 1]",False,"[-7.170232772827148, -6.655078887939453, -6.6800079345703125, -5.562919616699219, -5.483818054199219, -6.928300857543945, -6.683717727661133, -7.150655746459961]",4,2 9 1],-5.483818054199219,False,allenai/OLMo-7B,step91000-tokens403B,False
three_rule_comb2,1,three_rule_comb2_1,False,[1 1 9],"1 2 9]
[5 7 8]",-4.977457046508789,"[1, 2, 9]",False,"[-1.94268798828125, -15.27073860168457, -7.903835296630859, -6.241189956665039, -13.717138290405273, -11.497482299804688, -3.9671287536621094, -15.590991973876953]",0,1 1 9],-1.94268798828125,True,allenai/OLMo-7B,step91000-tokens403B,False
three_rule_comb3,1,three_rule_comb3_1,False,[2 1 2],"4 1 2]
[4 0 0]",-7.33253288269043,"[4, 1, 2]",False,"[-4.437040328979492, -13.535795211791992, -6.513647079467773, -5.478300094604492, -6.346656799316406, -4.8575592041015625, -5.078481674194336, -6.519412994384766]",0,2 1 2],-4.437040328979492,True,allenai/OLMo-7B,step91000-tokens403B,False
three_rule_comb4,1,three_rule_comb4_1,False,[7 9 4],"7 8 6]
[8 7 9]",-6.951765060424805,"[7, 8, 6]",False,"[-6.625675201416016, -4.378484725952148, -5.433462142944336, -5.9949493408203125, -4.888853073120117, -6.370271682739258, -5.435853958129883, -6.174228668212891]",1,7 7 9],-4.378484725952148,False,allenai/OLMo-7B,step91000-tokens403B,False
three_rule_comb5,1,three_rule_comb5_1,False,[3 3 1],"3 4 3]
[5 5 5]",-4.640508651733398,"[3, 4, 3]",False,"[-4.8990936279296875, -10.319345474243164, -8.416866302490234, -10.513389587402344, -10.718292236328125, -6.029487609863281, -5.712430953979492, -10.824466705322266]",0,5 5 5],-4.8990936279296875,False,allenai/OLMo-7B,step91000-tokens403B,False
three_rule_comb6,1,three_rule_comb6_1,False,[7 1 9],"7 1 9]
[2 4 8]",-1.7759761810302734,"[7, 1, 9]",True,"[-9.092813491821289, -7.891115188598633, -0.4129314422607422, -8.281618118286133, -8.812639236450195, -8.711019515991211, -6.383056640625, -3.714384078979492]",2,7 1 9],-0.4129314422607422,True,allenai/OLMo-7B,step91000-tokens403B,False
three_rule_comb7,1,three_rule_comb7_1,False,[3 1 8],"3 1 5]
[3 1 6]",-4.0015411376953125,"[3, 1, 5]",False,"[-6.19512939453125, -6.716037750244141, -1.8909626007080078, -6.918117523193359, -4.253597259521484, -3.2442264556884766, -12.027280807495117, -7.294765472412109]",2,3 1 5],-1.8909626007080078,False,allenai/OLMo-7B,step91000-tokens403B,False
three_rule_comb8,1,three_rule_comb8_1,False,[5 5 5],"5 6 1]
[4 6 1]",-3.807262420654297,"[5, 6, 1]",False,"[-6.790071487426758, -8.010614395141602, -4.43165397644043, -10.252519607543945, -11.251260757446289, -5.383388519287109, -9.272560119628906, -11.695858001708984]",2,1 9 1],-4.43165397644043,False,allenai/OLMo-7B,step91000-tokens403B,False
three_rule_comb9,1,three_rule_comb9_1,False,[8 9 0],"8 9 0]
[7 8 1]",-1.4378795623779297,"[8, 9, 0]",True,"[-11.05152702331543, -0.5748825073242188, -10.039302825927734, -11.386920928955078, -11.807315826416016, -9.967193603515625, -5.644784927368164, -12.241392135620117]",1,8 9 0],-0.5748825073242188,True,allenai/OLMo-7B,step91000-tokens403B,False
c3_set_union,1,c3_set_union_1,True,[5 7 4 1],"5 4]
[7 7] [4",-5.999237060546875,[4 5],False,"[-5.910322189331055, -2.8812618255615234, -10.359504699707031, 0.0, -3.856128692626953, -5.511274337768555, -6.627983093261719, -5.333517074584961]",3,],0.0,False,allenai/OLMo-7B,step91000-tokens403B,False
c1_set_union,1,c1_set_union_1,True,[4],"1]
[1] [1] [",-5.602512359619141,[1],False,"[-9.059417724609375, -5.495555877685547, -1.5631656646728516, -5.853107452392578, 0.0, -8.65742301940918, -3.3431835174560547, -9.73111343383789]",4,],0.0,False,allenai/OLMo-7B,step91000-tokens403B,False
c2_set_union,1,c2_set_union_1,True,[8],"8]
[2] [2 3]",-5.1630401611328125,[8],True,"[-4.968959808349609, 0.0, -6.190208435058594, -3.0895957946777344, -3.4678897857666016, -5.031772613525391, -1.0392265319824219, -2.689943313598633]",1,],0.0,False,allenai/OLMo-7B,step91000-tokens403B,False
AND,1,AND_1,True,[1],"1]
[4 1] [7 1",-2.3156661987304688,[1],True,"[-7.898052215576172, -10.265146255493164, -8.654552459716797, -10.815073013305664, -0.6463756561279297, 0.0, -14.798818588256836, -15.866243362426758]",5,],0.0,False,allenai/OLMo-7B,step91000-tokens403B,False
XOR,1,XOR_1,True,[9 8],"9 2]
[2 8] [2",-5.7221527099609375,[2 9],False,"[-9.436552047729492, -7.18651008605957, -2.910043716430664, -9.142671585083008, -12.813884735107422, -18.511756896972656, -4.049093246459961, -2.5978221893310547]",7,7 2],-2.5978221893310547,False,allenai/OLMo-7B,step91000-tokens403B,False
c3_set_union_permuted,1,c3_set_union_permuted_1,True,[1 6 7 5],"5 1]
[1] [5]",-6.547883987426758,[1 5],False,"[-12.94267463684082, -4.261571884155273, -6.973936080932617, -4.768198013305664, -4.480596542358398, -3.003154754638672, -4.715167999267578, -3.6921844482421875]",5,5 1],-3.003154754638672,False,allenai/OLMo-7B,step91000-tokens403B,False
c2_set_union_permuted,1,c2_set_union_permuted_1,True,[5],"6]
[5] [5] [",-3.9751510620117188,[6],False,"[-10.973604202270508, -2.7437877655029297, -2.2581863403320312, -5.437047958374023, -7.3447265625, -3.680835723876953, -1.3415870666503906, -7.117597579956055]",6,6],-1.3415870666503906,False,allenai/OLMo-7B,step91000-tokens403B,False
c1_set_union_permuted,1,c1_set_union_permuted_1,True,[4],"1]
[1] [1] [",-4.680965423583984,[1],False,"[-9.898862838745117, -8.048675537109375, -5.257341384887695, -1.9224376678466797, -9.244976043701172, -1.2953338623046875, -2.036205291748047, -5.229846954345703]",5,2],-1.2953338623046875,False,allenai/OLMo-7B,step91000-tokens403B,False
XOR_permuted,1,XOR_permuted_1,True,[8 4],"8 5]
[2 5] [4",-4.552085876464844,[5 8],False,"[-4.241769790649414, -2.690553665161133, -2.586057662963867, -4.414148330688477, -3.414356231689453, -7.832128524780273, -8.882684707641602, -3.9055233001708984]",2,8 4],-2.586057662963867,True,allenai/OLMo-7B,step91000-tokens403B,False
AND_permuted,1,AND_permuted_1,True,[],"3] [3]
[9] [",-4.594209671020508,[3],False,"[-11.437955856323242, 0.0, -3.7377548217773438, -6.02122688293457, -10.792755126953125, -4.58881950378418, -11.017995834350586, -5.990373611450195]",1,],0.0,True,allenai/OLMo-7B,step91000-tokens403B,False
row_constant,2,row_constant_2,False,[7],"7]
[4] [4] [",-1.8798065185546875,[7],True,"[-0.07637405395507812, -4.529270172119141, -5.990882873535156, -5.580272674560547, -4.213090896606445, -5.1843719482421875, -4.626911163330078, -5.377225875854492]",0,7],-0.07637405395507812,True,allenai/OLMo-7B,step91000-tokens403B,False
col_constant,2,col_constant_2,False,[9],"9]
[4] [2] [",-0.17830467224121094,[9],True,"[-5.568475723266602, -5.192873001098633, -5.630006790161133, -5.346889495849609, -4.996082305908203, -5.936534881591797, -0.05883216857910156, -5.446224212646484]",6,9],-0.05883216857910156,True,allenai/OLMo-7B,step91000-tokens403B,False
dist3_diag1,2,dist3_diag1_2,False,[7],"4]
[5] [4] [",-0.8703651428222656,[4],False,"[-4.083379745483398, -3.5121841430664062, -2.172901153564453, -5.671995162963867, -0.3153266906738281, -4.551258087158203, -3.63824462890625, -2.9229984283447266]",4,4],-0.3153266906738281,False,allenai/OLMo-7B,step91000-tokens403B,False
dist3_diag2,2,dist3_diag2_2,False,[5],"5]
[5] [2] [",-1.6229133605957031,[5],True,"[-2.7685012817382812, -2.7516040802001953, -5.466501235961914, -3.6414337158203125, -0.3546791076660156, -5.723751068115234, -5.803440093994141, -3.3260498046875]",4,5],-0.3546791076660156,True,allenai/OLMo-7B,step91000-tokens403B,False
prog_size1,2,prog_size1_2,False,[6],"6]
[5] [6] [",-0.36336708068847656,[6],True,"[-3.5831031799316406, -0.11070823669433594, -3.4977569580078125, -6.538106918334961, -4.333276748657227, -5.474538803100586, -5.082563400268555, -5.22886848449707]",1,6],-0.11070823669433594,True,allenai/OLMo-7B,step91000-tokens403B,False
prog_size2,2,prog_size2_2,False,[0],"1]
[2] [1] [",-1.9612789154052734,[1],False,"[-2.556629180908203, -2.1333961486816406, -1.4753532409667969, -1.9672985076904297, -2.593008041381836, -1.7602825164794922, -2.7683582305908203, -2.8746681213378906]",2,1],-1.4753532409667969,False,allenai/OLMo-7B,step91000-tokens403B,False
two_rule_comb0,2,two_rule_comb0_2,False,[2 4],"2 4]
[3 7] [9",-0.17785263061523438,"[2, 4]",True,"[-5.7903594970703125, -8.131793975830078, -9.325597763061523, -7.381669998168945, -9.161151885986328, -0.03746604919433594, -8.07618522644043, -8.13568115234375]",5,2 4],-0.03746604919433594,True,allenai/OLMo-7B,step91000-tokens403B,False
two_rule_comb1,2,two_rule_comb1_2,False,[2 6],"6 6]
[6 5] [3",-4.392139434814453,"[6, 6]",False,"[-4.895631790161133, -2.7174434661865234, -5.9748077392578125, -6.90294075012207, -5.212179183959961, -5.342390060424805, -7.554042816162109, -4.088264465332031]",1,2 6],-2.7174434661865234,True,allenai/OLMo-7B,step91000-tokens403B,False
two_rule_comb2,2,two_rule_comb2_2,False,[6 5],"6 5]
[9 4] [5",-0.9725608825683594,"[6, 5]",True,"[-7.672748565673828, -3.637388229370117, -10.458866119384766, -9.829523086547852, -7.901895523071289, -7.864156723022461, -3.510560989379883, -0.4178943634033203]",7,6 5],-0.4178943634033203,True,allenai/OLMo-7B,step91000-tokens403B,False
two_rule_comb3,2,two_rule_comb3_2,False,[4 8],"4 8]
[1 0] [4",-1.582101821899414,"[4, 8]",True,"[-6.1733856201171875, -5.99165153503418, -0.22631072998046875, -5.772539138793945, -4.3421783447265625, -9.844581604003906, -7.201969146728516, -9.091899871826172]",2,4 8],-0.22631072998046875,True,allenai/OLMo-7B,step91000-tokens403B,False
two_rule_comb4,2,two_rule_comb4_2,False,[4 3],"4 0]
[3 0] [4",-3.5379390716552734,"[4, 0]",False,"[-7.616233825683594, -8.440549850463867, -3.179311752319336, -4.221782684326172, -5.039051055908203, -4.039272308349609, -3.9706192016601562, -4.181060791015625]",2,4 3],-3.179311752319336,True,allenai/OLMo-7B,step91000-tokens403B,False
two_rule_comb5,2,two_rule_comb5_2,False,[9 9],"8 9]
[7 8] [8",-1.9420719146728516,"[8, 9]",False,"[-7.573215484619141, -8.707361221313477, -6.076223373413086, -2.9228153228759766, -6.371620178222656, -6.996607780456543, -3.467327117919922, -5.489591598510742]",3,7 8],-2.9228153228759766,False,allenai/OLMo-7B,step91000-tokens403B,False
three_rule_comb0,2,three_rule_comb0_2,False,[2 9 0],"2 9 0]
[3 3 4]",-3.931558609008789,"[2, 9, 0]",True,"[-6.125583648681641, -9.534688949584961, -8.975652694702148, -14.469056129455566, -0.046344757080078125, -7.066671371459961, -14.746013641357422, -13.90584945678711]",4,2 9 0],-0.046344757080078125,True,allenai/OLMo-7B,step91000-tokens403B,False
three_rule_comb1,2,three_rule_comb1_2,False,[3 3 2],"8 3 2]
[8 8 0]",-4.980903625488281,"[8, 3, 2]",False,"[-6.947864532470703, -8.162979125976562, -5.825998306274414, -5.996860504150391, -2.968006134033203, -3.1600379943847656, -5.626911163330078, -7.112667083740234]",4,4 3 2],-2.968006134033203,False,allenai/OLMo-7B,step91000-tokens403B,False
