problem_type,problem_ind,problem_id,perm_invariant,correct_answer,generated_response,generated_response_sum_logprob,generated_response_pred_set,generated_response_correct,mc_answer_logprobs,mc_response_index,mc_response,mc_response_sum_logprob,mc_response_correct,model,revision
three_rule_comb5,0,three_rule_comb5_0,False,[5 0 7],"5 4 7]
[1 2 6]",-4.875,"[5, 4, 7]",False,"[-13.4765625, -3.078125, -5.75, -4.5, -9.34375, -8.796875, -5.171875, -13.359375]",1,5 0 7],-3.078125,True,EleutherAI/pythia-12b-deduped,
three_rule_comb6,0,three_rule_comb6_0,False,[0 1 6],"0 1 6]
[0 1 6]",-2.5,"[0, 1, 6]",True,"[-15.1796875, -6.859375, -14.375, -7.125, -0.3125, -7.03125, -11.125, -9.265625]",4,0 1 6],-0.3125,True,EleutherAI/pythia-12b-deduped,
three_rule_comb7,0,three_rule_comb7_0,False,[5 4 8],"5 4 2]
[8 3 6]",-4.0,"[5, 4, 2]",False,"[-8.515625, -8.015625, -7.671875, -3.03125, -6.546875, -8.890625, -7.296875, -7.75]",3,5 4 8],-3.03125,True,EleutherAI/pythia-12b-deduped,
three_rule_comb8,0,three_rule_comb8_0,False,[8 1 2],"8 4 7]
[7 3 2]",-4.34375,"[8, 4, 7]",False,"[-4.53125, -10.78125, -8.796875, -7.1796875, -7.640625, -7.890625, -4.875, -10.15625]",0,8 1 2],-4.53125,True,EleutherAI/pythia-12b-deduped,
three_rule_comb9,0,three_rule_comb9_0,False,[5 7 3],"5 5 3]
[6 6 4]",-1.984375,"[5, 5, 3]",False,"[-4.703125, -6.609375, -4.203125, -5.59375, -3.0, -5.8125, -7.21875, -5.8125]",4,5 7 3],-3.0,True,EleutherAI/pythia-12b-deduped,
c3_set_union,0,c3_set_union_0,True,[6 4 1 9],"6 4 1 9]
[4 6]",-5.3125,[1 4 6 9],True,"[-4.5, -3.3125, -1.984375, -6.546875, -5.28125, 0.0, -3.421875, -1.890625]",5,],0.0,False,EleutherAI/pythia-12b-deduped,
c1_set_union,0,c1_set_union_0,True,[4],"4]
[7 6] [7]",-3.9453125,[4],True,"[-9.515625, -8.28125, -4.875, -0.046875, -7.46875, -7.953125, -9.9375, -9.53125]",3,4],-0.046875,True,EleutherAI/pythia-12b-deduped,
c2_set_union,0,c2_set_union_0,True,[9],"6 9 4] [4]
[5",-4.4375,[4 6 9],False,"[-5.453125, 0.0, -1.125, -3.984375, -5.0625, -4.84375, -4.046875, -6.390625]",1,],0.0,False,EleutherAI/pythia-12b-deduped,
AND,0,AND_0,True,[4],"4]
[1 5] [6 5",-1.65625,[4],True,"[-11.46875, -9.9140625, -13.9453125, -6.2421875, -11.984375, -0.15625, -4.9296875, -9.7734375]",5,4],-0.15625,True,EleutherAI/pythia-12b-deduped,
XOR,0,XOR_0,True,[4 3],"6 4]
[6 4] [6",-6.140625,[4 6],False,"[-17.0703125, -9.09375, -11.2421875, -10.015625, -4.5, -2.71875, -3.65625, -14.453125]",5,6 1],-2.71875,False,EleutherAI/pythia-12b-deduped,
c3_set_union_permuted,0,c3_set_union_permuted_0,True,[2 6 5 3],"3 6]
[4] [2]",-7.0625,[3 6],False,"[0.0, -11.375, -2.453125, -3.390625, -4.578125, -8.953125, -11.71875, -8.578125]",0,],0.0,False,EleutherAI/pythia-12b-deduped,
c2_set_union_permuted,0,c2_set_union_permuted_0,True,[5],"1 6] [6 5]
[1",-5.2421875,[1 6],False,"[-3.96875, -2.828125, -2.96875, -8.109375, -6.1875, -4.484375, -5.8125, -8.421875]",1,6],-2.828125,False,EleutherAI/pythia-12b-deduped,
c1_set_union_permuted,0,c1_set_union_permuted_0,True,[0],"0]
[0] [0] [",-4.046875,[0],True,"[-5.703125, -4.109375, -6.046875, -0.328125, -7.53125, -3.21875, -9.1875, 0.0]",7,],0.0,False,EleutherAI/pythia-12b-deduped,
XOR_permuted,0,XOR_permuted_0,True,[4 0],"4 6]
[4 8] [8",-3.3984375,[4 6],False,"[-18.1875, -3.625, -9.703125, -16.65625, -2.359375, -4.015625, 0.0, -16.96875]",6,],0.0,False,EleutherAI/pythia-12b-deduped,
AND_permuted,0,AND_permuted_0,True,[],"3]
[2] [9] [",-3.5546875,[3],False,"[-8.34375, -7.5, -15.4921875, -16.2734375, 0.0, -12.6171875, -0.546875, -7.3984375]",4,],0.0,True,EleutherAI/pythia-12b-deduped,
row_constant,1,row_constant_1,False,[4],"4]
[0] [0] [",-1.8515625,[4],True,"[-5.28125, -6.171875, -6.921875, -5.9296875, -5.859375, -0.046875, -4.125, -4.609375]",5,4],-0.046875,True,EleutherAI/pythia-12b-deduped,
col_constant,1,col_constant_1,False,[9],"9]
[6] [0] [",-0.421875,[9],True,"[-0.09375, -5.7890625, -5.1171875, -5.4453125, -4.234375, -5.4765625, -4.609375, -4.828125]",0,9],-0.09375,True,EleutherAI/pythia-12b-deduped,
dist3_diag1,1,dist3_diag1_1,False,[4],"4]
[2] [8] [",-2.21875,[4],True,"[-5.203125, -3.7265625, -3.421875, -6.4296875, -0.140625, -5.8515625, -6.0546875, -5.2265625]",4,4],-0.140625,True,EleutherAI/pythia-12b-deduped,
dist3_diag2,1,dist3_diag2_1,False,[5],"5]
[5] [3] [",-1.71875,[5],True,"[-0.171875, -5.2265625, -3.671875, -5.3515625, -5.2578125, -3.140625, -4.234375, -3.765625]",0,5],-0.171875,True,EleutherAI/pythia-12b-deduped,
prog_size1,1,prog_size1_1,False,[5],"5]
[4] [5] [",-0.671875,[5],True,"[-4.3125, -5.984375, -3.84375, -4.640625, -3.859375, -5.53125, -0.21875, -2.140625]",6,5],-0.21875,True,EleutherAI/pythia-12b-deduped,
prog_size2,1,prog_size2_1,False,[9],"9]
[7] [9] [",-0.765625,[9],True,"[-5.78125, -3.8359375, -0.203125, -5.0390625, -3.9453125, -3.1875, -5.5625, -5.703125]",2,9],-0.203125,True,EleutherAI/pythia-12b-deduped,
two_rule_comb0,1,two_rule_comb0_1,False,[7 0],"7 0]
[8 9] [8",-1.421875,"[7, 0]",True,"[-0.046875, -11.0078125, -6.0, -11.328125, -6.640625, -11.6328125, -10.4765625, -8.171875]",0,7 0],-0.046875,True,EleutherAI/pythia-12b-deduped,
two_rule_comb1,1,two_rule_comb1_1,False,[8 9],"9 9]
[7 7] [2",-3.796875,"[9, 9]",False,"[-3.96875, -6.140625, -3.734375, -4.96875, -5.640625, -6.171875, -1.375, -4.609375]",6,8 9],-1.375,True,EleutherAI/pythia-12b-deduped,
two_rule_comb2,1,two_rule_comb2_1,False,[0 7],"0 7]
[2 5] [0",-2.921875,"[0, 7]",True,"[-7.9453125, -7.2109375, -5.9375, -6.3671875, -5.6875, -6.078125, -0.296875, -7.0078125]",6,0 7],-0.296875,True,EleutherAI/pythia-12b-deduped,
two_rule_comb3,1,two_rule_comb3_1,False,[9 0],"9 0]
[5 9] [9",-1.9375,"[9, 0]",True,"[-7.03125, -8.203125, -6.203125, -6.015625, -0.390625, -6.7890625, -8.2265625, -4.40625]",4,9 0],-0.390625,True,EleutherAI/pythia-12b-deduped,
two_rule_comb4,1,two_rule_comb4_1,False,[5 7],"5 5]
[4 4] [5",-1.90625,"[5, 5]",False,"[-6.34375, -6.484375, -7.0859375, -4.5, -2.90625, -7.1484375, -6.5859375, -3.40625]",4,5 7],-2.90625,True,EleutherAI/pythia-12b-deduped,
two_rule_comb5,1,two_rule_comb5_1,False,[4 4],"4 4]
[3 5] [4",-0.1875,"[4, 4]",True,"[-0.078125, -6.953125, -7.8046875, -7.796875, -9.1640625, -6.765625, -11.5703125, -12.875]",0,4 4],-0.078125,True,EleutherAI/pythia-12b-deduped,
three_rule_comb0,1,three_rule_comb0_1,False,[3 0 0],"3 0 0]
[7 7 1]",-1.765625,"[3, 0, 0]",True,"[-0.0625, -11.84375, -9.5625, -14.421875, -8.28125, -13.0, -13.375, -7.4296875]",0,3 0 0],-0.0625,True,EleutherAI/pythia-12b-deduped,
three_rule_comb1,1,three_rule_comb1_1,False,[8 9 9],"1 6 9]
[3 9 6]",-5.90625,"[1, 6, 9]",False,"[-7.0625, -6.203125, -7.859375, -7.796875, -7.59375, -8.171875, -6.625, -9.609375]",1,6 3 4],-6.203125,False,EleutherAI/pythia-12b-deduped,
three_rule_comb2,1,three_rule_comb2_1,False,[1 1 9],"1 1 9]
[5 3 8]",-3.65625,"[1, 1, 9]",True,"[-0.359375, -13.546875, -8.796875, -8.5625, -11.53125, -9.8125, -6.9375, -14.375]",0,1 1 9],-0.359375,True,EleutherAI/pythia-12b-deduped,
three_rule_comb3,1,three_rule_comb3_1,False,[2 1 2],"1 2 6]
[1 5 0]",-4.515625,"[1, 2, 6]",False,"[-4.71875, -13.40625, -11.6328125, -10.40625, -10.1015625, -7.078125, -7.671875, -5.8125]",0,2 1 2],-4.71875,True,EleutherAI/pythia-12b-deduped,
three_rule_comb4,1,three_rule_comb4_1,False,[7 9 4],"7 9 4]
[8 7 4]",-3.265625,"[7, 9, 4]",True,"[-9.65625, -5.984375, -10.6953125, -5.6875, -1.046875, -9.234375, -9.7421875, -11.2109375]",4,7 9 4],-1.046875,True,EleutherAI/pythia-12b-deduped,
three_rule_comb5,1,three_rule_comb5_1,False,[3 3 1],"3 4 3]
[5 5 5]",-4.53125,"[3, 4, 3]",False,"[-6.234375, -9.890625, -8.984375, -13.1171875, -10.421875, -4.109375, -6.8984375, -10.734375]",5,3 3 1],-4.109375,True,EleutherAI/pythia-12b-deduped,
three_rule_comb6,1,three_rule_comb6_1,False,[7 1 9],"7 1 9]
[1 3 4]",-1.46875,"[7, 1, 9]",True,"[-10.5078125, -7.578125, -0.234375, -10.5625, -9.5234375, -6.421875, -8.625, -4.484375]",2,7 1 9],-0.234375,True,EleutherAI/pythia-12b-deduped,
three_rule_comb7,1,three_rule_comb7_1,False,[3 1 8],"3 1 7]
[3 1 7]",-3.609375,"[3, 1, 7]",False,"[-8.859375, -9.125, -2.234375, -9.0, -4.140625, -2.390625, -13.3671875, -8.375]",2,3 1 5],-2.234375,False,EleutherAI/pythia-12b-deduped,
three_rule_comb8,1,three_rule_comb8_1,False,[5 5 5],"5 5 2]
[4 6 1]",-1.359375,"[5, 5, 2]",False,"[-3.828125, -11.890625, -7.015625, -13.578125, -12.8984375, -8.8046875, -11.03125, -13.1015625]",0,5 5 5],-3.828125,True,EleutherAI/pythia-12b-deduped,
three_rule_comb9,1,three_rule_comb9_1,False,[8 9 0],"8 9 0]
[7 8 1]",-0.28125,"[8, 9, 0]",True,"[-13.1953125, -0.125, -13.1796875, -14.015625, -13.0703125, -12.8828125, -7.9765625, -14.6875]",1,8 9 0],-0.125,True,EleutherAI/pythia-12b-deduped,
c3_set_union,1,c3_set_union_1,True,[5 7 4 1],"5 7 4 1]
[5 7 4",-7.171875,[1 4 5 7],True,"[-3.0, -3.0625, -2.796875, 0.0, -3.515625, -4.921875, -2.828125, -3.3125]",3,],0.0,False,EleutherAI/pythia-12b-deduped,
c1_set_union,1,c1_set_union_1,True,[4],"4]
[1 7] [1]",-3.5078125,[4],True,"[-7.234375, -5.53125, -0.203125, -6.15625, 0.0, -8.828125, -4.0, -8.296875]",4,],0.0,False,EleutherAI/pythia-12b-deduped,
c2_set_union,1,c2_set_union_1,True,[8],"8]
[2 3] [2 3",-3.6875,[8],True,"[-4.34375, 0.0, -4.703125, -4.125, -4.234375, -4.6875, -0.515625, -4.46875]",1,],0.0,False,EleutherAI/pythia-12b-deduped,
AND,1,AND_1,True,[1],"1]
[4 1] [7 1",-3.7109375,[1],True,"[-13.6015625, -13.5390625, -10.6484375, -14.125, -0.078125, 0.0, -14.8046875, -17.8984375]",5,],0.0,False,EleutherAI/pythia-12b-deduped,
XOR,1,XOR_1,True,[9 8],"8 7]
[2 8] [8",-5.171875,[7 8],False,"[-10.5703125, -10.953125, -3.484375, -10.578125, -14.515625, -18.3125, -2.328125, -2.28125]",7,7 2],-2.28125,False,EleutherAI/pythia-12b-deduped,
c3_set_union_permuted,1,c3_set_union_permuted_1,True,[1 6 7 5],"5 6 7]
[1] [5",-6.140625,[5 6 7],False,"[-14.5625, -3.75, -7.3125, -4.3125, -4.90625, -3.75, -4.421875, -4.46875]",1,7 6],-3.75,False,EleutherAI/pythia-12b-deduped,
c2_set_union_permuted,1,c2_set_union_permuted_1,True,[5],"6] [5]
[6 5]",-5.734375,[6],False,"[-8.796875, -3.515625, -2.6875, -4.796875, -7.046875, -3.515625, -1.375, -5.875]",6,6],-1.375,False,EleutherAI/pythia-12b-deduped,
c1_set_union_permuted,1,c1_set_union_permuted_1,True,[4],"4]
[1 2] [1]",-2.78125,[4],True,"[-11.3671875, -8.171875, -5.4375, -3.9375, -9.28125, -2.8125, -0.296875, -3.65625]",6,4],-0.296875,True,EleutherAI/pythia-12b-deduped,
XOR_permuted,1,XOR_permuted_1,True,[8 4],"8 8]
[2 8] [4",-3.609375,[8 8],False,"[-5.640625, -4.03125, -2.34375, -7.3125, -3.71875, -9.6171875, -12.1015625, -5.09375]",2,8 4],-2.34375,True,EleutherAI/pythia-12b-deduped,
AND_permuted,1,AND_permuted_1,True,[],"3]
[9] [3] [",-5.453125,[3],False,"[-10.40625, 0.0, -2.078125, -5.359375, -8.109375, -5.75, -12.4296875, -4.828125]",1,],0.0,True,EleutherAI/pythia-12b-deduped,
row_constant,2,row_constant_2,False,[7],"7]
[6] [6] [",-2.25,[7],True,"[-0.140625, -4.21875, -5.265625, -5.859375, -4.46875, -4.5859375, -4.2890625, -4.0078125]",0,7],-0.140625,True,EleutherAI/pythia-12b-deduped,
col_constant,2,col_constant_2,False,[9],"9]
[4] [2] [",-0.421875,[9],True,"[-5.7421875, -5.390625, -5.796875, -5.4609375, -5.5859375, -5.6171875, -0.046875, -5.9921875]",6,9],-0.046875,True,EleutherAI/pythia-12b-deduped,
dist3_diag1,2,dist3_diag1_2,False,[7],"4]
[5] [4] [",-0.828125,[4],False,"[-4.0703125, -3.09375, -2.03125, -6.1171875, -0.328125, -5.0078125, -3.625, -4.1328125]",4,4],-0.328125,False,EleutherAI/pythia-12b-deduped,
dist3_diag2,2,dist3_diag2_2,False,[5],"5]
[5] [2] [",-1.703125,[5],True,"[-3.125, -4.3359375, -4.5546875, -3.609375, -0.25, -4.4609375, -5.4453125, -3.296875]",4,5],-0.25,True,EleutherAI/pythia-12b-deduped,
prog_size1,2,prog_size1_2,False,[6],"6]
[5] [6] [",-0.65625,[6],True,"[-3.8125, -0.15625, -2.5, -7.015625, -5.53125, -5.3515625, -4.890625, -6.421875]",1,6],-0.15625,True,EleutherAI/pythia-12b-deduped,
prog_size2,2,prog_size2_2,False,[0],"0]
[2] [0] [",-1.75,[0],True,"[-3.359375, -5.5859375, -2.4765625, -2.578125, -3.9765625, -3.5859375, -0.359375, -5.9375]",6,0],-0.359375,True,EleutherAI/pythia-12b-deduped,
two_rule_comb0,2,two_rule_comb0_2,False,[2 4],"2 4]
[3 7] [9",-0.3125,"[2, 4]",True,"[-6.890625, -7.8125, -9.9453125, -8.65625, -9.625, -0.046875, -7.65625, -8.4453125]",5,2 4],-0.046875,True,EleutherAI/pythia-12b-deduped,
two_rule_comb1,2,two_rule_comb1_2,False,[2 6],"6 6]
[6 4] [2",-2.4375,"[6, 6]",False,"[-4.421875, -2.328125, -8.28125, -7.796875, -6.5234375, -7.125, -9.203125, -6.0703125]",1,2 6],-2.328125,True,EleutherAI/pythia-12b-deduped,
two_rule_comb2,2,two_rule_comb2_2,False,[6 5],"6 5]
[9 4] [5",-0.46875,"[6, 5]",True,"[-10.15625, -5.8125, -9.8125, -11.9296875, -8.1640625, -9.7421875, -5.734375, -0.1875]",7,6 5],-0.1875,True,EleutherAI/pythia-12b-deduped,
two_rule_comb3,2,two_rule_comb3_2,False,[4 8],"4 8]
[4 8] [6",-1.7265625,"[4, 8]",True,"[-5.609375, -5.65625, -0.171875, -7.4375, -4.078125, -7.7734375, -6.6875, -8.6640625]",2,4 8],-0.171875,True,EleutherAI/pythia-12b-deduped,
two_rule_comb4,2,two_rule_comb4_2,False,[4 3],"4 3]
[3 3] [4",-2.9375,"[4, 3]",True,"[-9.125, -10.6328125, -1.078125, -3.203125, -6.328125, -2.046875, -6.296875, -7.703125]",2,4 3],-1.078125,True,EleutherAI/pythia-12b-deduped,
two_rule_comb5,2,two_rule_comb5_2,False,[9 9],"8 9]
[7 8] [8",-0.84375,"[8, 9]",False,"[-7.546875, -9.5703125, -7.0, -7.4375, -8.40625, -6.90625, -7.2578125, -5.5625]",7,1 4],-5.5625,False,EleutherAI/pythia-12b-deduped,
three_rule_comb0,2,three_rule_comb0_2,False,[2 9 0],"2 9 0]
[3 9 1]",-1.546875,"[2, 9, 0]",True,"[-8.734375, -6.046875, -7.109375, -11.25, -0.0625, -5.25, -11.0703125, -9.5625]",4,2 9 0],-0.0625,True,EleutherAI/pythia-12b-deduped,
three_rule_comb1,2,three_rule_comb1_2,False,[3 3 2],"3 3 2]
[4 6 5]",-3.203125,"[3, 3, 2]",True,"[-6.625, -9.59375, -9.328125, -7.25, -2.90625, -1.671875, -9.03125, -6.953125]",5,3 3 2],-1.671875,True,EleutherAI/pythia-12b-deduped,
three_rule_comb2,2,three_rule_comb2_2,False,[8 5 6],"8 5 6]
[9 4 8]",-0.53125,"[8, 5, 6]",True,"[-13.90625, -8.4609375, -9.875, -6.109375, -0.1875, -7.3125, -11.34375, -14.390625]",4,8 5 6],-0.1875,True,EleutherAI/pythia-12b-deduped,
three_rule_comb3,2,three_rule_comb3_2,False,[6 3 7],"6 3 7]
[9 3 0]",-3.5,"[6, 3, 7]",True,"[-1.09375, -11.1640625, -5.96875, -9.703125, -8.0, -6.171875, -5.15625, -10.140625]",0,6 3 7],-1.09375,True,EleutherAI/pythia-12b-deduped,
three_rule_comb4,2,three_rule_comb4_2,False,[9 3 1],"9 3 1]
[8 3 5]",-3.109375,"[9, 3, 1]",True,"[-11.421875, -0.796875, -9.03125, -9.078125, -12.140625, -10.78125, -5.734375, -9.71875]",1,9 3 1],-0.796875,True,EleutherAI/pythia-12b-deduped,
three_rule_comb5,2,three_rule_comb5_2,False,[5 3 1],"5 4 1]
[3 5 2]",-2.328125,"[5, 4, 1]",False,"[-9.4609375, -10.2734375, -3.5, -7.546875, -1.65625, -7.0390625, -8.21875, -7.4375]",4,5 3 1],-1.65625,True,EleutherAI/pythia-12b-deduped,
three_rule_comb6,2,three_rule_comb6_2,False,[1 0 2],"1 0 2]
[7 6 3]",-5.484375,"[1, 0, 2]",True,"[-7.4375, -8.40625, -4.984375, -8.3125, -8.265625, -7.34375, -4.375, -2.234375]",7,1 0 2],-2.234375,True,EleutherAI/pythia-12b-deduped,
three_rule_comb7,2,three_rule_comb7_2,False,[4 7 9],"4 4 4]
[5 2 1]",-3.96875,"[4, 4, 4]",False,"[-5.734375, -7.234375, -7.25, -3.75, -4.390625, -7.796875, -8.9375, -7.15625]",3,6 6 6],-3.75,False,EleutherAI/pythia-12b-deduped,
three_rule_comb8,2,three_rule_comb8_2,False,[3 0 8],"3 6 2]
[3 6 2]",-4.859375,"[3, 6, 2]",False,"[-9.421875, -6.890625, -5.59375, -7.25, -8.6875, -3.90625, -5.9375, -5.84375]",5,3 0 8],-3.90625,True,EleutherAI/pythia-12b-deduped,
three_rule_comb9,2,three_rule_comb9_2,False,[6 7 2],"6 7 2]
[5 6 3]",-0.859375,"[6, 7, 2]",True,"[-9.90625, -11.84375, -0.734375, -10.890625, -7.109375, -8.640625, -9.9375, -3.75]",2,6 7 2],-0.734375,True,EleutherAI/pythia-12b-deduped,
c3_set_union,2,c3_set_union_2,True,[1 9 8 6],"1 9]
[1 8] [6",-6.15625,[1 9],False,"[-2.78125, -3.96875, -3.46875, -2.875, -3.265625, 0.0, -4.578125, -3.71875]",5,],0.0,False,EleutherAI/pythia-12b-deduped,
c1_set_union,2,c1_set_union_2,True,[1],"1]
[5 1] [5]",-3.09375,[1],True,"[-8.8125, -9.46875, -7.5, -0.015625, -10.59375, -6.65625, -11.171875, -10.65625]",3,1],-0.015625,True,EleutherAI/pythia-12b-deduped,
c2_set_union,2,c2_set_union_2,True,[1],"1]
[8] [8 1]",-6.34375,[1],True,"[0.0, -4.125, -5.34375, -5.046875, -5.03125, -1.09375, -4.015625, -4.375]",0,],0.0,False,EleutherAI/pythia-12b-deduped,
AND,2,AND_2,True,[5],"5]
[8 4] [9 4",-2.578125,[5],True,"[-8.421875, -9.34375, -8.046875, -13.328125, -5.9921875, -7.3515625, -8.8203125, -0.25]",7,5],-0.25,True,EleutherAI/pythia-12b-deduped,
XOR,2,XOR_2,True,[3 4],"4 5]
[1 4] [4",-4.296875,[4 5],False,"[-21.0546875, -3.484375, -3.5, -17.1171875, -10.4296875, -11.171875, -2.6875, -17.40625]",6,5 4],-2.6875,False,EleutherAI/pythia-12b-deduped,
c3_set_union_permuted,2,c3_set_union_permuted_2,True,[2 1 4 6],"1 2]
[4 2] [6",-5.953125,[1 2],False,"[-4.515625, -5.828125, -3.703125, -2.765625, -6.0, -11.59375, -3.734375, -5.390625]",3,1 2],-2.765625,False,EleutherAI/pythia-12b-deduped,
c2_set_union_permuted,2,c2_set_union_permuted_2,True,[9],"2]
[6] [6 9]",-5.3125,[2],False,"[0.0, -3.6875, -5.015625, -6.7890625, -1.84375, -6.421875, -3.625, -2.78125]",0,],0.0,False,EleutherAI/pythia-12b-deduped,
c1_set_union_permuted,2,c1_set_union_permuted_2,True,[2],"2]
[0 5] [5]",-4.65625,[2],True,"[-10.4765625, -7.640625, -0.71875, -10.5625, -2.515625, -7.3515625, -3.828125, -4.890625]",2,2],-0.71875,True,EleutherAI/pythia-12b-deduped,
XOR_permuted,2,XOR_permuted_2,True,[1 7],"4 0]
[0 7] [0",-6.5859375,[0 4],False,"[-12.171875, -9.1796875, -3.90625, 0.0, -3.703125, -11.3984375, -12.9296875, -18.0]",3,],0.0,False,EleutherAI/pythia-12b-deduped,
AND_permuted,2,AND_permuted_2,True,[],"3]
[5] [3] [",-5.40625,[3],False,"[-4.96875, -1.828125, -12.0, -7.6640625, -5.09375, 0.0, -3.0, -5.1484375]",5,],0.0,True,EleutherAI/pythia-12b-deduped,
row_constant,3,row_constant_3,False,[3],"3]
[5] [5] [",-2.046875,[3],True,"[-5.109375, -5.265625, -4.6171875, -6.078125, -3.984375, -0.09375, -5.15625, -3.671875]",5,3],-0.09375,True,EleutherAI/pythia-12b-deduped,
col_constant,3,col_constant_3,False,[8],"8]
[7] [4] [",-0.421875,[8],True,"[-4.5625, -7.0703125, -5.8671875, -6.46875, -6.2265625, -5.828125, -5.6015625, -0.03125]",7,8],-0.03125,True,EleutherAI/pythia-12b-deduped,
