problem_type,problem_ind,problem_id,perm_invariant,correct_answer,generated_response,generated_response_sum_logprob,generated_response_pred_set,generated_response_correct,mc_answer_logprobs,mc_response_index,mc_response,mc_response_sum_logprob,mc_response_correct,model,revision,instruct
c2_set_union_permuted,0,c2_set_union_permuted_0,True,[5],"1]
[1] [1] [",-6.744897842407227,[1],False,"[-3.440328598022461, -2.784770965576172, -3.8092784881591797, -9.607172012329102, -5.588163375854492, -4.567348480224609, -5.054542541503906, -8.4625244140625]",1,6],-2.784770965576172,False,allenai/OLMo-7B,step151000-tokens668B,False
c1_set_union_permuted,0,c1_set_union_permuted_0,True,[0],"0]
[0 9] [9]",-5.485523223876953,[0],True,"[-5.444940567016602, -3.6671504974365234, -3.842205047607422, -1.478790283203125, -4.72258186340332, -2.555124282836914, -10.175962448120117, 0.0]",7,],0.0,False,allenai/OLMo-7B,step151000-tokens668B,False
XOR_permuted,0,XOR_permuted_0,True,[4 0],"8 6]
[8 4] [8",-6.463464736938477,[6 8],False,"[-16.615406036376953, -2.7349777221679688, -9.516769409179688, -12.197576522827148, -3.191812515258789, -3.4974098205566406, 0.0, -10.036847114562988]",6,],0.0,False,allenai/OLMo-7B,step151000-tokens668B,False
AND_permuted,0,AND_permuted_0,True,[],"9] [9]
[2] [",-5.354000091552734,[9],False,"[-6.563575744628906, -4.767795562744141, -14.701587677001953, -14.834396362304688, 0.0, -11.883892059326172, -2.0226211547851562, -5.24139404296875]",4,],0.0,True,allenai/OLMo-7B,step151000-tokens668B,False
row_constant,1,row_constant_1,False,[4],"4] [4]
[0] [",-2.6741065979003906,[4],True,"[-3.6335678100585938, -4.349544525146484, -5.026029586791992, -4.455059051513672, -5.189655303955078, -0.16536903381347656, -4.471904754638672, -2.941020965576172]",5,4],-0.16536903381347656,True,allenai/OLMo-7B,step151000-tokens668B,False
col_constant,1,col_constant_1,False,[9],"9]
[6] [0] [",-0.2490234375,[9],True,"[-0.16211318969726562, -5.651393890380859, -3.801420211791992, -4.791347503662109, -3.6149654388427734, -5.719615936279297, -4.467878341674805, -4.798803329467773]",0,9],-0.16211318969726562,True,allenai/OLMo-7B,step151000-tokens668B,False
dist3_diag1,1,dist3_diag1_1,False,[4],"4] [2]
[2] [",-3.467832565307617,[4],True,"[-2.8279285430908203, -1.396993637084961, -2.684873580932617, -4.49970817565918, -1.085235595703125, -3.3073959350585938, -3.914579391479492, -4.157052993774414]",4,4],-1.085235595703125,True,allenai/OLMo-7B,step151000-tokens668B,False
dist3_diag2,1,dist3_diag2_1,False,[5],"5] [4]
[4] [",-3.7095260620117188,[5],True,"[-0.4800872802734375, -4.633367538452148, -2.9981632232666016, -3.492464065551758, -3.1227169036865234, -2.1289539337158203, -2.971048355102539, -2.8623924255371094]",0,5],-0.4800872802734375,True,allenai/OLMo-7B,step151000-tokens668B,False
prog_size1,1,prog_size1_1,False,[5],"5]
[4] [5] [",-1.4346046447753906,[5],True,"[-3.864543914794922, -5.384125709533691, -3.689363479614258, -2.6251792907714844, -2.848987579345703, -3.7246665954589844, -0.49559593200683594, -1.8113384246826172]",6,5],-0.49559593200683594,True,allenai/OLMo-7B,step151000-tokens668B,False
prog_size2,1,prog_size2_1,False,[9],"9]
[7] [9] [",-1.2014522552490234,[9],True,"[-4.36125373840332, -2.4951744079589844, -0.57745361328125, -4.260210037231445, -3.1218090057373047, -2.4774131774902344, -4.703479766845703, -4.164148330688477]",2,9],-0.57745361328125,True,allenai/OLMo-7B,step151000-tokens668B,False
two_rule_comb0,1,two_rule_comb0_1,False,[7 0],"7 0]
[8 9] [8",-1.864816665649414,"[7, 0]",True,"[-0.02679443359375, -11.525777816772461, -8.371461868286133, -12.21174144744873, -8.170797348022461, -11.290088653564453, -10.452434539794922, -8.606273651123047]",0,7 0],-0.02679443359375,True,allenai/OLMo-7B,step151000-tokens668B,False
two_rule_comb1,1,two_rule_comb1_1,False,[8 9],"7 2]
[7 2] [2",-6.6475067138671875,"[7, 2]",False,"[-4.046501159667969, -4.10649299621582, -3.067960739135742, -4.030096054077148, -3.561800003051758, -5.179431915283203, -2.870868682861328, -4.249164581298828]",6,8 9],-2.870868682861328,True,allenai/OLMo-7B,step151000-tokens668B,False
two_rule_comb2,1,two_rule_comb2_1,False,[0 7],"1 7]
[2 7] [1",-5.61207389831543,"[1, 7]",False,"[-5.024633407592773, -5.0435638427734375, -5.460878372192383, -4.552274703979492, -6.675931930541992, -5.43507194519043, -1.9565353393554688, -5.695030212402344]",6,0 7],-1.9565353393554688,True,allenai/OLMo-7B,step151000-tokens668B,False
two_rule_comb3,1,two_rule_comb3_1,False,[9 0],"9 0]
[4 5] [5",-2.4465065002441406,"[9, 0]",True,"[-6.395906448364258, -6.9304046630859375, -5.732654571533203, -5.699075698852539, -0.8911781311035156, -5.726436614990234, -7.185697555541992, -5.515298843383789]",4,9 0],-0.8911781311035156,True,allenai/OLMo-7B,step151000-tokens668B,False
two_rule_comb4,1,two_rule_comb4_1,False,[5 7],"5 5]
[4 4] [5",-3.2662601470947266,"[5, 5]",False,"[-7.209781646728516, -4.807216644287109, -5.192535400390625, -4.673276901245117, -3.292837142944336, -6.152656555175781, -6.087102890014648, -4.437219619750977]",4,5 7],-3.292837142944336,True,allenai/OLMo-7B,step151000-tokens668B,False
two_rule_comb5,1,two_rule_comb5_1,False,[4 4],"4 4]
[3 5] [4",-0.7541656494140625,"[4, 4]",True,"[-0.2807636260986328, -5.570890426635742, -6.692508697509766, -4.241312026977539, -5.999622344970703, -4.057872772216797, -10.214948654174805, -9.69955825805664]",0,4 4],-0.2807636260986328,True,allenai/OLMo-7B,step151000-tokens668B,False
three_rule_comb0,1,three_rule_comb0_1,False,[3 0 0],"3 0 0]
[5 0 1]",-4.010591506958008,"[3, 0, 0]",True,"[-0.1380023956298828, -14.908683776855469, -10.845624923706055, -15.249834060668945, -8.84615707397461, -15.761726379394531, -13.32052993774414, -6.85700798034668]",0,3 0 0],-0.1380023956298828,True,allenai/OLMo-7B,step151000-tokens668B,False
three_rule_comb1,1,three_rule_comb1_1,False,[8 9 9],"3 3 9]
[3 3 9]",-9.30853271484375,"[3, 3, 9]",False,"[-7.560527801513672, -6.460899353027344, -7.622089385986328, -5.3075408935546875, -5.403770446777344, -8.298982620239258, -7.491292953491211, -8.518426895141602]",3,8 9 9],-5.3075408935546875,True,allenai/OLMo-7B,step151000-tokens668B,False
three_rule_comb2,1,three_rule_comb2_1,False,[1 1 9],"1 1 9]
[5 5 8]",-4.6634063720703125,"[1, 1, 9]",True,"[-1.131704330444336, -14.506692886352539, -7.20231819152832, -7.413612365722656, -11.652423858642578, -12.461931228637695, -5.136163711547852, -14.962459564208984]",0,1 1 9],-1.131704330444336,True,allenai/OLMo-7B,step151000-tokens668B,False
three_rule_comb3,1,three_rule_comb3_1,False,[2 1 2],"2 1 2]
[2 4 0]",-8.039934158325195,"[2, 1, 2]",True,"[-4.305231094360352, -12.479394912719727, -5.962976455688477, -5.39027214050293, -5.80522346496582, -5.377748489379883, -5.251033782958984, -5.88848876953125]",0,2 1 2],-4.305231094360352,True,allenai/OLMo-7B,step151000-tokens668B,False
three_rule_comb4,1,three_rule_comb4_1,False,[7 9 4],"7 9 6]
[8 7 9]",-5.467628479003906,"[7, 9, 6]",False,"[-7.661933898925781, -5.600437164306641, -7.362329483032227, -8.336658477783203, -3.1033935546875, -5.780914306640625, -7.047645568847656, -6.962396621704102]",4,7 9 4],-3.1033935546875,True,allenai/OLMo-7B,step151000-tokens668B,False
three_rule_comb5,1,three_rule_comb5_1,False,[3 3 1],"3 3 3]
[5 5 5]",-5.029842376708984,"[3, 3, 3]",False,"[-5.188222885131836, -10.051166534423828, -8.449638366699219, -11.26849365234375, -10.419717788696289, -5.330726623535156, -6.5006103515625, -10.054401397705078]",0,5 5 5],-5.188222885131836,False,allenai/OLMo-7B,step151000-tokens668B,False
three_rule_comb6,1,three_rule_comb6_1,False,[7 1 9],"7 1 9]
[2 4 8]",-1.6281356811523438,"[7, 1, 9]",True,"[-11.51937484741211, -7.688810348510742, -0.3022308349609375, -9.735832214355469, -8.767038345336914, -6.479894638061523, -7.4285125732421875, -4.346731185913086]",2,7 1 9],-0.3022308349609375,True,allenai/OLMo-7B,step151000-tokens668B,False
three_rule_comb7,1,three_rule_comb7_1,False,[3 1 8],"3 1 7]
[0 6 7]",-3.8486900329589844,"[3, 1, 7]",False,"[-7.063873291015625, -6.881336212158203, -2.301769256591797, -4.439666748046875, -3.588275909423828, -2.738849639892578, -11.493528366088867, -7.106960296630859]",2,3 1 5],-2.301769256591797,False,allenai/OLMo-7B,step151000-tokens668B,False
three_rule_comb8,1,three_rule_comb8_1,False,[5 5 5],"5 5 1]
[4 6 1]",-4.103174209594727,"[5, 5, 1]",False,"[-4.248386383056641, -8.083948135375977, -7.387241363525391, -10.15787124633789, -10.268318176269531, -5.451122283935547, -9.340324401855469, -11.302104949951172]",0,5 5 5],-4.248386383056641,True,allenai/OLMo-7B,step151000-tokens668B,False
three_rule_comb9,1,three_rule_comb9_1,False,[8 9 0],"8 9 0]
[7 8 1]",-0.7755355834960938,"[8, 9, 0]",True,"[-11.140365600585938, -0.13690948486328125, -9.450601577758789, -10.119787216186523, -11.696294784545898, -10.574539184570312, -6.730588912963867, -12.651937484741211]",1,8 9 0],-0.13690948486328125,True,allenai/OLMo-7B,step151000-tokens668B,False
c3_set_union,1,c3_set_union_1,True,[5 7 4 1],"5 7]
[7 7] [7",-7.280193328857422,[5 7],False,"[-6.072774887084961, -2.962339401245117, -10.052804946899414, 0.0, -4.709653854370117, -5.471698760986328, -5.189229965209961, -6.510471343994141]",3,],0.0,False,allenai/OLMo-7B,step151000-tokens668B,False
c1_set_union,1,c1_set_union_1,True,[4],"4]
[1 4] [1]",-5.945972442626953,[4],True,"[-8.513687133789062, -6.325910568237305, -1.2859420776367188, -5.820121765136719, 0.0, -7.887454986572266, -3.9789161682128906, -7.912799835205078]",4,],0.0,False,allenai/OLMo-7B,step151000-tokens668B,False
c2_set_union,1,c2_set_union_1,True,[8],"2 8 9] [9 9]
[",-6.304046630859375,[2 8 9],False,"[-4.821720123291016, 0.0, -5.5376434326171875, -3.290426254272461, -4.05986213684082, -4.992887496948242, -1.6676311492919922, -3.169736862182617]",1,],0.0,False,allenai/OLMo-7B,step151000-tokens668B,False
AND,1,AND_1,True,[1],"1]
[4 1] [7 1",-3.059053421020508,[1],True,"[-7.172971725463867, -9.595085144042969, -6.568094253540039, -10.139089584350586, -0.3661479949951172, 0.0, -12.779170036315918, -16.79909896850586]",5,],0.0,False,allenai/OLMo-7B,step151000-tokens668B,False
XOR,1,XOR_1,True,[9 8],"8 7]
[2 8] [8",-4.465248107910156,[7 8],False,"[-10.786917686462402, -10.570405006408691, -4.843242645263672, -11.57401180267334, -13.263940811157227, -19.208011627197266, -4.327033996582031, -2.946104049682617]",7,7 2],-2.946104049682617,False,allenai/OLMo-7B,step151000-tokens668B,False
c3_set_union_permuted,1,c3_set_union_permuted_1,True,[1 6 7 5],"6 7]
[1] [5]",-6.480768203735352,[6 7],False,"[-14.0762300491333, -3.944568634033203, -7.872018814086914, -4.82042121887207, -4.892482757568359, -3.346456527709961, -4.91248893737793, -4.424955368041992]",5,5 1],-3.346456527709961,False,allenai/OLMo-7B,step151000-tokens668B,False
c2_set_union_permuted,1,c2_set_union_permuted_1,True,[5],"6] [6]
[6] [",-7.224758148193359,[6],False,"[-9.967687606811523, -3.8247108459472656, -3.1788158416748047, -4.973331451416016, -6.718313217163086, -4.3574981689453125, -2.3893795013427734, -5.470102310180664]",6,6],-2.3893795013427734,False,allenai/OLMo-7B,step151000-tokens668B,False
c1_set_union_permuted,1,c1_set_union_permuted_1,True,[4],"1]
[1 4] [1]",-4.743888854980469,[1],False,"[-9.349893569946289, -7.905874252319336, -3.8490676879882812, -2.6076812744140625, -7.3247222900390625, -1.6661853790283203, -2.194437026977539, -4.346271514892578]",5,2],-1.6661853790283203,False,allenai/OLMo-7B,step151000-tokens668B,False
XOR_permuted,1,XOR_permuted_1,True,[8 4],"8 2]
[8 5] [5",-6.166841506958008,[2 8],False,"[-4.7346343994140625, -2.6280574798583984, -3.2545337677001953, -5.256591796875, -3.4766845703125, -9.581860542297363, -11.96335506439209, -4.556398391723633]",1,4 2],-2.6280574798583984,False,allenai/OLMo-7B,step151000-tokens668B,False
AND_permuted,1,AND_permuted_1,True,[],"2] [2]
[9] [",-7.133312225341797,[2],False,"[-11.281682968139648, 0.0, -3.245370864868164, -3.8786582946777344, -10.951971054077148, -3.8983840942382812, -13.162335395812988, -4.224504470825195]",1,],0.0,True,allenai/OLMo-7B,step151000-tokens668B,False
row_constant,2,row_constant_2,False,[7],"7]
[6] [6] [",-2.5994815826416016,[7],True,"[-0.1415081024169922, -4.03931999206543, -4.694860458374023, -4.697879791259766, -3.893930435180664, -4.315273284912109, -4.669172286987305, -4.572488784790039]",0,7],-0.1415081024169922,True,allenai/OLMo-7B,step151000-tokens668B,False
col_constant,2,col_constant_2,False,[9],"9]
[4] [2] [",-0.38709068298339844,[9],True,"[-4.7716217041015625, -4.358680725097656, -4.464025497436523, -4.998674392700195, -3.6077632904052734, -4.251121520996094, -0.2152423858642578, -4.365705490112305]",6,9],-0.2152423858642578,True,allenai/OLMo-7B,step151000-tokens668B,False
dist3_diag1,2,dist3_diag1_2,False,[7],"7]
[6] [5] [",-2.90814208984375,[7],True,"[-3.5110092163085938, -2.638246536254883, -0.8047332763671875, -4.445186614990234, -1.4859466552734375, -3.7107887268066406, -2.419149398803711, -3.002614974975586]",2,7],-0.8047332763671875,True,allenai/OLMo-7B,step151000-tokens668B,False
dist3_diag2,2,dist3_diag2_2,False,[5],"5] [2]
[2] [",-3.2041664123535156,[5],True,"[-2.6918506622314453, -2.8747024536132812, -4.517204284667969, -2.8281002044677734, -0.5150508880615234, -5.673761367797852, -5.136390686035156, -2.7164249420166016]",4,5],-0.5150508880615234,True,allenai/OLMo-7B,step151000-tokens668B,False
prog_size1,2,prog_size1_2,False,[6],"6]
[5] [6] [",-0.8580532073974609,[6],True,"[-4.108112335205078, -0.09891510009765625, -3.712434768676758, -6.730107307434082, -4.831941604614258, -4.79661750793457, -4.690759658813477, -5.549670219421387]",1,6],-0.09891510009765625,True,allenai/OLMo-7B,step151000-tokens668B,False
prog_size2,2,prog_size2_2,False,[0],"0]
[2] [0] [",-2.429727554321289,[0],True,"[-2.434274673461914, -3.821521759033203, -1.7319164276123047, -1.555908203125, -2.726480484008789, -1.8976993560791016, -1.42254638671875, -4.649019241333008]",6,0],-1.42254638671875,True,allenai/OLMo-7B,step151000-tokens668B,False
two_rule_comb0,2,two_rule_comb0_2,False,[2 4],"2 4]
[3 7] [9",-0.19795799255371094,"[2, 4]",True,"[-6.454706192016602, -7.934175491333008, -9.066831588745117, -7.506370544433594, -6.870826721191406, -0.1146697998046875, -7.6223907470703125, -6.834114074707031]",5,2 4],-0.1146697998046875,True,allenai/OLMo-7B,step151000-tokens668B,False
two_rule_comb1,2,two_rule_comb1_2,False,[2 6],"6 6]
[6 7] [3",-6.812202453613281,"[6, 6]",False,"[-5.501474380493164, -2.0843582153320312, -6.2732696533203125, -5.0015106201171875, -3.9540939331054688, -5.732282638549805, -7.908384323120117, -4.082681655883789]",1,2 6],-2.0843582153320312,True,allenai/OLMo-7B,step151000-tokens668B,False
two_rule_comb2,2,two_rule_comb2_2,False,[6 5],"6 5]
[9 4] [5",-0.2551612854003906,"[6, 5]",True,"[-8.267082214355469, -6.877710342407227, -11.072153091430664, -11.18525505065918, -9.33378791809082, -9.569314956665039, -7.04118537902832, -0.035739898681640625]",7,6 5],-0.035739898681640625,True,allenai/OLMo-7B,step151000-tokens668B,False
two_rule_comb3,2,two_rule_comb3_2,False,[4 8],"4 8]
[6 9] [1",-1.637237548828125,"[4, 8]",True,"[-7.105947494506836, -5.911613464355469, -0.1798419952392578, -5.734722137451172, -4.302343368530273, -8.035041809082031, -7.490283966064453, -9.159753799438477]",2,4 8],-0.1798419952392578,True,allenai/OLMo-7B,step151000-tokens668B,False
two_rule_comb4,2,two_rule_comb4_2,False,[4 3],"4 1]
[3 1] [4",-4.089014053344727,"[4, 1]",False,"[-7.820600509643555, -9.086958885192871, -2.7338294982910156, -4.056999206542969, -4.600580215454102, -3.2099361419677734, -5.088747024536133, -4.219160079956055]",2,4 3],-2.7338294982910156,True,allenai/OLMo-7B,step151000-tokens668B,False
two_rule_comb5,2,two_rule_comb5_2,False,[9 9],"8 9]
[7 8] [8",-2.213743209838867,"[8, 9]",False,"[-7.837404251098633, -9.65014934539795, -2.644329071044922, -4.71624755859375, -6.7965240478515625, -7.268497467041016, -4.872714996337891, -7.337507247924805]",2,9 9],-2.644329071044922,True,allenai/OLMo-7B,step151000-tokens668B,False
three_rule_comb0,2,three_rule_comb0_2,False,[2 9 0],"2 9 0]
[3 3 0]",-4.8201141357421875,"[2, 9, 0]",True,"[-5.587574005126953, -8.368667602539062, -9.484491348266602, -12.976846694946289, -0.04602813720703125, -7.604473114013672, -11.987977981567383, -13.236770629882812]",4,2 9 0],-0.04602813720703125,True,allenai/OLMo-7B,step151000-tokens668B,False
three_rule_comb1,2,three_rule_comb1_2,False,[3 3 2],"8 3 2]
[4 6 5]",-4.857358932495117,"[8, 3, 2]",False,"[-5.822271347045898, -8.329460144042969, -7.674108505249023, -6.210361480712891, -3.6982803344726562, -3.294536590576172, -6.598779678344727, -4.148052215576172]",5,3 3 2],-3.294536590576172,True,allenai/OLMo-7B,step151000-tokens668B,False
