problem_type,problem_ind,problem_id,perm_invariant,correct_answer,generated_response,generated_response_sum_logprob,generated_response_pred_set,generated_response_correct,mc_answer_logprobs,mc_response_index,mc_response,mc_response_sum_logprob,mc_response_correct,model,revision
dist3_diag1,1,dist3_diag1_1,False,[4],"4]
[8] [4] [",-2.336698532104492,[4],True,"[-3.682117462158203, -1.9834651947021484, -2.9277076721191406, -6.013052940368652, -0.5271835327148438, -4.851091384887695, -5.336462020874023, -4.465398788452148]",4,4],-0.5271835327148438,True,EleutherAI/pythia-6.9b-deduped,
dist3_diag2,1,dist3_diag2_1,False,[5],"5]
[5] [3] [",-1.8182659149169922,[5],True,"[-0.27141571044921875, -5.05067253112793, -3.2676868438720703, -3.940610885620117, -3.199127197265625, -3.0268898010253906, -3.142597198486328, -3.8008804321289062]",0,5],-0.27141571044921875,True,EleutherAI/pythia-6.9b-deduped,
prog_size1,1,prog_size1_1,False,[5],"5]
[4] [5] [",-0.9279994964599609,[5],True,"[-5.4252119064331055, -6.612661361694336, -4.703189849853516, -5.808282852172852, -3.2266387939453125, -5.994339942932129, -0.1368846893310547, -2.8567047119140625]",6,5],-0.1368846893310547,True,EleutherAI/pythia-6.9b-deduped,
prog_size2,1,prog_size2_1,False,[9],"9]
[7] [9] [",-1.090219497680664,[9],True,"[-5.912606239318848, -2.6150894165039062, -0.37822723388671875, -4.481822967529297, -3.0774154663085938, -3.1587791442871094, -5.215127944946289, -4.189658164978027]",2,9],-0.37822723388671875,True,EleutherAI/pythia-6.9b-deduped,
two_rule_comb0,1,two_rule_comb0_1,False,[7 0],"7 0]
[8 9] [8",-1.973226547241211,"[7, 0]",True,"[-0.03449440002441406, -11.671734809875488, -6.421108245849609, -11.680522918701172, -6.5164337158203125, -11.538578033447266, -10.549432754516602, -9.533332824707031]",0,7 0],-0.03449440002441406,True,EleutherAI/pythia-6.9b-deduped,
two_rule_comb1,1,two_rule_comb1_1,False,[8 9],"9 9]
[9 2] [8",-3.4144039154052734,"[9, 9]",False,"[-4.744487762451172, -4.527063369750977, -3.9781417846679688, -4.099830627441406, -5.353979110717773, -6.27067756652832, -1.6962718963623047, -4.918022155761719]",6,8 9],-1.6962718963623047,True,EleutherAI/pythia-6.9b-deduped,
two_rule_comb2,1,two_rule_comb2_1,False,[0 7],"0 7]
[2 5] [0",-3.2783756256103516,"[0, 7]",True,"[-8.86578369140625, -8.969562530517578, -5.921506881713867, -6.839873313903809, -8.528907775878906, -6.70562744140625, -0.7066783905029297, -7.208121299743652]",6,0 7],-0.7066783905029297,True,EleutherAI/pythia-6.9b-deduped,
two_rule_comb3,1,two_rule_comb3_1,False,[9 0],"9 0]
[5 9] [9",-1.4858283996582031,"[9, 0]",True,"[-8.21622085571289, -9.401069641113281, -7.588962554931641, -8.152826309204102, -0.1589832305908203, -7.445899963378906, -9.161863327026367, -4.896846771240234]",4,9 0],-0.1589832305908203,True,EleutherAI/pythia-6.9b-deduped,
two_rule_comb4,1,two_rule_comb4_1,False,[5 7],"5 5]
[4 4] [5",-1.7250308990478516,"[5, 5]",False,"[-6.713361740112305, -6.071062088012695, -6.610565185546875, -5.849094390869141, -2.8833770751953125, -7.241006851196289, -7.308191299438477, -3.1343231201171875]",4,5 7],-2.8833770751953125,True,EleutherAI/pythia-6.9b-deduped,
two_rule_comb5,1,two_rule_comb5_1,False,[4 4],"4 4]
[3 5] [4",-0.36398887634277344,"[4, 4]",True,"[-0.10229873657226562, -8.016023635864258, -6.344144821166992, -8.278818130493164, -8.18906021118164, -6.055501937866211, -8.533479690551758, -10.385988235473633]",0,4 4],-0.10229873657226562,True,EleutherAI/pythia-6.9b-deduped,
three_rule_comb0,1,three_rule_comb0_1,False,[3 0 0],"3 0 0]
[0 0 1]",-3.232454299926758,"[3, 0, 0]",True,"[-0.05266380310058594, -12.627779006958008, -10.230628967285156, -14.023176193237305, -8.265220642089844, -13.670639038085938, -12.777355194091797, -7.35399055480957]",0,3 0 0],-0.05266380310058594,True,EleutherAI/pythia-6.9b-deduped,
three_rule_comb1,1,three_rule_comb1_1,False,[8 9 9],"1 9 9]
[3 6 9]",-6.3824005126953125,"[1, 9, 9]",False,"[-12.274219512939453, -10.346847534179688, -10.954557418823242, -5.624631881713867, -6.438028335571289, -8.270919799804688, -5.058399200439453, -8.526660919189453]",6,5 9 3],-5.058399200439453,False,EleutherAI/pythia-6.9b-deduped,
three_rule_comb2,1,three_rule_comb2_1,False,[1 1 9],"1 1 9]
[5 3 7]",-3.6549758911132812,"[1, 1, 9]",True,"[-0.2515296936035156, -13.516555786132812, -13.326091766357422, -9.863452911376953, -12.730934143066406, -12.110092163085938, -7.664113998413086, -15.681764602661133]",0,1 1 9],-0.2515296936035156,True,EleutherAI/pythia-6.9b-deduped,
three_rule_comb3,1,three_rule_comb3_1,False,[2 1 2],"1 2 6]
[1 5 0]",-5.2818603515625,"[1, 2, 6]",False,"[-3.2902297973632812, -11.539928436279297, -6.693780899047852, -8.003477096557617, -6.326745986938477, -5.795688629150391, -6.430397033691406, -5.385223388671875]",0,2 1 2],-3.2902297973632812,True,EleutherAI/pythia-6.9b-deduped,
three_rule_comb4,1,three_rule_comb4_1,False,[7 9 4],"7 9 4]
[8 8 4]",-2.732603073120117,"[7, 9, 4]",True,"[-11.211999893188477, -4.467439651489258, -12.680063247680664, -8.320049285888672, -0.9810600280761719, -11.506525039672852, -12.134733200073242, -11.260591506958008]",4,7 9 4],-0.9810600280761719,True,EleutherAI/pythia-6.9b-deduped,
three_rule_comb5,1,three_rule_comb5_1,False,[3 3 1],"3 3 3]
[5 4 3]",-2.909952163696289,"[3, 3, 3]",False,"[-9.161931991577148, -12.151975631713867, -11.086061477661133, -15.103805541992188, -14.088266372680664, -3.2770347595214844, -9.3626708984375, -12.767731666564941]",5,3 3 1],-3.2770347595214844,True,EleutherAI/pythia-6.9b-deduped,
three_rule_comb6,1,three_rule_comb6_1,False,[7 1 9],"7 1 9]
[1 3 4]",-1.693120002746582,"[7, 1, 9]",True,"[-12.349285125732422, -8.828752517700195, -0.08326530456542969, -10.164594650268555, -9.97224235534668, -7.615224838256836, -9.012672424316406, -3.805906295776367]",2,7 1 9],-0.08326530456542969,True,EleutherAI/pythia-6.9b-deduped,
three_rule_comb7,1,three_rule_comb7_1,False,[3 1 8],"3 1 7]
[1 9 7]",-3.6542396545410156,"[3, 1, 7]",False,"[-9.85813045501709, -8.848224639892578, -3.5569610595703125, -7.755266189575195, -3.588024139404297, -1.0909385681152344, -13.43603801727295, -9.592239379882812]",5,3 1 8],-1.0909385681152344,True,EleutherAI/pythia-6.9b-deduped,
three_rule_comb8,1,three_rule_comb8_1,False,[5 5 5],"5 5 2]
[4 6 1]",-3.187990188598633,"[5, 5, 2]",False,"[-3.2440338134765625, -10.396074295043945, -3.271951675415039, -11.430179595947266, -11.394287109375, -9.758784294128418, -9.822298049926758, -11.143985748291016]",0,5 5 5],-3.2440338134765625,True,EleutherAI/pythia-6.9b-deduped,
three_rule_comb9,1,three_rule_comb9_1,False,[8 9 0],"8 9 0]
[7 8 1]",-0.8707160949707031,"[8, 9, 0]",True,"[-13.650883674621582, -0.24745559692382812, -13.730195999145508, -12.362607955932617, -12.547126770019531, -12.036249160766602, -6.692846298217773, -12.242090225219727]",1,8 9 0],-0.24745559692382812,True,EleutherAI/pythia-6.9b-deduped,
c3_set_union,1,c3_set_union_1,True,[5 7 4 1],"5 4]
[7 7] [1",-4.8065643310546875,[4 5],False,"[-2.6473560333251953, -3.7005271911621094, -6.240020751953125, 0.0, -2.6776676177978516, -6.274652481079102, -4.203168869018555, -4.5118255615234375]",3,],0.0,False,EleutherAI/pythia-6.9b-deduped,
c1_set_union,1,c1_set_union_1,True,[4],"4]
[1 4] [1]",-3.924287796020508,[4],True,"[-9.365432739257812, -6.417974472045898, -0.15351486206054688, -6.5876665115356445, 0.0, -9.750624656677246, -4.305355072021484, -9.858057022094727]",4,],0.0,False,EleutherAI/pythia-6.9b-deduped,
c2_set_union,1,c2_set_union_1,True,[8],"8]
[2] [2 8 9",-3.2939491271972656,[8],True,"[-5.105915069580078, 0.0, -5.471889495849609, -3.305866241455078, -3.34881591796875, -6.092763900756836, -0.5224666595458984, -4.289157867431641]",1,],0.0,False,EleutherAI/pythia-6.9b-deduped,
AND,1,AND_1,True,[1],"1]
[4 1] [7 1",-2.718606948852539,[1],True,"[-12.677465438842773, -12.412137985229492, -10.247495651245117, -13.069293975830078, -0.07711029052734375, 0.0, -14.955190658569336, -19.653125762939453]",5,],0.0,False,EleutherAI/pythia-6.9b-deduped,
XOR,1,XOR_1,True,[9 8],"8 7]
[7 2] [8",-4.947978973388672,[7 8],False,"[-10.547140121459961, -10.644635200500488, -3.601367950439453, -11.583196640014648, -16.153072357177734, -21.974475860595703, -2.053037643432617, -3.3395252227783203]",6,7 9],-2.053037643432617,False,EleutherAI/pythia-6.9b-deduped,
c3_set_union_permuted,1,c3_set_union_permuted_1,True,[1 6 7 5],"6]
[1] [5] [",-5.348127365112305,[6],False,"[-14.999107360839844, -4.658695220947266, -9.949524879455566, -4.742830276489258, -2.796581268310547, -2.9413719177246094, -3.084806442260742, -4.561834335327148]",4,5],-2.796581268310547,False,EleutherAI/pythia-6.9b-deduped,
c2_set_union_permuted,1,c2_set_union_permuted_1,True,[5],"6]
[6] [6] [",-5.590066909790039,[6],False,"[-10.36825180053711, -3.3324851989746094, -3.457416534423828, -2.7965660095214844, -7.944177627563477, -3.7393741607666016, -1.4639606475830078, -6.4583282470703125]",6,6],-1.4639606475830078,False,EleutherAI/pythia-6.9b-deduped,
c1_set_union_permuted,1,c1_set_union_permuted_1,True,[4],"4]
[1] [1] [",-3.665018081665039,[4],True,"[-10.902219772338867, -8.734439849853516, -7.320051193237305, -3.0536041259765625, -9.785886764526367, -2.793802261352539, -0.2808723449707031, -4.645500183105469]",6,4],-0.2808723449707031,True,EleutherAI/pythia-6.9b-deduped,
XOR_permuted,1,XOR_permuted_1,True,[8 4],"8 2]
[2 5] [4",-4.58282470703125,[2 8],False,"[-3.976083755493164, -3.6062698364257812, -3.7394943237304688, -4.756587982177734, -3.568185806274414, -7.862726211547852, -10.539474487304688, -3.3673229217529297]",7,5 8],-3.3673229217529297,False,EleutherAI/pythia-6.9b-deduped,
AND_permuted,1,AND_permuted_1,True,[],"3] [3]
[9] [",-4.594865798950195,[3],False,"[-12.557684898376465, 0.0, -3.8227081298828125, -5.157720565795898, -12.606703758239746, -4.353794097900391, -13.390174865722656, -6.377985000610352]",1,],0.0,True,EleutherAI/pythia-6.9b-deduped,
row_constant,2,row_constant_2,False,[7],"7]
[6] [6] [",-2.291219711303711,[7],True,"[-0.16595458984375, -3.6259307861328125, -4.286970138549805, -5.384250640869141, -4.340341567993164, -4.263788223266602, -4.2641143798828125, -4.295200347900391]",0,7],-0.16595458984375,True,EleutherAI/pythia-6.9b-deduped,
col_constant,2,col_constant_2,False,[9],"9]
[4] [2] [",-0.42678070068359375,[9],True,"[-5.538470268249512, -5.656377792358398, -6.107588768005371, -5.198891639709473, -5.575270652770996, -5.058233261108398, -0.06657028198242188, -5.716564178466797]",6,9],-0.06657028198242188,True,EleutherAI/pythia-6.9b-deduped,
dist3_diag1,2,dist3_diag1_2,False,[7],"4]
[5] [4] [",-1.5448894500732422,[4],False,"[-3.7692012786865234, -2.840482711791992, -2.6756458282470703, -5.2717742919921875, -0.4458656311035156, -3.941598892211914, -2.7210159301757812, -2.506357192993164]",4,4],-0.4458656311035156,False,EleutherAI/pythia-6.9b-deduped,
dist3_diag2,2,dist3_diag2_2,False,[5],"5]
[5] [2] [",-2.695829391479492,[5],True,"[-2.7869873046875, -2.8376293182373047, -4.240386962890625, -2.4926624298095703, -0.5507259368896484, -4.335233688354492, -5.256624221801758, -2.7644195556640625]",4,5],-0.5507259368896484,True,EleutherAI/pythia-6.9b-deduped,
prog_size1,2,prog_size1_2,False,[6],"6]
[5] [6] [",-0.796600341796875,[6],True,"[-3.0768871307373047, -0.108856201171875, -3.8181705474853516, -7.808177947998047, -6.195072174072266, -5.855306625366211, -5.436067581176758, -5.587432861328125]",1,6],-0.108856201171875,True,EleutherAI/pythia-6.9b-deduped,
prog_size2,2,prog_size2_2,False,[0],"0]
[2] [0] [",-2.391267776489258,[0],True,"[-3.3392791748046875, -4.792379379272461, -1.8195362091064453, -1.523355484008789, -4.544973373413086, -3.950775146484375, -0.6578769683837891, -6.002370834350586]",6,0],-0.6578769683837891,True,EleutherAI/pythia-6.9b-deduped,
two_rule_comb0,2,two_rule_comb0_2,False,[2 4],"2 4]
[3 7] [9",-0.4868755340576172,"[2, 4]",True,"[-7.70396614074707, -7.793796539306641, -9.754079818725586, -8.819326400756836, -6.8028717041015625, -0.03255653381347656, -8.26734733581543, -8.480239868164062]",5,2 4],-0.03255653381347656,True,EleutherAI/pythia-6.9b-deduped,
two_rule_comb1,2,two_rule_comb1_2,False,[2 6],"6 6]
[6 4] [4",-3.055795669555664,"[6, 6]",False,"[-4.8136444091796875, -1.9920406341552734, -7.365577697753906, -6.83745002746582, -5.851764678955078, -5.828268051147461, -9.104007720947266, -3.005218505859375]",1,2 6],-1.9920406341552734,True,EleutherAI/pythia-6.9b-deduped,
two_rule_comb2,2,two_rule_comb2_2,False,[6 5],"6 5]
[9 4] [5",-0.5500659942626953,"[6, 5]",True,"[-9.841653823852539, -6.7114458084106445, -9.911696434020996, -13.196648597717285, -9.127519607543945, -10.489943504333496, -7.724458694458008, -0.14188575744628906]",7,6 5],-0.14188575744628906,True,EleutherAI/pythia-6.9b-deduped,
two_rule_comb3,2,two_rule_comb3_2,False,[4 8],"4 8]
[1 0] [6",-2.4002532958984375,"[4, 8]",True,"[-5.27064323425293, -4.653520584106445, -0.21462059020996094, -7.331941604614258, -3.6917781829833984, -7.61414909362793, -6.129400253295898, -9.860925674438477]",2,4 8],-0.21462059020996094,True,EleutherAI/pythia-6.9b-deduped,
two_rule_comb4,2,two_rule_comb4_2,False,[4 3],"4 3]
[3 0] [4",-2.156248092651367,"[4, 3]",True,"[-9.926429748535156, -9.932726860046387, -0.7176761627197266, -5.873996734619141, -6.516107559204102, -1.5840740203857422, -6.873231887817383, -6.812368392944336]",2,4 3],-0.7176761627197266,True,EleutherAI/pythia-6.9b-deduped,
two_rule_comb5,2,two_rule_comb5_2,False,[9 9],"8 9]
[7 8] [8",-1.3574199676513672,"[8, 9]",False,"[-7.10941219329834, -9.540023803710938, -4.941836357116699, -4.496885299682617, -6.773531913757324, -6.4180097579956055, -4.476354598999023, -5.224832534790039]",6,3 6],-4.476354598999023,False,EleutherAI/pythia-6.9b-deduped,
three_rule_comb0,2,three_rule_comb0_2,False,[2 9 0],"2 9 0]
[3 9 4]",-3.2429771423339844,"[2, 9, 0]",True,"[-7.597898483276367, -7.406208038330078, -8.524894714355469, -13.229438781738281, -0.03402137756347656, -7.742439270019531, -12.677898406982422, -11.549711227416992]",4,2 9 0],-0.03402137756347656,True,EleutherAI/pythia-6.9b-deduped,
three_rule_comb1,2,three_rule_comb1_2,False,[3 3 2],"3 4 2]
[5 6 5]",-4.172943115234375,"[3, 4, 2]",False,"[-6.257661819458008, -8.119060516357422, -5.839200973510742, -9.090700149536133, -3.4135570526123047, -4.551860809326172, -5.8106231689453125, -8.127836227416992]",4,4 3 2],-3.4135570526123047,False,EleutherAI/pythia-6.9b-deduped,
three_rule_comb2,2,three_rule_comb2_2,False,[8 5 6],"8 5 6]
[9 4 8]",-0.3523235321044922,"[8, 5, 6]",True,"[-13.328911781311035, -10.839645385742188, -12.163191795349121, -8.1885347366333, -0.09841537475585938, -4.909732818603516, -11.047249794006348, -13.662795066833496]",4,8 5 6],-0.09841537475585938,True,EleutherAI/pythia-6.9b-deduped,
