problem_type,problem_ind,problem_id,perm_invariant,correct_answer,generated_response,generated_response_sum_logprob,generated_response_pred_set,generated_response_correct,mc_answer_logprobs,mc_response_index,mc_response,mc_response_sum_logprob,mc_response_correct,model,revision
two_rule_comb4,0,two_rule_comb4_0,False,[1 6],"1 6]
[9 1]",-7.014608383178711,"[1, 6]",True,"[-6.304943084716797, -5.501588821411133, -6.824619293212891, -6.377685546875, -2.6759395599365234, -7.234575271606445, -5.49302864074707, -4.218719482421875]",4,1 6],-2.6759395599365234,True,meta-llama/Llama-2-70b-hf,
two_rule_comb5,0,two_rule_comb5_0,False,[2 0],"2 0]
[3 1]",-1.5888996124267578,"[2, 0]",True,"[-0.22511672973632812, -7.4468841552734375, -10.00301742553711, -7.433525085449219, -8.191429138183594, -6.466270446777344, -11.407751083374023, -6.108856201171875]",0,2 0],-0.22511672973632812,True,meta-llama/Llama-2-70b-hf,
three_rule_comb0,0,three_rule_comb0_0,False,[1 8 8],"1 8 8]
[5 ",-1.8399887084960938,"[1, 8, 8]",True,"[-8.90743637084961, -5.438243865966797, -10.894979476928711, -4.10137939453125, -9.978940963745117, -0.7157535552978516, -7.587959289550781, -9.753055572509766]",5,1 8 8],-0.7157535552978516,True,meta-llama/Llama-2-70b-hf,
three_rule_comb1,0,three_rule_comb1_0,False,[6 9 0],"6 9 0]
The puzzle",-6.848074913024902,"[6, 9, 0]",True,"[-12.679523468017578, -11.434921264648438, -8.684236526489258, -9.486532211303711, -11.902933120727539, -0.2506370544433594, -12.188379287719727, -11.896408081054688]",5,6 9 0],-0.2506370544433594,True,meta-llama/Llama-2-70b-hf,
three_rule_comb2,0,three_rule_comb2_0,False,[0 0 1],"0 0 1]
[6 ",-1.9871559143066406,"[0, 0, 1]",True,"[-8.864212036132812, -0.9993019104003906, -4.105451583862305, -11.642719268798828, -11.584222793579102, -10.151979446411133, -9.518217086791992, -12.377958297729492]",1,0 0 1],-0.9993019104003906,True,meta-llama/Llama-2-70b-hf,
three_rule_comb3,0,three_rule_comb3_0,False,[5 1 7],"5 1 7]
[9 ",-2.3667802810668945,"[5, 1, 7]",True,"[-12.337507247924805, -10.486455917358398, -11.731584548950195, -10.079813003540039, -3.4712486267089844, -8.168281555175781, -11.085506439208984, -0.7631015777587891]",7,5 1 7],-0.7631015777587891,True,meta-llama/Llama-2-70b-hf,
three_rule_comb4,0,three_rule_comb4_0,False,[8 7 0],"8 7 0]
The 3",-8.6445894241333,"[8, 7, 0]",True,"[-5.360858917236328, -12.359512329101562, -7.423360824584961, -0.29852294921875, -9.461181640625, -9.961978912353516, -9.360902786254883, -9.253702163696289]",3,8 7 0],-0.29852294921875,True,meta-llama/Llama-2-70b-hf,
three_rule_comb5,0,three_rule_comb5_0,False,[5 0 7],"5 1 4]
[1 ",-4.449277877807617,"[5, 1, 4]",False,"[-14.569572448730469, -5.346281051635742, -6.273466110229492, -9.531587600708008, -9.841438293457031, -8.261669158935547, -4.923576354980469, -13.101123809814453]",6,5 3 5],-4.923576354980469,False,meta-llama/Llama-2-70b-hf,
three_rule_comb6,0,three_rule_comb6_0,False,[0 1 6],"0 1 6]
[3 ",-2.7218217849731445,"[0, 1, 6]",True,"[-11.808431625366211, -7.8131561279296875, -17.757787704467773, -7.166402816772461, -0.04902458190917969, -7.793039321899414, -13.545883178710938, -12.162263870239258]",4,0 1 6],-0.04902458190917969,True,meta-llama/Llama-2-70b-hf,
three_rule_comb7,0,three_rule_comb7_0,False,[5 4 8],"5 4 2]
[8 ",-3.6346235275268555,"[5, 4, 2]",False,"[-9.62010383605957, -7.559534072875977, -9.26123046875, -3.37646484375, -8.125011444091797, -7.430402755737305, -8.588314056396484, -4.83717155456543]",3,5 4 8],-3.37646484375,True,meta-llama/Llama-2-70b-hf,
three_rule_comb8,0,three_rule_comb8_0,False,[8 1 2],"8 1 9]
[8 ",-4.6711626052856445,"[8, 1, 9]",False,"[-3.021472930908203, -10.27696418762207, -7.895412445068359, -8.367155075073242, -10.592021942138672, -8.708869934082031, -5.405651092529297, -9.251565933227539]",0,8 1 2],-3.021472930908203,True,meta-llama/Llama-2-70b-hf,
three_rule_comb9,0,three_rule_comb9_0,False,[5 7 3],"5 6 3]
[6 ",-3.7462854385375977,"[5, 6, 3]",False,"[-6.417490005493164, -7.965183258056641, -5.683921813964844, -3.8237457275390625, -2.2445812225341797, -5.890102386474609, -6.818361282348633, -5.777030944824219]",4,5 7 3],-2.2445812225341797,True,meta-llama/Llama-2-70b-hf,
c3_set_union,0,c3_set_union_0,True,[6 4 1 9],"6 4 1 9]
[",-1.1443748474121094,[1 4 6 9],True,"[-5.65467643737793, -5.357799530029297, -5.275112152099609, -6.159160614013672, -5.581295013427734, 0.0, -6.4136505126953125, -0.40813636779785156]",5,],0.0,False,meta-llama/Llama-2-70b-hf,
c1_set_union,0,c1_set_union_0,True,[4],"4]
[7 6 4 ",-3.6352310180664062,[4],True,"[-9.139991760253906, -9.341974258422852, -6.730203628540039, -0.016397476196289062, -8.024555206298828, -7.325946807861328, -8.995033264160156, -8.74557876586914]",3,4],-0.016397476196289062,True,meta-llama/Llama-2-70b-hf,
c2_set_union,0,c2_set_union_0,True,[9],"9]
[5 7] [5",-5.3874969482421875,[9],True,"[-2.8365840911865234, 0.0, -0.34030914306640625, -5.070211410522461, -4.684782028198242, -7.158624649047852, -4.157449722290039, -6.739221572875977]",1,],0.0,False,meta-llama/Llama-2-70b-hf,
AND,0,AND_0,True,[4],"4]
[1 5] [6",-2.166865348815918,[4],True,"[-10.244625091552734, -8.859277725219727, -12.905481338500977, -5.908758163452148, -10.530977249145508, -0.10630226135253906, -6.504417419433594, -9.096885681152344]",5,4],-0.10630226135253906,True,meta-llama/Llama-2-70b-hf,
XOR,0,XOR_0,True,[4 3],"3 6]
[3 6]",-3.7607946395874023,[3 6],False,"[-13.455007553100586, -9.342182159423828, -8.514892578125, -9.621992111206055, -3.518125534057617, -4.362934112548828, -4.567041397094727, -11.443506240844727]",4,1 3],-3.518125534057617,False,meta-llama/Llama-2-70b-hf,
c3_set_union_permuted,0,c3_set_union_permuted_0,True,[2 6 5 3],"3 5 6]
[2 ",-5.026007652282715,[3 5 6],False,"[0.0, -6.653938293457031, -5.662742614746094, -5.064731597900391, -4.522377014160156, -7.299652099609375, -6.609796524047852, -7.991909027099609]",0,],0.0,False,meta-llama/Llama-2-70b-hf,
c2_set_union_permuted,0,c2_set_union_permuted_0,True,[5],"5]
[6 1] [6",-5.397941589355469,[5],True,"[-1.445230484008789, -2.1313247680664062, -2.9572200775146484, -8.7333984375, -6.913148880004883, -3.563873291015625, -7.079002380371094, -10.118967056274414]",0,5],-1.445230484008789,True,meta-llama/Llama-2-70b-hf,
c1_set_union_permuted,0,c1_set_union_permuted_0,True,[0],"0]
[3 5] [5",-5.624316215515137,[0],True,"[-6.119298934936523, -3.6138172149658203, -5.950498580932617, -0.35699462890625, -7.515186309814453, -2.137777328491211, -8.786764144897461, 0.0]",7,],0.0,False,meta-llama/Llama-2-70b-hf,
XOR_permuted,0,XOR_permuted_0,True,[4 0],"4 0]
[4 0]",-4.533059120178223,[0 4],True,"[-12.657205581665039, -3.2018566131591797, -9.476457595825195, -13.69795036315918, -1.0468006134033203, -4.631898880004883, 0.0, -12.719093322753906]",6,],0.0,False,meta-llama/Llama-2-70b-hf,
AND_permuted,0,AND_permuted_0,True,[],"2]
[2] [3] [",-5.655214309692383,[2],False,"[-8.588977813720703, -5.845714569091797, -14.172866821289062, -13.695402145385742, 0.0, -10.68353271484375, -1.3982715606689453, -8.398155212402344]",4,],0.0,True,meta-llama/Llama-2-70b-hf,
row_constant,1,row_constant_1,False,[4],"4]
[3] [3] [",-3.0407276153564453,[4],True,"[-4.424404144287109, -4.161462783813477, -4.695507049560547, -4.005531311035156, -4.929405212402344, -0.3128070831298828, -3.747486114501953, -3.130464553833008]",5,4],-0.3128070831298828,True,meta-llama/Llama-2-70b-hf,
col_constant,1,col_constant_1,False,[9],"9] [1]
[6] [",-6.098967552185059,[9],True,"[-0.4159526824951172, -4.962800979614258, -3.502950668334961, -4.427513122558594, -3.379718780517578, -4.714193344116211, -4.102197647094727, -4.381866455078125]",0,9],-0.4159526824951172,True,meta-llama/Llama-2-70b-hf,
dist3_diag1,1,dist3_diag1_1,False,[4],"4]
[8] [2] [",-2.652071952819824,[4],True,"[-5.498800277709961, -4.964393615722656, -5.577007293701172, -7.569910049438477, -0.07563018798828125, -6.306976318359375, -6.945201873779297, -6.320568084716797]",4,4],-0.07563018798828125,True,meta-llama/Llama-2-70b-hf,
dist3_diag2,1,dist3_diag2_1,False,[5],"5]
[3] [6] [",-4.320290565490723,[5],True,"[-0.2020130157470703, -5.167325973510742, -4.17805290222168, -4.7120361328125, -4.11724853515625, -3.5994625091552734, -4.615772247314453, -4.177055358886719]",0,5],-0.2020130157470703,True,meta-llama/Llama-2-70b-hf,
prog_size1,1,prog_size1_1,False,[5],"5]
[4] [5] [",-0.9337358474731445,[5],True,"[-6.8301544189453125, -7.813549041748047, -7.501672744750977, -7.207723617553711, -7.427007675170898, -8.304216384887695, -0.04962921142578125, -4.28375244140625]",6,5],-0.04962921142578125,True,meta-llama/Llama-2-70b-hf,
prog_size2,1,prog_size2_1,False,[9],"9]
[7] [9] [",-1.1542577743530273,[9],True,"[-5.967901229858398, -5.8500566482543945, -0.2324542999267578, -5.239349365234375, -5.712739944458008, -4.237155914306641, -6.359331130981445, -6.579486846923828]",2,9],-0.2324542999267578,True,meta-llama/Llama-2-70b-hf,
two_rule_comb0,1,two_rule_comb0_1,False,[7 0],"7 0]
[4 9]",-3.970280647277832,"[7, 0]",True,"[-0.22267723083496094, -8.910528182983398, -5.686393737792969, -9.61636734008789, -5.635705947875977, -9.65648078918457, -7.905996322631836, -8.066278457641602]",0,7 0],-0.22267723083496094,True,meta-llama/Llama-2-70b-hf,
two_rule_comb1,1,two_rule_comb1_1,False,[8 9],"8 9]
[7 2]",-3.9446945190429688,"[8, 9]",True,"[-5.228233337402344, -7.192470550537109, -4.739080429077148, -4.502590179443359, -4.223014831542969, -7.773021697998047, -0.2681751251220703, -6.8844757080078125]",6,8 9],-0.2681751251220703,True,meta-llama/Llama-2-70b-hf,
two_rule_comb2,1,two_rule_comb2_1,False,[0 7],"0 7]
[4 6]",-5.0819091796875,"[0, 7]",True,"[-5.6881866455078125, -7.0262451171875, -6.918006896972656, -5.798282623291016, -5.58277702331543, -7.551197052001953, -0.8928890228271484, -6.472223281860352]",6,0 7],-0.8928890228271484,True,meta-llama/Llama-2-70b-hf,
two_rule_comb3,1,two_rule_comb3_1,False,[9 0],"9 0]
[5 9]",-2.82230281829834,"[9, 0]",True,"[-11.491317749023438, -9.890060424804688, -11.305339813232422, -9.930316925048828, -0.025623321533203125, -8.827693939208984, -10.927675247192383, -6.798042297363281]",4,9 0],-0.025623321533203125,True,meta-llama/Llama-2-70b-hf,
two_rule_comb4,1,two_rule_comb4_1,False,[5 7],"5 0]
[4 4]",-3.963663101196289,"[5, 0]",False,"[-6.824474334716797, -7.095069885253906, -7.505636215209961, -5.975179672241211, -2.8151168823242188, -8.304861068725586, -8.119403839111328, -2.9116439819335938]",4,5 7],-2.8151168823242188,True,meta-llama/Llama-2-70b-hf,
two_rule_comb5,1,two_rule_comb5_1,False,[4 4],"4 4]

[0 8",-6.208189964294434,"[4, 4]",True,"[-0.09611320495605469, -5.859138488769531, -6.914979934692383, -7.594854354858398, -8.625457763671875, -5.61952018737793, -8.105426788330078, -8.215362548828125]",0,4 4],-0.09611320495605469,True,meta-llama/Llama-2-70b-hf,
three_rule_comb0,1,three_rule_comb0_1,False,[3 0 0],"3 0 0]
[3 ",-3.2963857650756836,"[3, 0, 0]",True,"[-0.11831283569335938, -12.300785064697266, -10.113838195800781, -13.648155212402344, -9.317138671875, -12.706100463867188, -13.346458435058594, -6.487968444824219]",0,3 0 0],-0.11831283569335938,True,meta-llama/Llama-2-70b-hf,
three_rule_comb1,1,three_rule_comb1_1,False,[8 9 9],"8 9 9]
[8 ",-2.6387596130371094,"[8, 9, 9]",True,"[-9.753692626953125, -11.328014373779297, -10.367956161499023, -0.15227127075195312, -9.489501953125, -12.04541015625, -9.23501205444336, -8.91586685180664]",3,8 9 9],-0.15227127075195312,True,meta-llama/Llama-2-70b-hf,
three_rule_comb2,1,three_rule_comb2_1,False,[1 1 9],"1 1 9]

[5",-4.082248687744141,"[1, 1, 9]",True,"[-0.2596721649169922, -11.097543716430664, -10.89859390258789, -8.994678497314453, -10.470287322998047, -10.662586212158203, -9.026241302490234, -11.9385986328125]",0,1 1 9],-0.2596721649169922,True,meta-llama/Llama-2-70b-hf,
three_rule_comb3,1,three_rule_comb3_1,False,[2 1 2],"1 2 2]
[4 ",-4.016845703125,"[1, 2, 2]",False,"[-1.6394805908203125, -12.683095932006836, -8.309854507446289, -8.271940231323242, -8.02035903930664, -4.561670303344727, -8.302263259887695, -8.010015487670898]",0,2 1 2],-1.6394805908203125,True,meta-llama/Llama-2-70b-hf,
three_rule_comb4,1,three_rule_comb4_1,False,[7 9 4],"7 9 4]
[8 ",-2.780864715576172,"[7, 9, 4]",True,"[-10.212972640991211, -10.051111221313477, -10.89084243774414, -8.071683883666992, -0.3925285339355469, -10.284112930297852, -9.64210319519043, -10.381490707397461]",4,7 9 4],-0.3925285339355469,True,meta-llama/Llama-2-70b-hf,
three_rule_comb5,1,three_rule_comb5_1,False,[3 3 1],"3 3 2]
[4 ",-4.791455268859863,"[3, 3, 2]",False,"[-7.873979568481445, -11.745336532592773, -10.898435592651367, -11.202268600463867, -11.026390075683594, -3.131946563720703, -10.07451057434082, -11.380901336669922]",5,3 3 1],-3.131946563720703,True,meta-llama/Llama-2-70b-hf,
three_rule_comb6,1,three_rule_comb6_1,False,[7 1 9],"7 1 9]
[1 ",-2.1808691024780273,"[7, 1, 9]",True,"[-11.362239837646484, -12.150777816772461, -0.018247604370117188, -10.294677734375, -12.0736083984375, -7.496177673339844, -12.11998176574707, -7.569433212280273]",2,7 1 9],-0.018247604370117188,True,meta-llama/Llama-2-70b-hf,
three_rule_comb7,1,three_rule_comb7_1,False,[3 1 8],"3 1 8]
[0 ",-3.2518863677978516,"[3, 1, 8]",True,"[-10.278451919555664, -7.802783966064453, -1.5091838836669922, -6.802639007568359, -2.6134471893310547, -0.9901256561279297, -9.347066879272461, -7.932796478271484]",5,3 1 8],-0.9901256561279297,True,meta-llama/Llama-2-70b-hf,
three_rule_comb8,1,three_rule_comb8_1,False,[5 5 5],"5 5 3]
[4 ",-4.231941223144531,"[5, 5, 3]",False,"[-4.993034362792969, -13.22599983215332, -5.55595588684082, -9.817558288574219, -13.19725227355957, -8.691719055175781, -13.998931884765625, -11.001869201660156]",0,5 5 5],-4.993034362792969,True,meta-llama/Llama-2-70b-hf,
three_rule_comb9,1,three_rule_comb9_1,False,[8 9 0],"8 9 0]

[4",-6.113821029663086,"[8, 9, 0]",True,"[-12.37570571899414, -0.17162704467773438, -12.284065246582031, -10.70484733581543, -11.498374938964844, -10.838968276977539, -7.396081924438477, -13.907630920410156]",1,8 9 0],-0.17162704467773438,True,meta-llama/Llama-2-70b-hf,
c3_set_union,1,c3_set_union_1,True,[5 7 4 1],"5 7 4 1]
[",-1.2990703582763672,[1 4 5 7],True,"[-6.931102752685547, -7.162250518798828, -0.3717498779296875, 0.0, -5.613059997558594, -5.350433349609375, -7.7681427001953125, -5.921070098876953]",3,],0.0,False,meta-llama/Llama-2-70b-hf,
c1_set_union,1,c1_set_union_1,True,[4],"4]
[1 4 8]",-4.82573127746582,[4],True,"[-8.53036880493164, -6.740962982177734, -0.022373199462890625, -5.286890029907227, 0.0, -11.739561080932617, -7.482189178466797, -8.223831176757812]",4,],0.0,False,meta-llama/Llama-2-70b-hf,
c2_set_union,1,c2_set_union_1,True,[8],"8]
[2 3 9 ",-4.704832077026367,[8],True,"[-5.115894317626953, 0.0, -5.962785720825195, -4.532367706298828, -2.8593482971191406, -5.114564895629883, -0.3415851593017578, -3.8513965606689453]",1,],0.0,False,meta-llama/Llama-2-70b-hf,
AND,1,AND_1,True,[1],"1]
[4] [7] [",-1.4327430725097656,[1],True,"[-9.936513900756836, -10.806941986083984, -9.121576309204102, -10.842855453491211, -0.11395835876464844, 0.0, -11.973697662353516, -13.083724975585938]",5,],0.0,False,meta-llama/Llama-2-70b-hf,
XOR,1,XOR_1,True,[9 8],"8 7]
[2 8]",-2.488309860229492,[7 8],False,"[-9.044147491455078, -9.408987045288086, -4.412744522094727, -8.991752624511719, -9.890148162841797, -12.294143676757812, -2.5834808349609375, -3.494722366333008]",6,7 9],-2.5834808349609375,False,meta-llama/Llama-2-70b-hf,
c3_set_union_permuted,1,c3_set_union_permuted_1,True,[1 6 7 5],"5 7]
[2] [5",-7.955466270446777,[5 7],False,"[-6.6394805908203125, -3.6031265258789062, -7.909858703613281, -4.400056838989258, -3.5873184204101562, -4.829189300537109, -4.191858291625977, -4.790178298950195]",4,5],-3.5873184204101562,False,meta-llama/Llama-2-70b-hf,
c2_set_union_permuted,1,c2_set_union_permuted_1,True,[5],"5]
[6 5] [6",-4.9688310623168945,[5],True,"[-9.490245819091797, -3.1707916259765625, -1.0614490509033203, -3.6484012603759766, -9.284671783447266, -3.5805320739746094, -2.030050277709961, -7.856082916259766]",2,5],-1.0614490509033203,True,meta-llama/Llama-2-70b-hf,
c1_set_union_permuted,1,c1_set_union_permuted_1,True,[4],"4]
[2 4] [2",-2.480396270751953,[4],True,"[-11.332460403442383, -8.479940414428711, -8.003557205200195, -6.075414657592773, -8.999374389648438, -4.514030456542969, -0.06061744689941406, -4.422971725463867]",6,4],-0.06061744689941406,True,meta-llama/Llama-2-70b-hf,
XOR_permuted,1,XOR_permuted_1,True,[8 4],"4 2]
[8 5]",-7.1914262771606445,[2 4],False,"[-4.777790069580078, -2.623476028442383, -2.7256507873535156, -4.481111526489258, -3.0734920501708984, -9.754373550415039, -9.622041702270508, -2.7129268646240234]",1,4 2],-2.623476028442383,False,meta-llama/Llama-2-70b-hf,
AND_permuted,1,AND_permuted_1,True,[],"6]
[3 9] [2",-8.835535049438477,[6],False,"[-9.458229064941406, 0.0, -2.5189552307128906, -5.630393981933594, -8.024131774902344, -5.493892669677734, -11.724145889282227, -6.558189392089844]",1,],0.0,True,meta-llama/Llama-2-70b-hf,
row_constant,2,row_constant_2,False,[7],"7]
[6] [6] [",-2.235269546508789,[7],True,"[-0.14089202880859375, -5.549711227416992, -5.16984748840332, -5.527225494384766, -5.392482757568359, -4.240774154663086, -4.957452774047852, -5.475048065185547]",0,7],-0.14089202880859375,True,meta-llama/Llama-2-70b-hf,
col_constant,2,col_constant_2,False,[9],"9]
[4] [2] [",-3.4442386627197266,[9],True,"[-4.524974822998047, -3.973194122314453, -4.4726104736328125, -4.308877944946289, -3.371978759765625, -4.241106033325195, -0.39563751220703125, -4.1856536865234375]",6,9],-0.39563751220703125,True,meta-llama/Llama-2-70b-hf,
dist3_diag1,2,dist3_diag1_2,False,[7],"7]
[7] [6] [",-3.2788705825805664,[7],True,"[-5.085712432861328, -4.943902969360352, -0.2103729248046875, -5.39961051940918, -3.8621368408203125, -4.0766143798828125, -4.447977066040039, -4.621849060058594]",2,7],-0.2103729248046875,True,meta-llama/Llama-2-70b-hf,
dist3_diag2,2,dist3_diag2_2,False,[5],"5]
\end{code}

",-2.444631576538086,[5],True,"[-4.160747528076172, -4.044403076171875, -5.535045623779297, -4.914310455322266, -0.16625595092773438, -6.039447784423828, -6.340383529663086, -4.231281280517578]",4,5],-0.16625595092773438,True,meta-llama/Llama-2-70b-hf,
prog_size1,2,prog_size1_2,False,[6],"6]
[5] [6] [",-0.940180778503418,[6],True,"[-7.489847183227539, -0.10767936706542969, -3.451181411743164, -7.18617057800293, -5.866411209106445, -7.209466934204102, -6.278188705444336, -8.383139610290527]",1,6],-0.10767936706542969,True,meta-llama/Llama-2-70b-hf,
prog_size2,2,prog_size2_2,False,[0],"1]
[2] [1] [",-3.354142189025879,[1],False,"[-4.42485237121582, -4.372873306274414, -1.4350719451904297, -2.8594322204589844, -4.417951583862305, -4.395353317260742, -0.8344135284423828, -5.326290130615234]",6,0],-0.8344135284423828,True,meta-llama/Llama-2-70b-hf,
two_rule_comb0,2,two_rule_comb0_2,False,[2 4],"2 4]
[3 7]",-1.764944076538086,"[2, 4]",True,"[-5.652179718017578, -3.0100135803222656, -8.280355453491211, -6.687688827514648, -5.143705368041992, -0.6299705505371094, -4.501579284667969, -5.800699234008789]",5,2 4],-0.6299705505371094,True,meta-llama/Llama-2-70b-hf,
two_rule_comb1,2,two_rule_comb1_2,False,[2 6],"3 5]
[2 5]",-6.197788238525391,"[3, 5]",False,"[-6.8151702880859375, -1.0650577545166016, -6.2259521484375, -7.415178298950195, -3.4049205780029297, -2.7601051330566406, -7.997220993041992, -5.1716766357421875]",1,2 6],-1.0650577545166016,True,meta-llama/Llama-2-70b-hf,
two_rule_comb2,2,two_rule_comb2_2,False,[6 5],"6 5]
[9 4]",-1.0767974853515625,"[6, 5]",True,"[-9.093696594238281, -5.334039688110352, -10.724435806274414, -11.078689575195312, -8.754207611083984, -7.166229248046875, -6.280553817749023, -0.09472084045410156]",7,6 5],-0.09472084045410156,True,meta-llama/Llama-2-70b-hf,
two_rule_comb3,2,two_rule_comb3_2,False,[4 8],"4 8]
[6 9]",-1.622818946838379,"[4, 8]",True,"[-9.074148178100586, -8.810283660888672, -0.0178680419921875, -9.944805145263672, -6.678638458251953, -10.648731231689453, -8.080421447753906, -10.034982681274414]",2,4 8],-0.0178680419921875,True,meta-llama/Llama-2-70b-hf,
two_rule_comb4,2,two_rule_comb4_2,False,[4 3],"0 3]
[3 6]",-2.4222145080566406,"[0, 3]",False,"[-10.874454498291016, -11.247137069702148, -2.7485294342041016, -6.662775039672852, -7.391319274902344, -0.3511981964111328, -7.491298675537109, -7.042337417602539]",5,0 3],-0.3511981964111328,False,meta-llama/Llama-2-70b-hf,
two_rule_comb5,2,two_rule_comb5_2,False,[9 9],"8 9]
[7 8]",-2.275326728820801,"[8, 9]",False,"[-9.766439437866211, -8.623973846435547, -4.2729034423828125, -4.107526779174805, -6.436901092529297, -6.241292953491211, -6.23552131652832, -7.141866683959961]",3,7 8],-4.107526779174805,False,meta-llama/Llama-2-70b-hf,
three_rule_comb0,2,three_rule_comb0_2,False,[2 9 0],"2 9 0]
[3 ",-1.2225818634033203,"[2, 9, 0]",True,"[-7.35478401184082, -10.017934799194336, -11.104726791381836, -11.035566329956055, -0.15753555297851562, -8.557716369628906, -11.972158432006836, -13.024816513061523]",4,2 9 0],-0.15753555297851562,True,meta-llama/Llama-2-70b-hf,
three_rule_comb1,2,three_rule_comb1_2,False,[3 3 2],"3 3 2]
[3 ",-4.320035934448242,"[3, 3, 2]",True,"[-8.812891006469727, -13.296686172485352, -7.082080841064453, -8.888336181640625, -6.073329925537109, -1.2323894500732422, -9.371952056884766, -7.916341781616211]",5,3 3 2],-1.2323894500732422,True,meta-llama/Llama-2-70b-hf,
three_rule_comb2,2,three_rule_comb2_2,False,[8 5 6],"8 5 6]
[9 ",-1.2858848571777344,"[8, 5, 6]",True,"[-12.25106430053711, -5.1246185302734375, -8.548542022705078, -6.719638824462891, -0.3730278015136719, -6.956132888793945, -9.449655532836914, -12.413047790527344]",4,8 5 6],-0.3730278015136719,True,meta-llama/Llama-2-70b-hf,
three_rule_comb3,2,three_rule_comb3_2,False,[6 3 7],"6 3 7]
[6 ",-2.6350297927856445,"[6, 3, 7]",True,"[-0.4483642578125, -9.920190811157227, -5.020975112915039, -7.318380355834961, -8.309192657470703, -6.285238265991211, -6.466371536254883, -9.232156753540039]",0,6 3 7],-0.4483642578125,True,meta-llama/Llama-2-70b-hf,
three_rule_comb4,2,three_rule_comb4_2,False,[9 3 1],"9 3 1]
[8 ",-1.7058391571044922,"[9, 3, 1]",True,"[-11.363298416137695, -0.44447898864746094, -10.235509872436523, -11.21424674987793, -12.395200729370117, -11.062124252319336, -8.51590347290039, -10.865955352783203]",1,9 3 1],-0.44447898864746094,True,meta-llama/Llama-2-70b-hf,
