problem_type,problem_ind,problem_id,perm_invariant,correct_answer,generated_response,generated_response_sum_logprob,generated_response_pred_set,generated_response_correct,mc_answer_logprobs,mc_response_index,mc_response,mc_response_sum_logprob,mc_response_correct,model,revision,instruct
three_rule_comb4,0,three_rule_comb4_0,False,[8 7 0],"8 7 0]
[7 2 0]",-4.333950042724609,"[8, 7, 0]",True,"[-8.627038955688477, -8.367015838623047, -7.52427864074707, -2.8936233520507812, -7.357824325561523, -7.95182991027832, -7.986200332641602, -8.339996337890625]",3,8 7 0],-2.8936233520507812,True,allenai/OLMo-7B,step541000-tokens2393B,False
three_rule_comb5,0,three_rule_comb5_0,False,[5 0 7],"5 0 7]
[1 3 5]",-1.8784503936767578,"[5, 0, 7]",True,"[-17.307083129882812, -0.16103744506835938, -9.017831802368164, -3.8244857788085938, -10.264017105102539, -11.37193489074707, -8.904548645019531, -17.886104583740234]",1,5 0 7],-0.16103744506835938,True,allenai/OLMo-7B,step541000-tokens2393B,False
three_rule_comb6,0,three_rule_comb6_0,False,[0 1 6],"0 1 6]
[3 9 6]",-3.4792728424072266,"[0, 1, 6]",True,"[-9.124885559082031, -5.40101432800293, -12.179431915283203, -4.967685699462891, -0.7833881378173828, -7.277257919311523, -9.453678131103516, -7.867650985717773]",4,0 1 6],-0.7833881378173828,True,allenai/OLMo-7B,step541000-tokens2393B,False
three_rule_comb7,0,three_rule_comb7_0,False,[5 4 8],"5 4 2]
[6 9 4]",-2.2679977416992188,"[5, 4, 2]",False,"[-8.362638473510742, -8.991111755371094, -8.612607955932617, -4.286380767822266, -6.680456161499023, -8.4210205078125, -7.553327560424805, -6.721151351928711]",3,5 4 8],-4.286380767822266,True,allenai/OLMo-7B,step541000-tokens2393B,False
three_rule_comb8,0,three_rule_comb8_0,False,[8 1 2],"8 2 5]
[7 3 8]",-2.9749832153320312,"[8, 2, 5]",False,"[-3.918485641479492, -11.626304626464844, -8.600698471069336, -8.333494186401367, -9.351644515991211, -10.041114807128906, -6.840854644775391, -10.023929595947266]",0,8 1 2],-3.918485641479492,True,allenai/OLMo-7B,step541000-tokens2393B,False
three_rule_comb9,0,three_rule_comb9_0,False,[5 7 3],"5 5 3]
[6 6 4]",-1.2329940795898438,"[5, 5, 3]",False,"[-7.208688735961914, -8.371925354003906, -5.820074081420898, -8.49399185180664, -6.401588439941406, -5.799322128295898, -8.360784530639648, -7.010128021240234]",5,7 5 5],-5.799322128295898,False,allenai/OLMo-7B,step541000-tokens2393B,False
c3_set_union,0,c3_set_union_0,True,[6 4 1 9],"6 4 9]
[6 4 9]",-5.370031356811523,[4 6 9],False,"[-8.045604705810547, -3.354076385498047, -2.4500255584716797, -6.776090621948242, -3.0254993438720703, 0.0, -1.8909072875976562, -7.325412750244141]",5,],0.0,False,allenai/OLMo-7B,step541000-tokens2393B,False
c1_set_union,0,c1_set_union_0,True,[4],"4]
[7 1] [7]",-2.9294471740722656,[4],True,"[-9.167537689208984, -10.979480743408203, -5.247447967529297, -0.04040336608886719, -6.5941619873046875, -6.9732818603515625, -8.661844253540039, -11.51406478881836]",3,4],-0.04040336608886719,True,allenai/OLMo-7B,step541000-tokens2393B,False
c2_set_union,0,c2_set_union_0,True,[9],"6]
[6] [6] [",-5.990659713745117,[6],False,"[-3.701353073120117, 0.0, -1.8866729736328125, -4.497779846191406, -5.288125991821289, -4.6556854248046875, -3.902151107788086, -5.375858306884766]",1,],0.0,False,allenai/OLMo-7B,step541000-tokens2393B,False
AND,0,AND_0,True,[4],"4]
[1 5] [6 5",-2.5962371826171875,[4],True,"[-11.08647346496582, -9.533742904663086, -12.213308334350586, -4.683477401733398, -9.86239242553711, -0.10156059265136719, -7.551767349243164, -7.384662628173828]",5,4],-0.10156059265136719,True,allenai/OLMo-7B,step541000-tokens2393B,False
XOR,0,XOR_0,True,[4 3],"3 1]
[3 6] [1",-4.85496711730957,[1 3],False,"[-15.518566131591797, -7.204875946044922, -7.679155349731445, -7.717815399169922, -3.969430923461914, -2.995594024658203, -3.7434349060058594, -10.064517974853516]",5,6 1],-2.995594024658203,False,allenai/OLMo-7B,step541000-tokens2393B,False
c3_set_union_permuted,0,c3_set_union_permuted_0,True,[2 6 5 3],"3 6]
[4 6] [3",-5.764213562011719,[3 6],False,"[0.0, -8.189142227172852, -2.648895263671875, -4.121793746948242, -2.8598480224609375, -7.02739143371582, -11.388336181640625, -5.006843566894531]",0,],0.0,False,allenai/OLMo-7B,step541000-tokens2393B,False
c2_set_union_permuted,0,c2_set_union_permuted_0,True,[5],"1 5] [5]
[1]",-6.0141143798828125,[1 5],False,"[-2.242490768432617, -2.733121871948242, -3.300138473510742, -9.708227157592773, -6.425851821899414, -4.659589767456055, -5.892412185668945, -9.407323837280273]",0,5],-2.242490768432617,True,allenai/OLMo-7B,step541000-tokens2393B,False
c1_set_union_permuted,0,c1_set_union_permuted_0,True,[0],"0]
[9 0] [0]",-5.2181854248046875,[0],True,"[-4.275766372680664, -3.5287113189697266, -3.9485740661621094, -1.2743759155273438, -3.957141876220703, -1.9646415710449219, -8.724678039550781, 0.0]",7,],0.0,False,allenai/OLMo-7B,step541000-tokens2393B,False
XOR_permuted,0,XOR_permuted_0,True,[4 0],"4 0]
[8 4] [4",-2.9051876068115234,[0 4],True,"[-15.489645004272461, -1.7142810821533203, -8.529205322265625, -13.732256889343262, -1.5773334503173828, -5.4227752685546875, 0.0, -13.35373306274414]",6,],0.0,False,allenai/OLMo-7B,step541000-tokens2393B,False
AND_permuted,0,AND_permuted_0,True,[],"3] [2]
[2] [",-6.015665054321289,[3],False,"[-6.717018127441406, -5.161582946777344, -12.654214859008789, -12.785833358764648, 0.0, -9.642457962036133, -1.5956401824951172, -5.290266036987305]",4,],0.0,True,allenai/OLMo-7B,step541000-tokens2393B,False
row_constant,1,row_constant_1,False,[4],"4]
[8] [8] [",-2.643665313720703,[4],True,"[-6.208650588989258, -6.6966753005981445, -7.250453948974609, -5.782463073730469, -6.607481002807617, -0.03336334228515625, -5.584897994995117, -4.404230117797852]",5,4],-0.03336334228515625,True,allenai/OLMo-7B,step541000-tokens2393B,False
col_constant,1,col_constant_1,False,[9],"9]
[6] [0] [",-0.23042869567871094,[9],True,"[-0.044467926025390625, -6.49775505065918, -5.27741813659668, -5.969308853149414, -4.612680435180664, -6.302448272705078, -5.485506057739258, -5.240848541259766]",0,9],-0.044467926025390625,True,allenai/OLMo-7B,step541000-tokens2393B,False
dist3_diag1,1,dist3_diag1_1,False,[4],"4] [2]
[8] [",-3.243196487426758,[4],True,"[-3.327180862426758, -2.227724075317383, -3.441793441772461, -4.742076873779297, -0.4298057556152344, -4.80644416809082, -4.420261383056641, -4.545463562011719]",4,4],-0.4298057556152344,True,allenai/OLMo-7B,step541000-tokens2393B,False
dist3_diag2,1,dist3_diag2_1,False,[5],"5]
[5] [3] [",-2.211118698120117,[5],True,"[-0.1862010955810547, -5.463655471801758, -3.9133548736572266, -3.841899871826172, -3.5256481170654297, -3.7575626373291016, -4.633989334106445, -3.143117904663086]",0,5],-0.1862010955810547,True,allenai/OLMo-7B,step541000-tokens2393B,False
prog_size1,1,prog_size1_1,False,[5],"5]
[4] [5] [",-0.7882575988769531,[5],True,"[-4.499615669250488, -5.425054550170898, -3.8928775787353516, -3.762399673461914, -4.4796037673950195, -4.746987342834473, -0.35404205322265625, -1.6544761657714844]",6,5],-0.35404205322265625,True,allenai/OLMo-7B,step541000-tokens2393B,False
prog_size2,1,prog_size2_1,False,[9],"9]
[7] [9] [",-1.2919368743896484,[9],True,"[-4.342986106872559, -4.077693939208984, -0.6507110595703125, -3.3671226501464844, -3.284147262573242, -2.588613510131836, -4.343280792236328, -4.145290374755859]",2,9],-0.6507110595703125,True,allenai/OLMo-7B,step541000-tokens2393B,False
two_rule_comb0,1,two_rule_comb0_1,False,[7 0],"7 0]
[8 9] [8",-1.3467788696289062,"[7, 0]",True,"[-0.056781768798828125, -10.780067443847656, -6.647823333740234, -10.48794174194336, -6.479154586791992, -9.781299591064453, -9.244510650634766, -7.42204475402832]",0,7 0],-0.056781768798828125,True,allenai/OLMo-7B,step541000-tokens2393B,False
two_rule_comb1,1,two_rule_comb1_1,False,[8 9],"9 8]
[7 2] [2",-4.914684295654297,"[9, 8]",False,"[-2.7415523529052734, -4.203571319580078, -2.951974868774414, -2.1361331939697266, -3.101419448852539, -4.465253829956055, -2.321157455444336, -4.198751449584961]",3,9 8],-2.1361331939697266,False,allenai/OLMo-7B,step541000-tokens2393B,False
two_rule_comb2,1,two_rule_comb2_1,False,[0 7],"1 7]
[1 6] [3",-4.21343994140625,"[1, 7]",False,"[-5.987771987915039, -6.0746612548828125, -5.921791076660156, -5.547161102294922, -6.892910003662109, -6.131891250610352, -1.570779800415039, -6.191547393798828]",6,0 7],-1.570779800415039,True,allenai/OLMo-7B,step541000-tokens2393B,False
two_rule_comb3,1,two_rule_comb3_1,False,[9 0],"9 0]
[5 9] [9",-2.4853572845458984,"[9, 0]",True,"[-7.300113677978516, -7.023895263671875, -5.933376312255859, -5.210268020629883, -0.7972583770751953, -6.002227783203125, -7.537254333496094, -4.995752334594727]",4,9 0],-0.7972583770751953,True,allenai/OLMo-7B,step541000-tokens2393B,False
two_rule_comb4,1,two_rule_comb4_1,False,[5 7],"5 5]
[4 4] [5",-1.8306503295898438,"[5, 5]",False,"[-6.562162399291992, -6.028984069824219, -7.432167053222656, -4.365755081176758, -3.908967971801758, -5.921903610229492, -5.939714431762695, -4.578657150268555]",4,5 7],-3.908967971801758,True,allenai/OLMo-7B,step541000-tokens2393B,False
two_rule_comb5,1,two_rule_comb5_1,False,[4 4],"4 4]
[3 5] [4",-0.2061481475830078,"[4, 4]",True,"[-0.04442024230957031, -7.443546295166016, -7.378978729248047, -5.238077163696289, -10.284515380859375, -6.3928375244140625, -8.987009048461914, -11.037444114685059]",0,4 4],-0.04442024230957031,True,allenai/OLMo-7B,step541000-tokens2393B,False
three_rule_comb0,1,three_rule_comb0_1,False,[3 0 0],"3 0 0]
[6 6 1]",-3.208292007446289,"[3, 0, 0]",True,"[-0.06620025634765625, -14.435552597045898, -10.147920608520508, -15.594623565673828, -8.469621658325195, -15.179311752319336, -13.447202682495117, -6.216575622558594]",0,3 0 0],-0.06620025634765625,True,allenai/OLMo-7B,step541000-tokens2393B,False
three_rule_comb1,1,three_rule_comb1_1,False,[8 9 9],"1 9 9]
[1 6 8]",-7.721921920776367,"[1, 9, 9]",False,"[-7.4738006591796875, -7.401079177856445, -8.666158676147461, -5.484773635864258, -6.753253936767578, -7.323766708374023, -6.295841217041016, -8.533201217651367]",3,8 9 9],-5.484773635864258,True,allenai/OLMo-7B,step541000-tokens2393B,False
three_rule_comb2,1,three_rule_comb2_1,False,[1 1 9],"1 1 9]
[5 4 10]",-3.930999755859375,"[1, 1, 9]",True,"[-0.7880268096923828, -13.231279373168945, -9.376005172729492, -5.24949836730957, -10.735296249389648, -11.773666381835938, -6.399753570556641, -12.839914321899414]",0,1 1 9],-0.7880268096923828,True,allenai/OLMo-7B,step541000-tokens2393B,False
three_rule_comb3,1,three_rule_comb3_1,False,[2 1 2],"2 2 5]
[5 2 0]",-5.347454071044922,"[2, 2, 5]",False,"[-3.1728954315185547, -15.629865646362305, -6.651546478271484, -7.270320892333984, -7.545413970947266, -3.8291015625, -6.122234344482422, -5.190982818603516]",0,2 1 2],-3.1728954315185547,True,allenai/OLMo-7B,step541000-tokens2393B,False
three_rule_comb4,1,three_rule_comb4_1,False,[7 9 4],"7 9 6]
[8 9 6]",-5.585693359375,"[7, 9, 6]",False,"[-7.637250900268555, -4.28559684753418, -6.99742317199707, -5.640979766845703, -2.762603759765625, -6.971233367919922, -6.632671356201172, -6.526866912841797]",4,7 9 4],-2.762603759765625,True,allenai/OLMo-7B,step541000-tokens2393B,False
three_rule_comb5,1,three_rule_comb5_1,False,[3 3 1],"3 4 3]
[5 3 3]",-4.585287094116211,"[3, 4, 3]",False,"[-7.011600494384766, -12.132261276245117, -11.155057907104492, -13.26369857788086, -12.444463729858398, -4.23777961730957, -9.060857772827148, -12.194974899291992]",5,3 3 1],-4.23777961730957,True,allenai/OLMo-7B,step541000-tokens2393B,False
three_rule_comb6,1,three_rule_comb6_1,False,[7 1 9],"7 1 9]
[1 3 4]",-1.3520545959472656,"[7, 1, 9]",True,"[-11.019086837768555, -8.202737808227539, -0.1660900115966797, -10.639999389648438, -10.146915435791016, -8.753873825073242, -8.690109252929688, -4.9504852294921875]",2,7 1 9],-0.1660900115966797,True,allenai/OLMo-7B,step541000-tokens2393B,False
three_rule_comb7,1,three_rule_comb7_1,False,[3 1 8],"3 1 7]
[1 9 7]",-2.509368896484375,"[3, 1, 7]",False,"[-9.800601959228516, -8.896217346191406, -2.534261703491211, -6.009437561035156, -4.844175338745117, -2.191875457763672, -12.342132568359375, -9.877887725830078]",5,3 1 8],-2.191875457763672,True,allenai/OLMo-7B,step541000-tokens2393B,False
three_rule_comb8,1,three_rule_comb8_1,False,[5 5 5],"5 8 2]
[4 6 1]",-0.6747760772705078,"[5, 8, 2]",False,"[-10.381647109985352, -12.336996078491211, -5.602163314819336, -11.101154327392578, -12.523492813110352, -7.011781692504883, -10.701391220092773, -14.292684555053711]",2,1 9 1],-5.602163314819336,False,allenai/OLMo-7B,step541000-tokens2393B,False
three_rule_comb9,1,three_rule_comb9_1,False,[8 9 0],"8 9 0]
[7 8 1]",-0.4230022430419922,"[8, 9, 0]",True,"[-12.050971984863281, -0.12499237060546875, -14.097709655761719, -10.822957992553711, -12.42135238647461, -12.527214050292969, -6.513555526733398, -13.542421340942383]",1,8 9 0],-0.12499237060546875,True,allenai/OLMo-7B,step541000-tokens2393B,False
c3_set_union,1,c3_set_union_1,True,[5 7 4 1],"7 4]
[7 5] [1",-5.974094390869141,[4 7],False,"[-3.254007339477539, -2.120126724243164, -6.151882171630859, 0.0, -4.780529022216797, -5.801973342895508, -3.2791080474853516, -5.80023193359375]",3,],0.0,False,allenai/OLMo-7B,step541000-tokens2393B,False
c1_set_union,1,c1_set_union_1,True,[4],"4]
[1 5] [1]",-3.192991256713867,[4],True,"[-8.388322830200195, -6.926189422607422, -0.10765838623046875, -7.038095474243164, 0.0, -10.202014923095703, -5.945096969604492, -9.371543884277344]",4,],0.0,False,allenai/OLMo-7B,step541000-tokens2393B,False
c2_set_union,1,c2_set_union_1,True,[8],"8]
[2] [2 8]",-5.325918197631836,[8],True,"[-5.231035232543945, 0.0, -5.213100433349609, -2.5705013275146484, -4.288795471191406, -5.174373626708984, -1.1900711059570312, -2.557788848876953]",1,],0.0,False,allenai/OLMo-7B,step541000-tokens2393B,False
AND,1,AND_1,True,[1],"1]
[4] [7] [",-2.228221893310547,[1],True,"[-9.733495712280273, -11.892196655273438, -8.890844345092773, -11.886114120483398, -0.028608322143554688, 0.0, -13.054954528808594, -14.744741439819336]",5,],0.0,False,allenai/OLMo-7B,step541000-tokens2393B,False
XOR,1,XOR_1,True,[9 8],"2 9]
[2 8] [2",-5.532634735107422,[2 9],False,"[-9.349679946899414, -8.795799255371094, -2.771940231323242, -10.25629997253418, -10.489908218383789, -13.908632278442383, -3.6155452728271484, -2.7569580078125]",7,7 2],-2.7569580078125,False,allenai/OLMo-7B,step541000-tokens2393B,False
c3_set_union_permuted,1,c3_set_union_permuted_1,True,[1 6 7 5],"6 7]
[1 6] [5",-5.522377014160156,[6 7],False,"[-11.368009567260742, -3.275239944458008, -7.8919219970703125, -3.2881698608398438, -6.12530517578125, -3.85003662109375, -5.407312393188477, -4.728679656982422]",1,7 6],-3.275239944458008,False,allenai/OLMo-7B,step541000-tokens2393B,False
c2_set_union_permuted,1,c2_set_union_permuted_1,True,[5],"6]
[5] [5 4]",-5.148342132568359,[6],False,"[-9.884695053100586, -3.013134002685547, -3.023090362548828, -3.785717010498047, -8.130790710449219, -4.092809677124023, -1.7619304656982422, -7.149787902832031]",6,6],-1.7619304656982422,False,allenai/OLMo-7B,step541000-tokens2393B,False
c1_set_union_permuted,1,c1_set_union_permuted_1,True,[4],"4]
[1 3] [1]",-3.5167980194091797,[4],True,"[-9.710502624511719, -7.549661636352539, -4.172698974609375, -3.5902938842773438, -7.626049041748047, -2.421903610229492, -0.6225624084472656, -4.516199111938477]",6,4],-0.6225624084472656,True,allenai/OLMo-7B,step541000-tokens2393B,False
XOR_permuted,1,XOR_permuted_1,True,[8 4],"8 4]
[5 4] [4",-5.166753768920898,[4 8],True,"[-5.1153106689453125, -3.301797866821289, -2.2664413452148438, -4.638700485229492, -3.90081787109375, -9.30982780456543, -11.297426223754883, -2.4344825744628906]",2,8 4],-2.2664413452148438,True,allenai/OLMo-7B,step541000-tokens2393B,False
AND_permuted,1,AND_permuted_1,True,[],"3] [2]
[9] [",-6.528858184814453,[3],False,"[-9.142356872558594, 0.0, -3.4362850189208984, -4.295585632324219, -9.989452362060547, -4.553966522216797, -10.959762573242188, -4.690662384033203]",1,],0.0,True,allenai/OLMo-7B,step541000-tokens2393B,False
row_constant,2,row_constant_2,False,[7],"7] [7]
[6] [",-2.7655467987060547,[7],True,"[-0.03982734680175781, -5.478981018066406, -6.156380653381348, -6.438950538635254, -5.481334686279297, -5.769925117492676, -5.498224258422852, -5.44842529296875]",0,7],-0.03982734680175781,True,allenai/OLMo-7B,step541000-tokens2393B,False
col_constant,2,col_constant_2,False,[9],"9]
[4] [2] [",-0.3378257751464844,[9],True,"[-4.888296127319336, -5.572107315063477, -5.638456344604492, -5.470375061035156, -5.638317108154297, -5.723834991455078, -0.04640007019042969, -6.019557952880859]",6,9],-0.04640007019042969,True,allenai/OLMo-7B,step541000-tokens2393B,False
dist3_diag1,2,dist3_diag1_2,False,[7],4] [3] [2] [1,-2.4900741577148438,[4],False,"[-3.6791725158691406, -3.3216018676757812, -1.4503173828125, -5.030422210693359, -0.5314064025878906, -4.393735885620117, -3.2782154083251953, -4.264011383056641]",4,4],-0.5314064025878906,False,allenai/OLMo-7B,step541000-tokens2393B,False
dist3_diag2,2,dist3_diag2_2,False,[5],"5]
[5] [2] [",-2.3653316497802734,[5],True,"[-3.434000015258789, -3.586528778076172, -5.671121597290039, -4.522808074951172, -0.20728492736816406, -4.882238388061523, -6.102878570556641, -2.9081649780273438]",4,5],-0.20728492736816406,True,allenai/OLMo-7B,step541000-tokens2393B,False
prog_size1,2,prog_size1_2,False,[6],"6]
[5] [6] [",-0.7539691925048828,[6],True,"[-4.286142349243164, -0.2595405578613281, -2.5247268676757812, -5.491695404052734, -3.8083114624023438, -3.8979148864746094, -3.5342063903808594, -4.2053985595703125]",1,6],-0.2595405578613281,True,allenai/OLMo-7B,step541000-tokens2393B,False
prog_size2,2,prog_size2_2,False,[0],"1]
[2] [1] [",-1.9530029296875,[1],False,"[-3.5736732482910156, -4.038778305053711, -1.0057659149169922, -2.069784164428711, -3.5249128341674805, -3.479795455932617, -1.1374492645263672, -4.73470401763916]",2,1],-1.0057659149169922,False,allenai/OLMo-7B,step541000-tokens2393B,False
two_rule_comb0,2,two_rule_comb0_2,False,[2 4],"2 4]
[3 7] [9",-0.68487548828125,"[2, 4]",True,"[-5.037137985229492, -5.085653305053711, -9.145999908447266, -7.638004302978516, -7.294416427612305, -0.18074798583984375, -6.569192886352539, -7.4803009033203125]",5,2 4],-0.18074798583984375,True,allenai/OLMo-7B,step541000-tokens2393B,False
two_rule_comb1,2,two_rule_comb1_2,False,[2 6],"2 6]
[2 6] [3",-4.656152725219727,"[2, 6]",True,"[-6.961986541748047, -0.3704051971435547, -10.23583984375, -6.126800537109375, -4.619762420654297, -6.494379043579102, -13.840658187866211, -5.834625244140625]",1,2 6],-0.3704051971435547,True,allenai/OLMo-7B,step541000-tokens2393B,False
two_rule_comb2,2,two_rule_comb2_2,False,[6 5],"6 5]
[10 0] [7",-2.8290138244628906,"[6, 5]",True,"[-9.75931167602539, -6.470203399658203, -11.856440544128418, -11.873601913452148, -9.703716278076172, -9.694149017333984, -6.891292572021484, -0.024837493896484375]",7,6 5],-0.024837493896484375,True,allenai/OLMo-7B,step541000-tokens2393B,False
two_rule_comb3,2,two_rule_comb3_2,False,[4 8],"4 8]
[1 0] [4",-2.0490474700927734,"[4, 8]",True,"[-7.563877105712891, -6.439701080322266, -0.17963790893554688, -6.139921188354492, -4.089151382446289, -7.0865325927734375, -6.401086807250977, -8.89321517944336]",2,4 8],-0.17963790893554688,True,allenai/OLMo-7B,step541000-tokens2393B,False
two_rule_comb4,2,two_rule_comb4_2,False,[4 3],"4 1]
[3 1] [4",-2.3141841888427734,"[4, 1]",False,"[-8.259618759155273, -9.434928894042969, -2.380098342895508, -3.5845584869384766, -7.688051223754883, -3.5747852325439453, -5.880495071411133, -5.201482772827148]",2,4 3],-2.380098342895508,True,allenai/OLMo-7B,step541000-tokens2393B,False
two_rule_comb5,2,two_rule_comb5_2,False,[9 9],"8 9]
[7 8] [8",-0.6176948547363281,"[8, 9]",False,"[-9.770105361938477, -10.848699569702148, -8.802288055419922, -4.571672439575195, -9.582117080688477, -6.8780107498168945, -5.182710647583008, -7.241611480712891]",3,7 8],-4.571672439575195,False,allenai/OLMo-7B,step541000-tokens2393B,False
three_rule_comb0,2,three_rule_comb0_2,False,[2 9 0],"2 9 0]
[3 10 1]",-2.8883419036865234,"[2, 9, 0]",True,"[-8.86465072631836, -8.064613342285156, -10.129301071166992, -12.987905502319336, -0.025838851928710938, -8.70176887512207, -12.879522323608398, -12.746532440185547]",4,2 9 0],-0.025838851928710938,True,allenai/OLMo-7B,step541000-tokens2393B,False
