problem_type,problem_ind,problem_id,perm_invariant,correct_answer,generated_response,generated_response_sum_logprob,generated_response_pred_set,generated_response_correct,mc_answer_logprobs,mc_response_index,mc_response,mc_response_sum_logprob,mc_response_correct,model,revision
three_rule_comb1,0,three_rule_comb1_0,False,[6 9 0],"6 9 2]
[3 ",-1.5115394592285156,"[6, 9, 2]",False,"[-15.593189239501953, -13.542152404785156, -11.527828216552734, -10.921939849853516, -13.627166748046875, -0.829498291015625, -14.096580505371094, -12.730293273925781]",5,6 9 0],-0.829498291015625,True,google/gemma-7b,
three_rule_comb2,0,three_rule_comb2_0,False,[0 0 1],"0 0 1]
[6 ",-0.7326278686523438,"[0, 0, 1]",True,"[-11.186981201171875, -0.22988128662109375, -4.060493469238281, -14.004842758178711, -15.555095672607422, -13.762840270996094, -12.41967487335205, -15.378402709960938]",1,0 0 1],-0.22988128662109375,True,google/gemma-7b,
three_rule_comb3,0,three_rule_comb3_0,False,[5 1 7],"5 7 3]
[9 ",-3.0077195167541504,"[5, 7, 3]",False,"[-12.982177734375, -10.927383422851562, -11.859199523925781, -10.762741088867188, -4.69683837890625, -5.4708404541015625, -10.555084228515625, -3.4548187255859375]",7,5 1 7],-3.4548187255859375,True,google/gemma-7b,
three_rule_comb4,0,three_rule_comb4_0,False,[8 7 0],"8 7 0]
[7 ",-1.7424564361572266,"[8, 7, 0]",True,"[-8.3128662109375, -8.475261688232422, -5.591770172119141, -1.2079315185546875, -7.940223693847656, -7.680259704589844, -7.601652145385742, -8.787899017333984]",3,8 7 0],-1.2079315185546875,True,google/gemma-7b,
three_rule_comb5,0,three_rule_comb5_0,False,[5 0 7],"5 3 4]
[1 ",-2.3679962158203125,"[5, 3, 4]",False,"[-15.8255615234375, -5.186431884765625, -5.2515869140625, -8.94854736328125, -11.20307731628418, -10.441329956054688, -4.573904991149902, -12.904268264770508]",6,5 3 5],-4.573904991149902,False,google/gemma-7b,
three_rule_comb6,0,three_rule_comb6_0,False,[0 1 6],"0 1 6]
[5 ",-1.1548805236816406,"[0, 1, 6]",True,"[-10.226608276367188, -8.87320327758789, -12.902847290039062, -10.68310546875, -0.023952484130859375, -10.06222915649414, -11.70505142211914, -10.859992980957031]",4,0 1 6],-0.023952484130859375,True,google/gemma-7b,
three_rule_comb7,0,three_rule_comb7_0,False,[5 4 8],"5 4 2]
[8 ",-1.5581588745117188,"[5, 4, 2]",False,"[-9.258480072021484, -10.585766792297363, -9.283775329589844, -4.0397491455078125, -7.9087982177734375, -10.816548347473145, -8.547832489013672, -9.230403900146484]",3,5 4 8],-4.0397491455078125,True,google/gemma-7b,
three_rule_comb8,0,three_rule_comb8_0,False,[8 1 2],"8 1 2]
[7 ",-2.9385414123535156,"[8, 1, 2]",True,"[-1.7850532531738281, -7.761730194091797, -8.172657012939453, -5.493450164794922, -8.275581359863281, -8.19007682800293, -6.105854034423828, -7.825046539306641]",0,8 1 2],-1.7850532531738281,True,google/gemma-7b,
three_rule_comb9,0,three_rule_comb9_0,False,[5 7 3],"5 5 3]
[6 ",-3.5411758422851562,"[5, 5, 3]",False,"[-4.764762878417969, -7.4581146240234375, -5.3645477294921875, -6.36968994140625, -5.120269775390625, -4.4560699462890625, -7.541351318359375, -7.566375732421875]",5,7 5 5],-4.4560699462890625,False,google/gemma-7b,
c3_set_union,0,c3_set_union_0,True,[6 4 1 9],"6 4 1 9]
[",-1.1352653503417969,[1 4 6 9],True,"[-6.509454727172852, -5.791899681091309, -4.302718162536621, -6.872016906738281, -5.498588562011719, 0.0, -4.704878807067871, -0.7246084213256836]",5,],0.0,False,google/gemma-7b,
c1_set_union,0,c1_set_union_0,True,[4],"4]
[6 1] [6",-2.1107444763183594,[4],True,"[-12.160614013671875, -10.325309753417969, -5.8262481689453125, -0.0124359130859375, -9.300498962402344, -8.696868896484375, -11.4202880859375, -12.807846069335938]",3,4],-0.0124359130859375,True,google/gemma-7b,
c2_set_union,0,c2_set_union_0,True,[9],"9]
[6 7] [6",-4.146787643432617,[9],True,"[-2.456859588623047, 0.0, -0.5303764343261719, -5.427642822265625, -5.814128875732422, -4.591800689697266, -3.9171676635742188, -4.094104766845703]",1,],0.0,False,google/gemma-7b,
AND,0,AND_0,True,[4],"4]
[1 4 3]",-3.5329742431640625,[4],True,"[-9.513076782226562, -9.947601318359375, -12.322277069091797, -5.160488128662109, -9.399070739746094, -0.08349227905273438, -7.703189849853516, -8.00320053100586]",5,4],-0.08349227905273438,True,google/gemma-7b,
XOR,0,XOR_0,True,[4 3],"3 6]
[3 6]",-1.9245834350585938,[3 6],False,"[-14.857929229736328, -9.92959213256836, -9.71072769165039, -9.887821197509766, -4.071178436279297, -3.879962921142578, -5.975377082824707, -14.732715606689453]",5,6 1],-3.879962921142578,False,google/gemma-7b,
c3_set_union_permuted,0,c3_set_union_permuted_0,True,[2 6 5 3],"3 5]
[3 6]",-6.155364990234375,[3 5],False,"[0.0, -5.789817810058594, -3.4505844116210938, -3.5232086181640625, -3.313323974609375, -6.509552001953125, -8.408363342285156, -5.4051361083984375]",0,],0.0,False,google/gemma-7b,
c2_set_union_permuted,0,c2_set_union_permuted_0,True,[5],"5 6 1] [6]
",-5.259232044219971,[1 5 6],False,"[-1.86224365234375, -2.421253204345703, -3.0177955627441406, -7.956844329833984, -5.397300720214844, -3.5534896850585938, -5.24468994140625, -9.261924743652344]",0,5],-1.86224365234375,True,google/gemma-7b,
c1_set_union_permuted,0,c1_set_union_permuted_0,True,[0],"0]
[0 3] [3",-3.554340362548828,[0],True,"[-8.221031188964844, -2.8269500732421875, -6.848472595214844, -0.5106925964355469, -7.914421081542969, -1.6625595092773438, -9.553848266601562, 0.0]",7,],0.0,False,google/gemma-7b,
XOR_permuted,0,XOR_permuted_0,True,[4 0],"4 6]
[8 6]",-3.716632843017578,[4 6],False,"[-17.748939514160156, -2.7097702026367188, -9.899768829345703, -14.418220520019531, -1.2413482666015625, -4.781684875488281, 0.0, -14.738971710205078]",6,],0.0,False,google/gemma-7b,
AND_permuted,0,AND_permuted_0,True,[],"1]
[2 3] [9",-5.436920166015625,[1],False,"[-9.497482299804688, -7.1880645751953125, -15.610504150390625, -15.093818664550781, 0.0, -12.137619018554688, -2.3130321502685547, -10.467338562011719]",4,],0.0,True,google/gemma-7b,
row_constant,1,row_constant_1,False,[4],"4]
[2] [2] [",-2.111438751220703,[4],True,"[-4.218814849853516, -4.339814186096191, -5.026985168457031, -4.667030334472656, -5.713733673095703, -0.12075042724609375, -4.573427200317383, -3.3371505737304688]",5,4],-0.12075042724609375,True,google/gemma-7b,
col_constant,1,col_constant_1,False,[9],"9]
[6] [0] [",-0.6198828220367432,[9],True,"[-0.07599663734436035, -5.715576171875, -4.3144683837890625, -5.0048370361328125, -4.426055908203125, -5.51312255859375, -4.848228454589844, -5.2857818603515625]",0,9],-0.07599663734436035,True,google/gemma-7b,
dist3_diag1,1,dist3_diag1_1,False,[4],"4]
[8] [4] [",-2.773242950439453,[4],True,"[-7.394584655761719, -6.169713020324707, -6.270977020263672, -8.309825897216797, -0.01386260986328125, -6.928998947143555, -8.197624206542969, -7.530601501464844]",4,4],-0.01386260986328125,True,google/gemma-7b,
dist3_diag2,1,dist3_diag2_1,False,[5],"5]
[5] [3] [",-2.2906455993652344,[5],True,"[-0.03179168701171875, -6.49920654296875, -5.909244537353516, -6.226417541503906, -6.669425964355469, -4.701377868652344, -5.824226379394531, -5.0040740966796875]",0,5],-0.03179168701171875,True,google/gemma-7b,
prog_size1,1,prog_size1_1,False,[5],"5]
[4] [5] [",-0.5082778930664062,[5],True,"[-4.929412841796875, -6.0047149658203125, -8.160865783691406, -5.996294021606445, -6.143501281738281, -7.209697723388672, -0.034954071044921875, -4.604427337646484]",6,5],-0.034954071044921875,True,google/gemma-7b,
prog_size2,1,prog_size2_1,False,[9],"9]
[7] [9] [",-0.6944808959960938,[9],True,"[-5.099552154541016, -5.289909362792969, -0.18739700317382812, -4.646717071533203, -4.976169586181641, -3.1617202758789062, -5.091876983642578, -6.468364715576172]",2,9],-0.18739700317382812,True,google/gemma-7b,
two_rule_comb0,1,two_rule_comb0_1,False,[7 0],"7 0]
[5 9]",-1.563119888305664,"[7, 0]",True,"[-0.014139175415039062, -14.044986724853516, -8.585458755493164, -12.842365264892578, -8.656801223754883, -11.985092163085938, -12.172351837158203, -11.265815734863281]",0,7 0],-0.014139175415039062,True,google/gemma-7b,
two_rule_comb1,1,two_rule_comb1_1,False,[8 9],"8 9]
[7 2]",-2.8490142822265625,"[8, 9]",True,"[-5.7089080810546875, -5.854057312011719, -2.6789169311523438, -5.6033477783203125, -5.621208190917969, -10.005571365356445, -0.44188690185546875, -7.20703125]",6,8 9],-0.44188690185546875,True,google/gemma-7b,
two_rule_comb2,1,two_rule_comb2_1,False,[0 7],"0 7]
[6 5]",-3.746002197265625,"[0, 7]",True,"[-8.083831787109375, -8.958978652954102, -7.5178680419921875, -5.698219299316406, -7.941171646118164, -7.394508361816406, -0.9117355346679688, -5.907779693603516]",6,0 7],-0.9117355346679688,True,google/gemma-7b,
two_rule_comb3,1,two_rule_comb3_1,False,[9 0],"9 0]
[5 9]",-1.143549919128418,"[9, 0]",True,"[-13.665847778320312, -11.79925537109375, -10.880622863769531, -9.81025218963623, -0.007754325866699219, -11.005569458007812, -11.727760314941406, -8.441123962402344]",4,9 0],-0.007754325866699219,True,google/gemma-7b,
two_rule_comb4,1,two_rule_comb4_1,False,[5 7],"5 5]
[4 4]",-3.344034194946289,"[5, 5]",False,"[-6.208229064941406, -5.895862579345703, -4.863985061645508, -4.9411163330078125, -2.9290924072265625, -6.00139045715332, -6.072084426879883, -3.2115097045898438]",4,5 7],-2.9290924072265625,True,google/gemma-7b,
two_rule_comb5,1,two_rule_comb5_1,False,[4 4],"4 4]
[3 5]",-0.7673263549804688,"[4, 4]",True,"[-0.06336212158203125, -4.796051025390625, -8.445846557617188, -4.385856628417969, -9.997528076171875, -6.31683349609375, -9.273796081542969, -9.298370361328125]",0,4 4],-0.06336212158203125,True,google/gemma-7b,
three_rule_comb0,1,three_rule_comb0_1,False,[3 0 0],"3 0 0]
[7 ",-2.3333473205566406,"[3, 0, 0]",True,"[-0.013439178466796875, -15.551368713378906, -13.826431274414062, -16.744319915771484, -10.925007820129395, -16.23440933227539, -15.05024528503418, -8.517108917236328]",0,3 0 0],-0.013439178466796875,True,google/gemma-7b,
three_rule_comb1,1,three_rule_comb1_1,False,[8 9 9],"8 9 9]
[2 ",-2.428974151611328,"[8, 9, 9]",True,"[-7.041622161865234, -9.300224304199219, -10.046119689941406, -0.6428909301757812, -7.706836700439453, -10.647302627563477, -8.751461029052734, -9.57962417602539]",3,8 9 9],-0.6428909301757812,True,google/gemma-7b,
three_rule_comb2,1,three_rule_comb2_1,False,[1 1 9],"1 1 9]
[5 ",-2.6617279052734375,"[1, 1, 9]",True,"[-1.5030593872070312, -12.690238952636719, -10.862752914428711, -5.780704498291016, -12.44482421875, -10.028661727905273, -3.8694076538085938, -12.843376159667969]",0,1 1 9],-1.5030593872070312,True,google/gemma-7b,
three_rule_comb3,1,three_rule_comb3_1,False,[2 1 2],"2 1 2]
[4 ",-2.9740867614746094,"[2, 1, 2]",True,"[-0.6196937561035156, -13.341316223144531, -6.328619956970215, -8.55301284790039, -6.8656415939331055, -4.956716060638428, -7.4377760887146, -6.863262176513672]",0,2 1 2],-0.6196937561035156,True,google/gemma-7b,
three_rule_comb4,1,three_rule_comb4_1,False,[7 9 4],"7 9 4]
[8 ",-1.3076534271240234,"[7, 9, 4]",True,"[-11.337284088134766, -6.957756042480469, -12.511543273925781, -7.619606018066406, -0.1334552764892578, -9.99843978881836, -11.002372741699219, -11.283943176269531]",4,7 9 4],-0.1334552764892578,True,google/gemma-7b,
three_rule_comb5,1,three_rule_comb5_1,False,[3 3 1],"3 3 1]
[5 ",-3.535167694091797,"[3, 3, 1]",True,"[-6.428546905517578, -12.076370239257812, -10.333938598632812, -11.657306671142578, -10.42690658569336, -1.8419876098632812, -9.125659942626953, -11.965564727783203]",5,3 3 1],-1.8419876098632812,True,google/gemma-7b,
three_rule_comb6,1,three_rule_comb6_1,False,[7 1 9],"7 1 9]
[7 ",-1.6037302017211914,"[7, 1, 9]",True,"[-12.906939506530762, -14.977859497070312, -0.011528968811035156, -14.681411743164062, -14.799491882324219, -9.106934547424316, -14.201980590820312, -6.23358154296875]",2,7 1 9],-0.011528968811035156,True,google/gemma-7b,
three_rule_comb7,1,three_rule_comb7_1,False,[3 1 8],"3 1 8]
[1 ",-1.6830933094024658,"[3, 1, 8]",True,"[-10.628741264343262, -10.691744804382324, -3.4314682483673096, -10.092440605163574, -4.095828056335449, -0.3812897205352783, -11.926776885986328, -10.445879936218262]",5,3 1 8],-0.3812897205352783,True,google/gemma-7b,
three_rule_comb8,1,three_rule_comb8_1,False,[5 5 5],"5 5 2]
[4 ",-2.116748809814453,"[5, 5, 2]",False,"[-3.4832229614257812, -13.69598388671875, -2.1401898860931396, -12.462154388427734, -12.151657104492188, -6.07383918762207, -14.322559356689453, -11.664840698242188]",2,1 9 1],-2.1401898860931396,False,google/gemma-7b,
three_rule_comb9,1,three_rule_comb9_1,False,[8 9 0],"8 9 0]
[7 ",-2.0607833862304688,"[8, 9, 0]",True,"[-13.204856872558594, -0.12413406372070312, -13.029029846191406, -13.04549789428711, -12.201335906982422, -12.02587890625, -7.2712860107421875, -13.873878479003906]",1,8 9 0],-0.12413406372070312,True,google/gemma-7b,
c3_set_union,1,c3_set_union_1,True,[5 7 4 1],"5 7 4 1]
[",-1.022106647491455,[1 4 5 7],True,"[-8.476573944091797, -7.456350326538086, -0.3885054588317871, 0.0, -5.47991943359375, -6.038078308105469, -7.186692714691162, -7.216461181640625]",3,],0.0,False,google/gemma-7b,
c1_set_union,1,c1_set_union_1,True,[4],"4]
[7 8] [7",-2.1189727783203125,[4],True,"[-11.052711486816406, -8.815971374511719, -0.00896453857421875, -7.815361022949219, 0.0, -14.41356372833252, -7.506500244140625, -11.416075706481934]",4,],0.0,False,google/gemma-7b,
c2_set_union,1,c2_set_union_1,True,[8],"8]
[2 3] [2",-3.6474037170410156,[8],True,"[-6.714360237121582, 0.0, -8.265884399414062, -3.488483428955078, -3.219593048095703, -7.677764892578125, -0.18889999389648438, -4.179360389709473]",1,],0.0,False,google/gemma-7b,
AND,1,AND_1,True,[1],"1]
[4] [7] [",-1.4629497528076172,[1],True,"[-8.678970336914062, -9.774009704589844, -9.6793212890625, -9.468940734863281, -0.055145263671875, 0.0, -12.67724609375, -13.113426208496094]",5,],0.0,False,google/gemma-7b,
XOR,1,XOR_1,True,[9 8],"8 7]
[7 2]",-2.610334873199463,[7 8],False,"[-9.334573745727539, -10.26672077178955, -4.408795356750488, -10.303470611572266, -15.216434478759766, -17.535259246826172, -4.272633075714111, -4.962276935577393]",6,7 9],-4.272633075714111,False,google/gemma-7b,
c3_set_union_permuted,1,c3_set_union_permuted_1,True,[1 6 7 5],"5 6 1 7]
[",-1.6439399719238281,[1 5 6 7],True,"[-8.060283660888672, -6.407787322998047, -9.179927825927734, -5.905658721923828, -3.9870834350585938, -6.017919540405273, -6.514514923095703, -4.675075531005859]",4,5],-3.9870834350585938,False,google/gemma-7b,
c2_set_union_permuted,1,c2_set_union_permuted_1,True,[5],"3 5]
[5] [5",-4.5753631591796875,[3 5],False,"[-9.947288513183594, -2.625946044921875, -2.0062179565429688, -4.835197448730469, -8.352088928222656, -2.2715110778808594, -1.918701171875, -7.432605743408203]",6,6],-1.918701171875,False,google/gemma-7b,
c1_set_union_permuted,1,c1_set_union_permuted_1,True,[4],"4]
[2 3] [2",-3.0989303588867188,[4],True,"[-13.247779846191406, -10.186400413513184, -9.151863098144531, -3.722728729248047, -10.871150970458984, -3.278317451477051, -0.28197479248046875, -7.594352722167969]",6,4],-0.28197479248046875,True,google/gemma-7b,
XOR_permuted,1,XOR_permuted_1,True,[8 4],"8 2]
[2 5]",-2.509753704071045,[2 8],False,"[-4.0562744140625, -2.3739395141601562, -3.8446884155273438, -4.010002136230469, -2.9485321044921875, -8.812965393066406, -10.696250915527344, -2.73614501953125]",1,4 2],-2.3739395141601562,False,google/gemma-7b,
AND_permuted,1,AND_permuted_1,True,[],"1]
[3 6] [9",-7.570503234863281,[1],False,"[-13.504912376403809, 0.0, -1.7228593826293945, -9.131278991699219, -11.573958396911621, -7.699468612670898, -12.384536743164062, -10.267271995544434]",1,],0.0,True,google/gemma-7b,
row_constant,2,row_constant_2,False,[7],"7]
[1] [1] [",-2.6685028076171875,[7],True,"[-0.1090240478515625, -4.593925476074219, -5.331787109375, -5.63407039642334, -4.683910369873047, -4.691239356994629, -4.2752838134765625, -4.6318817138671875]",0,7],-0.1090240478515625,True,google/gemma-7b,
col_constant,2,col_constant_2,False,[9],"9]
[4] [2] [",-0.6406936645507812,[9],True,"[-5.518222808837891, -5.201860427856445, -5.2868194580078125, -5.116630554199219, -4.362205505371094, -5.007408142089844, -0.075164794921875, -4.9908294677734375]",6,9],-0.075164794921875,True,google/gemma-7b,
dist3_diag1,2,dist3_diag1_2,False,[7],"7]
[5] [7] [",-0.9441843032836914,[7],True,"[-5.8132476806640625, -5.1187286376953125, -0.06551361083984375, -6.048797607421875, -3.6048202514648438, -4.81462287902832, -5.484123229980469, -5.783134460449219]",2,7],-0.06551361083984375,True,google/gemma-7b,
dist3_diag2,2,dist3_diag2_2,False,[5],"5]
[2] [5] [",-1.9833927154541016,[5],True,"[-5.091651916503906, -6.550483703613281, -6.8162689208984375, -6.198631286621094, -0.02750396728515625, -7.156444549560547, -7.69647216796875, -5.7023162841796875]",4,5],-0.02750396728515625,True,google/gemma-7b,
prog_size1,2,prog_size1_2,False,[6],"6]
[5] [6] [",-0.46675047278404236,[6],True,"[-5.270100116729736, -0.07176879048347473, -3.9089877605438232, -6.3143310546875, -4.380280017852783, -5.546300888061523, -4.79081392288208, -6.4513397216796875]",1,6],-0.07176879048347473,True,google/gemma-7b,
prog_size2,2,prog_size2_2,False,[0],"1]
[2] [1] [",-1.3229179382324219,[1],False,"[-3.9478378295898438, -4.192054748535156, -0.31455230712890625, -3.0742130279541016, -3.849750518798828, -3.809967041015625, -2.144521713256836, -5.433053970336914]",2,1],-0.31455230712890625,False,google/gemma-7b,
two_rule_comb0,2,two_rule_comb0_2,False,[2 4],"2 4]
[3 7]",-0.6446609497070312,"[2, 4]",True,"[-8.109023094177246, -7.001615524291992, -11.022825241088867, -9.371504783630371, -8.032968521118164, -0.01682281494140625, -7.428408622741699, -9.581718444824219]",5,2 4],-0.01682281494140625,True,google/gemma-7b,
two_rule_comb1,2,two_rule_comb1_2,False,[2 6],"2 6]
[2 4]",-4.66766357421875,"[2, 6]",True,"[-6.891083240509033, -1.785736083984375, -7.72003173828125, -6.193450927734375, -5.3256378173828125, -5.634246826171875, -9.866531372070312, -2.333740234375]",1,2 6],-1.785736083984375,True,google/gemma-7b,
two_rule_comb2,2,two_rule_comb2_2,False,[6 5],"6 5]
[9 4]",-0.48688697814941406,"[6, 5]",True,"[-9.759613037109375, -6.3014068603515625, -10.454479217529297, -10.750986099243164, -9.227729797363281, -10.464975357055664, -7.5292205810546875, -0.026397705078125]",7,6 5],-0.026397705078125,True,google/gemma-7b,
two_rule_comb3,2,two_rule_comb3_2,False,[4 8],"4 8]
[4 8]",-1.6769981384277344,"[4, 8]",True,"[-10.607582092285156, -7.821876525878906, -0.0251922607421875, -12.070083618164062, -4.2491607666015625, -12.453369140625, -8.537689208984375, -11.866462707519531]",2,4 8],-0.0251922607421875,True,google/gemma-7b,
two_rule_comb4,2,two_rule_comb4_2,False,[4 3],"4 3]
[3 3]",-2.16534423828125,"[4, 3]",True,"[-8.072807312011719, -8.445323944091797, -0.7454185485839844, -3.7551088333129883, -5.360630035400391, -2.4012985229492188, -7.669624328613281, -4.544705390930176]",2,4 3],-0.7454185485839844,True,google/gemma-7b,
two_rule_comb5,2,two_rule_comb5_2,False,[9 9],"9 10]
[7 8",-2.265422821044922,"[9, 1, 0]",False,"[-8.227359771728516, -8.569263458251953, -4.052761077880859, -4.439247131347656, -6.579120635986328, -6.156288146972656, -4.8929901123046875, -6.59417724609375]",2,9 9],-4.052761077880859,True,google/gemma-7b,
three_rule_comb0,2,three_rule_comb0_2,False,[2 9 0],"2 9 0]
[3 ",-0.8522739410400391,"[2, 9, 0]",True,"[-10.220245361328125, -12.350740432739258, -13.595170974731445, -12.739788055419922, -0.011747360229492188, -11.333005905151367, -15.169593811035156, -14.670926094055176]",4,2 9 0],-0.011747360229492188,True,google/gemma-7b,
three_rule_comb1,2,three_rule_comb1_2,False,[3 3 2],"6 3 2]
[5 ",-3.7543087005615234,"[6, 3, 2]",False,"[-7.058746337890625, -12.804855346679688, -10.998237609863281, -10.538505554199219, -2.0036659240722656, -2.5291671752929688, -13.386611938476562, -7.615570068359375]",4,4 3 2],-2.0036659240722656,False,google/gemma-7b,
three_rule_comb2,2,three_rule_comb2_2,False,[8 5 6],"8 5 6]
[9 ",-0.4325370788574219,"[8, 5, 6]",True,"[-14.328006744384766, -9.143978118896484, -12.111930847167969, -8.370445251464844, -0.027896881103515625, -9.523059844970703, -11.689857482910156, -14.66033935546875]",4,8 5 6],-0.027896881103515625,True,google/gemma-7b,
three_rule_comb3,2,three_rule_comb3_2,False,[6 3 7],"6 3 7]
[2 ",-1.394561767578125,"[6, 3, 7]",True,"[-0.22354507446289062, -11.951972961425781, -4.180736541748047, -8.749740600585938, -8.994014739990234, -6.2608489990234375, -6.982612609863281, -10.598234176635742]",0,6 3 7],-0.22354507446289062,True,google/gemma-7b,
three_rule_comb4,2,three_rule_comb4_2,False,[9 3 1],"9 4 1]
[8 ",-2.1987380981445312,"[9, 4, 1]",False,"[-13.957075119018555, -1.7488765716552734, -10.389471054077148, -10.283975601196289, -13.367044448852539, -9.970544815063477, -10.315807342529297, -10.392488479614258]",1,9 3 1],-1.7488765716552734,True,google/gemma-7b,
three_rule_comb5,2,three_rule_comb5_2,False,[5 3 1],"5 3 1]
[4 ",-0.7244453430175781,"[5, 3, 1]",True,"[-13.603652954101562, -12.95822525024414, -5.4596710205078125, -7.5845184326171875, -0.12613677978515625, -8.548019409179688, -11.90078353881836, -5.306648254394531]",4,5 3 1],-0.12613677978515625,True,google/gemma-7b,
three_rule_comb6,2,three_rule_comb6_2,False,[1 0 2],"1 0 2]
[6 ",-3.077789306640625,"[1, 0, 2]",True,"[-9.077362060546875, -9.790443420410156, -7.084342956542969, -10.096031188964844, -7.963096618652344, -7.860729217529297, -5.6120147705078125, -1.0206680297851562]",7,1 0 2],-1.0206680297851562,True,google/gemma-7b,
three_rule_comb7,2,three_rule_comb7_2,False,[4 7 9],"4 4 4]
[5 ",-1.7438764572143555,"[4, 4, 4]",False,"[-6.209814071655273, -7.955421447753906, -7.7911834716796875, -3.7539825439453125, -4.358306884765625, -8.778022766113281, -9.242752075195312, -7.767669677734375]",3,6 6 6],-3.7539825439453125,False,google/gemma-7b,
three_rule_comb8,2,three_rule_comb8_2,False,[3 0 8],"8 8 0]
[8 ",-2.7694246768951416,"[8, 8, 0]",False,"[-9.478031158447266, -8.015507698059082, -8.114749908447266, -8.516914367675781, -8.089248657226562, -6.4322967529296875, -5.851776123046875, -4.969451904296875]",7,7 4 4],-4.969451904296875,False,google/gemma-7b,
