problem_type,problem_ind,problem_id,perm_invariant,correct_answer,generated_response,generated_response_sum_logprob,generated_response_pred_set,generated_response_correct,mc_answer_logprobs,mc_response_index,mc_response,mc_response_sum_logprob,mc_response_correct,model,revision,instruct
two_rule_comb4,0,two_rule_comb4_0,False,[1 6],"9 7]
[3 7] [9",-5.685146331787109,"[9, 7]",False,"[-4.054134368896484, -4.843807220458984, -5.060380935668945, -4.445074081420898, -4.389125823974609, -5.268083572387695, -3.607666015625, -5.852762222290039]",6,3 5],-3.607666015625,False,allenai/OLMo-7B,step271000-tokens1199B,False
two_rule_comb5,0,two_rule_comb5_0,False,[2 0],"2 0]
[3 1] [2",-0.5350093841552734,"[2, 0]",True,"[-0.3026714324951172, -7.561593055725098, -8.783302307128906, -8.354023933410645, -10.24975299835205, -7.3659868240356445, -10.842772483825684, -6.557704925537109]",0,2 0],-0.3026714324951172,True,allenai/OLMo-7B,step271000-tokens1199B,False
three_rule_comb0,0,three_rule_comb0_0,False,[1 8 8],"1 8 8]
[5 4 9]",-1.453887939453125,"[1, 8, 8]",True,"[-9.458272933959961, -5.044511795043945, -11.716856002807617, -6.334844589233398, -11.86063003540039, -0.10561370849609375, -9.538658142089844, -13.000560760498047]",5,1 8 8],-0.10561370849609375,True,allenai/OLMo-7B,step271000-tokens1199B,False
three_rule_comb1,0,three_rule_comb1_0,False,[6 9 0],"6 9 0]
[3 2 4]",-4.132606506347656,"[6, 9, 0]",True,"[-8.170448303222656, -9.740764617919922, -9.613119125366211, -8.447858810424805, -9.471328735351562, -1.6463088989257812, -10.045650482177734, -9.041845321655273]",5,6 9 0],-1.6463088989257812,True,allenai/OLMo-7B,step271000-tokens1199B,False
three_rule_comb2,0,three_rule_comb2_0,False,[0 0 1],"0 0 1]
[6 6 4]",-3.4063148498535156,"[0, 0, 1]",True,"[-10.471603393554688, -0.8795623779296875, -4.097879409790039, -12.484811782836914, -12.72177505493164, -10.703958511352539, -9.08034896850586, -11.472005844116211]",1,0 0 1],-0.8795623779296875,True,allenai/OLMo-7B,step271000-tokens1199B,False
three_rule_comb3,0,three_rule_comb3_0,False,[5 1 7],"5 1 7]
[9 7 7]",-8.568965911865234,"[5, 1, 7]",True,"[-7.008214950561523, -7.077526092529297, -7.121875762939453, -6.079864501953125, -5.070003509521484, -4.929769515991211, -6.048074722290039, -4.067882537841797]",7,5 1 7],-4.067882537841797,True,allenai/OLMo-7B,step271000-tokens1199B,False
three_rule_comb4,0,three_rule_comb4_0,False,[8 7 0],"8 1 0]
[7 1 0]",-7.605554580688477,"[8, 1, 0]",False,"[-7.257780075073242, -7.609029769897461, -6.985471725463867, -4.345598220825195, -6.661943435668945, -6.774282455444336, -7.246816635131836, -7.71919059753418]",3,8 7 0],-4.345598220825195,True,allenai/OLMo-7B,step271000-tokens1199B,False
three_rule_comb5,0,three_rule_comb5_0,False,[5 0 7],"5 0 7]
[1 1 6]",-2.0126571655273438,"[5, 0, 7]",True,"[-14.850399017333984, -0.5475425720214844, -8.925535202026367, -2.127696990966797, -7.340629577636719, -9.184206008911133, -7.552288055419922, -12.983694076538086]",1,5 0 7],-0.5475425720214844,True,allenai/OLMo-7B,step271000-tokens1199B,False
three_rule_comb6,0,three_rule_comb6_0,False,[0 1 6],"0 1 6]
[0 1 4]",-6.069179534912109,"[0, 1, 6]",True,"[-8.147216796875, -7.115869522094727, -7.522056579589844, -5.730598449707031, -2.5063304901123047, -5.958562850952148, -8.406852722167969, -5.516780853271484]",4,0 1 6],-2.5063304901123047,True,allenai/OLMo-7B,step271000-tokens1199B,False
three_rule_comb7,0,three_rule_comb7_0,False,[5 4 8],"9 5 4]
[8 3 6]",-5.846946716308594,"[9, 5, 4]",False,"[-7.115514755249023, -8.467199325561523, -7.338006973266602, -5.380460739135742, -5.890005111694336, -9.505760192871094, -6.961181640625, -8.538238525390625]",3,5 4 8],-5.380460739135742,True,allenai/OLMo-7B,step271000-tokens1199B,False
three_rule_comb8,0,three_rule_comb8_0,False,[8 1 2],"8 1 7]
[7 3 8]",-6.036458969116211,"[8, 1, 7]",False,"[-4.888465881347656, -7.1457366943359375, -6.860332489013672, -6.497570037841797, -7.0914459228515625, -6.807489395141602, -4.616636276245117, -7.580781936645508]",6,8 3 3],-4.616636276245117,False,allenai/OLMo-7B,step271000-tokens1199B,False
three_rule_comb9,0,three_rule_comb9_0,False,[5 7 3],"5 5 4]
[6 6 4]",-2.7477664947509766,"[5, 5, 4]",False,"[-4.458885192871094, -6.3804473876953125, -3.9883060455322266, -7.013545989990234, -4.216115951538086, -4.449357986450195, -8.379554748535156, -6.559808731079102]",2,5 7 4],-3.9883060455322266,False,allenai/OLMo-7B,step271000-tokens1199B,False
c3_set_union,0,c3_set_union_0,True,[6 4 1 9],"6 1]
[6 4] [1",-6.400657653808594,[1 6],False,"[-6.634870529174805, -4.236871719360352, -2.9167518615722656, -6.795415878295898, -3.638601303100586, 0.0, -2.2839927673339844, -10.229974746704102]",5,],0.0,False,allenai/OLMo-7B,step271000-tokens1199B,False
c1_set_union,0,c1_set_union_0,True,[4],"4]
[6 1] [6]",-4.230621337890625,[4],True,"[-4.4543914794921875, -6.65431022644043, -3.3919677734375, -0.6422157287597656, -4.792760848999023, -4.23674201965332, -5.106225967407227, -7.730813980102539]",3,4],-0.6422157287597656,True,allenai/OLMo-7B,step271000-tokens1199B,False
c2_set_union,0,c2_set_union_0,True,[9],"6 7 4 9] [4 9]
",-5.219322204589844,[4 6 7 9],False,"[-3.32403564453125, 0.0, -2.5133705139160156, -5.11859130859375, -3.910991668701172, -4.110599517822266, -3.499530792236328, -3.765228271484375]",1,],0.0,False,allenai/OLMo-7B,step271000-tokens1199B,False
AND,0,AND_0,True,[4],"4]
[1 4] [6 4",-3.8243865966796875,[4],True,"[-9.775602340698242, -6.62620735168457, -14.706092834472656, -2.661924362182617, -8.92266845703125, -0.45354270935058594, -5.1931610107421875, -8.573137283325195]",5,4],-0.45354270935058594,True,allenai/OLMo-7B,step271000-tokens1199B,False
XOR,0,XOR_0,True,[4 3],"3 6]
[6 1] [3",-6.172924041748047,[3 6],False,"[-15.9171724319458, -10.47999095916748, -9.418852806091309, -10.020973205566406, -3.7735977172851562, -2.6917953491210938, -3.6999664306640625, -10.282002449035645]",5,6 1],-2.6917953491210938,False,allenai/OLMo-7B,step271000-tokens1199B,False
c3_set_union_permuted,0,c3_set_union_permuted_0,True,[2 6 5 3],"3 5]
[4 5] [3",-6.362270355224609,[3 5],False,"[0.0, -9.61259651184082, -2.7173843383789062, -4.447322845458984, -3.6362533569335938, -8.07270622253418, -12.123952865600586, -6.985483169555664]",0,],0.0,False,allenai/OLMo-7B,step271000-tokens1199B,False
c2_set_union_permuted,0,c2_set_union_permuted_0,True,[5],"5 6] [6 1]
[6",-6.260801315307617,[5 6],False,"[-3.1898880004882812, -2.7102012634277344, -2.7152023315429688, -8.922513961791992, -4.837472915649414, -4.554281234741211, -4.210517883300781, -7.888797760009766]",1,6],-2.7102012634277344,False,allenai/OLMo-7B,step271000-tokens1199B,False
c1_set_union_permuted,0,c1_set_union_permuted_0,True,[0],"0]
[9 0] [9]",-6.662628173828125,[0],True,"[-3.8413734436035156, -3.7301406860351562, -3.7714691162109375, -1.2770309448242188, -4.691577911376953, -2.0672645568847656, -8.964359283447266, 0.0]",7,],0.0,False,allenai/OLMo-7B,step271000-tokens1199B,False
XOR_permuted,0,XOR_permuted_0,True,[4 0],"4 6]
[6 4] [4",-5.62397575378418,[4 6],False,"[-16.869274139404297, -2.3278160095214844, -11.121737480163574, -12.817267417907715, -2.7186965942382812, -2.4543228149414062, 0.0, -12.867694854736328]",6,],0.0,False,allenai/OLMo-7B,step271000-tokens1199B,False
AND_permuted,0,AND_permuted_0,True,[],"9] [9]
[2] [",-6.559669494628906,[9],False,"[-5.3156585693359375, -4.688251495361328, -14.281198501586914, -15.490985870361328, 0.0, -11.012001037597656, -2.055856704711914, -4.844051361083984]",4,],0.0,True,allenai/OLMo-7B,step271000-tokens1199B,False
row_constant,1,row_constant_1,False,[4],"4]
[6] [6] [",-2.328399658203125,[4],True,"[-3.589937210083008, -5.116987228393555, -5.375085830688477, -4.371650695800781, -4.657354354858398, -0.1372661590576172, -4.059989929199219, -3.5417613983154297]",5,4],-0.1372661590576172,True,allenai/OLMo-7B,step271000-tokens1199B,False
col_constant,1,col_constant_1,False,[9],"9]
[6] [0] [",-0.24175453186035156,[9],True,"[-0.11639213562011719, -5.282497406005859, -4.204042434692383, -4.805509567260742, -4.276559829711914, -5.209957122802734, -4.749223709106445, -4.201984405517578]",0,9],-0.11639213562011719,True,allenai/OLMo-7B,step271000-tokens1199B,False
dist3_diag1,1,dist3_diag1_1,False,[4],"4]
[8] [4] [",-1.8888263702392578,[4],True,"[-3.9313297271728516, -2.1117286682128906, -3.7954883575439453, -5.0818939208984375, -0.36261940002441406, -4.54731559753418, -4.873830795288086, -5.118833541870117]",4,4],-0.36261940002441406,True,allenai/OLMo-7B,step271000-tokens1199B,False
dist3_diag2,1,dist3_diag2_1,False,[5],"5]
[5] [6] [",-2.1832275390625,[5],True,"[-0.26944732666015625, -5.525957107543945, -3.3603954315185547, -3.7273712158203125, -2.681802749633789, -3.462087631225586, -4.253049850463867, -3.067096710205078]",0,5],-0.26944732666015625,True,allenai/OLMo-7B,step271000-tokens1199B,False
prog_size1,1,prog_size1_1,False,[5],"5]
[4] [5] [",-0.6244850158691406,[5],True,"[-3.803770065307617, -4.811223030090332, -4.390000343322754, -4.317112922668457, -4.566706657409668, -4.6397905349731445, -0.20582008361816406, -2.7354984283447266]",6,5],-0.20582008361816406,True,allenai/OLMo-7B,step271000-tokens1199B,False
prog_size2,1,prog_size2_1,False,[9],"9]
[7] [9] [",-0.7477550506591797,[9],True,"[-4.391640663146973, -5.124443054199219, -0.3838996887207031, -4.417593002319336, -3.832977294921875, -2.5956954956054688, -4.4599714279174805, -4.230378150939941]",2,9],-0.3838996887207031,True,allenai/OLMo-7B,step271000-tokens1199B,False
two_rule_comb0,1,two_rule_comb0_1,False,[7 0],"7 0]
[8 9] [8",-1.6971359252929688,"[7, 0]",True,"[-0.05372047424316406, -10.108734130859375, -7.169895172119141, -9.886577606201172, -6.271322250366211, -9.909980773925781, -9.58111572265625, -7.0128173828125]",0,7 0],-0.05372047424316406,True,allenai/OLMo-7B,step271000-tokens1199B,False
two_rule_comb1,1,two_rule_comb1_1,False,[8 9],"2 9]
[2 2] [7",-5.669944763183594,"[2, 9]",False,"[-3.6891613006591797, -3.1468753814697266, -3.8057918548583984, -3.631580352783203, -3.4780826568603516, -5.309276580810547, -2.6844043731689453, -4.79258918762207]",6,8 9],-2.6844043731689453,True,allenai/OLMo-7B,step271000-tokens1199B,False
two_rule_comb2,1,two_rule_comb2_1,False,[0 7],"0 7]
[4 6] [2",-5.274017333984375,"[0, 7]",True,"[-5.07841682434082, -4.248998641967773, -5.677980422973633, -5.101728439331055, -6.215576171875, -5.321544647216797, -1.6075115203857422, -4.662107467651367]",6,0 7],-1.6075115203857422,True,allenai/OLMo-7B,step271000-tokens1199B,False
two_rule_comb3,1,two_rule_comb3_1,False,[9 0],"9 0]
[4 5] [5",-2.4184398651123047,"[9, 0]",True,"[-7.126993179321289, -6.417989730834961, -6.8984832763671875, -6.284406661987305, -0.6967430114746094, -5.960361480712891, -6.866456985473633, -4.068090438842773]",4,9 0],-0.6967430114746094,True,allenai/OLMo-7B,step271000-tokens1199B,False
two_rule_comb4,1,two_rule_comb4_1,False,[5 7],"5 5]
[4 4] [5",-1.8579044342041016,"[5, 5]",False,"[-5.630041122436523, -5.3590850830078125, -4.442464828491211, -4.5886993408203125, -4.099172592163086, -7.255945205688477, -6.810749053955078, -5.289674758911133]",4,5 7],-4.099172592163086,True,allenai/OLMo-7B,step271000-tokens1199B,False
two_rule_comb5,1,two_rule_comb5_1,False,[4 4],"4 4]
[3 5] [4",-0.7295703887939453,"[4, 4]",True,"[-0.16008949279785156, -6.726373672485352, -5.494630813598633, -5.326713562011719, -9.046680450439453, -4.652133941650391, -9.636663436889648, -10.290940284729004]",0,4 4],-0.16008949279785156,True,allenai/OLMo-7B,step271000-tokens1199B,False
three_rule_comb0,1,three_rule_comb0_1,False,[3 0 0],"3 0 0]
[4 0 1]",-3.6093578338623047,"[3, 0, 0]",True,"[-0.13935470581054688, -13.336498260498047, -10.252311706542969, -14.708139419555664, -7.265005111694336, -14.413385391235352, -13.276119232177734, -6.443361282348633]",0,3 0 0],-0.13935470581054688,True,allenai/OLMo-7B,step271000-tokens1199B,False
three_rule_comb1,1,three_rule_comb1_1,False,[8 9 9],"8 3 9]
[3 3 9]",-10.804027557373047,"[8, 3, 9]",False,"[-6.41766357421875, -5.709575653076172, -6.10870361328125, -6.090967178344727, -7.026182174682617, -7.317512512207031, -7.21502685546875, -8.018856048583984]",1,6 3 4],-5.709575653076172,False,allenai/OLMo-7B,step271000-tokens1199B,False
three_rule_comb2,1,three_rule_comb2_1,False,[1 1 9],"1 1 9]
[5 5 8]",-5.244012832641602,"[1, 1, 9]",True,"[-0.9583244323730469, -12.431976318359375, -8.42352294921875, -7.456182479858398, -10.93522834777832, -10.704187393188477, -5.680593490600586, -12.436227798461914]",0,1 1 9],-0.9583244323730469,True,allenai/OLMo-7B,step271000-tokens1199B,False
three_rule_comb3,1,three_rule_comb3_1,False,[2 1 2],"2 1 2]
[2 1 0]",-8.311456680297852,"[2, 1, 2]",True,"[-4.509859085083008, -13.477622985839844, -6.534694671630859, -6.533910751342773, -6.892734527587891, -4.705389022827148, -5.423524856567383, -5.125650405883789]",0,2 1 2],-4.509859085083008,True,allenai/OLMo-7B,step271000-tokens1199B,False
three_rule_comb4,1,three_rule_comb4_1,False,[7 9 4],"7 9 6]
[8 7 6]",-7.030935287475586,"[7, 9, 6]",False,"[-7.025758743286133, -4.555938720703125, -6.573335647583008, -6.316623687744141, -3.8406715393066406, -5.532146453857422, -5.761363983154297, -6.793300628662109]",4,7 9 4],-3.8406715393066406,True,allenai/OLMo-7B,step271000-tokens1199B,False
three_rule_comb5,1,three_rule_comb5_1,False,[3 3 1],"3 4 4]
[5 5 5]",-4.850404739379883,"[3, 4, 4]",False,"[-5.409814834594727, -10.270341873168945, -9.59947395324707, -11.293216705322266, -9.600028991699219, -3.6435165405273438, -8.215070724487305, -10.26054573059082]",5,3 3 1],-3.6435165405273438,True,allenai/OLMo-7B,step271000-tokens1199B,False
three_rule_comb6,1,three_rule_comb6_1,False,[7 1 9],"7 1 9]
[2 4 8]",-1.3523635864257812,"[7, 1, 9]",True,"[-10.861204147338867, -9.10464096069336, -0.0767974853515625, -10.669340133666992, -9.82479476928711, -9.216468811035156, -9.461341857910156, -4.894071578979492]",2,7 1 9],-0.0767974853515625,True,allenai/OLMo-7B,step271000-tokens1199B,False
three_rule_comb7,1,three_rule_comb7_1,False,[3 1 8],"3 1 8]
[0 6 7]",-3.052175521850586,"[3, 1, 8]",True,"[-10.698867797851562, -9.413993835449219, -1.7502670288085938, -7.3182525634765625, -4.084445953369141, -0.9707565307617188, -13.148721694946289, -10.016658782958984]",5,3 1 8],-0.9707565307617188,True,allenai/OLMo-7B,step271000-tokens1199B,False
three_rule_comb8,1,three_rule_comb8_1,False,[5 5 5],"5 6 2]
[4 6 1]",-4.223842620849609,"[5, 6, 2]",False,"[-5.483989715576172, -9.613088607788086, -3.351346969604492, -8.102151870727539, -8.39913558959961, -6.288461685180664, -9.47368049621582, -8.713897705078125]",2,1 9 1],-3.351346969604492,False,allenai/OLMo-7B,step271000-tokens1199B,False
three_rule_comb9,1,three_rule_comb9_1,False,[8 9 0],"8 9 0]
[7 8 1]",-0.5919418334960938,"[8, 9, 0]",True,"[-11.350812911987305, -0.29524803161621094, -10.562744140625, -10.236848831176758, -11.413297653198242, -10.909170150756836, -5.30854606628418, -9.753969192504883]",1,8 9 0],-0.29524803161621094,True,allenai/OLMo-7B,step271000-tokens1199B,False
c3_set_union,1,c3_set_union_1,True,[5 7 4 1],"5 4]
[5 5] [5",-6.721954345703125,[4 5],False,"[-3.3929672241210938, -2.9340648651123047, -8.584796905517578, 0.0, -4.439746856689453, -4.022130966186523, -4.794300079345703, -6.934623718261719]",3,],0.0,False,allenai/OLMo-7B,step271000-tokens1199B,False
c1_set_union,1,c1_set_union_1,True,[4],"4]
[1 7] [1]",-3.8196544647216797,[4],True,"[-8.383480072021484, -6.04957389831543, -0.21175575256347656, -7.103131294250488, 0.0, -8.601980209350586, -4.177118301391602, -9.180747985839844]",4,],0.0,False,allenai/OLMo-7B,step271000-tokens1199B,False
c2_set_union,1,c2_set_union_1,True,[8],"8]
[2] [2 8]",-6.477785110473633,[8],True,"[-3.941091537475586, 0.0, -5.7492828369140625, -3.323354721069336, -3.9907073974609375, -4.965909957885742, -1.8056068420410156, -3.118030548095703]",1,],0.0,False,allenai/OLMo-7B,step271000-tokens1199B,False
AND,1,AND_1,True,[1],"1]
[4 1] [7 1",-2.9251136779785156,[1],True,"[-9.626754760742188, -12.206110000610352, -8.81821060180664, -12.275123596191406, -0.28026771545410156, 0.0, -13.79641056060791, -17.357698440551758]",5,],0.0,False,allenai/OLMo-7B,step271000-tokens1199B,False
XOR,1,XOR_1,True,[9 8],"7 2]
[7 2] [7",-6.6078033447265625,[2 7],False,"[-11.063177108764648, -10.511063575744629, -3.5978775024414062, -11.548064231872559, -11.958267211914062, -16.10504150390625, -2.8613243103027344, -2.488628387451172]",7,7 2],-2.488628387451172,False,allenai/OLMo-7B,step271000-tokens1199B,False
c3_set_union_permuted,1,c3_set_union_permuted_1,True,[1 6 7 5],"6 7]
[1] [5]",-6.241830825805664,[6 7],False,"[-13.416064262390137, -3.132427215576172, -8.091882705688477, -3.391193389892578, -6.213773727416992, -3.383289337158203, -5.422554016113281, -4.303705215454102]",1,7 6],-3.132427215576172,False,allenai/OLMo-7B,step271000-tokens1199B,False
c2_set_union_permuted,1,c2_set_union_permuted_1,True,[5],"6] [6]
[5] [",-5.11332893371582,[6],False,"[-10.493074417114258, -3.224395751953125, -2.533903121948242, -5.22880744934082, -7.4970245361328125, -3.8972129821777344, -1.589447021484375, -5.62713623046875]",6,6],-1.589447021484375,False,allenai/OLMo-7B,step271000-tokens1199B,False
c1_set_union_permuted,1,c1_set_union_permuted_1,True,[4],"4]
[2 4] [2]",-3.9672183990478516,[4],True,"[-9.51621150970459, -8.495817184448242, -2.6705875396728516, -3.7379398345947266, -8.183492660522461, -2.6681175231933594, -0.6566524505615234, -4.042484283447266]",6,4],-0.6566524505615234,True,allenai/OLMo-7B,step271000-tokens1199B,False
XOR_permuted,1,XOR_permuted_1,True,[8 4],"8 4]
[2 5] [4",-5.885065078735352,[4 8],True,"[-4.676471710205078, -3.4102230072021484, -2.561868667602539, -5.019353866577148, -3.608335494995117, -9.522619247436523, -10.9417724609375, -3.773601531982422]",2,8 4],-2.561868667602539,True,allenai/OLMo-7B,step271000-tokens1199B,False
AND_permuted,1,AND_permuted_1,True,[],"3]
[9] [6] [",-6.216972351074219,[3],False,"[-11.628999710083008, 0.0, -2.2171192169189453, -3.7860031127929688, -12.361584663391113, -4.633443832397461, -12.78306770324707, -4.73369026184082]",1,],0.0,True,allenai/OLMo-7B,step271000-tokens1199B,False
row_constant,2,row_constant_2,False,[7],"7]
[4] [4] [",-2.4830150604248047,[7],True,"[-0.1576671600341797, -3.938749313354492, -5.067636489868164, -4.740339279174805, -4.054039001464844, -4.083341598510742, -4.289543151855469, -4.127809524536133]",0,7],-0.1576671600341797,True,allenai/OLMo-7B,step271000-tokens1199B,False
col_constant,2,col_constant_2,False,[9],"9]
[4] [2] [",-0.33978271484375,[9],True,"[-4.295633316040039, -4.273307800292969, -4.3734283447265625, -4.595714569091797, -4.063568115234375, -4.713871002197266, -0.16779708862304688, -4.500423431396484]",6,9],-0.16779708862304688,True,allenai/OLMo-7B,step271000-tokens1199B,False
dist3_diag1,2,dist3_diag1_2,False,[7],"4]
[5] [4] [",-2.0267505645751953,[4],False,"[-3.958711624145508, -3.4734954833984375, -1.2969207763671875, -4.75648307800293, -0.9690780639648438, -3.8423099517822266, -1.7902145385742188, -2.7826614379882812]",4,4],-0.9690780639648438,False,allenai/OLMo-7B,step271000-tokens1199B,False
dist3_diag2,2,dist3_diag2_2,False,[5],"5]
[5] [2] [",-2.2147579193115234,[5],True,"[-3.7899093627929688, -2.8746166229248047, -5.705883026123047, -4.32502555847168, -0.2187519073486328, -5.04510498046875, -6.556949615478516, -2.931051254272461]",4,5],-0.2187519073486328,True,allenai/OLMo-7B,step271000-tokens1199B,False
prog_size1,2,prog_size1_2,False,[6],"6]
[5] [6] [",-0.5658645629882812,[6],True,"[-5.036431312561035, -0.13686370849609375, -3.851533889770508, -5.396149635314941, -3.6252975463867188, -4.721625328063965, -4.450962066650391, -4.835969924926758]",1,6],-0.13686370849609375,True,allenai/OLMo-7B,step271000-tokens1199B,False
prog_size2,2,prog_size2_2,False,[0],"0]
[2] [0] [",-1.7269020080566406,[0],True,"[-2.7966995239257812, -3.7738399505615234, -1.5570030212402344, -2.3475379943847656, -2.929168701171875, -2.5722579956054688, -0.8956222534179688, -4.470267295837402]",6,0],-0.8956222534179688,True,allenai/OLMo-7B,step271000-tokens1199B,False
two_rule_comb0,2,two_rule_comb0_2,False,[2 4],"2 4]
[3 7] [9",-0.22819137573242188,"[2, 4]",True,"[-6.2010040283203125, -7.096710205078125, -9.429525375366211, -7.724212646484375, -7.38618278503418, -0.07466506958007812, -6.913579940795898, -7.342884063720703]",5,2 4],-0.07466506958007812,True,allenai/OLMo-7B,step271000-tokens1199B,False
two_rule_comb1,2,two_rule_comb1_2,False,[2 6],"2 6]
[2 6] [3",-4.974233627319336,"[2, 6]",True,"[-6.924243927001953, -0.7153720855712891, -7.252185821533203, -4.556297302246094, -5.102304458618164, -6.146007537841797, -8.919990539550781, -3.9166622161865234]",1,2 6],-0.7153720855712891,True,allenai/OLMo-7B,step271000-tokens1199B,False
two_rule_comb2,2,two_rule_comb2_2,False,[6 5],"6 5]
[9 4] [5",-0.9336013793945312,"[6, 5]",True,"[-8.219303131103516, -5.776796340942383, -11.199173927307129, -9.081205368041992, -6.7505645751953125, -8.051826477050781, -5.507442474365234, -0.08263778686523438]",7,6 5],-0.08263778686523438,True,allenai/OLMo-7B,step271000-tokens1199B,False
two_rule_comb3,2,two_rule_comb3_2,False,[4 8],"4 8]
[4 8] [6",-2.0492172241210938,"[4, 8]",True,"[-7.395349502563477, -7.264122009277344, -0.09321022033691406, -7.355201721191406, -4.850236892700195, -9.122615814208984, -8.629867553710938, -9.456510543823242]",2,4 8],-0.09321022033691406,True,allenai/OLMo-7B,step271000-tokens1199B,False
two_rule_comb4,2,two_rule_comb4_2,False,[4 3],"0 1]
[3 1] [0",-4.620624542236328,"[0, 1]",False,"[-6.420066833496094, -8.531181335449219, -3.131460189819336, -4.8153228759765625, -6.430868148803711, -3.529726028442383, -5.178470611572266, -5.192447662353516]",2,4 3],-3.131460189819336,True,allenai/OLMo-7B,step271000-tokens1199B,False
two_rule_comb5,2,two_rule_comb5_2,False,[9 9],"8 9]
[7 8] [8",-0.9388446807861328,"[8, 9]",False,"[-8.595538139343262, -10.147984504699707, -6.125438690185547, -3.8702144622802734, -6.747244834899902, -6.805800437927246, -5.466207504272461, -6.91435432434082]",3,7 8],-3.8702144622802734,False,allenai/OLMo-7B,step271000-tokens1199B,False
three_rule_comb0,2,three_rule_comb0_2,False,[2 9 0],"2 9 0]
[3 3 4]",-3.9274234771728516,"[2, 9, 0]",True,"[-6.076725006103516, -8.612800598144531, -8.272981643676758, -13.65671157836914, -0.06731033325195312, -7.783990859985352, -11.081750869750977, -11.197105407714844]",4,2 9 0],-0.06731033325195312,True,allenai/OLMo-7B,step271000-tokens1199B,False
