problem_type,problem_ind,problem_id,perm_invariant,correct_answer,generated_response,generated_response_sum_logprob,generated_response_pred_set,generated_response_correct,mc_answer_logprobs,mc_response_index,mc_response,mc_response_sum_logprob,mc_response_correct,model,revision
prog_size1,1,prog_size1_1,False,[5],"5]
[4] [5] [",-0.7871674299240112,[5],True,"[-6.024879455566406, -7.622532844543457, -8.294864654541016, -6.312487602233887, -6.133754253387451, -6.695433139801025, -0.020572781562805176, -4.925477027893066]",6,5],-0.020572781562805176,True,google/gemma-2b,
prog_size2,1,prog_size2_1,False,[9],"9]
[7] [9] [",-0.6438393592834473,[9],True,"[-6.560312747955322, -6.391732692718506, -0.2308255434036255, -6.271839141845703, -5.87058162689209, -2.7663748264312744, -7.36661434173584, -7.324526786804199]",2,9],-0.2308255434036255,True,google/gemma-2b,
two_rule_comb0,1,two_rule_comb0_1,False,[7 0],"7 0]
[5 9]",-1.990307092666626,"[7, 0]",True,"[-0.012943029403686523, -12.033228874206543, -7.55805778503418, -12.951974868774414, -8.018872261047363, -13.01735782623291, -10.918830871582031, -11.091741561889648]",0,7 0],-0.012943029403686523,True,google/gemma-2b,
two_rule_comb1,1,two_rule_comb1_1,False,[8 9],"9 9]
[9 2]",-2.728154182434082,"[9, 9]",False,"[-3.703185558319092, -4.60540246963501, -2.69173526763916, -4.806778907775879, -4.916668891906738, -7.653392791748047, -1.3815385103225708, -5.743400573730469]",6,8 9],-1.3815385103225708,True,google/gemma-2b,
two_rule_comb2,1,two_rule_comb2_1,False,[0 7],"0 7]
[2 6]",-3.7177534103393555,"[0, 7]",True,"[-7.742562770843506, -7.905498504638672, -8.232525825500488, -3.7236454486846924, -6.8686065673828125, -8.275115966796875, -0.9969494342803955, -5.24931526184082]",6,0 7],-0.9969494342803955,True,google/gemma-2b,
two_rule_comb3,1,two_rule_comb3_1,False,[9 0],"9 0]
[5 9]",-1.563315749168396,"[9, 0]",True,"[-11.481797218322754, -9.905664443969727, -10.181754112243652, -8.858701705932617, -0.02120494842529297, -9.175045013427734, -10.370759963989258, -6.839889049530029]",4,9 0],-0.02120494842529297,True,google/gemma-2b,
two_rule_comb4,1,two_rule_comb4_1,False,[5 7],"5 1]
[4 4]",-2.7740635871887207,"[5, 1]",False,"[-7.31852912902832, -6.648080825805664, -5.667130470275879, -6.960232734680176, -2.872990369796753, -6.807915687561035, -6.96814489364624, -3.3695437908172607]",4,5 7],-2.872990369796753,True,google/gemma-2b,
two_rule_comb5,1,two_rule_comb5_1,False,[4 4],"4 4]
[3 5]",-0.1920309066772461,"[4, 4]",True,"[-0.08376646041870117, -6.606907367706299, -6.530257225036621, -4.415688514709473, -9.65665054321289, -5.566864013671875, -9.16144847869873, -8.731858253479004]",0,4 4],-0.08376646041870117,True,google/gemma-2b,
three_rule_comb0,1,three_rule_comb0_1,False,[3 0 0],"3 0 0]
[2 ",-2.3419055938720703,"[3, 0, 0]",True,"[-0.0515703409910202, -14.399803161621094, -11.58689022064209, -15.561416625976562, -7.213250160217285, -14.597307205200195, -14.643514633178711, -6.472506999969482]",0,3 0 0],-0.0515703409910202,True,google/gemma-2b,
three_rule_comb1,1,three_rule_comb1_1,False,[8 9 9],"1 2 9]
[2 ",-5.096570014953613,"[1, 2, 9]",False,"[-7.1012091636657715, -6.896571636199951, -7.452901840209961, -3.896869421005249, -6.338066101074219, -8.338780403137207, -7.475919723510742, -7.441971778869629]",3,8 9 9],-3.896869421005249,True,google/gemma-2b,
three_rule_comb2,1,three_rule_comb2_1,False,[1 1 9],"1 3 9]
[5 ",-3.049424171447754,"[1, 3, 9]",False,"[-1.5485424995422363, -11.479026794433594, -8.726592063903809, -6.366281032562256, -11.084770202636719, -9.247097969055176, -3.0098190307617188, -10.831605911254883]",0,1 1 9],-1.5485424995422363,True,google/gemma-2b,
three_rule_comb3,1,three_rule_comb3_1,False,[2 1 2],"2 1 2]
[2 ",-2.3722329139709473,"[2, 1, 2]",True,"[-0.8499528169631958, -13.485572814941406, -8.707450866699219, -8.904550552368164, -7.341228485107422, -5.970914363861084, -9.143828392028809, -8.233598709106445]",0,2 1 2],-0.8499528169631958,True,google/gemma-2b,
three_rule_comb4,1,three_rule_comb4_1,False,[7 9 4],"7 9 4]
[8 ",-1.4464342594146729,"[7, 9, 4]",True,"[-10.908833503723145, -5.4962592124938965, -12.392830848693848, -5.8231706619262695, -0.7496065497398376, -7.6738457679748535, -10.206865310668945, -8.897577285766602]",4,7 9 4],-0.7496065497398376,True,google/gemma-2b,
three_rule_comb5,1,three_rule_comb5_1,False,[3 3 1],"3 3 2]
[5 ",-2.260993242263794,"[3, 3, 2]",False,"[-8.67047119140625, -12.129753112792969, -11.30091667175293, -14.174885749816895, -12.933772087097168, -3.4024555683135986, -10.793316841125488, -12.40894889831543]",5,3 3 1],-3.4024555683135986,True,google/gemma-2b,
three_rule_comb6,1,three_rule_comb6_1,False,[7 1 9],"7 1 9]
[7 ",-1.7565128803253174,"[7, 1, 9]",True,"[-12.414472579956055, -12.690116882324219, -0.010970734059810638, -13.94411563873291, -14.365550994873047, -7.066697120666504, -13.118587493896484, -5.985165596008301]",2,7 1 9],-0.010970734059810638,True,google/gemma-2b,
three_rule_comb7,1,three_rule_comb7_1,False,[3 1 8],"3 1 5]
[3 ",-2.155111074447632,"[3, 1, 5]",False,"[-8.778228759765625, -7.412557601928711, -0.9457846879959106, -7.445829391479492, -4.908906936645508, -2.7195050716400146, -10.080058097839355, -6.304583549499512]",2,3 1 5],-0.9457846879959106,False,google/gemma-2b,
three_rule_comb8,1,three_rule_comb8_1,False,[5 5 5],"5 5 3]
[4 ",-2.214268445968628,"[5, 5, 3]",False,"[-4.023530006408691, -11.373272895812988, -2.1183922290802, -8.533452033996582, -9.250160217285156, -6.578664779663086, -12.330282211303711, -10.602373123168945]",2,1 9 1],-2.1183922290802,False,google/gemma-2b,
three_rule_comb9,1,three_rule_comb9_1,False,[8 9 0],"8 9 0]
[7 ",-0.5433833003044128,"[8, 9, 0]",True,"[-9.007087707519531, -0.27306586503982544, -10.668346405029297, -13.064130783081055, -12.031869888305664, -11.139080047607422, -5.948415756225586, -10.983757019042969]",1,8 9 0],-0.27306586503982544,True,google/gemma-2b,
c3_set_union,1,c3_set_union_1,True,[5 7 4 1],"5 1]
[7 5]",-4.020976543426514,[1 5],False,"[-3.872008800506592, -3.6804864406585693, -2.189488410949707, 0.0, -4.242082595825195, -5.868608474731445, -2.993133068084717, -7.00584602355957]",3,],0.0,False,google/gemma-2b,
c1_set_union,1,c1_set_union_1,True,[4],"4]
[7 1] [7",-1.8362573385238647,[4],True,"[-9.148755073547363, -7.640815258026123, -0.03666114807128906, -7.089053153991699, 0.0, -12.880777359008789, -4.500219345092773, -10.8652925491333]",4,],0.0,False,google/gemma-2b,
c2_set_union,1,c2_set_union_1,True,[8],"8]
[2 3] [2",-3.6795897483825684,[8],True,"[-5.7583208084106445, 0.0, -5.318319320678711, -5.233246803283691, -5.314065933227539, -5.094240188598633, -0.49144458770751953, -3.7960174083709717]",1,],0.0,False,google/gemma-2b,
AND,1,AND_1,True,[1],"1]
[4 1 9]",-4.3931474685668945,[1],True,"[-11.914962768554688, -13.875524520874023, -10.470002174377441, -14.068853378295898, -0.08106213808059692, 0.0, -14.997802734375, -16.45794677734375]",5,],0.0,False,google/gemma-2b,
XOR,1,XOR_1,True,[9 8],"7 9]
[7 9]",-4.659725666046143,[7 9],False,"[-8.906951904296875, -8.288774490356445, -4.515463829040527, -8.167707443237305, -10.195046424865723, -15.160846710205078, -2.2629764080047607, -2.639150381088257]",6,7 9],-2.2629764080047607,False,google/gemma-2b,
c3_set_union_permuted,1,c3_set_union_permuted_1,True,[1 6 7 5],"6 7]
[1 7]",-4.296736240386963,[6 7],False,"[-9.364188194274902, -3.3994290828704834, -6.680134296417236, -3.6672356128692627, -3.741482734680176, -3.802680253982544, -3.6054601669311523, -4.277454376220703]",1,7 6],-3.3994290828704834,False,google/gemma-2b,
c2_set_union_permuted,1,c2_set_union_permuted_1,True,[5],3 5 6] [3 6,-5.478834629058838,[3 5 6],False,"[-8.627687454223633, -2.3220391273498535, -2.892012596130371, -3.827979564666748, -6.1929121017456055, -2.8805861473083496, -2.0295307636260986, -7.531097412109375]",6,6],-2.0295307636260986,False,google/gemma-2b,
c1_set_union_permuted,1,c1_set_union_permuted_1,True,[4],"4]
[1 2] [1",-2.2026214599609375,[4],True,"[-11.861050605773926, -8.134185791015625, -7.607033729553223, -2.767271041870117, -7.5439300537109375, -2.519645929336548, -0.3426017761230469, -5.663788318634033]",6,4],-0.3426017761230469,True,google/gemma-2b,
XOR_permuted,1,XOR_permuted_1,True,[8 4],"8 2]
[2 5]",-4.317057132720947,[2 8],False,"[-2.611363649368286, -3.1691014766693115, -4.34261417388916, -5.7424798011779785, -2.8827857971191406, -8.925932884216309, -9.95547866821289, -2.1061553955078125]",7,5 8],-2.1061553955078125,False,google/gemma-2b,
AND_permuted,1,AND_permuted_1,True,[],"3]

[2 9] [6",-4.993803977966309,[3],False,"[-10.719513893127441, 0.0, -3.3270087242126465, -7.270906448364258, -9.009580612182617, -7.0441484451293945, -11.061504364013672, -8.0928373336792]",1,],0.0,True,google/gemma-2b,
row_constant,2,row_constant_2,False,[7],"7]
[6] [6] [",-2.114959478378296,[7],True,"[-0.04087328910827637, -5.5736083984375, -6.136882781982422, -6.501100540161133, -5.847259521484375, -5.73006010055542, -5.619860649108887, -5.949785232543945]",0,7],-0.04087328910827637,True,google/gemma-2b,
col_constant,2,col_constant_2,False,[9],"9]
[4] [2] [",-0.6116350889205933,[9],True,"[-5.632475852966309, -5.11647367477417, -5.119556427001953, -5.0718278884887695, -4.3519744873046875, -5.621589660644531, -0.07398983836174011, -4.931293487548828]",6,9],-0.07398983836174011,True,google/gemma-2b,
dist3_diag1,2,dist3_diag1_2,False,[7],"7]
[5] [7] [",-1.370831847190857,[7],True,"[-6.290177345275879, -5.807759761810303, -0.039365530014038086, -6.917226791381836, -4.239477634429932, -5.479699611663818, -5.544818878173828, -6.606443881988525]",2,7],-0.039365530014038086,True,google/gemma-2b,
dist3_diag2,2,dist3_diag2_2,False,[5],"5]
[5] [2] [",-2.1229867935180664,[5],True,"[-4.112034320831299, -5.874279975891113, -6.67592716217041, -5.404228210449219, -0.06034582853317261, -6.966838836669922, -7.43734073638916, -4.510631084442139]",4,5],-0.06034582853317261,True,google/gemma-2b,
prog_size1,2,prog_size1_2,False,[6],"6]
[5] [6] [",-0.6566227674484253,[6],True,"[-6.298947334289551, -0.04552292823791504, -4.338879585266113, -6.819759368896484, -4.543238639831543, -5.963818550109863, -5.78724479675293, -6.904629707336426]",1,6],-0.04552292823791504,True,google/gemma-2b,
prog_size2,2,prog_size2_2,False,[0],"1]
[2] [1] [",-1.296757698059082,[1],False,"[-5.239757061004639, -5.22012996673584, -0.7249836921691895, -3.816864490509033, -4.760931015014648, -4.560843467712402, -0.8476630449295044, -6.235843181610107]",2,1],-0.7249836921691895,False,google/gemma-2b,
two_rule_comb0,2,two_rule_comb0_2,False,[2 4],"2 4]
[3 7]",-0.5536810159683228,"[2, 4]",True,"[-7.125863075256348, -5.993256092071533, -10.338464736938477, -10.051069259643555, -8.918307304382324, -0.027030551806092262, -8.002669334411621, -8.148083686828613]",5,2 4],-0.027030551806092262,True,google/gemma-2b,
two_rule_comb1,2,two_rule_comb1_2,False,[2 6],"6 6]
[6 5]",-4.449774742126465,"[6, 6]",False,"[-4.146171569824219, -2.0130701065063477, -8.754419326782227, -3.918506383895874, -4.196589469909668, -4.376096725463867, -9.85390853881836, -2.9143154621124268]",1,2 6],-2.0130701065063477,True,google/gemma-2b,
two_rule_comb2,2,two_rule_comb2_2,False,[6 5],"6 5]
[9 4]",-0.3657061755657196,"[6, 5]",True,"[-9.472826957702637, -5.994133949279785, -12.053194999694824, -12.818968772888184, -10.746064186096191, -9.875112533569336, -5.657879829406738, -0.048608601093292236]",7,6 5],-0.048608601093292236,True,google/gemma-2b,
two_rule_comb3,2,two_rule_comb3_2,False,[4 8],"4 8]
[1 0]",-1.4290671348571777,"[4, 8]",True,"[-8.701543807983398, -5.095072269439697, -0.12200316786766052, -10.256852149963379, -2.895254135131836, -7.714373588562012, -6.825139045715332, -9.28840446472168]",2,4 8],-0.12200316786766052,True,google/gemma-2b,
two_rule_comb4,2,two_rule_comb4_2,False,[4 3],"6 3]
[3 3]",-2.8829596042633057,"[6, 3]",False,"[-8.638718605041504, -9.83448600769043, -2.348062038421631, -5.431816101074219, -5.200519561767578, -2.394589900970459, -6.512772560119629, -3.0539772510528564]",2,4 3],-2.348062038421631,True,google/gemma-2b,
two_rule_comb5,2,two_rule_comb5_2,False,[9 9],"9 10]
[7 8",-1.4900542497634888,"[9, 1, 0]",False,"[-8.272464752197266, -9.579263687133789, -3.651872158050537, -3.7460193634033203, -6.685727119445801, -8.271824836730957, -5.898319244384766, -6.167470932006836]",2,9 9],-3.651872158050537,True,google/gemma-2b,
three_rule_comb0,2,three_rule_comb0_2,False,[2 9 0],"2 9 0]
[3 ",-0.8679323792457581,"[2, 9, 0]",True,"[-6.921022891998291, -10.03183650970459, -10.240436553955078, -11.415637969970703, -0.05206501483917236, -9.505873680114746, -12.668460845947266, -13.244365692138672]",4,2 9 0],-0.05206501483917236,True,google/gemma-2b,
three_rule_comb1,2,three_rule_comb1_2,False,[3 3 2],"3 3 2]
[8 ",-1.510498285293579,"[3, 3, 2]",True,"[-12.010154724121094, -17.46026611328125, -13.1270112991333, -11.007707595825195, -6.178405284881592, -0.05595588684082031, -13.315832138061523, -10.376738548278809]",5,3 3 2],-0.05595588684082031,True,google/gemma-2b,
three_rule_comb2,2,three_rule_comb2_2,False,[8 5 6],"8 5 6]
[9 ",-0.7387663125991821,"[8, 5, 6]",True,"[-13.711079597473145, -6.458635330200195, -9.432975769042969, -6.149601936340332, -0.2988390326499939, -5.7125325202941895, -11.41545295715332, -13.861888885498047]",4,8 5 6],-0.2988390326499939,True,google/gemma-2b,
three_rule_comb3,2,three_rule_comb3_2,False,[6 3 7],"6 3 7]
[9 ",-4.474180221557617,"[6, 3, 7]",True,"[-2.833012104034424, -7.84306526184082, -4.775040626525879, -8.196964263916016, -5.076074600219727, -5.938582420349121, -5.254999160766602, -6.292820930480957]",0,6 3 7],-2.833012104034424,True,google/gemma-2b,
three_rule_comb4,2,three_rule_comb4_2,False,[9 3 1],"9 3 1]
[8 ",-2.113009452819824,"[9, 3, 1]",True,"[-11.661322593688965, -1.33649480342865, -8.876955032348633, -8.8126802444458, -12.619519233703613, -9.200754165649414, -6.930342674255371, -9.182296752929688]",1,9 3 1],-1.33649480342865,True,google/gemma-2b,
three_rule_comb5,2,three_rule_comb5_2,False,[5 3 1],"5 5 1]
[4 ",-1.5274423360824585,"[5, 5, 1]",False,"[-10.994824409484863, -12.160955429077148, -4.372457027435303, -7.4787702560424805, -1.7460956573486328, -8.608705520629883, -10.931112289428711, -4.643970012664795]",4,5 3 1],-1.7460956573486328,True,google/gemma-2b,
three_rule_comb6,2,three_rule_comb6_2,False,[1 0 2],"1 0 2]
[1 ",-2.13531494140625,"[1, 0, 2]",True,"[-9.759727478027344, -9.269923210144043, -5.268039703369141, -9.799032211303711, -10.093069076538086, -8.510110855102539, -3.5436458587646484, -0.8401753306388855]",7,1 0 2],-0.8401753306388855,True,google/gemma-2b,
three_rule_comb7,2,three_rule_comb7_2,False,[4 7 9],"4 4 4]
[5 ",-2.3645901679992676,"[4, 4, 4]",False,"[-7.47858190536499, -8.516495704650879, -8.789258003234863, -5.050293922424316, -6.27379035949707, -9.581216812133789, -10.442251205444336, -8.720620155334473]",3,6 6 6],-5.050293922424316,False,google/gemma-2b,
three_rule_comb8,2,three_rule_comb8_2,False,[3 0 8],"3 6 2]
[8 ",-1.506516456604004,"[3, 6, 2]",False,"[-6.136991500854492, -8.802989959716797, -8.39346694946289, -9.861023902893066, -8.218029022216797, -6.406569480895996, -9.537381172180176, -7.740118026733398]",0,8 0 3],-6.136991500854492,False,google/gemma-2b,
