condition,item_id,question,correct,intuitive,t,generated_response_raw,generated_response,generated_response_naive_label,mc_answer_logprobs,mc_answer_labels,mc_correct_logprob,mc_intuitive_logprob,mc_response_index,mc_response_label,mc_response,mc_response_mean_logprob,mc_response_correct,model,revision
crt3,11,"A pot of water is boiling on the stove, and with each passing hour, the overall volume of the evaporated water doubles. If the entire pot takes 6 hours to evaporate completely, how long does it take for half of the pot to evaporate?",5 hours,3 hours,6 hours," The pot takes 6 hours to evaporate completely.
Question: A pot of water is boiling on the stove, and with each passing hour, the overall volume of the evaporated water doubles. If the entire pot takes 6 hours to evaporate completely, how long does it take for half of the pot to evaporate?
Answer: The pot takes 6 hours to evaporate completely.
Question: A pot of water is boiling on the stove, and with each passing hour, the overall volume of",The pot takes 6 hours to evaporate completely.,t,"[-2.7954368591308594, -2.773383617401123, -2.232451915740967]","['correct', 'intuitive', 't']",-2.7954368591308594,-2.773383617401123,2,t,6 hours,-2.232451915740967,False,allenai/OLMo-1B,
crt3,12,"There is a section of mold on a bread loaf that doubles in size every hour. If it takes 16 hours for the mold to completely cover the bread, how much time is needed for the mold to cover half of the bread?",15 hours,8 hours,16 hours," The mold will cover half of the bread in 16 hours.
Question: A person is given a box of cereal. The box contains two different types of cereal. The first type of cereal has a shelf life of one year. The second type of cereal has a shelf life of two years. The person is given a third type of cereal. The third type of cereal has a shelf life of three years. How many years will the first type of cereal last?
Answer: The first type of",The mold will cover half of the bread in 16 hours.,t,"[-3.489807605743408, -2.918606758117676, -1.4788665771484375]","['correct', 'intuitive', 't']",-3.489807605743408,-2.918606758117676,2,t,16 hours,-1.4788665771484375,False,allenai/OLMo-1B,
crt3,13,"A forest is engulfed in flames. Each day, the overall area of the scorched forest doubles in size. If it takes 18 days for the entire forest to be consumed by the fire, how many days would it take for half of the forest to be burnt?",17 days,9 days,18 days," The total area of the forest is 4 times the area of the forest.
Question: A man is walking at a speed of 10 km/h. He is running at a speed of 20 km/h. How many hours will it take for him to reach the other side of the road?
Answer: The total time taken by the man to reach the other side of the road is 20 hours.
Question: A man is running at a speed of 10 km/h. He is",The total area of the forest is 4 times the area of the forest.,,"[-2.9131217002868652, -3.084674835205078, -1.6271753311157227]","['correct', 'intuitive', 't']",-2.9131217002868652,-3.084674835205078,2,t,18 days,-1.6271753311157227,False,allenai/OLMo-1B,
crt3,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",59 days,30 days,60 days," The answer is 60 days.
Question: A man is walking down a road. He sees a man walking in the opposite direction. The man in the opposite direction is walking at a constant speed. The man in the same direction is walking at a constant speed. The man in the opposite direction is walking at a constant speed. The man in the same direction is walking at a constant speed. The man in the opposite direction is walking at a constant speed. The man in the same direction is walking",The answer is 60 days.,t,"[-3.823971748352051, -2.6567139625549316, -1.4938135147094727]","['correct', 'intuitive', 't']",-3.823971748352051,-2.6567139625549316,2,t,60 days,-1.4938135147094727,False,allenai/OLMo-1B,
crt3,15,"A section of grass is expanding within a garden, with the total area it occupies doubling daily. If it requires 12 days for the entire garden to be encompassed by the grass, how many days are needed for the grass to cover half of the garden?",11 days,6 days,12 days," The grass covers the garden in 12 days.
Question: A section of grass is expanding within a garden, with the total area it occupies doubling daily. If it requires 12 days for the entire garden to be encompassed by the grass, how many days are needed for the grass to cover half of the garden?
Question: A section of grass is expanding within a garden, with the total area it occupies doubling daily. If it requires 12 days for the entire garden to be encompassed by the",The grass covers the garden in 12 days.,t,"[-3.1147146224975586, -2.97735595703125, -1.9097604751586914]","['correct', 'intuitive', 't']",-3.1147146224975586,-2.97735595703125,2,t,12 days,-1.9097604751586914,False,allenai/OLMo-1B,
crt3,16,"An investor possesses 1 bitcoin. Each day, their number of bitcoins doubles. If it takes them 30 days to achieve their investment target, how long would it take for them to reach half of that target?",29 days,15 days,30 days," It would take them 30 days to reach half of their investment target.
Question: An investor possesses 1 bitcoin. Each day, their number of bitcoins doubles. If it takes them 30 days to achieve their investment target, how long would it take for them to reach half of that target?
Answer: It would take them 30 days to reach half of their investment target.
Question: An investor possesses 1 bitcoin. Each day, their number of bitcoins doubles. If it takes them 30",It would take them 30 days to reach half of their investment target.,t,"[-3.669276237487793, -2.8978633880615234, -1.5160627365112305]","['correct', 'intuitive', 't']",-3.669276237487793,-2.8978633880615234,2,t,30 days,-1.5160627365112305,False,allenai/OLMo-1B,
crt3,17,"Fish inhabit a creek, and their population doubles each week. If it requires 24 weeks for the entire creek to become completely filled with fish, how long would it take to fill half of the creek with fish?",23 weeks,12 weeks,24 weeks," The population of fish doubles each week.
Question: A farmer has a herd of cows. The herd is divided into two groups. One group is fed a diet of grass and the other group is fed a diet of corn. The cows in the group that eats the corn are more fat than the cows in the group that eats the grass. How many cows are in the group that eats the grass?
Answer: The cows in the group that eats the grass are more fat than the cows in",The population of fish doubles each week.,,"[-3.8749074935913086, -2.665015697479248, -1.366236686706543]","['correct', 'intuitive', 't']",-3.8749074935913086,-2.665015697479248,2,t,24 weeks,-1.366236686706543,False,allenai/OLMo-1B,
crt3,18,"A dust cloud hovers above the city, doubling in size each day. If it takes 12 days for the entire city to be engulfed by the cloud, how many days does it take for the cloud to cover half of the city?",11 days,6 days,12 days," The cloud covers half of the city in 12 days.
Question: A man is walking down a street when he sees a man standing on the sidewalk. The man asks the man, “What are you doing?” The man replies, “I’m waiting for my wife.” The man asks, “Why are you waiting for your wife?” The man replies, “I’m waiting for my wife to come home.” The man asks, “Why are you waiting for your wife to come home",The cloud covers half of the city in 12 days.,t,"[-2.9710769653320312, -2.7239975929260254, -1.8050518035888672]","['correct', 'intuitive', 't']",-2.9710769653320312,-2.7239975929260254,2,t,12 days,-1.8050518035888672,False,allenai/OLMo-1B,
crt3,19,"There is a sick student in the class. Each day, the number of sick students doubles. If it takes 6 days for the entire class to become sick, how many days does it take for half of the class to become sick?",5 days,3 days,6 days," It takes 6 days for the entire class to become sick.
Question: A student is given a list of numbers. The student is asked to find the number that is the sum of the first and last numbers in the list.
Answer: The student is given a list of numbers. The student is asked to find the number that is the sum of the first and last numbers in the list.
Question: A student is given a list of numbers. The student is asked to find the number",It takes 6 days for the entire class to become sick.,t,"[-2.6342201232910156, -2.508493423461914, -2.081798553466797]","['correct', 'intuitive', 't']",-2.6342201232910156,-2.508493423461914,2,t,6 days,-2.081798553466797,False,allenai/OLMo-1B,
crt3,20,"A colony of bacteria is growing on yogurt, and the size of the colony doubles daily. If it takes 4 days for the colony to completely cover the yogurt, how many days does it take for the patch to cover half of the yogurt?",3 days,2 days,4 days," The colony of bacteria grows on yogurt, and the size of the colony doubles daily. If it takes 4 days for the colony to completely cover the yogurt, how many days does it take for the patch to cover half of the yogurt?
Question: A colony of bacteria is growing on yogurt, and the size of the colony doubles daily. If it takes 4 days for the colony to completely cover the yogurt, how many days does it take for the patch to cover half of the yogurt?
Question","The colony of bacteria grows on yogurt, and the size of the colony doubles daily.",,"[-2.5643601417541504, -2.5450997352600098, -1.8638229370117188]","['correct', 'intuitive', 't']",-2.5643601417541504,-2.5450997352600098,2,t,4 days,-1.8638229370117188,False,allenai/OLMo-1B,
crt3,21,"A moss patch is expanding on a rock, doubling its size each day. It takes 300 days for the moss to completely cover the rock. How many days are required for the moss to cover half of the rock?",299 days,150 days,300 days," The moss covers half of the rock in 300 days.
Question: A rock is cut into two pieces. One piece is cut in half and the other piece is cut in half. How many pieces of rock are there?
Answer: There are four pieces of rock.
Question: A rock is cut into two pieces. One piece is cut in half and the other piece is cut in half. How many pieces of rock are there?
Answer: There are four pieces of rock.
",The moss covers half of the rock in 300 days.,t,"[-4.557535171508789, -3.2236547470092773, -1.5286378860473633]","['correct', 'intuitive', 't']",-4.557535171508789,-3.2236547470092773,2,t,300 days,-1.5286378860473633,False,allenai/OLMo-1B,
crt3,22,"Beneath a tree, there is a heap of leaves that doubles in size every week. If it takes 4 weeks for the pile to attain a height of 4 meters, how much time is required for it to reach a height of 2 meters?",3 weeks,2 weeks,4 weeks," The time required for the heap to reach a height of 2 meters is 4 weeks.
Question: A man is standing on a platform of height 2 meters. He is looking down at the ground. If the distance between the man and the ground is 4 meters, then what is the height of the platform?
Answer: The distance between the man and the ground is 4 meters.
Question: A man is standing on a platform of height 2 meters. He is looking down at the ground.",The time required for the heap to reach a height of 2 meters is 4 weeks.,t,"[-2.809082508087158, -2.872629165649414, -1.8814983367919922]","['correct', 'intuitive', 't']",-2.809082508087158,-2.872629165649414,2,t,4 weeks,-1.8814983367919922,False,allenai/OLMo-1B,
crt3,23,"Mushrooms are cultivated in a container, and their quantity doubles daily. Given that it takes 6 days for the mushrooms to fill the entire container, determine the time needed to fill half of the container.",5 days,3 days,6 days," The time needed to fill half of the container is 6 days.
Question: A container has a capacity of 1,000 liters. If the volume of the container is doubled, the volume of the container doubles. If the volume of the container is halved, the volume of the container doubles. What is the volume of the container?
Answer: The volume of the container is 1,000 liters.
Question: A container has a capacity of 1,000 liters. If",The time needed to fill half of the container is 6 days.,t,"[-2.6722278594970703, -2.642449378967285, -2.2770605087280273]","['correct', 'intuitive', 't']",-2.6722278594970703,-2.642449378967285,2,t,6 days,-2.2770605087280273,False,allenai/OLMo-1B,
crt3,24,"There is a man who raises rabbits in a barn. Each year, the rabbit population doubles. If it takes 8 years for the entire barn to become full of rabbits, how long does it take for the barn to be filled halfway with rabbits?",7 years,4 years,8 years," It takes 8 years for the entire barn to become full of rabbits.
Question: A man is walking down a road and sees a man standing on the side of the road. The man asks the man, ""What are you doing?"" The man replies, ""I'm waiting for my wife to come home.""
Question: A man is walking down a road and sees a man standing on the side of the road. The man asks the man, ""What are you doing?"" The man replies",It takes 8 years for the entire barn to become full of rabbits.,t,"[-3.1695547103881836, -2.269503593444824, -1.3997507095336914]","['correct', 'intuitive', 't']",-3.1695547103881836,-2.269503593444824,2,t,8 years,-1.3997507095336914,False,allenai/OLMo-1B,
crt3,25,"Within a forest, there is a growing patch of ramson that doubles in size each week. If it takes 10 weeks for the entire forest to be covered with ramson, how long would it take for the ramson to cover half of the forest?",9 weeks,5 weeks,10 weeks," The ramson grows at a rate of 1 cm per week.
Question: A farmer has a field of wheat that is planted in rows. The rows are 10 cm apart. How many rows are there?
Answer: There are 10 rows.
Question: A farmer has a field of wheat that is planted in rows. The rows are 10 cm apart. How many rows are there?
Answer: There are 10 rows.
Question: A farmer has a field of wheat that is",The ramson grows at a rate of 1 cm per week.,,"[-3.504146099090576, -2.627066135406494, -1.5702295303344727]","['correct', 'intuitive', 't']",-3.504146099090576,-2.627066135406494,2,t,10 weeks,-1.5702295303344727,False,allenai/OLMo-1B,
crt3,26,"It is currently raining, causing the lake to fill up with water. The volume of water in the lake doubles every day. If it takes a total of 20 days for the lake to become completely filled, how many days would it take for the lake to reach halfway to being full?",19 days,10 days,20 days," It takes 20 days for the lake to reach halfway to being full.
Question: A man is walking down a road. He sees a man walking in the opposite direction. The man in the opposite direction is walking at a constant speed of 10 km/h. The man in the same direction is walking at a constant speed of 20 km/h. How long will it take for the man in the opposite direction to catch up with the man in the same direction?
Answer: It takes 20",It takes 20 days for the lake to reach halfway to being full.,t,"[-3.861649990081787, -2.7486495971679688, -1.4749155044555664]","['correct', 'intuitive', 't']",-3.861649990081787,-2.7486495971679688,2,t,20 days,-1.4749155044555664,False,allenai/OLMo-1B,
crt3,27,"Within a forest, there exists a tree that doubles its height each year. If the tree attains its maximum height in 10 years, determine the time it would take to achieve half of that maximum height.",9 years,5 years,10 years," The tree would attain its maximum height in 10 years.
Question: A tree grows at a rate of 1.5 cm per year. If the tree is cut down, the stump would grow at a rate of 1.5 cm per year. If the stump is left to grow, the tree would grow at a rate of 1.5 cm per year.
Answer: The tree would grow at a rate of 1.5 cm per year.
Question: A tree grows at a rate",The tree would attain its maximum height in 10 years.,t,"[-3.49076509475708, -2.961831569671631, -2.4024510383605957]","['correct', 'intuitive', 't']",-3.49076509475708,-2.961831569671631,2,t,10 years,-2.4024510383605957,False,allenai/OLMo-1B,
crt3,28,"There is a flood occurring in a field. With each passing hour, the size of the flood-stricken area doubles. If it takes 20 hours for the entire field to become submerged, how many hours would it take for half of the field to be inundated?",19 hours,10 hours,20 hours," 20 hours.
Question: A man is walking along a road. He sees a car coming towards him. He decides to run. If the car is traveling at a speed of 30 km/h, how long will it take for the car to catch up with him?
Answer: 30 minutes.
Question: A man is walking along a road. He sees a car coming towards him. He decides to run. If the car is traveling at a speed of 30 km/h, how",20 hours.,t,"[-4.045103073120117, -2.2870664596557617, -1.2819223403930664]","['correct', 'intuitive', 't']",-4.045103073120117,-2.2870664596557617,2,t,20 hours,-1.2819223403930664,False,allenai/OLMo-1B,
crt3,29,"A barrel is being filled with whiskey, and the total volume of whiskey doubles every minute. If it takes 12 minutes to completely fill the barrel, how long would it take to fill half of it with whiskey?",11 minutes,6 minutes,12 minutes," It takes 12 minutes to fill half of the barrel with whiskey.
Question: A barrel is being filled with whiskey, and the total volume of whiskey doubles every minute. If it takes 12 minutes to completely fill the barrel, how long would it take to fill half of it with whiskey?
Answer: It takes 12 minutes to fill half of the barrel with whiskey.
Question: A barrel is being filled with whiskey, and the total volume of whiskey doubles every minute. If it takes 12 minutes",It takes 12 minutes to fill half of the barrel with whiskey.,t,"[-3.0449509620666504, -2.548544406890869, -1.4929351806640625]","['correct', 'intuitive', 't']",-3.0449509620666504,-2.548544406890869,2,t,12 minutes,-1.4929351806640625,False,allenai/OLMo-1B,
crt3,30,"Programmers are in the process of developing new software and each month the total quantity of written code doubles. If it requires 10 months to complete the entire code, how much time is needed to write half of the code?",9 months,5 months,10 months," The total time required to write half of the code is 10 months.
Question: A man is walking down a road. He is going to cross a bridge. He has to cross the bridge in the shortest possible time. If he takes a step at a time, he will cross the bridge in the least possible time. If he takes a step at a time, he will cross the bridge in the most possible time. If he takes a step at a time, he will cross the bridge in",The total time required to write half of the code is 10 months.,t,"[-3.4122419357299805, -2.87033748626709, -2.0268845558166504]","['correct', 'intuitive', 't']",-3.4122419357299805,-2.87033748626709,2,t,10 months,-2.0268845558166504,False,allenai/OLMo-1B,
crt3,31,"A factory is busy filling bags with chocolate cookies. The total number of bags filled doubles with each passing hour. Given that it takes 8 hours to fill all the bags, how much time is required to fill half of the bags?",7 hours,4 hours,8 hours," The total number of bags filled doubles with each passing hour.
Question: A factory is busy filling bags with chocolate cookies. The total number of bags filled doubles with each passing hour. Given that it takes 8 hours to fill all the bags, how much time is required to fill half of the bags?
Question: A factory is busy filling bags with chocolate cookies. The total number of bags filled doubles with each passing hour. Given that it takes 8 hours to fill all the bags, how much",The total number of bags filled doubles with each passing hour.,,"[-3.210958480834961, -2.302236557006836, -2.1104183197021484]","['correct', 'intuitive', 't']",-3.210958480834961,-2.302236557006836,2,t,8 hours,-2.1104183197021484,False,allenai/OLMo-1B,
crt3,32,"An orange tree is sprouting leaves. The number of leaves doubles every month. Given that it takes 6 months for the entire tree to be covered with leaves, how many months does it take for the tree to be half covered with leaves?",5 months,3 months,6 months," The tree is covered with leaves for 6 months.
Question: A man is walking along a road. He sees a man standing on a bridge. The man on the bridge is walking towards the man on the road. The man on the road is walking towards the man on the bridge. The man on the bridge is walking towards the man on the road. The man on the road is walking towards the man on the bridge. The man on the bridge is walking towards the man on the road.",The tree is covered with leaves for 6 months.,t,"[-2.5116543769836426, -2.456954002380371, -1.7974739074707031]","['correct', 'intuitive', 't']",-2.5116543769836426,-2.456954002380371,2,t,6 months,-1.7974739074707031,False,allenai/OLMo-1B,
crt3,33,"An iceberg is forming and its surface doubles every year. If the iceberg takes 10 years to grow to 10 square miles, how many years are required for it to grow to 5 square miles?",9 years,5 years,10 years," The iceberg will take 10 years to grow to 5 square miles.
Question: A man is walking down a road. He sees a man walking in the opposite direction. The man in the opposite direction is walking at a constant speed of 10 miles per hour. The man in the same direction is walking at a constant speed of 5 miles per hour. How long will it take for the man in the opposite direction to catch up with the man in the same direction?
Answer: It will take",The iceberg will take 10 years to grow to 5 square miles.,t,"[-3.6271371841430664, -2.1894969940185547, -1.4786405563354492]","['correct', 'intuitive', 't']",-3.6271371841430664,-2.1894969940185547,2,t,10 years,-1.4786405563354492,False,allenai/OLMo-1B,
crt3,34,"A woman is in the process of growing her hair. Each year, the length of her hair doubles. If it takes 6 years for her hair to achieve a length of two meters, how long would it take for it to reach a length of one meter?",5 years,3 years,6 years," It takes 6 years for the hair to reach a length of one meter.
Question: A man is in the process of growing his hair. Each year, the length of his hair doubles. If it takes 6 years for his hair to reach a length of two meters, how long would it take for his hair to reach a length of one meter?
Answer: It takes 6 years for the hair to reach a length of one meter.
Question: A man is in the process of growing",It takes 6 years for the hair to reach a length of one meter.,t,"[-2.6131930351257324, -2.6321802139282227, -1.797677993774414]","['correct', 'intuitive', 't']",-2.6131930351257324,-2.6321802139282227,2,t,6 years,-1.797677993774414,False,allenai/OLMo-1B,
crt3,35,"Ants are crawling on a cake, and with each passing minute, their population on the cake doubles. If the entire cake is covered with ants in 30 minutes, how long would it take for half of the cake to be covered with ants?",29 minutes,15 minutes,30 minutes," The cake is covered with ants in 30 minutes.
Question: A man is walking down a road. He sees a man standing on the side of the road. The man is holding a stick in his hand. The man is walking towards the man. The man is holding a stick in his hand. The man is walking towards the man. The man is holding a stick in his hand. The man is walking towards the man. The man is holding a stick in his hand. The man is",The cake is covered with ants in 30 minutes.,t,"[-3.9116153717041016, -2.8723602294921875, -1.878483772277832]","['correct', 'intuitive', 't']",-3.9116153717041016,-2.8723602294921875,2,t,30 minutes,-1.878483772277832,False,allenai/OLMo-1B,
crt3,36,"In a room, there are rats whose population doubles each month. If it takes 9 months for the rats to completely fill the room, how long would it take for them to occupy half of the room?",8 months,4.5 months,9 months," The population of rats doubles each month.
Question: A man is walking down a street. He sees a man walking in the opposite direction. The man in the opposite direction is walking at a constant speed. The man in the same direction is walking at a constant speed. The man in the opposite direction is walking at a constant speed. The man in the same direction is walking at a constant speed. The man in the opposite direction is walking at a constant speed. The man in the same direction",The population of rats doubles each month.,,"[-3.023343086242676, -2.4885611534118652, -1.6627960205078125]","['correct', 'intuitive', 't']",-3.023343086242676,-2.4885611534118652,2,t,9 months,-1.6627960205078125,False,allenai/OLMo-1B,
crt3,37,"The wood is burning in a fireplace, and the temperature doubles every minute. If it takes 20 minutes for the fireplace to reach a temperature of 600 degrees, how long does it take for the temperature to reach 300 degrees?",19 minutes,10 minutes,20 minutes," The temperature doubles every minute.
Question: A fire burns at a rate of 1.5 inches per minute. If the fire is burning at a rate of 2 inches per minute, how long will it take for the fire to burn through a piece of paper?
Answer: The fire burns at a rate of 2 inches per minute.
Question: A fire burns at a rate of 1 inch per minute. If the fire is burning at a rate of 2 inches per minute, how long will",The temperature doubles every minute.,,"[-4.530079364776611, -2.590275287628174, -1.4202051162719727]","['correct', 'intuitive', 't']",-4.530079364776611,-2.590275287628174,2,t,20 minutes,-1.4202051162719727,False,allenai/OLMo-1B,
crt3,38,"In a fish tank, some algae are present. Each day, the quantity of algae multiplies by two. If it requires 30 days for the entire fish tank to become filled with algae, how much time is needed for half of the fish tank to be filled with algae?",29 days,15 days,30 days," The quantity of algae in the fish tank is doubled every day.
Question: A fish tank contains a total of 10 fish. If the quantity of fish doubles every day, how many fish will be in the tank after one week?
Answer: The quantity of fish in the tank is doubled every day.
Question: A fish tank contains a total of 10 fish. If the quantity of fish doubles every day, how many fish will be in the tank after one week?
Answer: The",The quantity of algae in the fish tank is doubled every day.,,"[-4.0898051261901855, -2.8324432373046875, -1.681595802307129]","['correct', 'intuitive', 't']",-4.0898051261901855,-2.8324432373046875,2,t,30 days,-1.681595802307129,False,allenai/OLMo-1B,
crt3,39,"An elderly woman regularly feeds cats. Each day, the number of cats she feeds doubles. If she feeds 64 cats on the 6th day, on which day does she feed 32 cats?",5th day,3rd day,6th day," On the 6th day, she feeds 32 cats.
Question: A man has a son who is a year younger than him. If the man’s son is born on the day of the birth of his father, then how old is the man?
Answer: The man’s son is born on the day of the birth of his father.
Question: A man has a son who is a year younger than him. If the man’s son is born on the day of","On the 6th day, she feeds 32 cats.",t,"[-2.3831398487091064, -2.2524280548095703, -1.8979686498641968]","['correct', 'intuitive', 't']",-2.3831398487091064,-2.2524280548095703,2,t,6th day,-1.8979686498641968,False,allenai/OLMo-1B,
