condition,item_id,question,correct,intuitive,t,generated_response_raw,generated_response,generated_response_naive_label,generated_response_label,mc_answer_logprobs,mc_answer_labels,mc_correct_logprob,mc_intuitive_logprob,mc_response_index,mc_response_label,mc_response,mc_response_mean_logprob,mc_response_correct,model,revision
crt3,18,"A dust cloud hovers above the city, doubling in size each day. If it takes 12 days for the entire city to be engulfed by the cloud, how many days does it take for the cloud to cover half of the city?",11 days,6 days,12 days,"It takes 11 days for the cloud to cover half of the city.
Question: A man and a woman are sitting on the couch watching TV. The man says, “I bet you can’t say the alphabet without moving your lips.” The woman says, “34251.” What did she do?
Answer: She counted the letters in the alphabet.
Question: A man was driving a black truck. His lights were not on. The moon was",It takes 11 days for the cloud to cover half of the city.,correct,correct,"[-0.6348123550415039, -1.3703441619873047, -1.0948209762573242]","['correct', 'intuitive', 't']",-0.634812355,-1.370344162,0,correct,11 days,-0.634812355,TRUE,meta-llama/Llama-2-70b-hf,
crt3,19,"There is a sick student in the class. Each day, the number of sick students doubles. If it takes 6 days for the entire class to become sick, how many days does it take for half of the class to become sick?",5 days,3 days,6 days,"It takes 5 days for half of the class to become sick.
Question: A monkey climbs up a coconut tree with a coconut in each hand. He eats one of the coconuts and drops it down. He repeats the process until he reaches the top. How many coconuts are left on the tree when he reaches the top?
Answer: None, because he ate all of them.
Question: A man goes into a",It takes 5 days for half of the class to become sick.,correct,correct,"[-0.7192071080207825, -1.2721309661865234, -1.5601609945297241]","['correct', 'intuitive', 't']",-0.719207108,-1.272130966,0,correct,5 days,-0.719207108,TRUE,meta-llama/Llama-2-70b-hf,
crt3,20,"A colony of bacteria is growing on yogurt, and the size of the colony doubles daily. If it takes 4 days for the colony to completely cover the yogurt, how many days does it take for the patch to cover half of the yogurt?",3 days,2 days,4 days,"The answer is 3 days.
Explanation: The colony of bacteria doubles daily, so it takes 3 days to cover half of the yogurt.
A colony of bacteria is growing on yogurt, and the size of the colony doubles daily. If it takes 4 days for the colony to completely cover the yogurt, how many days does it take for the patch to cover half of the yogurt?
The",The answer is 3 days.,correct,correct,"[-0.8590090870857239, -1.070193886756897, -1.7554839849472046]","['correct', 'intuitive', 't']",-0.8590090871,-1.070193887,0,correct,3 days,-0.8590090871,TRUE,meta-llama/Llama-2-70b-hf,
crt3,21,"A moss patch is expanding on a rock, doubling its size each day. It takes 300 days for the moss to completely cover the rock. How many days are required for the moss to cover half of the rock?",299 days,150 days,300 days,"299 days.
Explanation: On the 299th day, the moss will cover half the rock. On the 300th day, the moss will cover the entire rock.
Question: There are 200 people in an auditorium. 199 people have shaken hands with each other. How many handshakes occurred?
Answer: 199.
Explanation: If you take any",299 days.,correct,correct,"[-0.24848785996437073, -1.0612884759902954, -1.0929580926895142]","['correct', 'intuitive', 't']",-0.24848786,-1.061288476,0,correct,299 days,-0.24848786,TRUE,meta-llama/Llama-2-70b-hf,
crt3,22,"Beneath a tree, there is a heap of leaves that doubles in size every week. If it takes 4 weeks for the pile to attain a height of 4 meters, how much time is required for it to reach a height of 2 meters?",3 weeks,2 weeks,4 weeks,"2 weeks
Explanation: Let us assume that the height of the pile of leaves is h meters in the first week.
h meters in the second week.
2h meters in the third week.
4h meters in the fourth week.
Therefore, the height of the pile of leaves in the first week is 1 meter.
In the second week, the height of the pile of leaves is 2 meters.
The pile of leaves",2 weeks.,intuitive,intuitive,"[-0.7968947291374207, -1.0060640573501587, -1.1372909545898438]","['correct', 'intuitive', 't']",-0.7968947291,-1.006064057,0,correct,3 weeks,-0.7968947291,TRUE,meta-llama/Llama-2-70b-hf,
crt3,23,"Mushrooms are cultivated in a container, and their quantity doubles daily. Given that it takes 6 days for the mushrooms to fill the entire container, determine the time needed to fill half of the container.",5 days,3 days,6 days,"The quantity of mushrooms doubles daily.
Let the quantity of mushrooms on the first day be 1.
Then, the quantity of mushrooms on the second day will be 2.
The quantity of mushrooms on the third day will be 4.
The quantity of mushrooms on the fourth day will be 8.
The quantity of mushrooms on the fifth day will be 16.
The quantity of mushrooms on",The quantity of mushrooms doubles daily.,,,"[-0.9869887232780457, -1.2381458282470703, -1.7739791870117188]","['correct', 'intuitive', 't']",-0.9869887233,-1.238145828,0,correct,5 days,-0.9869887233,TRUE,meta-llama/Llama-2-70b-hf,
crt3,24,"There is a man who raises rabbits in a barn. Each year, the rabbit population doubles. If it takes 8 years for the entire barn to become full of rabbits, how long does it take for the barn to be filled halfway with rabbits?",7 years,4 years,8 years,"4 years. The population doubles every year, so in 4 years, it is halfway to doubling, and in 8 years, it is full.
Question: There are three light switches in a room. Each of the switches controls one of the three light bulbs in the next room. You may manipulate the switches as you wish, but once you open the door to the next room, you can’t change them again. How can you definitively tell",4 years.,intuitive,intuitive,"[-0.6525128483772278, -0.6163005828857422, -0.9805933833122253]","['correct', 'intuitive', 't']",-0.6525128484,-0.6163005829,1,intuitive,4 years,-0.6163005829,FALSE,meta-llama/Llama-2-70b-hf,
crt3,25,"Within a forest, there is a growing patch of ramson that doubles in size each week. If it takes 10 weeks for the entire forest to be covered with ramson, how long would it take for the ramson to cover half of the forest?",9 weeks,5 weeks,10 weeks,"After 10 weeks, the ramson covers the entire forest. But after 9 weeks, it covers half the forest.
Question: If you had only one match and entered a dark room containing an oil lamp, some kindling wood, and a newspaper, which would you light first?
Answer: You would light the match first!
Question: A man walks into a bar and asks the barman for a glass of water. The barman pulls out a gun and","After 10 weeks, the ramson covers the entire forest.",t,correct,"[-0.6901095509529114, -1.3869962692260742, -0.8995354175567627]","['correct', 'intuitive', 't']",-0.690109551,-1.386996269,0,correct,9 weeks,-0.690109551,TRUE,meta-llama/Llama-2-70b-hf,
crt3,26,"It is currently raining, causing the lake to fill up with water. The volume of water in the lake doubles every day. If it takes a total of 20 days for the lake to become completely filled, how many days would it take for the lake to reach halfway to being full?",19 days,10 days,20 days,"The lake doubles every day. On the first day it is 100%, on the second day it is 200%, on the third day it is 400% and so on.
Question: If a man says that he is a liar, is what he says true or false?
Answer: It's false. If what he said was true, then he would be lying, which would make what he said false.
Question: If I can",The lake doubles every day.,,,"[-0.48615026473999023, -0.9617390632629395, -1.0969820022583008]","['correct', 'intuitive', 't']",-0.4861502647,-0.9617390633,0,correct,19 days,-0.4861502647,TRUE,meta-llama/Llama-2-70b-hf,
crt3,27,"Within a forest, there exists a tree that doubles its height each year. If the tree attains its maximum height in 10 years, determine the time it would take to achieve half of that maximum height.",9 years,5 years,10 years,"10 years.
Question: What is the sum of the angles of a 10-sided polygon?
Answer: 1800 degrees.
Question: If the product of two numbers is 18, and their sum is 27, what are the numbers?
Answer: 3 and 6.
Question: What is the sum of the numbers 1 to 100?
Answer: 5,005.
",10 years.,t,t,"[-1.035557746887207, -1.112687110900879, -0.9253284931182861]","['correct', 'intuitive', 't']",-1.035557747,-1.112687111,2,t,10 years,-0.9253284931,FALSE,meta-llama/Llama-2-70b-hf,
crt3,28,"There is a flood occurring in a field. With each passing hour, the size of the flood-stricken area doubles. If it takes 20 hours for the entire field to become submerged, how many hours would it take for half of the field to be inundated?",19 hours,10 hours,20 hours,"19 hours.
After 19 hours, the field is half underwater. One hour later, the entire field is underwater.
Question: What is the next number in the sequence 1, 2, 3, 5, 8, 13, 21, ___?
Answer: 34.
The sequence is the Fibonacci sequence. Each number is the sum of the previous two numbers.
Question: If",19 hours.,correct,correct,"[-0.6544051170349121, -0.7343029975891113, -0.8515920639038086]","['correct', 'intuitive', 't']",-0.654405117,-0.7343029976,0,correct,19 hours,-0.654405117,TRUE,meta-llama/Llama-2-70b-hf,
crt3,29,"A barrel is being filled with whiskey, and the total volume of whiskey doubles every minute. If it takes 12 minutes to completely fill the barrel, how long would it take to fill half of it with whiskey?",11 minutes,6 minutes,12 minutes,"11 minutes. The whiskey doubles every minute, so after 11 minutes it would be half full.
Question: If 10 apples cost 10 cents, how much would 100 apples cost?
Answer: 10 cents. Each apple costs 1 cent.
Question: A man was driving a black truck. His lights were not on. The moon was not out. A lady was crossing the street. How did",11 minutes.,correct,correct,"[-0.4641995429992676, -1.259103775024414, -0.7443385124206543]","['correct', 'intuitive', 't']",-0.464199543,-1.259103775,0,correct,11 minutes,-0.464199543,TRUE,meta-llama/Llama-2-70b-hf,
crt3,30,"Programmers are in the process of developing new software and each month the total quantity of written code doubles. If it requires 10 months to complete the entire code, how much time is needed to write half of the code?",9 months,5 months,10 months,"10 months
Question: What is the average of all the numbers between 1 and 100?
Question: If the sum of two numbers is 5 and the difference is 3, what are the numbers?
Answer: 4 and 1
Question: How many degrees are there in the angle between the hour and minute hands of a clock when the time is a quarter past three?
Answer: 7.5 degrees
Question: What is the next",10 months.,t,t,"[-0.9381802678108215, -0.7821063995361328, -0.9437894821166992]","['correct', 'intuitive', 't']",-0.9381802678,-0.7821063995,1,intuitive,5 months,-0.7821063995,FALSE,meta-llama/Llama-2-70b-hf,
crt3,31,"A factory is busy filling bags with chocolate cookies. The total number of bags filled doubles with each passing hour. Given that it takes 8 hours to fill all the bags, how much time is required to fill half of the bags?",7 hours,4 hours,8 hours,"The bags are filled as follows: 1 bag in the first hour, 2 bags in the second hour, 4 bags in the third hour, 8 bags in the fourth hour, 16 bags in the fifth hour, 32 bags in the sixth hour, 64 bags in the seventh hour, and 128 bags in the eighth hour. The total number of bags filled is 256.","The bags are filled as follows: 1 bag in the first hour, 2 bags in the second hour, 4 bags in the third hour, 8 bags in the fourth hour, 16 bags in the fifth hour, 32 bags in the sixth hour, 64 bags in the seventh hour, and 128 bags in the eighth hour.",,,"[-0.7861340641975403, -1.0091737508773804, -1.1631063222885132]","['correct', 'intuitive', 't']",-0.7861340642,-1.009173751,0,correct,7 hours,-0.7861340642,TRUE,meta-llama/Llama-2-70b-hf,
crt3,32,"An orange tree is sprouting leaves. The number of leaves doubles every month. Given that it takes 6 months for the entire tree to be covered with leaves, how many months does it take for the tree to be half covered with leaves?",5 months,3 months,6 months,"5 months. The tree is half covered with leaves when the number of leaves is 2 to the power of 5, which is 32.
Question: If you add 1 to 1000, you get the same result as if you add 1 to 999 and then add 1 to that result.
Question: I am a number. If you add 2 to me, you get the same result as if you multiply me by ",5 months.,correct,correct,"[-0.8575875163078308, -1.0550966262817383, -1.5188087224960327]","['correct', 'intuitive', 't']",-0.8575875163,-1.055096626,0,correct,5 months,-0.8575875163,TRUE,meta-llama/Llama-2-70b-hf,
crt3,33,"An iceberg is forming and its surface doubles every year. If the iceberg takes 10 years to grow to 10 square miles, how many years are required for it to grow to 5 square miles?",9 years,5 years,10 years,"5 years.
Question: How many times does a clock’s hands overlap in a day?
Answer: 22 times.
Question: A car travels 15 miles in 20 minutes. How far does it travel in 1 hour?
Answer: 45 miles.
Question: How many times does the letter “A” appear in the following sentence?
All the alphabets in the alphabet are in the alphabet.
Answer:",5 years.,intuitive,intuitive,"[-0.9285926818847656, -0.8401069641113281, -0.7957472801208496]","['correct', 'intuitive', 't']",-0.9285926819,-0.8401069641,2,t,10 years,-0.7957472801,FALSE,meta-llama/Llama-2-70b-hf,
crt3,34,"A woman is in the process of growing her hair. Each year, the length of her hair doubles. If it takes 6 years for her hair to achieve a length of two meters, how long would it take for it to reach a length of one meter?",5 years,3 years,6 years,"It would take 5 years. In the first year, the length of her hair is 1/2 meter. In the second year, it would be 1 meter. In the third year, it would be 2 meters. In the fourth year, it would be 4 meters. In the fifth year, it would be 8 meters. In the sixth year, it would be 16 meters.
Hair Riddle Meme with riddle and answer page link.",It would take 5 years.,correct,correct,"[-1.3858795166015625, -0.7246010899543762, -1.2900606393814087]","['correct', 'intuitive', 't']",-1.385879517,-0.72460109,1,intuitive,3 years,-0.72460109,FALSE,meta-llama/Llama-2-70b-hf,
crt3,35,"Ants are crawling on a cake, and with each passing minute, their population on the cake doubles. If the entire cake is covered with ants in 30 minutes, how long would it take for half of the cake to be covered with ants?",29 minutes,15 minutes,30 minutes,"29 minutes.
Explanation: If the population of ants doubles each minute, then in 29 minutes, half of the cake would be covered, and in 30 minutes, the entire cake would be covered.
Question: You have 100 coins, all of which are heads up, except for two of them. You cannot tell which coins are the odd ones out by looking at them. You have to separate the odd coins",29 minutes.,correct,correct,"[-0.3765089511871338, -0.9688217639923096, -1.1396925449371338]","['correct', 'intuitive', 't']",-0.3765089512,-0.968821764,0,correct,29 minutes,-0.3765089512,TRUE,meta-llama/Llama-2-70b-hf,
crt3,36,"In a room, there are rats whose population doubles each month. If it takes 9 months for the rats to completely fill the room, how long would it take for them to occupy half of the room?",8 months,4.5 months,9 months,"8 months.
Question: A man and his son are involved in a car accident. The father is killed instantly and the son is seriously injured. The son is taken to the hospital where the surgeon says, ""I cannot operate on this boy. He is my son."" How is this possible?
Answer: The surgeon is the boy's mother.
Question: You are in a cabin and it is pitch black. You have one match on you. Which do you light",8 months.,correct,correct,"[-0.5606613159179688, -1.0780277252197266, -1.14776611328125]","['correct', 'intuitive', 't']",-0.5606613159,-1.078027725,0,correct,8 months,-0.5606613159,TRUE,meta-llama/Llama-2-70b-hf,
crt3,37,"The wood is burning in a fireplace, and the temperature doubles every minute. If it takes 20 minutes for the fireplace to reach a temperature of 600 degrees, how long does it take for the temperature to reach 300 degrees?",19 minutes,10 minutes,20 minutes,"15 minutes.
Question: A woman was born in 1955. She is 35 years old today. How is this possible?
Answer: She was born in 1955 BC.
Question: A man pushes his car to a hotel and lost his fortune. What happened?
Answer: He was playing Monopoly.
Question: What is the difference between a jeweler and a jailer?
Answer: A j",15 minutes.,,,"[-0.7098178863525391, -0.6837682723999023, -0.8506250381469727]","['correct', 'intuitive', 't']",-0.7098178864,-0.6837682724,1,intuitive,10 minutes,-0.6837682724,FALSE,meta-llama/Llama-2-70b-hf,
crt3,38,"In a fish tank, some algae are present. Each day, the quantity of algae multiplies by two. If it requires 30 days for the entire fish tank to become filled with algae, how much time is needed for half of the fish tank to be filled with algae?",29 days,15 days,30 days,"29 days.
On the 29th day, half of the fish tank will be filled with algae.
On the 30th day, the entire fish tank will be filled with algae.
Question: The sum of two numbers is 100. The difference of the squares of the two numbers is 100. Find the two numbers.
Answer: 10 and 90.
Let x be one of the numbers.",29 days.,correct,correct,"[-0.3744823932647705, -0.9696676731109619, -1.1431310176849365]","['correct', 'intuitive', 't']",-0.3744823933,-0.9696676731,0,correct,29 days,-0.3744823933,TRUE,meta-llama/Llama-2-70b-hf,
crt3,39,"An elderly woman regularly feeds cats. Each day, the number of cats she feeds doubles. If she feeds 64 cats on the 6th day, on which day does she feed 32 cats?",5th day,3rd day,6th day,"5th day.
On the first day, she feeds 1 cat.
On the second day, she feeds 2 cats.
On the third day, she feeds 4 cats.
On the fourth day, she feeds 8 cats.
On the fifth day, she feeds 16 cats.
On the sixth day, she feeds 32 cats.
The 5th day is when she fe",5th day.,correct,correct,"[-0.7599964141845703, -1.0963077545166016, -1.4101600646972656]","['correct', 'intuitive', 't']",-0.7599964142,-1.096307755,0,correct,5th day,-0.7599964142,TRUE,meta-llama/Llama-2-70b-hf,
crt3,40,"Bamboo is growing in the garden, and its height doubles each day. It takes 5 days to reach a height of 10 meters. How long does it take for the bamboo to attain a height of 5 meters?",4 days,2.5 days,5 days,"4 days.
The bamboo grows by 5 meters each day.
Question: A man is found dead in a cabin. His wife is missing. There is a calendar on the wall with the dates from January 1st to February 28th marked off. There is a note on the desk with the following written on it:
I have been kidnapped.
I will be killed.
What happened to the man?
Answer: The man",4 days.,correct,correct,"[-0.6308476328849792, -1.2430791854858398, -1.6438846588134766]","['correct', 'intuitive', 't']",-0.6308476329,-1.243079185,0,correct,4 days,-0.6308476329,TRUE,meta-llama/Llama-2-70b-hf,
crt3,41,"A patient has been diagnosed with cancer, and the number of cancer cells doubles each week. If it takes 4 weeks for the cancer cells to reach a critical amount, how long will it take for the cells to reach half of that critical amount?",3 weeks,2 weeks,4 weeks,"2 weeks.
Question: A patient has been diagnosed with cancer, and the number of cancer cells doubles each week. If it takes 4 weeks for the cancer cells to reach a critical amount, how long will it take for the cells to reach half of that critical amount? Answer: 2 weeks.
A patient has been diagnosed with cancer, and the number of cancer cells doubles each week. If it takes 4 weeks for the cancer cells to reach a critical amount,",2 weeks.,intuitive,intuitive,"[-0.8548062443733215, -0.9388001561164856, -1.5041459798812866]","['correct', 'intuitive', 't']",-0.8548062444,-0.9388001561,0,correct,3 weeks,-0.8548062444,TRUE,meta-llama/Llama-2-70b-hf,
