condition,item_id,question,correct,intuitive,t,generated_response_raw,generated_response,generated_response_naive_label,generated_response_label,mc_answer_logprobs,mc_answer_labels,mc_correct_logprob,mc_intuitive_logprob,mc_response_index,mc_response_label,mc_response,mc_response_mean_logprob,mc_response_correct,model,revision
crt3,28,"There is a flood occurring in a field. With each passing hour, the size of the flood-stricken area doubles. If it takes 20 hours for the entire field to become submerged, how many hours would it take for half of the field to be inundated?",19 hours,10 hours,20 hours,"

Question: There is a flood occurring in a field. With each passing hour, the size of the flood-stricken area doubles. If it takes 20 hours for the entire field to become submerged, how many hours would it take for half of the field to be inundated?
Answer:

Question: There is a flood occurring in a field. With each passing hour, the size of the flood-stricken area doubles. If it takes 20 hours for the",.,,,"[-4.28125, -2.91015625, -2.4140625]","['correct', 'intuitive', 't']",-4.28125,-2.91015625,2,t,20 hours,-2.4140625,FALSE,EleutherAI/pythia-12b-deduped,
crt3,29,"A barrel is being filled with whiskey, and the total volume of whiskey doubles every minute. If it takes 12 minutes to completely fill the barrel, how long would it take to fill half of it with whiskey?",11 minutes,6 minutes,12 minutes,"

Question: A barrel is being filled with whiskey, and the total volume of whiskey doubles every minute. If it takes 12 minutes to completely fill the barrel, how long would it take to fill half of it with whiskey?
Answer:

Question: A barrel is being filled with whiskey, and the total volume of whiskey doubles every minute. If it takes 12 minutes to completely fill the barrel, how long would it take to fill half of it with whiskey?
Answer:

",.,,,"[-3.66015625, -2.3828125, -1.80859375]","['correct', 'intuitive', 't']",-3.66015625,-2.3828125,2,t,12 minutes,-1.80859375,FALSE,EleutherAI/pythia-12b-deduped,
crt3,30,"Programmers are in the process of developing new software and each month the total quantity of written code doubles. If it requires 10 months to complete the entire code, how much time is needed to write half of the code?",9 months,5 months,10 months,"

Question: A programmer is developing a new software and each month the total quantity of written code doubles. If it requires 10 months to complete the entire code, how much time is needed to write half of the code?
Answer:

Question: A programmer is developing a new software and each month the total quantity of written code doubles. If it requires 10 months to complete the entire code, how much time is needed to write half of the code?
Answer:

Question:",.,,,"[-2.66796875, -2.0, -1.9453125]","['correct', 'intuitive', 't']",-2.66796875,-2,2,t,10 months,-1.9453125,FALSE,EleutherAI/pythia-12b-deduped,
crt3,31,"A factory is busy filling bags with chocolate cookies. The total number of bags filled doubles with each passing hour. Given that it takes 8 hours to fill all the bags, how much time is required to fill half of the bags?",7 hours,4 hours,8 hours,"

Question: A factory is busy filling bags with chocolate cookies. The total number of bags filled doubles with each passing hour. Given that it takes 8 hours to fill all the bags, how much time is required to fill half of the bags?
Answer:

Question: A factory is busy filling bags with chocolate cookies. The total number of bags filled doubles with each passing hour. Given that it takes 8 hours to fill all the bags, how much time is required to fill half of",.,,,"[-3.63671875, -2.41015625, -1.84375]","['correct', 'intuitive', 't']",-3.63671875,-2.41015625,2,t,8 hours,-1.84375,FALSE,EleutherAI/pythia-12b-deduped,
crt3,32,"An orange tree is sprouting leaves. The number of leaves doubles every month. Given that it takes 6 months for the entire tree to be covered with leaves, how many months does it take for the tree to be half covered with leaves?",5 months,3 months,6 months,"

Question: An orange tree is sprouting leaves. The number of leaves doubles every month. Given that it takes 6 months for the entire tree to be covered with leaves, how many months does it take for the tree to be half covered with leaves?
Answer:

Question: An orange tree is sprouting leaves. The number of leaves doubles every month. Given that it takes 6 months for the entire tree to be covered with leaves, how many months does it take for the tree",.,,,"[-2.8125, -2.03125, -1.81640625]","['correct', 'intuitive', 't']",-2.8125,-2.03125,2,t,6 months,-1.81640625,FALSE,EleutherAI/pythia-12b-deduped,
crt3,33,"An iceberg is forming and its surface doubles every year. If the iceberg takes 10 years to grow to 10 square miles, how many years are required for it to grow to 5 square miles?",9 years,5 years,10 years,"

Question: An iceberg is forming and its surface doubles every year. If the iceberg takes 10 years to grow to 10 square miles, how many years are required for it to grow to 5 square miles?
Answer:

Question: An iceberg is forming and its surface doubles every year. If the iceberg takes 10 years to grow to 10 square miles, how many years are required for it to grow to 5 square miles?
Answer:

Question: An ice",.,,,"[-3.265625, -2.08203125, -2.15234375]","['correct', 'intuitive', 't']",-3.265625,-2.08203125,1,intuitive,5 years,-2.08203125,FALSE,EleutherAI/pythia-12b-deduped,
crt3,34,"A woman is in the process of growing her hair. Each year, the length of her hair doubles. If it takes 6 years for her hair to achieve a length of two meters, how long would it take for it to reach a length of one meter?",5 years,3 years,6 years,"

Question: A woman is in the process of growing her hair. Each year, the length of her hair doubles. If it takes 6 years for her hair to achieve a length of two meters, how long would it take for it to reach a length of one meter?
Answer:

Question: A woman is in the process of growing her hair. Each year, the length of her hair doubles. If it takes 6 years for her hair to achieve a length of two meters,",.,,,"[-3.15625, -2.54296875, -2.72265625]","['correct', 'intuitive', 't']",-3.15625,-2.54296875,1,intuitive,3 years,-2.54296875,FALSE,EleutherAI/pythia-12b-deduped,
crt3,35,"Ants are crawling on a cake, and with each passing minute, their population on the cake doubles. If the entire cake is covered with ants in 30 minutes, how long would it take for half of the cake to be covered with ants?",29 minutes,15 minutes,30 minutes,"

Question: Ants are crawling on a cake, and with each passing minute, their population on the cake doubles. If the entire cake is covered with ants in 30 minutes, how long would it take for half of the cake to be covered with ants?
Answer:

Question: Ants are crawling on a cake, and with each passing minute, their population on the cake doubles. If the entire cake is covered with ants in 30 minutes, how long would it take for half",.,,,"[-3.98046875, -2.58984375, -2.16015625]","['correct', 'intuitive', 't']",-3.98046875,-2.58984375,2,t,30 minutes,-2.16015625,FALSE,EleutherAI/pythia-12b-deduped,
crt3,36,"In a room, there are rats whose population doubles each month. If it takes 9 months for the rats to completely fill the room, how long would it take for them to occupy half of the room?",8 months,4.5 months,9 months,"

Question: In a room, there are rats whose population doubles each month. If it takes 9 months for the rats to completely fill the room, how long would it take for them to occupy half of the room?
Answer:

Question: In a room, there are rats whose population doubles each month. If it takes 9 months for the rats to completely fill the room, how long would it take for them to occupy half of the room?
Answer:

Question:",.,,,"[-2.9609375, -1.92578125, -1.58984375]","['correct', 'intuitive', 't']",-2.9609375,-1.92578125,2,t,9 months,-1.58984375,FALSE,EleutherAI/pythia-12b-deduped,
crt3,37,"The wood is burning in a fireplace, and the temperature doubles every minute. If it takes 20 minutes for the fireplace to reach a temperature of 600 degrees, how long does it take for the temperature to reach 300 degrees?",19 minutes,10 minutes,20 minutes,"

Question: The wood is burning in a fireplace, and the temperature doubles every minute. If it takes 20 minutes for the fireplace to reach a temperature of 600 degrees, how long does it take for the temperature to reach 300 degrees?
Answer:

Question: The wood is burning in a fireplace, and the temperature doubles every minute. If it takes 20 minutes for the fireplace to reach a temperature of 600 degrees, how long does it take for the temperature to reach 300 degrees?
",.,,,"[-4.162109375, -3.3828125, -2.4296875]","['correct', 'intuitive', 't']",-4.162109375,-3.3828125,2,t,20 minutes,-2.4296875,FALSE,EleutherAI/pythia-12b-deduped,
crt3,38,"In a fish tank, some algae are present. Each day, the quantity of algae multiplies by two. If it requires 30 days for the entire fish tank to become filled with algae, how much time is needed for half of the fish tank to be filled with algae?",29 days,15 days,30 days,"

Question: In a fish tank, some algae are present. Each day, the quantity of algae multiplies by two. If it requires 30 days for the entire fish tank to become filled with algae, how much time is needed for half of the fish tank to be filled with algae?
Answer:

Question: In a fish tank, some algae are present. Each day, the quantity of algae multiplies by two. If it requires 30 days for the entire fish tank to become",.,,,"[-4.12109375, -2.68359375, -2.546875]","['correct', 'intuitive', 't']",-4.12109375,-2.68359375,2,t,30 days,-2.546875,FALSE,EleutherAI/pythia-12b-deduped,
crt3,39,"An elderly woman regularly feeds cats. Each day, the number of cats she feeds doubles. If she feeds 64 cats on the 6th day, on which day does she feed 32 cats?",5th day,3rd day,6th day," Day 7

Question: A man has a wife and two children. If he gives his wife $100, he gives his children $50 each. If he gives his wife $200, he gives his children $100 each. If he gives his wife $300, he gives his children $150 each. If he gives his wife $400, he gives his children $200 each. If he gives his wife $500, he gives his children $250 each. If he gives his wife",Day 7.,,,"[-1.3307291269302368, -1.6640625, -1.3567708730697632]","['correct', 'intuitive', 't']",-1.330729127,-1.6640625,0,correct,5th day,-1.330729127,TRUE,EleutherAI/pythia-12b-deduped,
crt3,40,"Bamboo is growing in the garden, and its height doubles each day. It takes 5 days to reach a height of 10 meters. How long does it take for the bamboo to attain a height of 5 meters?",4 days,2.5 days,5 days,"

Question: A man is standing on a platform that is 10 meters high. He throws a ball up to a height of 5 meters. How high is the ball?
Answer:

Question: A man is standing on a platform that is 10 meters high. He throws a ball up to a height of 5 meters. How high is the ball?
Answer:

Question: A man is standing on a platform that is 10 meters high. He throws a ball up to a",.,,,"[-3.4296875, -1.875, -2.21484375]","['correct', 'intuitive', 't']",-3.4296875,-1.875,1,intuitive,2.5 days,-1.875,FALSE,EleutherAI/pythia-12b-deduped,
crt3,41,"A patient has been diagnosed with cancer, and the number of cancer cells doubles each week. If it takes 4 weeks for the cancer cells to reach a critical amount, how long will it take for the cells to reach half of that critical amount?",3 weeks,2 weeks,4 weeks,"

Question: A patient has been diagnosed with cancer, and the number of cancer cells doubles each week. If it takes 4 weeks for the cancer cells to reach a critical amount, how long will it take for the cells to reach half of that critical amount?
Answer:

Question: A patient has been diagnosed with cancer, and the number of cancer cells doubles each week. If it takes 4 weeks for the cancer cells to reach a critical amount, how long will it take for the",.,,,"[-2.35546875, -1.75390625, -1.6640625]","['correct', 'intuitive', 't']",-2.35546875,-1.75390625,2,t,4 weeks,-1.6640625,FALSE,EleutherAI/pythia-12b-deduped,
crt3,42,"There is a heap of fruit that is decaying. The quantity of spoiled fruit doubles daily. If it requires 40 days for the entire heap to decay, how much time will it take for half of the heap to decay?",39 days,20 days,40 days,"

Question: There is a heap of fruit that is decaying. The quantity of spoiled fruit doubles daily. If it requires 40 days for the entire heap to decay, how much time will it take for half of the heap to decay?
Answer:

Question: There is a heap of fruit that is decaying. The quantity of spoiled fruit doubles daily. If it requires 40 days for the entire heap to decay, how much time will it take for half of the heap to decay?
",.,,,"[-4.90625, -2.69140625, -2.609375]","['correct', 'intuitive', 't']",-4.90625,-2.69140625,2,t,40 days,-2.609375,FALSE,EleutherAI/pythia-12b-deduped,
