model,model_family,model_n_params,problem_type,problem_ind,problem_id,perm_invariant,correct_answer,response,response_sum_logprob,response_correct,eval_method,pretty_eval_method
Llama-2 7B,Llama-2,7.0,row_constant,2,row_constant_2,False,[7],"7]
[8] [8] [",-2.6646804809570312,True,generated,Production
Llama-2 7B,Llama-2,7.0,row_constant,2,row_constant_2,False,[7],7],-0.0650177001953125,True,mc,Forced choice
Llama-2 7B,Llama-2,7.0,col_constant,2,col_constant_2,False,[9],"9]
[4] [2] [",-0.4309215545654297,True,generated,Production
Llama-2 7B,Llama-2,7.0,col_constant,2,col_constant_2,False,[9],9],-0.0668811798095703,True,mc,Forced choice
Llama-2 7B,Llama-2,7.0,dist3_diag1,2,dist3_diag1_2,False,[7],"7]
[5] [7] [",-2.9585695266723633,True,generated,Production
Llama-2 7B,Llama-2,7.0,dist3_diag1,2,dist3_diag1_2,False,[7],4],-0.7164783477783203,False,mc,Forced choice
Llama-2 7B,Llama-2,7.0,dist3_diag2,2,dist3_diag2_2,False,[5],"5]
[5] [6] [",-2.567410469055176,True,generated,Production
Llama-2 7B,Llama-2,7.0,dist3_diag2,2,dist3_diag2_2,False,[5],5],-0.1958160400390625,True,mc,Forced choice
Llama-2 7B,Llama-2,7.0,prog_size1,2,prog_size1_2,False,[6],"6]
[5] [6] [",-0.381540298461914,True,generated,Production
Llama-2 7B,Llama-2,7.0,prog_size1,2,prog_size1_2,False,[6],6],-0.0219287872314453,True,mc,Forced choice
Llama-2 7B,Llama-2,7.0,prog_size2,2,prog_size2_2,False,[0],"0]

[6] [4]",-5.628177642822266,True,generated,Production
Llama-2 7B,Llama-2,7.0,prog_size2,2,prog_size2_2,False,[0],0],-0.1924629211425781,True,mc,Forced choice
Llama-2 7B,Llama-2,7.0,two_rule_comb0,2,two_rule_comb0_2,False,[2 4],"2 4]
[3 7]",-0.4123649597167969,True,generated,Production
Llama-2 7B,Llama-2,7.0,two_rule_comb0,2,two_rule_comb0_2,False,[2 4],2 4],-0.0328140258789062,True,mc,Forced choice
Llama-2 7B,Llama-2,7.0,two_rule_comb1,2,two_rule_comb1_2,False,[2 6],"5 6]
[1 6]",-6.746683120727539,False,generated,Production
Llama-2 7B,Llama-2,7.0,two_rule_comb1,2,two_rule_comb1_2,False,[2 6],2 6],-2.129518508911133,True,mc,Forced choice
Llama-2 7B,Llama-2,7.0,two_rule_comb2,2,two_rule_comb2_2,False,[6 5],"6 5]
[9 4]",-1.556243896484375,True,generated,Production
Llama-2 7B,Llama-2,7.0,two_rule_comb2,2,two_rule_comb2_2,False,[6 5],6 5],-0.9198379516601562,True,mc,Forced choice
Llama-2 7B,Llama-2,7.0,two_rule_comb3,2,two_rule_comb3_2,False,[4 8],"4 8]
[1 0]",-1.9875850677490232,True,generated,Production
Llama-2 7B,Llama-2,7.0,two_rule_comb3,2,two_rule_comb3_2,False,[4 8],4 8],-0.0933437347412109,True,mc,Forced choice
Llama-2 7B,Llama-2,7.0,two_rule_comb4,2,two_rule_comb4_2,False,[4 3],"1 3]
[3 6]",-3.90328598022461,False,generated,Production
Llama-2 7B,Llama-2,7.0,two_rule_comb4,2,two_rule_comb4_2,False,[4 3],4 3],-1.124114990234375,True,mc,Forced choice
Llama-2 7B,Llama-2,7.0,two_rule_comb5,2,two_rule_comb5_2,False,[9 9],"8 9]
[7 8]",-2.0750856399536133,False,generated,Production
Llama-2 7B,Llama-2,7.0,two_rule_comb5,2,two_rule_comb5_2,False,[9 9],7 8],-4.992530822753906,False,mc,Forced choice
Llama-2 7B,Llama-2,7.0,three_rule_comb0,2,three_rule_comb0_2,False,[2 9 0],"2 9 0]
[3 ",-0.8193492889404297,True,generated,Production
Llama-2 7B,Llama-2,7.0,three_rule_comb0,2,three_rule_comb0_2,False,[2 9 0],2 9 0],-0.0571231842041015,True,mc,Forced choice
Llama-2 7B,Llama-2,7.0,three_rule_comb1,2,three_rule_comb1_2,False,[3 3 2],"2 3 2]
[5 ",-4.852540016174316,False,generated,Production
Llama-2 7B,Llama-2,7.0,three_rule_comb1,2,three_rule_comb1_2,False,[3 3 2],3 3 2],-3.5883255004882812,True,mc,Forced choice
Llama-2 7B,Llama-2,7.0,three_rule_comb2,2,three_rule_comb2_2,False,[8 5 6],"8 5 6]
[9 ",-0.5871257781982422,True,generated,Production
Llama-2 7B,Llama-2,7.0,three_rule_comb2,2,three_rule_comb2_2,False,[8 5 6],8 5 6],-0.1138629913330078,True,mc,Forced choice
Llama-2 7B,Llama-2,7.0,three_rule_comb3,2,three_rule_comb3_2,False,[6 3 7],"9 3 0]
[9 ",-5.109165191650391,False,generated,Production
Llama-2 7B,Llama-2,7.0,three_rule_comb3,2,three_rule_comb3_2,False,[6 3 7],6 3 7],-2.260046005249023,True,mc,Forced choice
Llama-2 7B,Llama-2,7.0,three_rule_comb4,2,three_rule_comb4_2,False,[9 3 1],"9 5 1]
[8 ",-3.147393226623535,False,generated,Production
Llama-2 7B,Llama-2,7.0,three_rule_comb4,2,three_rule_comb4_2,False,[9 3 1],9 3 1],-1.2529773712158203,True,mc,Forced choice
Llama-2 7B,Llama-2,7.0,three_rule_comb5,2,three_rule_comb5_2,False,[5 3 1],"5 4 1]
[4 ",-1.9621057510375977,False,generated,Production
Llama-2 7B,Llama-2,7.0,three_rule_comb5,2,three_rule_comb5_2,False,[5 3 1],5 3 1],-1.5222206115722656,True,mc,Forced choice
Llama-2 7B,Llama-2,7.0,three_rule_comb6,2,three_rule_comb6_2,False,[1 0 2],"7 2 8]
[1 ",-8.898469924926758,False,generated,Production
Llama-2 7B,Llama-2,7.0,three_rule_comb6,2,three_rule_comb6_2,False,[1 0 2],1 6 7],-4.981479644775391,False,mc,Forced choice
Llama-2 7B,Llama-2,7.0,three_rule_comb7,2,three_rule_comb7_2,False,[4 7 9],"4 2 1]
[5 ",-3.6513938903808594,False,generated,Production
Llama-2 7B,Llama-2,7.0,three_rule_comb7,2,three_rule_comb7_2,False,[4 7 9],6 6 6],-4.573419570922852,False,mc,Forced choice
Llama-2 7B,Llama-2,7.0,three_rule_comb8,2,three_rule_comb8_2,False,[3 0 8],"3 6 2]
[3 ",-2.7965049743652344,False,generated,Production
Llama-2 7B,Llama-2,7.0,three_rule_comb8,2,three_rule_comb8_2,False,[3 0 8],7 4 4],-5.283302307128906,False,mc,Forced choice
Llama-2 7B,Llama-2,7.0,three_rule_comb9,2,three_rule_comb9_2,False,[6 7 2],"6 5 4]
[5 ",-2.988827705383301,False,generated,Production
Llama-2 7B,Llama-2,7.0,three_rule_comb9,2,three_rule_comb9_2,False,[6 7 2],6 7 2],-2.648712158203125,True,mc,Forced choice
Llama-2 7B,Llama-2,7.0,c3_set_union,2,c3_set_union_2,True,[1 9 8 6],"1 9 8 6]
[",-0.7009897232055664,True,generated,Production
Llama-2 7B,Llama-2,7.0,c3_set_union,2,c3_set_union_2,True,[1 9 8 6],],0.0,False,mc,Forced choice
Llama-2 7B,Llama-2,7.0,c1_set_union,2,c1_set_union_2,True,[1],"1]
[5 4] [5",-4.1779584884643555,True,generated,Production
Llama-2 7B,Llama-2,7.0,c1_set_union,2,c1_set_union_2,True,[1],1],-0.0176849365234375,True,mc,Forced choice
Llama-2 7B,Llama-2,7.0,c2_set_union,2,c2_set_union_2,True,[1],8 1 2 3] [2,-6.79334831237793,False,generated,Production
Llama-2 7B,Llama-2,7.0,c2_set_union,2,c2_set_union_2,True,[1],],0.0,False,mc,Forced choice
Llama-2 7B,Llama-2,7.0,AND,2,AND_2,True,[5],"5]
[8 4] [9",-3.114246368408203,True,generated,Production
Llama-2 7B,Llama-2,7.0,AND,2,AND_2,True,[5],5],-0.3541488647460937,True,mc,Forced choice
Llama-2 7B,Llama-2,7.0,XOR,2,XOR_2,True,[3 4],"2 3]
[2 3]",-5.913736343383789,False,generated,Production
Llama-2 7B,Llama-2,7.0,XOR,2,XOR_2,True,[3 4],5 1],-3.788780212402344,False,mc,Forced choice
Llama-2 7B,Llama-2,7.0,c3_set_union_permuted,2,c3_set_union_permuted_2,True,[2 1 4 6],"6 2 4]
[6 ",-5.232505798339844,False,generated,Production
Llama-2 7B,Llama-2,7.0,c3_set_union_permuted,2,c3_set_union_permuted_2,True,[2 1 4 6],6 4 2],-3.7084922790527344,False,mc,Forced choice
Llama-2 7B,Llama-2,7.0,c2_set_union_permuted,2,c2_set_union_permuted_2,True,[9],"7 9]
[6 7 ",-7.487493515014648,False,generated,Production
Llama-2 7B,Llama-2,7.0,c2_set_union_permuted,2,c2_set_union_permuted_2,True,[9],],0.0,False,mc,Forced choice
Llama-2 7B,Llama-2,7.0,c1_set_union_permuted,2,c1_set_union_permuted_2,True,[2],"2]
[0 8] [0",-7.030254364013672,True,generated,Production
Llama-2 7B,Llama-2,7.0,c1_set_union_permuted,2,c1_set_union_permuted_2,True,[2],2],-1.1920490264892578,True,mc,Forced choice
Llama-2 7B,Llama-2,7.0,XOR_permuted,2,XOR_permuted_2,True,[1 7],"4 8]
[4 7]",-6.873979568481445,False,generated,Production
Llama-2 7B,Llama-2,7.0,XOR_permuted,2,XOR_permuted_2,True,[1 7],],0.0,False,mc,Forced choice
