condition,item_id,question,correct,intuitive,total_cost,more,correct_alt,intuitive_alt,total_cost_alt,more_alt,generated_response_raw,generated_response,generated_response_naive_label,generated_response_label,mc_answer_logprobs,mc_answer_labels,mc_correct_logprob,mc_intuitive_logprob,mc_response_index,mc_response_label,mc_response,mc_response_mean_logprob,mc_response_correct,mc_correct_alt_logprob,mc_intuitive_alt_logprob,mc_response_correct_alt,model,revision
crt1,11,A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50," The body lotion costs $10.
Question: A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?
Question: A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?
Question: A",The body lotion costs $10.,,,"[-2.3669116497039795, -2.359306812286377, -2.0624611377716064, -2.1021392345428467, -3.032133102416992, -2.915447235107422, -1.2988243103027344, -1.6658649444580078]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.36691165,-2.359306812,6,total_cost_alt,$54,-1.29882431,FALSE,-3.032133102,-2.915447235,FALSE,allenai/OLMo-7B,
crt1,12,A trampoline and a box of batteries together cost $520. The trampoline costs $500 more than the box of batteries. How much does the box of batteries cost?,$10.00,$20.00,$520.00,$500.00,$10,$20,$520,$500," The box of batteries costs $100.
Question: A man bought a car for $20,000. He paid $1,000 down and made monthly payments of $1,000 for the next 5 years. How much did he pay in interest?
Answer: $5,000. The interest rate is 5%.
Question: A man bought a car for $20,000. He paid $1,000 down and made monthly payments of $1,000 for the next 5",The box of batteries costs $100.,,,"[-2.271516799926758, -2.141096830368042, -2.364234685897827, -2.237200975418091, -2.7665743827819824, -2.316483497619629, -1.6448941230773926, -1.9564433097839355]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.2715168,-2.14109683,6,total_cost_alt,$520,-1.644894123,FALSE,-2.766574383,-2.316483498,FALSE,allenai/OLMo-7B,
crt1,13,A mouse and a can of baby food together cost $1.20. The mouse costs $1 more than the can of baby food. How much does the can of baby food cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1," The can of baby food costs $1.20.
Question: A man and a woman together cost $1.20. The man costs $1 more than the woman. How much does the woman cost?
Answer: The woman costs $1.20.
Question: A man and a woman together cost $1.20. The man costs $1 more than the woman. How much does the man cost?
Answer: The man costs $1.20.
Question:",The can of baby food costs $1.,more_alt,,"[-1.6109962463378906, -1.1804447174072266, -0.8805065155029297, -1.3583059310913086, -1.6109962463378906, -1.1804447174072266, -0.8805065155029297, -1.2058897018432617]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.610996246,-1.180444717,2,total_cost,$1.20,-0.8805065155,FALSE,-1.610996246,-1.180444717,FALSE,allenai/OLMo-7B,
crt1,14,A bottle of shampoo and a knife together cost $110. The bottle of shampoo costs $100 more than the knife. How much does the knife cost?,$5.00,$10.00,$110.00,$100.00,$5,$10,$110,$100," The knife costs $10.
Question: A man bought a car for $20,000. He paid $1,000 down and made monthly payments of $1,000 for the next 5 years. How much did he pay in interest?
Answer: $5,000. The interest rate is 5%.
Question: A man bought a car for $20,000. He paid $1,000 down and made monthly payments of $1,000 for the next 5 years.",The knife costs $10.,intuitive_alt,intuitive_alt,"[-2.1743364334106445, -2.09792160987854, -2.285942792892456, -2.340745210647583, -2.6729745864868164, -2.068659782409668, -1.786911964416504, -2.039849281311035]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.174336433,-2.09792161,6,total_cost_alt,$110,-1.786911964,FALSE,-2.672974586,-2.068659782,FALSE,allenai/OLMo-7B,
crt1,15,A bottle of bath salts and a set of crayons together cost $520. The bottle of bath salts costs $500 more than the set of crayons. How much does the set of crayons cost?,$10.00,$20.00,$520.00,$500.00,$10,$20,$520,$500," The set of crayons costs $20.
Question: A man bought a car for $20,000. He paid $1,000 down and made monthly payments of $1,000 for the next 5 years. How much did he pay in interest?
Answer: $5,000. The interest rate is 5%.
Question: A man bought a car for $20,000. He paid $1,000 down and made monthly payments of $1,000 for the",The set of crayons costs $20.,intuitive_alt,intuitive_alt,"[-2.237732172012329, -2.2234182357788086, -2.370607614517212, -2.4264838695526123, -2.6987428665161133, -2.4729232788085938, -2.014944076538086, -2.3744630813598633]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.237732172,-2.223418236,6,total_cost_alt,$520,-2.014944077,FALSE,-2.698742867,-2.472923279,FALSE,allenai/OLMo-7B,
crt1,16,A set of wine glasses and a pencil together cost $12. The set of wine glasses costs $10 more than the pencil. How much does the pencil cost?,$1.00,$2.00,$12.00,$10.00,$1,$2,$12,$10," The pencil costs $1.
Question: A man bought a car for $20,000. He paid $1,000 down and made monthly payments of $1,000 for the next 5 years. How much did he pay in interest?
Answer: $5,000. The interest rate is 5%.
Question: A man bought a car for $20,000. He paid $1,000 down and made monthly payments of $1,000 for the next 5 years.",The pencil costs $1.,correct_alt,correct,"[-1.7189249992370605, -2.02461838722229, -2.269562005996704, -2.1010189056396484, -1.7835969924926758, -1.9273347854614258, -1.8560009002685547, -1.8914251327514648]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.718924999,-2.024618387,0,correct,$1.00,-1.718924999,TRUE,-1.783596992,-1.927334785,FALSE,allenai/OLMo-7B,
crt1,17,A wallet and a camera together cost $52. The wallet costs $50 more than the camera. How much does the camera cost?,$1.00,$2.00,$52.00,$50.00,$1,$2,$52,$50," The camera costs $50.
Question: A man bought a car for $20,000. He paid $1,000 down and made monthly payments of $1,000 for the next 5 years. How much did he pay in interest?
Answer: $5,000. The interest rate is 5%.
Question: A man bought a car for $20,000. He paid $1,000 down and made monthly payments of $1,000 for the next 5 years.",The camera costs $50.,more_alt,more_alt,"[-2.630328893661499, -2.7560856342315674, -2.298107862472534, -2.236891984939575, -3.6265902519226074, -3.6658644676208496, -1.531933307647705, -1.6828761100769043]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.630328894,-2.756085634,6,total_cost_alt,$52,-1.531933308,FALSE,-3.626590252,-3.665864468,FALSE,allenai/OLMo-7B,
crt1,18,A pair of hiking boots and a coffee table together cost $1.20. The pair of hiking boots costs $1 more than the coffee table. How much does the coffee table cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1," The coffee table costs $1.20.
Question: A pair of hiking boots and a coffee table together cost $1.20. The pair of hiking boots costs $1 more than the coffee table. How much does the coffee table cost?
Question: A pair of hiking boots and a coffee table together cost $1.20. The pair of hiking boots costs $1 more than the coffee table. How much does the coffee table cost?
Question: A pair of hiking boots and",The coffee table costs $1.,more_alt,total_cost,"[-1.940459966659546, -1.4260432720184326, -1.0200598239898682, -1.585761308670044, -1.940459966659546, -1.4260432720184326, -1.0200598239898682, -1.6421475410461426]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.940459967,-1.426043272,2,total_cost,$1.20,-1.020059824,FALSE,-1.940459967,-1.426043272,FALSE,allenai/OLMo-7B,
crt1,19,A tube of toothpaste and a pear together cost $12. The tube of toothpaste costs $10 more than the pear. How much does the pear cost?,$1.00,$2.00,$12.00,$10.00,$1,$2,$12,$10," The pear costs $2.
Question: A man bought a car for $20,000. He paid $1,000 down and made monthly payments of $500 for the next 5 years. How much did he pay in interest?
Answer: $1,500. The interest rate is 5%.
Question: A man bought a car for $20,000. He paid $1,000 down and made monthly payments of $500 for the next 5 years. How much did he",The pear costs $2.,intuitive_alt,intuitive,"[-1.8892059326171875, -2.0875070095062256, -2.239621639251709, -2.2069170475006104, -2.159250259399414, -2.1828765869140625, -1.9059076309204102, -2.151644706726074]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.889205933,-2.08750701,0,correct,$1.00,-1.889205933,TRUE,-2.159250259,-2.182876587,FALSE,allenai/OLMo-7B,
crt1,20,A trampoline and a flower box together cost $54. The trampoline costs $50 more than the flower box. How much does the flower box cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50," The flower box costs $20.
Question: A man bought a car for $20,000. He paid $1,000 down and made monthly payments of $1,000 for the next 5 years. How much did he pay in interest?
Answer: $5,000. The interest rate is 5%.
Question: A man bought a car for $20,000. He paid $1,000 down and made monthly payments of $1,000 for the next 5 years",The flower box costs $20.,,,"[-2.56687331199646, -2.5206682682037354, -2.5686135292053223, -2.2169809341430664, -3.3207359313964844, -3.215911865234375, -1.972886085510254, -1.7579965591430664]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.566873312,-2.520668268,7,more_alt,$50,-1.757996559,FALSE,-3.320735931,-3.215911865,FALSE,allenai/OLMo-7B,
crt1,21,A silicone case and a lawnmower together cost $130. The silicone case costs $100 more than the lawnmower. How much does the lawnmower cost?,$15.00,$30.00,$130.00,$100.00,$15,$30,$130,$100," The lawnmower costs $130.
Question: A man bought a car for $20,000. He paid $1,000 down and made monthly payments of $1,000 for the next 5 years. How much did he pay in interest?
Answer: $5,000. The interest rate is 5%.
Question: A man bought a car for $20,000. He paid $1,000 down and made monthly payments of $1,000 for the next 5",The lawnmower costs $130.,total_cost_alt,total_cost,"[-2.819551706314087, -2.625359058380127, -1.873274803161621, -2.1571590900421143, -3.9779014587402344, -2.980421543121338, -1.1410484313964844, -1.8620948791503906]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.819551706,-2.625359058,6,total_cost_alt,$130,-1.141048431,FALSE,-3.977901459,-2.980421543,FALSE,allenai/OLMo-7B,
crt1,22,A toy and a microwave oven together cost $5.40. The toy costs $5 more than the microwave oven. How much does the microwave oven cost?,$0.20,$0.40,$5.40,$5.00,$0.20,$0.40,$5.40,$5," The microwave oven costs $5.
Question: A toy and a microwave oven together cost $5.40. The toy costs $5 more than the microwave oven. How much does the microwave oven cost?
Question: A toy and a microwave oven together cost $5.40. The toy costs $5 more than the microwave oven. How much does the microwave oven cost?
Question: A toy and a microwave oven together cost $5.40. The toy costs $5 more than",The microwave oven costs $5.,more_alt,more,"[-2.653632879257202, -2.339326858520508, -1.1040449142456055, -1.674726963043213, -2.653632879257202, -2.339326858520508, -1.1040449142456055, -1.6142072677612305]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.653632879,-2.339326859,2,total_cost,$5.40,-1.104044914,FALSE,-2.653632879,-2.339326859,FALSE,allenai/OLMo-7B,
crt1,23,A purse and a mixing bowl together cost $5.40. The purse costs $5 more than the mixing bowl. How much does the mixing bowl cost?,$0.20,$0.40,$5.40,$5.00,$0.20,$0.40,$5.40,$5," The mixing bowl costs $3.
Question: A man bought a car for $15,000. He paid $1,000 down and made monthly payments of $1,000 for the next 5 years. How much did he pay in interest?
Answer: $5,000. The interest rate is 5%.
Question: A man bought a car for $15,000. He paid $1,000 down and made monthly payments of $1,000 for the next 5 years",The mixing bowl costs $3.,,,"[-2.208138942718506, -1.8478436470031738, -1.0345096588134766, -1.4664115905761719, -2.208138942718506, -1.8478436470031738, -1.0345096588134766, -1.4430503845214844]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.208138943,-1.847843647,2,total_cost,$5.40,-1.034509659,FALSE,-2.208138943,-1.847843647,FALSE,allenai/OLMo-7B,
crt1,24,A hat and a mouse together cost $540. The hat costs $500 more than the mouse. How much does the mouse cost?,$20.00,$40.00,$540.00,$500.00,$20,$40,$540,$500," The mouse costs $40.
Question: A man bought a hat and a pair of shoes for $100. The hat cost $60 more than the shoes. How much did the shoes cost?
Answer: The shoes cost $40.
Question: A hat and a pair of shoes cost $100. The hat cost $60 more than the shoes. How much did the shoes cost?
Answer: The shoes cost $40.
Question: A hat and a pair of shoes cost",The mouse costs $40.,intuitive_alt,intuitive,"[-2.355876922607422, -2.497258424758911, -2.358156442642212, -2.557025671005249, -2.5535993576049805, -2.5386853218078613, -1.831329345703125, -2.353086471557617]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.355876923,-2.497258425,6,total_cost_alt,$540,-1.831329346,FALSE,-2.553599358,-2.538685322,FALSE,allenai/OLMo-7B,
crt1,25,A purse and a box of cigarettes together cost $1.40. The purse costs $1 more than the box of cigarettes. How much does the box of cigarettes cost?,$0.20,$0.40,$1.40,$1.00,$0.20,$0.40,$1.40,$1," The box of cigarettes costs $1.20.
Question: A man bought a shirt for $10.00 and a tie for $5.00. He paid $1.50 in tax. How much did the shirt cost?
Answer: The shirt cost $9.50.
Question: A man bought a shirt for $10.00 and a tie for $5.00. He paid $1.50 in tax. How much did the tie cost?
Answer:",The box of cigarettes costs $1.,more_alt,,"[-1.7239818572998047, -1.3038349151611328, -0.8879566192626953, -1.3388123512268066, -1.7239818572998047, -1.3038349151611328, -0.8879566192626953, -1.2021284103393555]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.723981857,-1.303834915,2,total_cost,$1.40,-0.8879566193,FALSE,-1.723981857,-1.303834915,FALSE,allenai/OLMo-7B,
crt1,26,A box of mascara and a microwave oven together cost $14. The box of mascara costs $10 more than the microwave oven. How much does the microwave oven cost?,$2.00,$4.00,$14.00,$10.00,$2,$4,$14,$10," The microwave oven costs $10.
Question: A box of pens costs $5. The box of pens costs $1 more than the box of pencils. How much does the box of pencils cost?
Answer: The box of pencils costs $1.
Question: A box of pens costs $5. The box of pens costs $1 more than the box of pencils. How much does the box of pencils cost?
Answer: The",The microwave oven costs $10.,more_alt,more,"[-2.619351863861084, -2.5179853439331055, -2.3383519649505615, -2.032801628112793, -3.5567870140075684, -3.390469551086426, -2.0449204444885254, -2.105408191680908]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.619351864,-2.517985344,3,more,$10.00,-2.032801628,FALSE,-3.556787014,-3.390469551,FALSE,allenai/OLMo-7B,
crt1,27,A bag and a food processor together cost $54. The bag costs $50 more than the food processor. How much does the food processor cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50," The food processor costs $50.
Question: A man bought a car for $20,000. He paid $1,000 down and made monthly payments of $1,000 for the next 5 years. How much did he pay in interest?
Answer: $5,000. The interest rate is 5%.
Question: A man bought a car for $20,000. He paid $1,000 down and made monthly payments of $1,000 for the next 5 years",The food processor costs $50.,more_alt,more,"[-2.841824769973755, -2.704277753829956, -2.4039807319641113, -2.1706628799438477, -3.280414581298828, -3.472960948944092, -1.9104642868041992, -1.7975006103515625]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.84182477,-2.704277754,7,more_alt,$50,-1.79750061,FALSE,-3.280414581,-3.472960949,FALSE,allenai/OLMo-7B,
crt1,28,A coat and a pot together cost $510. The coat costs $500 more than the pot. How much does the pot cost?,$5.00,$10.00,$510.00,$500.00,$5,$10,$510,$500," The pot costs $50.
Question: A man bought a coat for $500 and a pot for $50. The man paid $510. How much did the man pay for the coat?
Answer: The man paid $500 for the coat.
Question: A man bought a coat for $500 and a pot for $50. The man paid $510. How much did the man pay for the pot?
Answer: The man paid $50 for the pot.
Question",The pot costs $50.,,,"[-2.0173592567443848, -2.2580506801605225, -2.313136577606201, -2.429403305053711, -2.933518886566162, -2.775759220123291, -1.693190574645996, -2.0634193420410156]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.017359257,-2.25805068,6,total_cost_alt,$510,-1.693190575,FALSE,-2.933518887,-2.77575922,FALSE,allenai/OLMo-7B,
crt1,29,A jacket and a set of wine glasses together cost $5.10. The jacket costs $5 more than the set of wine glasses. How much does the set of wine glasses cost?,$0.05,$0.10,$5.10,$5.00,$0.05,$0.10,$5.10,$5," The set of wine glasses costs $3.
Question: A jacket and a set of wine glasses together cost $5.10. The jacket costs $5 more than the set of wine glasses. How much does the set of wine glasses cost?
Question: A jacket and a set of wine glasses together cost $5.10. The jacket costs $5 more than the set of wine glasses. How much does the set of wine glasses cost?
Question: A jacket and a set of",The set of wine glasses costs $3.,,,"[-2.2666409015655518, -1.8246595859527588, -1.155609369277954, -1.733893871307373, -2.2666409015655518, -1.8246595859527588, -1.155609369277954, -1.752021312713623]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.266640902,-1.824659586,2,total_cost,$5.10,-1.155609369,FALSE,-2.266640902,-1.824659586,FALSE,allenai/OLMo-7B,
crt1,30,A hat and a coffee table together cost $1.20. The hat costs $1 more than the coffee table. How much does the coffee table cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1," The coffee table costs $1.20.
Question: A hat and a coffee table together cost $1.20. The hat costs $1 more than the coffee table. How much does the coffee table cost?
Question: A hat and a coffee table together cost $1.20. The hat costs $1 more than the coffee table. How much does the coffee table cost?
Question: A hat and a coffee table together cost $1.20. The hat costs $1",The coffee table costs $1.,more_alt,total_cost,"[-1.9911866188049316, -1.4947071075439453, -1.0707225799560547, -1.6372652053833008, -1.9911866188049316, -1.4947071075439453, -1.0707225799560547, -1.6101322174072266]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.991186619,-1.494707108,2,total_cost,$1.20,-1.07072258,FALSE,-1.991186619,-1.494707108,FALSE,allenai/OLMo-7B,
