condition,item_id,question,correct,intuitive,total_cost,more,correct_alt,intuitive_alt,total_cost_alt,more_alt,generated_response_raw,generated_response,generated_response_naive_label,generated_response_label,mc_answer_logprobs,mc_answer_labels,mc_correct_logprob,mc_intuitive_logprob,mc_response_index,mc_response_label,mc_response,mc_response_mean_logprob,mc_response_correct,mc_correct_alt_logprob,mc_intuitive_alt_logprob,mc_response_correct_alt,model,revision
crt1,11,A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50,"The body lotion costs $4.
Question: A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the pair of leggings cost?
Answer: The pair of leggings costs $54.
Question: A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50",The body lotion costs $4.,intuitive_alt,intuitive,"[-1.6089227199554443, -1.138787865638733, -1.556679368019104, -1.7031196355819702, -2.1856513023376465, -1.4590888023376465, -2.0987789630889893, -2.2862789630889893]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.60892272,-1.138787866,1,intuitive,$4.00,-1.138787866,FALSE,-2.185651302,-1.459088802,FALSE,meta-llama/Llama-2-13b-hf,
crt1,12,A trampoline and a box of batteries together cost $520. The trampoline costs $500 more than the box of batteries. How much does the box of batteries cost?,$10.00,$20.00,$520.00,$500.00,$10,$20,$520,$500,"The box of batteries costs $20.
A trampoline and a box of batteries together cost $520. The trampoline costs $500 more than the box of batteries. How much does the box of batteries cost?
A trampoline and a box of batteries together cost $520.
The trampoline costs $500 more than the box of batteries.
How much does the box of batteries",The box of batteries costs $20.,intuitive_alt,intuitive,"[-1.2990760803222656, -0.9103307723999023, -1.41451895236969, -1.4510334730148315, -1.2550493478775024, -0.67552250623703, -1.5857720375061035, -1.6144375801086426]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.29907608,-0.9103307724,5,intuitive_alt,$20,-0.6755225062,FALSE,-1.255049348,-0.6755225062,FALSE,meta-llama/Llama-2-13b-hf,
crt1,13,A mouse and a can of baby food together cost $1.20. The mouse costs $1 more than the can of baby food. How much does the can of baby food cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1,"$0.20.
The mouse costs $1 more than the can of baby food. So the mouse costs $1.20.
The mouse and the can of baby food together cost $1.20. So the can of baby food costs $0.20.",$0.00,,intuitive,"[-0.8999286890029907, -0.517656683921814, -1.1749500036239624, -1.1881908178329468, -0.8999286890029907, -0.517656683921814, -1.1749500036239624, -2.0255165100097656]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-0.899928689,-0.5176566839,1,intuitive,$0.20,-0.5176566839,FALSE,-0.899928689,-0.5176566839,FALSE,meta-llama/Llama-2-13b-hf,
crt1,14,A bottle of shampoo and a knife together cost $110. The bottle of shampoo costs $100 more than the knife. How much does the knife cost?,$5.00,$10.00,$110.00,$100.00,$5,$10,$110,$100,"The knife costs $10.
Question: A man spends $2000 for a car. He spends $1000 for repairs. How much is left?
Answer: $1000.
Question: A man buys 1000 kg of wheat for $500. He sells 200 kg of wheat at a profit of 10%. How much money does he make?
Answer",The knife costs $10.,intuitive_alt,intuitive,"[-1.189234733581543, -0.9330127835273743, -1.2369962930679321, -1.185348391532898, -1.6057438850402832, -0.6917708516120911, -1.3337891101837158, -1.1509454250335693]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.189234734,-0.9330127835,5,intuitive_alt,$10,-0.6917708516,FALSE,-1.605743885,-0.6917708516,FALSE,meta-llama/Llama-2-13b-hf,
crt1,15,A bottle of bath salts and a set of crayons together cost $520. The bottle of bath salts costs $500 more than the set of crayons. How much does the set of crayons cost?,$10.00,$20.00,$520.00,$500.00,$10,$20,$520,$500,"The set of crayons costs $20.
Question: A set of crayons and a bottle of bath salts together cost $520. The bottle of bath salts costs $500 more than the set of crayons. How much does the set of crayons cost?
Answer: The set of crayons costs $20.
Question: A set of crayons and a bottle of bath salts together cost",The set of crayons costs $20.,intuitive_alt,intuitive,"[-1.2407125234603882, -0.9836775660514832, -1.3857916593551636, -1.385391116142273, -1.3228613138198853, -0.8160362243652344, -1.4416170120239258, -1.4292302131652832]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.240712523,-0.9836775661,5,intuitive_alt,$20,-0.8160362244,FALSE,-1.322861314,-0.8160362244,FALSE,meta-llama/Llama-2-13b-hf,
crt1,16,A set of wine glasses and a pencil together cost $12. The set of wine glasses costs $10 more than the pencil. How much does the pencil cost?,$1.00,$2.00,$12.00,$10.00,$1,$2,$12,$10,"The pencil costs $2.
Question: A set of wine glasses and a pencil together cost $12. The set of wine glasses costs $10 more than the pencil. How much does the set of wine glasses cost?
Answer: The set of wine glasses costs $12.
Question: A set of wine glasses and a pencil together cost $12. The set of wine glasses costs $10",The pencil costs $2.,intuitive_alt,intuitive,"[-1.1615793704986572, -1.0962488651275635, -1.5487875938415527, -1.5379241704940796, -1.4312949180603027, -1.0484824180603027, -2.075552225112915, -2.0000314712524414]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.16157937,-1.096248865,5,intuitive_alt,$2,-1.048482418,FALSE,-1.431294918,-1.048482418,FALSE,meta-llama/Llama-2-13b-hf,
crt1,17,A wallet and a camera together cost $52. The wallet costs $50 more than the camera. How much does the camera cost?,$1.00,$2.00,$52.00,$50.00,$1,$2,$52,$50,"The camera costs $2.
In this question, we are given that the wallet costs $50 more than the camera.
Let the cost of the camera be $x.
Cost of wallet = $50 + $x = $52
$x = $2
The camera costs $2.
Question: A man bought a pair of shoes for $120 and spent $10 on their repair. If he sold them for $50",The camera costs $2.,intuitive_alt,intuitive,"[-1.2862083911895752, -1.0493800640106201, -1.56754732131958, -1.5300463438034058, -1.383951187133789, -1.212076187133789, -2.0965235233306885, -2.007982015609741]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.286208391,-1.049380064,1,intuitive,$2.00,-1.049380064,FALSE,-1.383951187,-1.212076187,FALSE,meta-llama/Llama-2-13b-hf,
crt1,18,A pair of hiking boots and a coffee table together cost $1.20. The pair of hiking boots costs $1 more than the coffee table. How much does the coffee table cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1,"$0.10.
Explanation: The coffee table costs $0.10, and the hiking boots cost $1.10. The total cost is $1.20.
Question: A pair of shoes costs $10 more than a shirt. The shirt costs $25. How much does the pair of shoes cost?
Answer: $35.
Explanation: The shirt costs $25",$0.00,,correct,"[-0.8726167678833008, -0.5843092203140259, -1.0385198593139648, -1.167937994003296, -0.8726167678833008, -0.5843092203140259, -1.0385198593139648, -1.7431740760803223]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-0.8726167679,-0.5843092203,1,intuitive,$0.20,-0.5843092203,FALSE,-0.8726167679,-0.5843092203,FALSE,meta-llama/Llama-2-13b-hf,
crt1,19,A tube of toothpaste and a pear together cost $12. The tube of toothpaste costs $10 more than the pear. How much does the pear cost?,$1.00,$2.00,$12.00,$10.00,$1,$2,$12,$10,"$2.
If you got the right answer, you are ready to take the math portion of the SAT!
The SAT is a standardized test that is used by many colleges and universities to determine a student’s readiness for college. It is a timed test that is administered once a year in the spring. The SAT is a three hour and forty-five minute test that includes sections on math, reading, and writing. The SAT is",$2.00,intuitive,intuitive,"[-1.1024688482284546, -0.9248111844062805, -1.3410578966140747, -1.382103443145752, -1.4225950241088867, -0.8913450241088867, -1.690966248512268, -1.769091248512268]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.102468848,-0.9248111844,5,intuitive_alt,$2,-0.8913450241,FALSE,-1.422595024,-0.8913450241,FALSE,meta-llama/Llama-2-13b-hf,
crt1,20,A trampoline and a flower box together cost $54. The trampoline costs $50 more than the flower box. How much does the flower box cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50,"$14
Explanation: $54 + $50 = $104. The trampoline costs $50 more than the flower box, so the flower box costs $54.
Question: A box of apples and a box of oranges together cost $15. The box of apples costs $6 more than the box of oranges. How much does the box of apples cost?
Explanation: $15 + $",$14.00,,,"[-1.5725606679916382, -1.1538629531860352, -1.6460131406784058, -1.6855286359786987, -2.0608267784118652, -1.4748892784118652, -2.183363914489746, -2.2406556606292725]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.572560668,-1.153862953,1,intuitive,$4.00,-1.153862953,FALSE,-2.060826778,-1.474889278,FALSE,meta-llama/Llama-2-13b-hf,
crt1,21,A silicone case and a lawnmower together cost $130. The silicone case costs $100 more than the lawnmower. How much does the lawnmower cost?,$15.00,$30.00,$130.00,$100.00,$15,$30,$130,$100,"$30. The silicone case costs $130, and the lawnmower costs $100. $130 - $100 = $30.
Question: A man and his son can cut a lawn in 2 hours. If the man cuts the lawn for 1 hour and his son cuts the lawn for 1 hour, how much time will it take to cut the lawn?
Answer: ",$30.00,intuitive,intuitive,"[-1.3908997774124146, -0.9655712246894836, -1.3665215969085693, -1.3127797842025757, -1.5688486099243164, -0.5936161875724792, -1.4276630878448486, -1.2566726207733154]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.390899777,-0.9655712247,5,intuitive_alt,$30,-0.5936161876,FALSE,-1.56884861,-0.5936161876,FALSE,meta-llama/Llama-2-13b-hf,
crt1,22,A toy and a microwave oven together cost $5.40. The toy costs $5 more than the microwave oven. How much does the microwave oven cost?,$0.20,$0.40,$5.40,$5.00,$0.20,$0.40,$5.40,$5,"$0.60
A toy and a microwave oven together cost $5.40. The toy costs $5 more than the microwave oven. How much does the microwave oven cost?
The cost of the microwave oven is $0.60.
A toy and a microwave oven together cost $5.40.
The toy costs $5 more than the microwave o",$0.00,,,"[-1.2735068798065186, -0.7004432678222656, -1.092553734779358, -1.3443477153778076, -1.2735068798065186, -0.7004432678222656, -1.092553734779358, -2.112734794616699]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.27350688,-0.7004432678,1,intuitive,$0.40,-0.7004432678,FALSE,-1.27350688,-0.7004432678,FALSE,meta-llama/Llama-2-13b-hf,
crt1,23,A purse and a mixing bowl together cost $5.40. The purse costs $5 more than the mixing bowl. How much does the mixing bowl cost?,$0.20,$0.40,$5.40,$5.00,$0.20,$0.40,$5.40,$5,"The purse costs $5.00, the mixing bowl costs $0.40.
Question: A man has 100 feet of fence to enclose a rectangular area. If the length is 20 feet more than the width, how many feet of fencing will he need?
Answer: The length is 20 feet more than the width. So the length is 20 + 2w feet.
Question: The sum of",The purse costs $5.,more_alt,intuitive,"[-1.2586780786514282, -0.7216335535049438, -1.3325382471084595, -1.6759010553359985, -1.2586780786514282, -0.7216335535049438, -1.3325382471084595, -2.760587692260742]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.258678079,-0.7216335535,1,intuitive,$0.40,-0.7216335535,FALSE,-1.258678079,-0.7216335535,FALSE,meta-llama/Llama-2-13b-hf,
crt1,24,A hat and a mouse together cost $540. The hat costs $500 more than the mouse. How much does the mouse cost?,$20.00,$40.00,$540.00,$500.00,$20,$40,$540,$500,"$10.
If the hat costs $500 more than the mouse, the hat costs $540 – $40 = $500.
The mouse costs $500 – $40 = $460.
The mouse costs $460.
Question: A man sells a horse for $3,000 and a dog for $2,000. If he makes a $500 profit on the",$10.00,,,"[-1.3110188245773315, -0.9499313235282898, -1.3987432718276978, -1.490341067314148, -1.438571572303772, -0.6225385665893555, -1.5279686450958252, -1.6527955532073975]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.311018825,-0.9499313235,5,intuitive_alt,$40,-0.6225385666,FALSE,-1.438571572,-0.6225385666,FALSE,meta-llama/Llama-2-13b-hf,
crt1,25,A purse and a box of cigarettes together cost $1.40. The purse costs $1 more than the box of cigarettes. How much does the box of cigarettes cost?,$0.20,$0.40,$1.40,$1.00,$0.20,$0.40,$1.40,$1,"The box of cigarettes costs $0.60.
Question: How much is 10% of 12?
Answer: 10% of 12 is 1.2.
Question: What is 10% of 500?
Answer: 10% of 500 is 50.
Question: What is 50% of 12?
Answer: 50% of",The box of cigarettes costs $0.,,,"[-0.9092718362808228, -0.5693597793579102, -1.1176111698150635, -1.1160547733306885, -0.9092718362808228, -0.5693597793579102, -1.1176111698150635, -1.6944527626037598]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-0.9092718363,-0.5693597794,1,intuitive,$0.40,-0.5693597794,FALSE,-0.9092718363,-0.5693597794,FALSE,meta-llama/Llama-2-13b-hf,
crt1,26,A box of mascara and a microwave oven together cost $14. The box of mascara costs $10 more than the microwave oven. How much does the microwave oven cost?,$2.00,$4.00,$14.00,$10.00,$2,$4,$14,$10,"$4
Explanation: Let the price of the mascara be $x and the price of the microwave oven be $y. Then,
$x + y = $14
$x – y = $10
$x = $14 + $y
$y = $4
Question: A box of mascara and a microwave oven together cost $14. The box of mascara costs $10",$4.00,intuitive,intuitive,"[-1.3021358251571655, -1.082946538925171, -1.3761200904846191, -1.3023982048034668, -1.7373404502868652, -1.0420279502868652, -1.7511879205703735, -1.5715004205703735]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.302135825,-1.082946539,5,intuitive_alt,$4,-1.04202795,FALSE,-1.73734045,-1.04202795,FALSE,meta-llama/Llama-2-13b-hf,
crt1,27,A bag and a food processor together cost $54. The bag costs $50 more than the food processor. How much does the food processor cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50,"The bag costs $54 - $50 = $4. The food processor costs $4.
Question: A box of cereal costs $3.99. A bag of chips costs $1.99. How much does a box of cereal and a bag of chips cost?
Answer: $3.99 + $1.99 = $5.98.
Question: A bag of flour costs $2.2",The bag costs $54 - $50 = $4.,more_alt,intuitive,"[-1.4133754968643188, -1.01044499874115, -1.5863471031188965, -1.6321097612380981, -2.0972156524658203, -1.1401844024658203, -2.1486713886260986, -2.1773173809051514]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.413375497,-1.010444999,1,intuitive,$4.00,-1.010444999,FALSE,-2.097215652,-1.140184402,FALSE,meta-llama/Llama-2-13b-hf,
crt1,28,A coat and a pot together cost $510. The coat costs $500 more than the pot. How much does the pot cost?,$5.00,$10.00,$510.00,$500.00,$5,$10,$510,$500,"The coat costs $500 more than the pot.
The coat costs $500 more than the pot.
Let the cost of the coat be $x.
The cost of the pot is $x – 500.
So, the cost of the pot is $100.",The coat costs $500 more than the pot.,more_alt,,"[-1.4862959384918213, -1.0892246961593628, -1.3900541067123413, -1.4679057598114014, -1.8441367149353027, -0.8460022807121277, -1.42942214012146, -1.5756075382232666]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.486295938,-1.089224696,5,intuitive_alt,$10,-0.8460022807,FALSE,-1.844136715,-0.8460022807,FALSE,meta-llama/Llama-2-13b-hf,
crt1,29,A jacket and a set of wine glasses together cost $5.10. The jacket costs $5 more than the set of wine glasses. How much does the set of wine glasses cost?,$0.05,$0.10,$5.10,$5.00,$0.05,$0.10,$5.10,$5,"The set of wine glasses costs $1.10.
This is a very common type of question in the GMAT. The answer is quite simple, but you must pay attention to the details.
The question says that the jacket costs $5 more than the set of wine glasses. The set of wine glasses costs $1.10.
So the jacket costs $6.10.
Since the jacket and the set of wine glasses",The set of wine glasses costs $1.,,,"[-1.5577045679092407, -0.9080772399902344, -1.326648473739624, -1.6443510055541992, -1.5577045679092407, -0.9080772399902344, -1.326648473739624, -2.7696533203125]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.557704568,-0.90807724,1,intuitive,$0.10,-0.90807724,FALSE,-1.557704568,-0.90807724,FALSE,meta-llama/Llama-2-13b-hf,
crt1,30,A hat and a coffee table together cost $1.20. The hat costs $1 more than the coffee table. How much does the coffee table cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1,"The coffee table costs 20 cents.
Question: If a farmer has 17 sheep, and all but 9 die, how many does he have left?
Answer: Nine. The farmer now has 9 sheep.
Question: What is the difference between a teacher and a train?
Answer: A teacher says, ""Spit out your gum,"" while a train says, ""Chew chew chew.""
Question: Why did the",The coffee table costs 20 cents.,,intuitive,"[-0.8065090179443359, -0.5410796999931335, -1.141577959060669, -1.1752983331680298, -0.8065090179443359, -0.5410796999931335, -1.141577959060669, -1.8632087707519531]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-0.8065090179,-0.5410797,1,intuitive,$0.20,-0.5410797,FALSE,-0.8065090179,-0.5410797,FALSE,meta-llama/Llama-2-13b-hf,
crt1,31,A pencil and a keyboard together cost $14. The pencil costs $10 more than the keyboard. How much does the keyboard cost?,$2.00,$4.00,$14.00,$10.00,$2,$4,$14,$10,"The pencil costs $10.
Explanation: Let the cost of the keyboard be x.
Then, the cost of the pencil = $10 + x.
Therefore, the total cost = $10 + x + x = $14.
The pencil costs $10 more than the keyboard.
Therefore, the cost of the pencil = $10 + x = $10 + $10 =",The pencil costs $10.,more_alt,more,"[-1.2092030048370361, -1.0711253881454468, -1.313733458518982, -1.190743088722229, -1.4623308181762695, -1.1302995681762695, -1.6204057931900024, -1.3547807931900024]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.209203005,-1.071125388,1,intuitive,$4.00,-1.071125388,FALSE,-1.462330818,-1.130299568,FALSE,meta-llama/Llama-2-13b-hf,
