condition,item_id,question,correct,intuitive,total_cost,more,correct_alt,intuitive_alt,total_cost_alt,more_alt,generated_response_raw,generated_response,generated_response_naive_label,mc_answer_logprobs,mc_answer_labels,mc_correct_logprob,mc_intuitive_logprob,mc_response_index,mc_response_label,mc_response,mc_response_mean_logprob,mc_response_correct,mc_correct_alt_logprob,mc_intuitive_alt_logprob,mc_response_correct_alt,model,revision
crt1,11,A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50," The body lotion costs $10 more than the pair of leggings.

Question: A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?
Answer: The body lotion costs $10 more than the pair of leggings.

Question: A pair of leggings and a body lotion together cost $54.",The body lotion costs $10 more than the pair of leggings.,,"[-2.1287543773651123, -2.1819379329681396, -1.739910364151001, -2.187260150909424, -2.8101048469543457, -2.8933072090148926, -1.7869958877563477, -2.480851173400879]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.1287543773651123,-2.1819379329681396,2,total_cost,$54.00,-1.739910364151001,False,-2.8101048469543457,-2.8933072090148926,False,EleutherAI/pythia-1.4b-deduped,
crt1,12,A trampoline and a box of batteries together cost $520. The trampoline costs $500 more than the box of batteries. How much does the box of batteries cost?,$10.00,$20.00,$520.00,$500.00,$10,$20,$520,$500," $520.

Question: A box of batteries costs $500 more than a box of batteries. How much does the box of batteries cost?
Answer: $500.

Question: A box of batteries costs $500 more than a box of batteries. How much does the box of batteries cost?
Answer: $500.

Question: A box of batteries costs $500 more than a box of batteries. How much does the box of batteries cost?
Answer: $",$520.00,total_cost,"[-1.9962224960327148, -2.0234880447387695, -1.7955925464630127, -2.0042974948883057, -2.5337018966674805, -2.3322548866271973, -1.6450233459472656, -1.7530450820922852]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.9962224960327148,-2.0234880447387695,6,total_cost_alt,$520,-1.6450233459472656,False,-2.5337018966674805,-2.3322548866271973,False,EleutherAI/pythia-1.4b-deduped,
crt1,13,A mouse and a can of baby food together cost $1.20. The mouse costs $1 more than the can of baby food. How much does the can of baby food cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1," $1.20 + $1.20 = $2.00.

A:

The mouse is worth $1.20 more than the can of baby food.

The mouse is worth $1.20 more than the can of baby food.

The mouse is worth $1.20 more than the can of baby food.

The mouse is worth $1.20 more than the can of baby food.

The mouse is worth $1.",$1.00,more,"[-1.4497876167297363, -1.2798004150390625, -0.8019814491271973, -1.2163262367248535, -1.4497876167297363, -1.2798004150390625, -0.8019814491271973, -0.8371658325195312]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.4497876167297363,-1.2798004150390625,2,total_cost,$1.20,-0.8019814491271973,False,-1.4497876167297363,-1.2798004150390625,False,EleutherAI/pythia-1.4b-deduped,
crt1,14,A bottle of shampoo and a knife together cost $110. The bottle of shampoo costs $100 more than the knife. How much does the knife cost?,$5.00,$10.00,$110.00,$100.00,$5,$10,$110,$100," $110.

A:

The answer is $110.
The shampoo is $100 more than the knife.
The knife is $110 more than the shampoo.
The shampoo is $100 more than the knife.
The knife is $110 more than the shampoo.
The shampoo is $100 more than the knife.
The knife is $110 more than the shampoo.
The shampoo is $",$110.00,total_cost,"[-1.8872816562652588, -1.8980681896209717, -1.4667129516601562, -1.9823694229125977, -2.4457955360412598, -2.0800914764404297, -1.153822898864746, -1.9057588577270508]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.8872816562652588,-1.8980681896209717,6,total_cost_alt,$110,-1.153822898864746,False,-2.4457955360412598,-2.0800914764404297,False,EleutherAI/pythia-1.4b-deduped,
crt1,15,A bottle of bath salts and a set of crayons together cost $520. The bottle of bath salts costs $500 more than the set of crayons. How much does the set of crayons cost?,$10.00,$20.00,$520.00,$500.00,$10,$20,$520,$500," The set of crayons costs $100 more than the bath salts.

A:

The answer is $100.
The set of crayons costs $100 more than the bath salts.
The bath salts cost $500 more than the set of crayons.
The set of crayons costs $100 more than the bath salts.

The first two statements are true. The third statement is false.

A:

The answer is $",The set of crayons costs $100 more than the bath salts.,,"[-1.8245267868041992, -1.8758611679077148, -2.0357160568237305, -2.0212185382843018, -2.3639698028564453, -2.2788639068603516, -2.416260242462158, -2.0038986206054688]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.8245267868041992,-1.8758611679077148,0,correct,$10.00,-1.8245267868041992,True,-2.3639698028564453,-2.2788639068603516,False,EleutherAI/pythia-1.4b-deduped,
crt1,16,A set of wine glasses and a pencil together cost $12. The set of wine glasses costs $10 more than the pencil. How much does the pencil cost?,$1.00,$2.00,$12.00,$10.00,$1,$2,$12,$10," The set of wine glasses costs $12 more than the pencil.

A:

The set of wine glasses costs $10 more than the pencil.

The set of wine glasses costs $10 more than the pencil.

The set of wine glasses costs $10 more than the pencil.

The set of wine glasses costs $10 more than the pencil.

The set of wine glasses costs $10 more than the pencil.

The set of wine glasses costs",The set of wine glasses costs $12 more than the pencil.,total_cost_alt,"[-1.736994981765747, -1.596696138381958, -1.647042989730835, -1.8437573909759521, -1.9665088653564453, -1.662156105041504, -1.3654861450195312, -1.6833524703979492]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.736994981765747,-1.596696138381958,6,total_cost_alt,$12,-1.3654861450195312,False,-1.9665088653564453,-1.662156105041504,False,EleutherAI/pythia-1.4b-deduped,
crt1,17,A wallet and a camera together cost $52. The wallet costs $50 more than the camera. How much does the camera cost?,$1.00,$2.00,$52.00,$50.00,$1,$2,$52,$50," The wallet costs $52.

A:

The wallet costs $50 more than the camera.

The wallet costs $50 more than the camera.

The wallet costs $52.

The wallet costs $52.

The wallet costs $52.

The wallet costs $52.

The wallet costs $52.

The wallet costs $52.

The wallet costs $52.

The wallet costs $52.

",The wallet costs $52.,total_cost_alt,"[-2.0969386100769043, -1.9631121158599854, -1.8531813621520996, -2.02410888671875, -2.6279306411743164, -2.4199509620666504, -1.8823795318603516, -1.996119499206543]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.0969386100769043,-1.9631121158599854,2,total_cost,$52.00,-1.8531813621520996,False,-2.6279306411743164,-2.4199509620666504,False,EleutherAI/pythia-1.4b-deduped,
crt1,18,A pair of hiking boots and a coffee table together cost $1.20. The pair of hiking boots costs $1 more than the coffee table. How much does the coffee table cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1," The coffee table costs $1.20.

A:

The answer is $1.20.
The coffee table is a single item, so it is not a pair of items.
The hiking boots are a pair of items, so they are not a single item.
The hiking boots are a pair of items, so they are not a single item.
The hiking boots are a pair of items, so they are not a single item.
The hiking boots are",The coffee table costs $1.,more_alt,"[-1.6684958934783936, -1.4573206901550293, -0.859921932220459, -1.3517930507659912, -1.6684958934783936, -1.4573206901550293, -0.859921932220459, -0.9875431060791016]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.6684958934783936,-1.4573206901550293,2,total_cost,$1.20,-0.859921932220459,False,-1.6684958934783936,-1.4573206901550293,False,EleutherAI/pythia-1.4b-deduped,
crt1,19,A tube of toothpaste and a pear together cost $12. The tube of toothpaste costs $10 more than the pear. How much does the pear cost?,$1.00,$2.00,$12.00,$10.00,$1,$2,$12,$10," The pear costs $12.

A:

The answer is $12.
The toothpaste is $10 more than the pear.
The toothpaste is $10 more than the pear.
The pear is $12.

A:

The toothpaste is $10 more than the pear.

The toothpaste is $10 more than the pear.

The pear is $12.

The toothpaste is $10 more than the pear.",The pear costs $12.,total_cost_alt,"[-1.929347276687622, -1.8067476749420166, -1.5603723526000977, -1.9090747833251953, -2.2642440795898438, -2.082691192626953, -1.306168556213379, -1.9268226623535156]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.929347276687622,-1.8067476749420166,6,total_cost_alt,$12,-1.306168556213379,False,-2.2642440795898438,-2.082691192626953,False,EleutherAI/pythia-1.4b-deduped,
crt1,20,A trampoline and a flower box together cost $54. The trampoline costs $50 more than the flower box. How much does the flower box cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50," The flower box costs $54.

Question: A trampoline and a flower box together cost $54. The trampoline costs $50 more than the flower box. How much does the flower box cost?
Answer: The flower box costs $54.

Question: A trampoline and a flower box together cost $54. The trampoline costs $50 more than the flower box. How much does the flower box cost?
Answer: The flower box costs $54.
",The flower box costs $54.,total_cost_alt,"[-2.284942626953125, -2.3851776123046875, -1.7419979572296143, -2.185417413711548, -3.0009570121765137, -3.162789821624756, -1.404189109802246, -2.303884506225586]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.284942626953125,-2.3851776123046875,6,total_cost_alt,$54,-1.404189109802246,False,-3.0009570121765137,-3.162789821624756,False,EleutherAI/pythia-1.4b-deduped,
crt1,21,A silicone case and a lawnmower together cost $130. The silicone case costs $100 more than the lawnmower. How much does the lawnmower cost?,$15.00,$30.00,$130.00,$100.00,$15,$30,$130,$100," The lawnmower costs $100 more than the silicone case.

A:

The lawnmower is $100 more expensive than the silicone case.

The lawnmower is $100 more expensive than the silicone case.

The lawnmower is $100 more expensive than the silicone case.

The lawnmower is $100 more expensive than the silicone case.

The lawnmower is $100 more expensive than the silicone case.

The",The lawnmower costs $100 more than the silicone case.,more_alt,"[-2.301111936569214, -2.320289134979248, -2.0778093338012695, -2.2718355655670166, -2.9085988998413086, -2.3058838844299316, -1.953669548034668, -2.088059425354004]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.301111936569214,-2.320289134979248,6,total_cost_alt,$130,-1.953669548034668,False,-2.9085988998413086,-2.3058838844299316,False,EleutherAI/pythia-1.4b-deduped,
crt1,22,A toy and a microwave oven together cost $5.40. The toy costs $5 more than the microwave oven. How much does the microwave oven cost?,$0.20,$0.40,$5.40,$5.00,$0.20,$0.40,$5.40,$5," $5.40 + $5 = $10.40.

A:

The answer is $10.40.
The toy costs $5 more than the microwave oven.
The toy costs $5 more than the microwave oven.
The toy costs $5 more than the microwave oven.
The toy costs $5 more than the microwave oven.
The toy costs $5 more than the microwave oven.
The toy costs $5 more than the microwave oven.
",$5.00,more,"[-1.951981782913208, -1.742292881011963, -0.8303709030151367, -1.4360923767089844, -1.951981782913208, -1.742292881011963, -0.8303709030151367, -1.2098407745361328]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.951981782913208,-1.742292881011963,2,total_cost,$5.40,-0.8303709030151367,False,-1.951981782913208,-1.742292881011963,False,EleutherAI/pythia-1.4b-deduped,
crt1,23,A purse and a mixing bowl together cost $5.40. The purse costs $5 more than the mixing bowl. How much does the mixing bowl cost?,$0.20,$0.40,$5.40,$5.00,$0.20,$0.40,$5.40,$5," The mixing bowl costs $5.40.

A:

The answer is $5.40.
The reason is that the mixing bowl is a ""set"" item, and the purse is a ""non-set"" item.
The mixing bowl is a set item, and the purse is a non-set item.
The mixing bowl is a set item, and the purse is a non-set item.
The mixing bowl is a set item, and the purse",The mixing bowl costs $5.,more_alt,"[-1.891239881515503, -1.6866865158081055, -0.7849273681640625, -1.490135908126831, -1.891239881515503, -1.6866865158081055, -0.7849273681640625, -1.1416149139404297]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.891239881515503,-1.6866865158081055,2,total_cost,$5.40,-0.7849273681640625,False,-1.891239881515503,-1.6866865158081055,False,EleutherAI/pythia-1.4b-deduped,
crt1,24,A hat and a mouse together cost $540. The hat costs $500 more than the mouse. How much does the mouse cost?,$20.00,$40.00,$540.00,$500.00,$20,$40,$540,$500," The mouse costs $100 more than the hat.

A:

The mouse costs $100 more than the hat.

The mouse costs $100 more than the hat.

The mouse costs $100 more than the hat.

The mouse costs $100 more than the hat.

The mouse costs $100 more than the hat.

The mouse costs $100 more than the hat.

The mouse costs $100 more than the hat.

",The mouse costs $100 more than the hat.,,"[-2.4125583171844482, -2.5725903511047363, -2.050211191177368, -2.3055858612060547, -2.7614083290100098, -2.761465072631836, -1.8108739852905273, -1.9662628173828125]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.4125583171844482,-2.5725903511047363,6,total_cost_alt,$540,-1.8108739852905273,False,-2.7614083290100098,-2.761465072631836,False,EleutherAI/pythia-1.4b-deduped,
crt1,25,A purse and a box of cigarettes together cost $1.40. The purse costs $1 more than the box of cigarettes. How much does the box of cigarettes cost?,$0.20,$0.40,$1.40,$1.00,$0.20,$0.40,$1.40,$1," $1.40

Question: A box of cigarettes costs $1.40. The box of cigarettes costs $1 more than the box of cigarettes. How much does the box of cigarettes cost?
Answer: $1.40

Question: A box of cigarettes costs $1.40. The box of cigarettes costs $1 more than the box of cigarettes. How much does the box of cigarettes cost?
Answer: $1.40

Question: A box of cigarettes",$1.00,more,"[-1.4140288829803467, -1.322618007659912, -0.8135490417480469, -1.35382080078125, -1.4140288829803467, -1.322618007659912, -0.8135490417480469, -0.9456243515014648]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.4140288829803467,-1.322618007659912,2,total_cost,$1.40,-0.8135490417480469,False,-1.4140288829803467,-1.322618007659912,False,EleutherAI/pythia-1.4b-deduped,
crt1,26,A box of mascara and a microwave oven together cost $14. The box of mascara costs $10 more than the microwave oven. How much does the microwave oven cost?,$2.00,$4.00,$14.00,$10.00,$2,$4,$14,$10," $14.

Question: A box of mascara and a microwave oven together cost $14. The box of mascara costs $10 more than the microwave oven. How much does the microwave oven cost?
Answer: $14.

Question: A box of mascara and a microwave oven together cost $14. The box of mascara costs $10 more than the microwave oven. How much does the microwave oven cost?
Answer: $14.

Question: A",$14.00,total_cost,"[-1.881709098815918, -1.9740417003631592, -1.5596644878387451, -1.9583518505096436, -2.1866683959960938, -2.264108657836914, -1.3555774688720703, -1.9658737182617188]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.881709098815918,-1.9740417003631592,6,total_cost_alt,$14,-1.3555774688720703,False,-2.1866683959960938,-2.264108657836914,False,EleutherAI/pythia-1.4b-deduped,
crt1,27,A bag and a food processor together cost $54. The bag costs $50 more than the food processor. How much does the food processor cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50," The food processor costs $10 more than the bag.

A:

The bag costs $50 more than the food processor.

The food processor costs $10 more than the bag.

The food processor costs $10 more than the bag.

The food processor costs $10 more than the bag.

The food processor costs $10 more than the bag.

The food processor costs $10 more than the bag.

The food processor costs $",The food processor costs $10 more than the bag.,,"[-2.06227970123291, -2.095418930053711, -1.8636062145233154, -2.257627487182617, -2.577077865600586, -2.675826072692871, -1.8293437957763672, -2.4909138679504395]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.06227970123291,-2.095418930053711,6,total_cost_alt,$54,-1.8293437957763672,False,-2.577077865600586,-2.675826072692871,False,EleutherAI/pythia-1.4b-deduped,
crt1,28,A coat and a pot together cost $510. The coat costs $500 more than the pot. How much does the pot cost?,$5.00,$10.00,$510.00,$500.00,$5,$10,$510,$500," $510.

A:

The coat costs $500 more than the pot.

The pot is $510.

How much does the coat cost?

The coat costs $500 more than the pot.

The pot is $510.

The coat costs $500 more than the pot.

The pot is $510.

The coat costs $500 more than the pot.

The pot is $510.

The coat",$510.00,total_cost,"[-2.2297983169555664, -1.9403798580169678, -1.6162474155426025, -2.087527275085449, -2.71366024017334, -2.309131145477295, -1.4028406143188477, -1.8000354766845703]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.2297983169555664,-1.9403798580169678,6,total_cost_alt,$510,-1.4028406143188477,False,-2.71366024017334,-2.309131145477295,False,EleutherAI/pythia-1.4b-deduped,
crt1,29,A jacket and a set of wine glasses together cost $5.10. The jacket costs $5 more than the set of wine glasses. How much does the set of wine glasses cost?,$0.05,$0.10,$5.10,$5.00,$0.05,$0.10,$5.10,$5," $5.10 + $5.10 = $10.10

A:

The set of wine glasses is worth $5.10.
The jacket is worth $5.10.
The total is $10.10.

A:

The set of wine glasses is worth $5.10.
The jacket is worth $5.10.
The total is $10.10.

A:

The set of wine glasses is",$5.00,more,"[-1.9324951171875, -1.6417045593261719, -0.8980836868286133, -1.366258144378662, -1.9324951171875, -1.6417045593261719, -0.8980836868286133, -1.2766008377075195]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.9324951171875,-1.6417045593261719,2,total_cost,$5.10,-0.8980836868286133,False,-1.9324951171875,-1.6417045593261719,False,EleutherAI/pythia-1.4b-deduped,
