condition,item_id,question,correct,intuitive,total_cost,more,correct_alt,intuitive_alt,total_cost_alt,more_alt,generated_response_raw,generated_response,generated_response_naive_label,generated_response_label,mc_answer_logprobs,mc_answer_labels,mc_correct_logprob,mc_intuitive_logprob,mc_response_index,mc_response_label,mc_response,mc_response_mean_logprob,mc_response_correct,mc_correct_alt_logprob,mc_intuitive_alt_logprob,mc_response_correct_alt,model,revision
crt1,11,A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50," The body lotion costs $50 more than the leggings.

Question: A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?
Answer: The body lotion costs $50 more than the leggings.

Question: A pair of leggings and a body lotion together cost $54. The pair of le",The body lotion costs $50 more than the leggings.,more_alt,more,"[-2.059499979019165, -2.1843926906585693, -1.9135606288909912, -1.947134017944336, -2.7584753036499023, -2.7611265182495117, -2.1606249809265137, -1.8457961082458496]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.059499979,-2.184392691,7,more_alt,$50,-1.845796108,FALSE,-2.758475304,-2.761126518,FALSE,EleutherAI/pythia-1b-deduped,
crt1,12,A trampoline and a box of batteries together cost $520. The trampoline costs $500 more than the box of batteries. How much does the box of batteries cost?,$10.00,$20.00,$520.00,$500.00,$10,$20,$520,$500," The box of batteries costs $500.

Question: A box of batteries costs $500. The trampoline costs $500 more than the box of batteries. How much does the box of batteries cost?
Answer: The box of batteries costs $500.

Question: A box of batteries costs $500. The trampoline costs $500 more than the box of batteries. How much does the box of batteries cost?
Answer: The box of batteries costs $500.

",The box of batteries costs $500.,more_alt,more,"[-2.3777003288269043, -2.3342795372009277, -2.1846444606781006, -2.1718263626098633, -3.0586695671081543, -2.955656051635742, -2.279254913330078, -1.8655242919921875]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.377700329,-2.334279537,7,more_alt,$500,-1.865524292,FALSE,-3.058669567,-2.955656052,FALSE,EleutherAI/pythia-1b-deduped,
crt1,13,A mouse and a can of baby food together cost $1.20. The mouse costs $1 more than the can of baby food. How much does the can of baby food cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1," The can of baby food costs $1.20.

Question: A mouse and a can of baby food together cost $1.20. The mouse costs $1 more than the can of baby food. How much does the can of baby food cost?
Answer: The can of baby food costs $1.20.

Question: A mouse and a can of baby food together cost $1.20. The mouse costs $1 more than the can of baby food. How",The can of baby food costs $1.,more_alt,total,"[-1.5627422332763672, -1.3887622356414795, -0.7407443523406982, -1.3416433334350586, -1.5627422332763672, -1.3887622356414795, -0.7407443523406982, -1.1274409294128418]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.562742233,-1.388762236,2,total_cost,$1.20,-0.7407443523,FALSE,-1.562742233,-1.388762236,FALSE,EleutherAI/pythia-1b-deduped,
crt1,14,A bottle of shampoo and a knife together cost $110. The bottle of shampoo costs $100 more than the knife. How much does the knife cost?,$5.00,$10.00,$110.00,$100.00,$5,$10,$110,$100," The knife costs $100 more than the bottle of shampoo.

Question: A bottle of shampoo and a knife together cost $110. The bottle of shampoo costs $100 more than the knife. How much does the knife cost?
Answer: The knife costs $100 more than the bottle of shampoo.

Question: A bottle of shampoo and a knife together cost $110. The bottle of shampoo costs $100 more than the",The knife costs $100 more than the bottle of shampoo.,more_alt,more,"[-2.1439566612243652, -2.2206923961639404, -1.6668388843536377, -2.027200937271118, -2.9116787910461426, -2.5098366737365723, -1.5477466583251953, -1.6627655029296875]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.143956661,-2.220692396,6,total_cost_alt,$110,-1.547746658,FALSE,-2.911678791,-2.509836674,FALSE,EleutherAI/pythia-1b-deduped,
crt1,15,A bottle of bath salts and a set of crayons together cost $520. The bottle of bath salts costs $500 more than the set of crayons. How much does the set of crayons cost?,$10.00,$20.00,$520.00,$500.00,$10,$20,$520,$500," The set of crayons costs $500 more than the bottle of bath salts.

Question: A bottle of bath salts and a set of crayons cost $520. The bottle of bath salts costs $500 more than the set of crayons. How much does the set of crayons cost?
Answer: The set of crayons costs $500 more than the bottle of bath salts.

Question: A bottle of bath salts and a set of cray",The set of crayons costs $500 more than the bottle of bath salts.,more_alt,more,"[-2.353466510772705, -2.3187010288238525, -1.9842679500579834, -2.19429874420166, -3.0469236373901367, -2.845844268798828, -1.8449311256408691, -1.848123550415039]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.353466511,-2.318701029,6,total_cost_alt,$520,-1.844931126,FALSE,-3.046923637,-2.845844269,FALSE,EleutherAI/pythia-1b-deduped,
crt1,16,A set of wine glasses and a pencil together cost $12. The set of wine glasses costs $10 more than the pencil. How much does the pencil cost?,$1.00,$2.00,$12.00,$10.00,$1,$2,$12,$10," The pencil costs $10 more than the set of wine glasses.

Question: A set of wine glasses and a pencil cost $12. The set of wine glasses costs $10 more than the pencil. How much does the pencil cost?
Answer: The pencil costs $10 more than the set of wine glasses.

Question: A set of wine glasses and a pencil cost $12. The set of wine glasses costs $10 more than the pencil. How much does the pencil cost",The pencil costs $10 more than the set of wine glasses.,more_alt,more,"[-2.0112977027893066, -2.0021817684173584, -2.067188024520874, -2.2004764080047607, -2.5806355476379395, -2.4104204177856445, -1.9098601341247559, -1.798708438873291]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.011297703,-2.002181768,7,more_alt,$10,-1.798708439,FALSE,-2.580635548,-2.410420418,FALSE,EleutherAI/pythia-1b-deduped,
crt1,17,A wallet and a camera together cost $52. The wallet costs $50 more than the camera. How much does the camera cost?,$1.00,$2.00,$52.00,$50.00,$1,$2,$52,$50," The camera costs $50 more than the wallet.

Question: A wallet and a camera cost $52. The wallet costs $50 more than the camera. How much does the camera cost?
Answer: The camera costs $50 more than the wallet.

Question: A wallet and a camera cost $52. The wallet costs $50 more than the camera. How much does the camera cost?
Answer: The camera costs $50 more than the wallet.

Question:",The camera costs $50 more than the wallet.,more_alt,more,"[-2.2389044761657715, -2.122018337249756, -1.97916579246521, -1.7774584293365479, -2.8974437713623047, -2.8462677001953125, -2.2557220458984375, -1.5895423889160156]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.238904476,-2.122018337,7,more_alt,$50,-1.589542389,FALSE,-2.897443771,-2.8462677,FALSE,EleutherAI/pythia-1b-deduped,
crt1,18,A pair of hiking boots and a coffee table together cost $1.20. The pair of hiking boots costs $1 more than the coffee table. How much does the coffee table cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1," The coffee table costs $1.20.

Question: A pair of hiking boots and a coffee table together cost $1.20. The pair of hiking boots costs $1 more than the coffee table. How much does the coffee table cost?
Answer: The coffee table costs $1.20.

Question: A pair of hiking boots and a coffee table together cost $1.20. The pair of hiking boots costs $1 more than the coffee table. How much does",The coffee table costs $1.,more_alt,total,"[-1.700340986251831, -1.5140266418457031, -0.8282477855682373, -1.3792200088500977, -1.700340986251831, -1.5140266418457031, -0.8282477855682373, -1.2082009315490723]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.700340986,-1.514026642,2,total_cost,$1.20,-0.8282477856,FALSE,-1.700340986,-1.514026642,FALSE,EleutherAI/pythia-1b-deduped,
crt1,19,A tube of toothpaste and a pear together cost $12. The tube of toothpaste costs $10 more than the pear. How much does the pear cost?,$1.00,$2.00,$12.00,$10.00,$1,$2,$12,$10," The pear costs $10 more than the toothpaste.

Question: A tube of toothpaste and a pear cost $12. The tube of toothpaste costs $10 more than the pear. How much does the pear cost?
Answer: The pear costs $10 more than the toothpaste.

Question: A tube of toothpaste and a pear cost $12. The tube of toothpaste costs $10 more than the pear. How much does the pear cost?
Answer:",The pear costs $10 more than the toothpaste.,more_alt,more,"[-1.8422741889953613, -1.7887165546417236, -1.8063857555389404, -1.9590024948120117, -2.375126361846924, -2.235419750213623, -1.7060303688049316, -1.612450122833252]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.842274189,-1.788716555,7,more_alt,$10,-1.612450123,FALSE,-2.375126362,-2.23541975,FALSE,EleutherAI/pythia-1b-deduped,
crt1,20,A trampoline and a flower box together cost $54. The trampoline costs $50 more than the flower box. How much does the flower box cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50," The flower box costs $50 more than the trampoline.
Question: A trampoline costs $50 more than a flower box. How much does the flower box cost?
Answer: The flower box costs $50 more than the trampoline.
Question: A trampoline costs $50 more than a flower box. How much does the flower box cost?
Answer: The flower box costs $50 more than the trampoline.
Question: A trampoline costs $50 more than a",The flower box costs $50 more than the trampoline.,more_alt,more,"[-2.234340190887451, -2.3917946815490723, -2.0085959434509277, -2.0355148315429688, -3.2059030532836914, -3.2458958625793457, -2.3187026977539062, -2.005343437194824]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.234340191,-2.391794682,7,more_alt,$50,-2.005343437,FALSE,-3.205903053,-3.245895863,FALSE,EleutherAI/pythia-1b-deduped,
crt1,21,A silicone case and a lawnmower together cost $130. The silicone case costs $100 more than the lawnmower. How much does the lawnmower cost?,$15.00,$30.00,$130.00,$100.00,$15,$30,$130,$100," The lawnmower costs $100 more than the silicone case.

Question: A lawnmower costs $100 more than a car. How much does the car cost?
Answer: The car costs $100 more than the lawnmower.

Question: A lawnmower costs $100 more than a car. How much does the car cost?
Answer: The car costs $100 more than the lawnmower.

Question: A lawnmower costs $100",The lawnmower costs $100 more than the silicone case.,more_alt,more,"[-2.5088553428649902, -2.412898063659668, -1.817657709121704, -2.1135170459747314, -3.5816245079040527, -2.9902138710021973, -2.0008673667907715, -2.057290554046631]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.508855343,-2.412898064,2,total_cost,$130.00,-1.817657709,FALSE,-3.581624508,-2.990213871,FALSE,EleutherAI/pythia-1b-deduped,
crt1,22,A toy and a microwave oven together cost $5.40. The toy costs $5 more than the microwave oven. How much does the microwave oven cost?,$0.20,$0.40,$5.40,$5.00,$0.20,$0.40,$5.40,$5," The microwave oven costs $5.40 more than the toy.
Question: A toy and a microwave oven together cost $5.40. The toy costs $5 more than the microwave oven. How much does the microwave oven cost?
Answer: The toy costs $5 more than the microwave oven.
Question: A toy and a microwave oven together cost $5.40. The toy costs $5 more than the microwave oven. How much does the microwave oven cost?
Answer:",The microwave oven costs $5.,more_alt,total,"[-2.329958438873291, -2.2084436416625977, -0.9702630043029785, -1.631004810333252, -2.329958438873291, -2.2084436416625977, -0.9702630043029785, -1.6228742599487305]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.329958439,-2.208443642,2,total_cost,$5.40,-0.9702630043,FALSE,-2.329958439,-2.208443642,FALSE,EleutherAI/pythia-1b-deduped,
crt1,23,A purse and a mixing bowl together cost $5.40. The purse costs $5 more than the mixing bowl. How much does the mixing bowl cost?,$0.20,$0.40,$5.40,$5.00,$0.20,$0.40,$5.40,$5," The mixing bowl costs $5.40.

Question: A purse and a mixing bowl cost $5.40. The purse costs $5 more than the mixing bowl. How much does the mixing bowl cost?
Answer: The mixing bowl costs $5.40.

Question: A purse and a mixing bowl cost $5.40. The purse costs $5 more than the mixing bowl. How much does the mixing bowl cost?
Answer: The mixing bowl costs $5",The mixing bowl costs $5.,more_alt,total,"[-2.210103750228882, -2.073131561279297, -0.9665031433105469, -1.6998813152313232, -2.210103750228882, -2.073131561279297, -0.9665031433105469, -1.6573572158813477]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.21010375,-2.073131561,2,total_cost,$5.40,-0.9665031433,FALSE,-2.21010375,-2.073131561,FALSE,EleutherAI/pythia-1b-deduped,
crt1,24,A hat and a mouse together cost $540. The hat costs $500 more than the mouse. How much does the mouse cost?,$20.00,$40.00,$540.00,$500.00,$20,$40,$540,$500," The mouse costs $500 more than the hat.

Question: A hat costs $500 more than a mouse. How much does the mouse cost?
Answer: The mouse costs $500 more than the hat.

Question: A hat costs $500 more than a mouse. How much does the mouse cost?
Answer: The mouse costs $500 more than the hat.

Question: A hat costs $500 more than a mouse. How much does the mouse cost?
",The mouse costs $500 more than the hat.,more_alt,more,"[-2.360361099243164, -2.337468385696411, -1.8869380950927734, -1.9592013359069824, -3.0139694213867188, -2.8804965019226074, -1.9340853691101074, -1.6116647720336914]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.360361099,-2.337468386,7,more_alt,$500,-1.611664772,FALSE,-3.013969421,-2.880496502,FALSE,EleutherAI/pythia-1b-deduped,
crt1,25,A purse and a box of cigarettes together cost $1.40. The purse costs $1 more than the box of cigarettes. How much does the box of cigarettes cost?,$0.20,$0.40,$1.40,$1.00,$0.20,$0.40,$1.40,$1," The box of cigarettes costs $1.40.
Question: A purse and a box of cigarettes together cost $1.40. The purse costs $1 more than the box of cigarettes. How much does the box of cigarettes cost?
Answer: The box of cigarettes costs $1.40.
Question: A purse and a box of cigarettes together cost $1.40. The purse costs $1 more than the box of cigarettes. How much does the box of cigarettes cost?
",The box of cigarettes costs $1.,more_alt,total,"[-1.6345551013946533, -1.548612117767334, -0.6673216819763184, -1.2756412029266357, -1.6345551013946533, -1.548612117767334, -0.6673216819763184, -0.9397687911987305]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.634555101,-1.548612118,2,total_cost,$1.40,-0.667321682,FALSE,-1.634555101,-1.548612118,FALSE,EleutherAI/pythia-1b-deduped,
crt1,26,A box of mascara and a microwave oven together cost $14. The box of mascara costs $10 more than the microwave oven. How much does the microwave oven cost?,$2.00,$4.00,$14.00,$10.00,$2,$4,$14,$10," The microwave oven costs $10 more than the box of mascara.

Question: A box of mascara and a microwave oven together cost $14. The box of mascara costs $10 more than the microwave oven. How much does the microwave oven cost?
Answer: The box of mascara costs $10 more than the microwave oven.

Question: A box of mascara and a microwave oven together cost $14. The box of mascara costs $10 more than the",The microwave oven costs $10 more than the box of mascara.,more_alt,more,"[-1.9779324531555176, -2.0746777057647705, -1.74399995803833, -1.8719544410705566, -2.70381498336792, -2.6923041343688965, -1.9412379264831543, -1.819897174835205]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.977932453,-2.074677706,2,total_cost,$14.00,-1.743999958,FALSE,-2.703814983,-2.692304134,FALSE,EleutherAI/pythia-1b-deduped,
crt1,27,A bag and a food processor together cost $54. The bag costs $50 more than the food processor. How much does the food processor cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50," The food processor costs $50 more than the bag.

Question: A bag costs $50 more than a food processor. How much does the food processor cost?
Answer: The food processor costs $50 more than the bag.

Question: A bag costs $50 more than a food processor. How much does the food processor cost?
Answer: The food processor costs $50 more than the bag.

Question: A bag costs $50 more than a food processor.",The food processor costs $50 more than the bag.,more_alt,more,"[-2.179379940032959, -2.354248285293579, -1.760443925857544, -1.8294196128845215, -3.1373586654663086, -3.2335376739501953, -2.0226364135742188, -1.8101205825805664]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.17937994,-2.354248285,2,total_cost,$54.00,-1.760443926,FALSE,-3.137358665,-3.233537674,FALSE,EleutherAI/pythia-1b-deduped,
crt1,28,A coat and a pot together cost $510. The coat costs $500 more than the pot. How much does the pot cost?,$5.00,$10.00,$510.00,$500.00,$5,$10,$510,$500," The pot costs $500 more than the coat.

Question: A coat costs $500 more than a pot. How much does the pot cost?
Answer: The coat costs $500 more than the pot.

Question: A coat costs $500 more than a pot. How much does the pot cost?
Answer: The coat costs $500 more than the pot.

Question: A coat costs $500 more than a pot. How much does the pot cost?
",The pot costs $500 more than the coat.,more_alt,more,"[-2.1938862800598145, -2.358997106552124, -2.069282293319702, -2.037618637084961, -2.698150157928467, -2.831279754638672, -1.9968128204345703, -1.4521446228027344]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.19388628,-2.358997107,7,more_alt,$500,-1.452144623,FALSE,-2.698150158,-2.831279755,FALSE,EleutherAI/pythia-1b-deduped,
crt1,29,A jacket and a set of wine glasses together cost $5.10. The jacket costs $5 more than the set of wine glasses. How much does the set of wine glasses cost?,$0.05,$0.10,$5.10,$5.00,$0.05,$0.10,$5.10,$5," The set of wine glasses costs $5.10.

Question: A jacket and a set of wine glasses together cost $5.10. The jacket costs $5 more than the set of wine glasses. How much does the set of wine glasses cost?
Answer: The set of wine glasses costs $5.10.

Question: A jacket and a set of wine glasses together cost $5.10. The jacket costs $5 more than the set of wine glasses. How",The set of wine glasses costs $5.,more_alt,total,"[-2.1673734188079834, -1.710967779159546, -0.8207590579986572, -1.526942491531372, -2.1673734188079834, -1.710967779159546, -0.8207590579986572, -1.4389567375183105]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.167373419,-1.710967779,2,total_cost,$5.10,-0.820759058,FALSE,-2.167373419,-1.710967779,FALSE,EleutherAI/pythia-1b-deduped,
