condition,item_id,question,correct,intuitive,total_cost,more,correct_alt,intuitive_alt,total_cost_alt,more_alt,generated_response_raw,generated_response,generated_response_naive_label,generated_response_label,mc_answer_logprobs,mc_answer_labels,mc_correct_logprob,mc_intuitive_logprob,mc_response_index,mc_response_label,mc_response,mc_response_mean_logprob,mc_response_correct,mc_correct_alt_logprob,mc_intuitive_alt_logprob,mc_response_correct_alt,model,revision
crt1,11,A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50," The body lotion costs $15.

Explanation:
Let the cost of the body lotion be x.
Then the cost of the pair of leggings is x + 50.
The total cost of the pair of leggings and the body lotion is $54.
So, we can write the equation as:
x + (x + 50) = 54
x + x + 50 = 54
2x + 50 =",The body lotion costs $15.,,,"[-2.0043797492980957, -2.234901189804077, -1.9095736742019653, -1.9494352340698242, -1.8594439029693604, -2.561058759689331, -2.552699089050293, -2.4051287174224854]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.004379749,-2.23490119,4,correct_alt,$2,-1.859443903,FALSE,-1.859443903,-2.56105876,TRUE,google/gemma-2b,
crt1,12,A trampoline and a box of batteries together cost $520. The trampoline costs $500 more than the box of batteries. How much does the box of batteries cost?,$10.00,$20.00,$520.00,$500.00,$10,$20,$520,$500," $100

Question: A car is 100 miles from a gas station. The car uses 10 gallons of gas to travel 10 miles. How many miles can the car travel on 1 gallon of gas?
Answer: 100

Question: A car is 100 miles from a gas station. The car uses 10 gallons of gas to travel 10 miles. How many miles can the car travel on 1 gallon",$100.00,,,"[-1.561092734336853, -1.4870749711990356, -1.5625399351119995, -1.6359978914260864, -1.1732966899871826, -1.3331764936447144, -1.7065244913101196, -1.669323444366455]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.561092734,-1.487074971,4,correct_alt,$10,-1.17329669,FALSE,-1.17329669,-1.333176494,TRUE,google/gemma-2b,
crt1,13,A mouse and a can of baby food together cost $1.20. The mouse costs $1 more than the can of baby food. How much does the can of baby food cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1," The can of baby food costs $1.

Explanation:
Let the cost of the can of baby food be x.
Then the cost of the mouse is x+1.
The total cost of the mouse and the can of baby food is $1.20.
So, we can write the equation as:
x+x+1=1.20
2x+1=1.20
2x=1.20-1
2",The can of baby food costs $1.,more_alt,more,"[-1.2958762645721436, -1.0364558696746826, -1.0250414609909058, -0.951508641242981, -1.2958762645721436, -1.0364558696746826, -1.0250414609909058, -1.4384629726409912]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.295876265,-1.03645587,3,more,$1.00,-0.9515086412,FALSE,-1.295876265,-1.03645587,FALSE,google/gemma-2b,
crt1,14,A bottle of shampoo and a knife together cost $110. The bottle of shampoo costs $100 more than the knife. How much does the knife cost?,$5.00,$10.00,$110.00,$100.00,$5,$10,$110,$100," The knife costs $100.

Question: A bottle of shampoo and a knife together cost $110. The bottle of shampoo costs $100 more than the knife. How much does the knife cost?
Answer: The knife costs $100.

Question: A bottle of shampoo and a knife together cost $110. The bottle of shampoo costs $100 more than the knife. How much does the knife cost?
Answer: The knife",The knife costs $100.,more_alt,more,"[-2.2014496326446533, -1.5197306871414185, -1.4466716051101685, -1.3277734518051147, -1.84329354763031, -1.14751398563385, -1.4931550025939941, -1.0447146892547607]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.201449633,-1.519730687,7,more_alt,$100,-1.044714689,FALSE,-1.843293548,-1.147513986,FALSE,google/gemma-2b,
crt1,15,A bottle of bath salts and a set of crayons together cost $520. The bottle of bath salts costs $500 more than the set of crayons. How much does the set of crayons cost?,$10.00,$20.00,$520.00,$500.00,$10,$20,$520,$500," $100

Question: A car is worth $10,000. The car depreciates by 10% each year. How much will the car be worth after 5 years?
Answer: $8000

Question: A car is worth $10,000. The car depreciates by 10% each year. How much will the car be worth after 10 years?
Answer: $800",$100.00,,,"[-1.5365489721298218, -1.4558000564575195, -1.579895257949829, -1.567238450050354, -1.1979175806045532, -1.412305235862732, -1.8599406480789185, -1.5968118906021118]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.536548972,-1.455800056,4,correct_alt,$10,-1.197917581,FALSE,-1.197917581,-1.412305236,TRUE,google/gemma-2b,
crt1,16,A set of wine glasses and a pencil together cost $12. The set of wine glasses costs $10 more than the pencil. How much does the pencil cost?,$1.00,$2.00,$12.00,$10.00,$1,$2,$12,$10," $3

Question: A set of wine glasses and a pencil together cost $12. The set of wine glasses costs $10 more than the pencil. How much does the pencil cost?
Answer: $3

Question: A set of wine glasses and a pencil together cost $12. The set of wine glasses costs $10 more than the pencil. How much does the pencil cost?
Answer: $3

Question: A set of wine glasses and a pencil together",$3.00,,,"[-1.4182088375091553, -1.5290002822875977, -1.6850091218948364, -1.5743041038513184, -1.6842124462127686, -1.5032460689544678, -2.214451551437378, -1.724232792854309]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.418208838,-1.529000282,0,correct,$1.00,-1.418208838,TRUE,-1.684212446,-1.503246069,FALSE,google/gemma-2b,
crt1,17,A wallet and a camera together cost $52. The wallet costs $50 more than the camera. How much does the camera cost?,$1.00,$2.00,$52.00,$50.00,$1,$2,$52,$50," $10

Question: A car is 100 miles from a gas station. The car uses 10 gallons of gas to travel 10 miles. How many gallons of gas does the car use to travel 100 miles?
Answer: 10

Question: A car is 100 miles from a gas station. The car uses 10 gallons of gas to travel 10 miles. How many miles does the car travel for every gallon",$10.00,,,"[-2.4688663482666016, -2.1706104278564453, -1.9070161581039429, -1.7607122659683228, -1.379866600036621, -1.5121231079101562, -2.359604597091675, -1.9211879968643188]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.468866348,-2.170610428,4,correct_alt,$1,-1.3798666,FALSE,-1.3798666,-1.512123108,TRUE,google/gemma-2b,
crt1,18,A pair of hiking boots and a coffee table together cost $1.20. The pair of hiking boots costs $1 more than the coffee table. How much does the coffee table cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1," $0.50

Question: A pair of hiking boots and a coffee table together cost $1.20. The pair of hiking boots costs $1 more than the coffee table. How much does the coffee table cost?
Answer: $0.50

Question: A pair of hiking boots and a coffee table together cost $1.20. The pair of hiking boots costs $1 more than the coffee table. How much does the coffee table cost?
Answer:",$0.00,,,"[-1.2110706567764282, -0.9622907638549805, -0.9613628387451172, -0.9790288805961609, -1.2110706567764282, -0.9622907638549805, -0.9613628387451172, -1.3315833806991577]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.211070657,-0.9622907639,2,total_cost,$1.20,-0.9613628387,FALSE,-1.211070657,-0.9622907639,FALSE,google/gemma-2b,
crt1,19,A tube of toothpaste and a pear together cost $12. The tube of toothpaste costs $10 more than the pear. How much does the pear cost?,$1.00,$2.00,$12.00,$10.00,$1,$2,$12,$10," The pear costs $10.

Explanation:
Let the cost of the pear be x.
The cost of the tube of toothpaste is 10 more than the pear.
So, the cost of the tube of toothpaste is x + 10.
The total cost of the tube of toothpaste and the pear is $12.
So, we can write the equation as:
x + (x + 10) = 12
x + x +",The pear costs $10.,more_alt,more,"[-1.866356611251831, -1.6148113012313843, -1.656654715538025, -1.6568607091903687, -2.056480646133423, -1.7547824382781982, -2.0476458072662354, -1.715004563331604]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.866356611,-1.614811301,1,intuitive,$2.00,-1.614811301,FALSE,-2.056480646,-1.754782438,FALSE,google/gemma-2b,
crt1,20,A trampoline and a flower box together cost $54. The trampoline costs $50 more than the flower box. How much does the flower box cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50," The flower box costs $

Question: A rectangular piece of cardboard is 12 inches long and 8 inches wide. Squares of side length 2 inches are cut out of each corner, and the flaps are folded up to make an open box. What is the volume of the box?
Answer: The volume of the box is

Question: A rectangular piece of cardboard is 12 inches long and 8 inches wide. Squares of side length 2 inches are cut out of each",The flower box costs $.,,,"[-2.527149200439453, -2.8315205574035645, -1.952471375465393, -1.894239068031311, -2.031899929046631, -2.7546041011810303, -2.4218997955322266, -2.138873338699341]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.5271492,-2.831520557,3,more,$50.00,-1.894239068,FALSE,-2.031899929,-2.754604101,FALSE,google/gemma-2b,
crt1,21,A silicone case and a lawnmower together cost $130. The silicone case costs $100 more than the lawnmower. How much does the lawnmower cost?,$15.00,$30.00,$130.00,$100.00,$15,$30,$130,$100," The lawnmower costs $100.

Question: A car is 100 miles from a gas station. The car uses 10 gallons of gas to travel 10 miles. How many miles can the car travel on 1 gallon of gas?
Answer: The car can travel 100 miles on 1 gallon of gas.

Question: A car is 100 miles from a gas station. The car uses 10 gallons of gas",The lawnmower costs $100.,more_alt,more,"[-1.8889201879501343, -1.6747331619262695, -1.526378870010376, -1.3527153730392456, -1.9809621572494507, -1.3775787353515625, -1.4784284830093384, -1.083518147468567]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.888920188,-1.674733162,7,more_alt,$100,-1.083518147,FALSE,-1.980962157,-1.377578735,FALSE,google/gemma-2b,
crt1,22,A toy and a microwave oven together cost $5.40. The toy costs $5 more than the microwave oven. How much does the microwave oven cost?,$0.20,$0.40,$5.40,$5.00,$0.20,$0.40,$5.40,$5," The microwave oven costs $

Question: A car travels 100 miles in 2 hours. At this rate, how many miles will it travel in 5 hours?
Answer: The car will travel miles in 5 hours.

Question: A car travels 100 miles in 2 hours. At this rate, how many miles will it travel in 5 hours?
Answer: The car will travel miles in 5 hours.

Question: A car travels ",The microwave oven costs $.,,,"[-1.894693374633789, -1.7448800802230835, -1.5207645893096924, -1.8622859716415405, -1.894693374633789, -1.7448800802230835, -1.5207645893096924, -2.6307425498962402]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.894693375,-1.74488008,2,total_cost,$5.40,-1.520764589,FALSE,-1.894693375,-1.74488008,FALSE,google/gemma-2b,
crt1,23,A purse and a mixing bowl together cost $5.40. The purse costs $5 more than the mixing bowl. How much does the mixing bowl cost?,$0.20,$0.40,$5.40,$5.00,$0.20,$0.40,$5.40,$5,"
Let the cost of the mixing bowl be $x.
So, the cost of the purse is $x + 5.
According to the question,
$x + x + 5 = 5.40$
$2x = 5.40 - 5$
$2x = 0.40$
$x = \frac{0.40}{2}$
$x = 0.20$
So,",.,,correct,"[-1.7654873132705688, -1.6378304958343506, -1.6272732019424438, -1.8804244995117188, -1.7654873132705688, -1.6378304958343506, -1.6272732019424438, -2.927680015563965]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.765487313,-1.637830496,2,total_cost,$5.40,-1.627273202,FALSE,-1.765487313,-1.637830496,FALSE,google/gemma-2b,
crt1,24,A hat and a mouse together cost $540. The hat costs $500 more than the mouse. How much does the mouse cost?,$20.00,$40.00,$540.00,$500.00,$20,$40,$540,$500," The mouse costs $

Question: A hat and a mouse together cost $540. The hat costs $500 more than the mouse. How much does the mouse cost?
Answer: The mouse costs $

Question: A hat and a mouse together cost $540. The hat costs $500 more than the mouse. How much does the mouse cost?
Answer: The mouse costs $

Question: A hat and a mouse together cost $540",The mouse costs $.,,,"[-1.81162691116333, -1.8747758865356445, -1.7510786056518555, -1.588515043258667, -1.707541823387146, -1.9481168985366821, -1.9641411304473877, -1.544438123703003]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.811626911,-1.874775887,7,more_alt,$500,-1.544438124,FALSE,-1.707541823,-1.948116899,FALSE,google/gemma-2b,
crt1,25,A purse and a box of cigarettes together cost $1.40. The purse costs $1 more than the box of cigarettes. How much does the box of cigarettes cost?,$0.20,$0.40,$1.40,$1.00,$0.20,$0.40,$1.40,$1," The box of cigarettes costs $1.

Explanation:
Let the cost of the box of cigarettes be x.
Then, the cost of the purse is x + 1.
The purse and the box of cigarettes together cost $1.40.
So, we can write the equation as:
x + (x + 1) = 1.40
2x + 1 = 1.40
2x = 1.40 -",The box of cigarettes costs $1.,more_alt,more,"[-1.066348910331726, -0.9031822085380554, -1.1641484498977661, -1.1632511615753174, -1.066348910331726, -0.9031822085380554, -1.1641484498977661, -1.7746150493621826]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.06634891,-0.9031822085,1,intuitive,$0.40,-0.9031822085,FALSE,-1.06634891,-0.9031822085,FALSE,google/gemma-2b,
crt1,26,A box of mascara and a microwave oven together cost $14. The box of mascara costs $10 more than the microwave oven. How much does the microwave oven cost?,$2.00,$4.00,$14.00,$10.00,$2,$4,$14,$10," $2

Question: A box of mascara and a microwave oven together cost $14. The box of mascara costs $10 more than the microwave oven. How much does the microwave oven cost?
Answer: $2

Question: A box of mascara and a microwave oven together cost $14. The box of mascara costs $10 more than the microwave oven. How much does the microwave oven cost?
Answer: $2

Question: A box of mascara and a microwave",$2.00,correct,correct,"[-1.5016220808029175, -1.8954269886016846, -1.657114028930664, -1.3743963241577148, -1.489901065826416, -1.843195915222168, -1.9995741844177246, -1.3337947130203247]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.501622081,-1.895426989,7,more_alt,$10,-1.333794713,FALSE,-1.489901066,-1.843195915,FALSE,google/gemma-2b,
crt1,27,A bag and a food processor together cost $54. The bag costs $50 more than the food processor. How much does the food processor cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50," $10

Question: A bag and a food processor together cost $54. The bag costs $50 more than the food processor. How much does the bag cost?
Answer: $14

Question: A bag and a food processor together cost $54. The bag costs $50 more than the food processor. How much does the food processor cost?
Answer: $14

Question: A bag and a food processor together cost $54. The",$10.00,,,"[-2.229609966278076, -2.452972173690796, -1.8744678497314453, -1.5800046920776367, -1.7039966583251953, -2.52990984916687, -2.2494418621063232, -1.6117841005325317]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.229609966,-2.452972174,3,more,$50.00,-1.580004692,FALSE,-1.703996658,-2.529909849,FALSE,google/gemma-2b,
crt1,28,A coat and a pot together cost $510. The coat costs $500 more than the pot. How much does the pot cost?,$5.00,$10.00,$510.00,$500.00,$5,$10,$510,$500," The pot costs $

Question: A coat and a pot together cost $510. The coat costs $500 more than the pot. How much does the pot cost?
Answer: The pot costs $

Question: A coat and a pot together cost $510. The coat costs $500 more than the pot. How much does the pot cost?
Answer: The pot costs $

Question: A coat and a pot together cost $510",The pot costs $.,,,"[-2.6015896797180176, -1.8345545530319214, -1.8877514600753784, -1.6683937311172485, -2.3636627197265625, -1.4810956716537476, -2.1793971061706543, -1.6279888153076172]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.60158968,-1.834554553,5,intuitive_alt,$10,-1.481095672,FALSE,-2.36366272,-1.481095672,FALSE,google/gemma-2b,
crt1,29,A jacket and a set of wine glasses together cost $5.10. The jacket costs $5 more than the set of wine glasses. How much does the set of wine glasses cost?,$0.05,$0.10,$5.10,$5.00,$0.05,$0.10,$5.10,$5," The set of wine glasses costs $

Question: A jacket and a set of wine glasses together cost $5.10. The jacket costs $5 more than the set of wine glasses. How much does the set of wine glasses cost?
Answer: The set of wine glasses costs $

Question: A jacket and a set of wine glasses together cost $5.10. The jacket costs $5 more than the set of wine glasses. How much does the set of wine glasses cost",The set of wine glasses costs $.,,,"[-1.9586684703826904, -1.62519109249115, -1.4104692935943604, -1.6093175411224365, -1.9586684703826904, -1.62519109249115, -1.4104692935943604, -2.37398362159729]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.95866847,-1.625191092,2,total_cost,$5.10,-1.410469294,FALSE,-1.95866847,-1.625191092,FALSE,google/gemma-2b,
crt1,30,A hat and a coffee table together cost $1.20. The hat costs $1 more than the coffee table. How much does the coffee table cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1," The coffee table costs $0.40.

Question: A hat and a coffee table together cost $1.20. The hat costs $1 more than the coffee table. How much does the hat cost?
Answer: The hat costs $0.30.

Question: A hat and a coffee table together cost $1.20. The hat costs $1 more than the coffee table. How much does the coffee table cost?
Answer: The coffee table costs",The coffee table costs $0.,,,"[-1.2372658252716064, -0.9560152292251587, -1.0895144939422607, -1.0990140438079834, -1.2372658252716064, -0.9560152292251587, -1.0895144939422607, -1.6476267576217651]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.237265825,-0.9560152292,1,intuitive,$0.20,-0.9560152292,FALSE,-1.237265825,-0.9560152292,FALSE,google/gemma-2b,
crt1,31,A pencil and a keyboard together cost $14. The pencil costs $10 more than the keyboard. How much does the keyboard cost?,$2.00,$4.00,$14.00,$10.00,$2,$4,$14,$10," The keyboard costs $

Question: A pencil and a keyboard together cost $14. The pencil costs $10 more than the keyboard. How much does the keyboard cost?
Answer: The keyboard costs $

Question: A pencil and a keyboard together cost $14. The pencil costs $10 more than the keyboard. How much does the keyboard cost?
Answer: The keyboard costs $

Question: A pencil and a keyboard together cost $14. The pencil costs $",The keyboard costs $.,,,"[-1.7684513330459595, -2.2609715461730957, -2.0134694576263428, -1.5317339897155762, -2.051754951477051, -2.4714791774749756, -2.4396774768829346, -1.5089200735092163]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.768451333,-2.260971546,7,more_alt,$10,-1.508920074,FALSE,-2.051754951,-2.471479177,FALSE,google/gemma-2b,
