condition,item_id,question,correct,intuitive,total_cost,more,correct_alt,intuitive_alt,total_cost_alt,more_alt,generated_response_raw,generated_response,generated_response_naive_label,generated_response_label,mc_answer_logprobs,mc_answer_labels,mc_correct_logprob,mc_intuitive_logprob,mc_response_index,mc_response_label,mc_response,mc_response_mean_logprob,mc_response_correct,mc_correct_alt_logprob,mc_intuitive_alt_logprob,mc_response_correct_alt,model,revision
crt1,11,A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50,"
The cost of the body lotion is $12.

Explanation:
Let the cost of the body lotion be x.
The cost of the leggings is x + 50.
The cost of the leggings and the body lotion together is $54.
x + (x + 50) = 54
2x + 50 = 54
2x = 54 – 50
2x = 4
x =",.,,,"[-1.6633399724960327, -1.828852891921997, -1.7591882944107056, -1.9228795766830444, -1.9034843444824219, -2.4744911193847656, -2.2146148681640625, -2.6946589946746826]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.663339972,-1.828852892,0,correct,$2.00,-1.663339972,TRUE,-1.903484344,-2.474491119,FALSE,google/gemma-7b,
crt1,12,A trampoline and a box of batteries together cost $520. The trampoline costs $500 more than the box of batteries. How much does the box of batteries cost?,$10.00,$20.00,$520.00,$500.00,$10,$20,$520,$500,"
The cost of the box of batteries is $100.

Explanation:
Let the cost of the box of batteries be x.
The cost of the trampoline is $500 more than the box of batteries.
The cost of the trampoline is x + 500.
The cost of the trampoline and the box of batteries together is $520.
x + x + 500 = 520
2x + 50",.,,,"[-1.2554086446762085, -1.4501291513442993, -1.6639145612716675, -1.5885810852050781, -1.0579872131347656, -1.422045350074768, -1.9033775329589844, -1.7932014465332031]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.255408645,-1.450129151,4,correct_alt,$10,-1.057987213,FALSE,-1.057987213,-1.42204535,TRUE,google/gemma-7b,
crt1,13,A mouse and a can of baby food together cost $1.20. The mouse costs $1 more than the can of baby food. How much does the can of baby food cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1,"
Let the cost of the can of baby food be $x$
Then the cost of the mouse is $x+1$
According to the question,
$x+x+1=1.20$
$2x+1=1.20$
$2x=1.20-1$
$2x=0.20$
$x=\frac{0.20}{2}$
$x=0.1",.,,correct,"[-0.9237111210823059, -0.7253850102424622, -1.4622639417648315, -1.3135327100753784, -0.9237111210823059, -0.7253850102424622, -1.4622639417648315, -2.344805955886841]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-0.9237111211,-0.7253850102,1,intuitive,$0.20,-0.7253850102,FALSE,-0.9237111211,-0.7253850102,FALSE,google/gemma-7b,
crt1,14,A bottle of shampoo and a knife together cost $110. The bottle of shampoo costs $100 more than the knife. How much does the knife cost?,$5.00,$10.00,$110.00,$100.00,$5,$10,$110,$100,"
Let the cost of the knife be $x$
The cost of the bottle of shampoo is $x+100$
The total cost of the bottle of shampoo and the knife is $110
$x+x+100=110$
$2x=110-100$
$2x=10$
$x=\frac{10}{2}$
$x=5$
The cost of",,,correct,"[-1.600366234779358, -1.3397728204727173, -1.6187678575515747, -1.4839460849761963, -1.2625389099121094, -1.0906753540039062, -1.729116439819336, -1.4434432983398438]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.600366235,-1.33977282,5,intuitive_alt,$10,-1.090675354,FALSE,-1.26253891,-1.090675354,FALSE,google/gemma-7b,
crt1,15,A bottle of bath salts and a set of crayons together cost $520. The bottle of bath salts costs $500 more than the set of crayons. How much does the set of crayons cost?,$10.00,$20.00,$520.00,$500.00,$10,$20,$520,$500,"
The cost of the set of crayons is $10.

Explanation:
Let the cost of the set of crayons be x.
The cost of the bottle of bath salts is x + 500.
The cost of the bottle of bath salts and a set of crayons together is $520.
x + x + 500 = 520
2x + 500 = 520
2x = 52",.,,correct,"[-1.1187114715576172, -1.393170952796936, -1.7099969387054443, -1.563628077507019, -0.808343231678009, -1.417610764503479, -1.949911117553711, -1.6265602111816406]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.118711472,-1.393170953,4,correct_alt,$10,-0.8083432317,FALSE,-0.8083432317,-1.417610765,TRUE,google/gemma-7b,
crt1,16,A set of wine glasses and a pencil together cost $12. The set of wine glasses costs $10 more than the pencil. How much does the pencil cost?,$1.00,$2.00,$12.00,$10.00,$1,$2,$12,$10,"
Let the cost of the pencil be x.
The cost of the set of wine glasses is x + 10.
The total cost of the set of wine glasses and the pencil is $12.
x + (x + 10) = 12
2x + 10 = 12
2x = 12 – 10
2x = 2
x = 1
The cost of the pencil is $1",.,,correct,"[-1.0878143310546875, -1.2737987041473389, -1.7684555053710938, -1.6305307149887085, -1.5960693359375, -1.6116752624511719, -2.2803752422332764, -2.042760133743286]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.087814331,-1.273798704,0,correct,$1.00,-1.087814331,TRUE,-1.596069336,-1.611675262,FALSE,google/gemma-7b,
crt1,17,A wallet and a camera together cost $52. The wallet costs $50 more than the camera. How much does the camera cost?,$1.00,$2.00,$52.00,$50.00,$1,$2,$52,$50,"
Let the cost of the camera be x.
Then the cost of the wallet is x + 50.
The total cost of the wallet and the camera is 52.
x + (x + 50) = 52
2x + 50 = 52
2x = 52 – 50
2x = 2
x = 1
The cost of the camera is $1.

Question: A",.,,correct,"[-1.5683456659317017, -1.5978103876113892, -1.8646990060806274, -1.8698774576187134, -1.6742134094238281, -1.8149490356445312, -2.28033709526062, -2.505218505859375]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.568345666,-1.597810388,0,correct,$1.00,-1.568345666,TRUE,-1.674213409,-1.814949036,FALSE,google/gemma-7b,
crt1,18,A pair of hiking boots and a coffee table together cost $1.20. The pair of hiking boots costs $1 more than the coffee table. How much does the coffee table cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1,"
Let the cost of the coffee table be x.
Then the cost of the pair of hiking boots is x + 1.
According to the question,
x + (x + 1) = 120
2x + 1 = 120
2x = 120 – 1
2x = 119
x = 119/2
x = 59.5
The cost of the coffee",.,,,"[-1.127210259437561, -1.1389576196670532, -1.419778823852539, -1.5057637691497803, -1.127210259437561, -1.1389576196670532, -1.419778823852539, -2.1656455993652344]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.127210259,-1.13895762,0,correct,$0.10,-1.127210259,TRUE,-1.127210259,-1.13895762,FALSE,google/gemma-7b,
crt1,19,A tube of toothpaste and a pear together cost $12. The tube of toothpaste costs $10 more than the pear. How much does the pear cost?,$1.00,$2.00,$12.00,$10.00,$1,$2,$12,$10,"
Let the cost of the pear be $x$
The cost of the tube of toothpaste is $x+10$
The total cost of the pear and the tube of toothpaste is $12
$x+x+10=12$
$2x=12-10$
$2x=2$
$x=1$
The cost of the pear is $1

Question: A tube of toothpaste and a pear together cost $",,,correct,"[-0.9866836667060852, -1.1265426874160767, -1.609636902809143, -1.5094884634017944, -1.2526931762695312, -1.3260917663574219, -2.022610902786255, -1.9259185791015625]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-0.9866836667,-1.126542687,0,correct,$1.00,-0.9866836667,TRUE,-1.252693176,-1.326091766,FALSE,google/gemma-7b,
crt1,20,A trampoline and a flower box together cost $54. The trampoline costs $50 more than the flower box. How much does the flower box cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50,"
Let the cost of the flower box be x.
The cost of the trampoline is x + 50.
The sum of the cost of the trampoline and the flower box is 54.
x + (x + 50) = 54
2x + 50 = 54
2x = 54 – 50
2x = 4
x = 2
The cost of the flower box is $2.",.,,correct,"[-2.281975507736206, -1.9335479736328125, -1.9646962881088257, -1.8194020986557007, -1.9010009765625, -2.8142547607421875, -2.5417988300323486, -2.550013303756714]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.281975508,-1.933547974,3,more,$50.00,-1.819402099,FALSE,-1.901000977,-2.814254761,FALSE,google/gemma-7b,
crt1,21,A silicone case and a lawnmower together cost $130. The silicone case costs $100 more than the lawnmower. How much does the lawnmower cost?,$15.00,$30.00,$130.00,$100.00,$15,$30,$130,$100,"
The lawnmower costs $15.

Explanation:
Let the cost of the lawnmower be x.
The cost of the silicone case is x + 100.
The total cost of the lawnmower and the silicone case is $130.
x + x + 100 = 130
2x + 100 = 130
2x = 130 – 100
",.,,correct,"[-1.221535325050354, -1.3131412267684937, -1.7247282266616821, -1.5568379163742065, -1.1571311950683594, -1.3606256246566772, -1.9862480163574219, -1.6417932510375977]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.221535325,-1.313141227,4,correct_alt,$15,-1.157131195,FALSE,-1.157131195,-1.360625625,TRUE,google/gemma-7b,
crt1,22,A toy and a microwave oven together cost $5.40. The toy costs $5 more than the microwave oven. How much does the microwave oven cost?,$0.20,$0.40,$5.40,$5.00,$0.20,$0.40,$5.40,$5,"
Let the cost of the microwave oven be $x$
The cost of the toy is $x+5$
The total cost of the toy and the microwave oven is $5.40
$x+x+5=5.40$
$2x+5=5.40$
$2x=5.40-5$
$2x=0.40$
$x=\frac{0.40}{2",.,,correct,"[-0.8425714373588562, -1.2412834167480469, -1.4712051153182983, -1.8522307872772217, -0.8425714373588562, -1.2412834167480469, -1.4712051153182983, -3.2882919311523438]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-0.8425714374,-1.241283417,0,correct,$0.20,-0.8425714374,TRUE,-0.8425714374,-1.241283417,FALSE,google/gemma-7b,
crt1,23,A purse and a mixing bowl together cost $5.40. The purse costs $5 more than the mixing bowl. How much does the mixing bowl cost?,$0.20,$0.40,$5.40,$5.00,$0.20,$0.40,$5.40,$5,"
Let the cost of the mixing bowl be x.
Then the cost of the purse is x + 5.
The total cost of the purse and the mixing bowl is 5.40.
x + (x + 5) = 5.40
2x + 5 = 5.40
2x = 5.40 – 5
2x = 0.40
x = 0.40/2",.,,correct,"[-1.1072055101394653, -1.2708383798599243, -1.5421550273895264, -1.8821731805801392, -1.1072055101394653, -1.2708383798599243, -1.5421550273895264, -3.4626121520996094]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.10720551,-1.27083838,0,correct,$0.20,-1.10720551,TRUE,-1.10720551,-1.27083838,FALSE,google/gemma-7b,
crt1,24,A hat and a mouse together cost $540. The hat costs $500 more than the mouse. How much does the mouse cost?,$20.00,$40.00,$540.00,$500.00,$20,$40,$540,$500,"
Let the cost of the mouse be $x$
The cost of the hat is $x+500$
The total cost of the hat and the mouse is $540
$x+x+500=540$
$2x=540-500$
$2x=40$
$x=\frac{40}{2}$
$x=20$
The cost of the mouse is",,,correct,"[-1.4560474157333374, -1.4693018198013306, -1.7142513990402222, -1.7145947217941284, -1.0926672220230103, -1.6266326904296875, -1.832183837890625, -1.9207496643066406]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.456047416,-1.46930182,4,correct_alt,$20,-1.092667222,FALSE,-1.092667222,-1.62663269,TRUE,google/gemma-7b,
crt1,25,A purse and a box of cigarettes together cost $1.40. The purse costs $1 more than the box of cigarettes. How much does the box of cigarettes cost?,$0.20,$0.40,$1.40,$1.00,$0.20,$0.40,$1.40,$1,"
Let the cost of the box of cigarettes be $x$
Then the cost of the purse is $x+1$
The total cost of the purse and the box of cigarettes is $1.40
$x+x+1=1.40$
$2x+1=1.40$
$2x=1.40-1$
$2x=0.40$
$x=\frac{0.4",.,,correct,"[-0.6430723071098328, -0.8553306460380554, -1.6844536066055298, -1.4894416332244873, -0.6430723071098328, -0.8553306460380554, -1.6844536066055298, -2.704059600830078]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-0.6430723071,-0.855330646,0,correct,$0.20,-0.6430723071,TRUE,-0.6430723071,-0.855330646,FALSE,google/gemma-7b,
crt1,26,A box of mascara and a microwave oven together cost $14. The box of mascara costs $10 more than the microwave oven. How much does the microwave oven cost?,$2.00,$4.00,$14.00,$10.00,$2,$4,$14,$10,"
Let the cost of the microwave oven be $x$
The cost of the box of mascara is $x+10$
The total cost of the microwave oven and the box of mascara is $14
$x+x+10=14$
$2x=14-10$
$2x=4$
$x=2$
The cost of the microwave oven is $2

Question: A box of mascara and a microwave",,,correct,"[-1.151178002357483, -1.4845107793807983, -1.621111512184143, -1.50341796875, -1.4683952331542969, -2.2207260131835938, -2.1433639526367188, -1.8968912363052368]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.151178002,-1.484510779,0,correct,$2.00,-1.151178002,TRUE,-1.468395233,-2.220726013,FALSE,google/gemma-7b,
crt1,27,A bag and a food processor together cost $54. The bag costs $50 more than the food processor. How much does the food processor cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50,"
Let the cost of food processor be x.
Then the cost of bag is x+50.
According to the question,
x+x+50=54
2x=54-50
2x=4
x=2
So, the cost of food processor is $2.

Question: A man is 10 years older than his son. The sum of their ages is 40. How old is the man?
",.,,correct,"[-1.874322533607483, -1.878167748451233, -1.7769731283187866, -1.8213764429092407, -1.8894157409667969, -2.415180206298828, -2.1287944316864014, -2.462432861328125]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.874322534,-1.878167748,2,total_cost,$54.00,-1.776973128,FALSE,-1.889415741,-2.415180206,FALSE,google/gemma-7b,
crt1,28,A coat and a pot together cost $510. The coat costs $500 more than the pot. How much does the pot cost?,$5.00,$10.00,$510.00,$500.00,$5,$10,$510,$500,"
Let the cost of the pot be $x$
The cost of the coat is $x+500$
The total cost of the coat and the pot is $510
$x+x+500=510$
$2x=510-500$
$2x=10$
$x=\frac{10}{2}$
$x=5$
The cost of the pot is $",,,correct,"[-1.5634797811508179, -1.4312896728515625, -1.6968415975570679, -1.6209418773651123, -1.654937744140625, -1.19244384765625, -1.7380828857421875, -1.6983909606933594]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.563479781,-1.431289673,5,intuitive_alt,$10,-1.192443848,FALSE,-1.654937744,-1.192443848,FALSE,google/gemma-7b,
crt1,29,A jacket and a set of wine glasses together cost $5.10. The jacket costs $5 more than the set of wine glasses. How much does the set of wine glasses cost?,$0.05,$0.10,$5.10,$5.00,$0.05,$0.10,$5.10,$5,"
Let the cost of the set of wine glasses be $x$
The cost of the jacket is $x+5$
The total cost of the jacket and the set of wine glasses is $5.10
$x+x+5=5.10$
$2x+5=5.10$
$2x=5.10-5$
$2x=0.10$
$x=0.05",.,,correct,"[-1.4808571338653564, -1.4612230062484741, -1.5335357189178467, -1.7680076360702515, -1.4808571338653564, -1.4612230062484741, -1.5335357189178467, -3.3624420166015625]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.480857134,-1.461223006,1,intuitive,$0.10,-1.461223006,FALSE,-1.480857134,-1.461223006,FALSE,google/gemma-7b,
crt1,30,A hat and a coffee table together cost $1.20. The hat costs $1 more than the coffee table. How much does the coffee table cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1,"
Let the cost of the coffee table be x.
Then the cost of the hat is x + 1.
The sum of the cost of the hat and the coffee table is 1.20.
x + (x + 1) = 1.20
2x + 1 = 1.20
2x = 1.20 – 1
2x = 0.20
x = 0.10",.,,correct,"[-1.0935008525848389, -1.0454858541488647, -1.430901288986206, -1.4255149364471436, -1.0935008525848389, -1.0454858541488647, -1.430901288986206, -2.314861297607422]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.093500853,-1.045485854,1,intuitive,$0.20,-1.045485854,FALSE,-1.093500853,-1.045485854,FALSE,google/gemma-7b,
crt1,31,A pencil and a keyboard together cost $14. The pencil costs $10 more than the keyboard. How much does the keyboard cost?,$2.00,$4.00,$14.00,$10.00,$2,$4,$14,$10,"
Let the cost of the keyboard be $x$
The cost of the pencil is $x+10$
The total cost of the pencil and the keyboard is $14
$x+x+10=14$
$2x=14-10$
$2x=4$
$x=2$
The cost of the keyboard is $2
The cost of the pencil is $2+10=$12

Question",,,correct,"[-1.3927853107452393, -1.601881742477417, -1.7090429067611694, -1.717286467552185, -1.5252647399902344, -2.135173797607422, -2.079747438430786, -2.076441526412964]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.392785311,-1.601881742,0,correct,$2.00,-1.392785311,TRUE,-1.52526474,-2.135173798,FALSE,google/gemma-7b,
crt1,32,A bag and a coffee table together cost $53. The bag costs $50 more than the coffee table. How much does the coffee table cost?,$1.50,$3.00,$53.00,$50.00,$1.50,$3,$53,$50,"
Let the cost of the coffee table be x.
Then the cost of the bag is x + 50.
The total cost of the bag and the coffee table is 53.
x + (x + 50) = 53
2x + 50 = 53
2x = 53 – 50
2x = 3
x = 3/2
x = 1.5
The cost",.,,correct,"[-1.5117965936660767, -1.651422142982483, -1.7549642324447632, -1.7744293212890625, -1.5117965936660767, -2.402362823486328, -2.22003436088562, -2.462987184524536]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.511796594,-1.651422143,0,correct,$1.50,-1.511796594,TRUE,-1.511796594,-2.402362823,FALSE,google/gemma-7b,
crt1,33,A mixing bowl and a laundry detergent together cost $52. The mixing bowl costs $50 more than the laundry detergent. How much does the laundry detergent cost?,$1.00,$2.00,$52.00,$50.00,$1,$2,$52,$50,"
Let the cost of laundry detergent be x.
Then the cost of mixing bowl is x + 50.
According to the question,
x + x + 50 = 52
2x = 52 – 50
2x = 2
x = 1
So, the cost of laundry detergent is $1.

Question: A mixing bowl and a laundry detergent together cost $52. The mixing bowl costs $50 more",.,,correct,"[-1.356359839439392, -1.586687445640564, -1.8011232614517212, -1.8203271627426147, -1.4998397827148438, -1.9429779052734375, -2.2389118671417236, -2.509063720703125]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.356359839,-1.586687446,0,correct,$1.00,-1.356359839,TRUE,-1.499839783,-1.942977905,FALSE,google/gemma-7b,
