condition,item_id,question,correct,intuitive,total_cost,more,correct_alt,intuitive_alt,total_cost_alt,more_alt,generated_response_raw,generated_response,generated_response_naive_label,generated_response_label,mc_answer_logprobs,mc_answer_labels,mc_correct_logprob,mc_intuitive_logprob,mc_response_index,mc_response_label,mc_response,mc_response_mean_logprob,mc_response_correct,mc_correct_alt_logprob,mc_intuitive_alt_logprob,mc_response_correct_alt,model,revision
crt1,11,A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50,"$4

Question: A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the pair of leggings cost?
Answer: $54

Question: A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the",$4.00,intuitive,intuitive,"[-2.1643404960632324, -1.7330024242401123, -2.0254247188568115, -1.8876484632492065, -1.9165611267089844, -1.2340312004089355, -1.9772882461547852, -1.8763586282730103]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.164340496,-1.733002424,5,intuitive_alt,$4,-1.2340312,FALSE,-1.916561127,-1.2340312,FALSE,mistralai/Mistral-7B-v0.1,
crt1,12,A trampoline and a box of batteries together cost $520. The trampoline costs $500 more than the box of batteries. How much does the box of batteries cost?,$10.00,$20.00,$520.00,$500.00,$10,$20,$520,$500,"$20

Question: A trampoline and a box of batteries together cost $520. The trampoline costs $500 more than the box of batteries. How much does the trampoline cost?
Answer: $320

Question: A trampoline and a box of batteries together cost $520. The trampoline costs $500 more than the box of batteries. How much does the box of batteries cost",$20.00,intuitive,intuitive,"[-1.5801194906234741, -1.0204033851623535, -1.8137414455413818, -1.6298043727874756, -1.326968789100647, -0.41723790764808655, -1.7782964706420898, -1.5624184608459473]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.580119491,-1.020403385,5,intuitive_alt,$20,-0.4172379076,FALSE,-1.326968789,-0.4172379076,FALSE,mistralai/Mistral-7B-v0.1,
crt1,13,A mouse and a can of baby food together cost $1.20. The mouse costs $1 more than the can of baby food. How much does the can of baby food cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1,"$0.20

Question: A man bought a shirt and a pair of pants for $100. The shirt cost $20 more than the pants. How much did the pants cost?
Answer: $80

Question: A man bought a shirt and a pair of pants for $100. The shirt cost $20 more than the pants. How much did the pants cost?
Answer: $80

Question: A",$0.00,,intuitive,"[-0.9152857065200806, -0.4270944595336914, -1.1086952686309814, -1.2866758108139038, -0.9152857065200806, -0.4270944595336914, -1.1086952686309814, -2.198512077331543]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-0.9152857065,-0.4270944595,1,intuitive,$0.20,-0.4270944595,FALSE,-0.9152857065,-0.4270944595,FALSE,mistralai/Mistral-7B-v0.1,
crt1,14,A bottle of shampoo and a knife together cost $110. The bottle of shampoo costs $100 more than the knife. How much does the knife cost?,$5.00,$10.00,$110.00,$100.00,$5,$10,$110,$100,"$10

Question: A man has 100 coins. He has 100 rupees in 1 rupee coins and 100 rupees in 50 paise coins. How many coins of each type does he have?
Answer: 200 coins of 1 rupee and 200 coins of 50 paise

Question: A man has 100 coins. He has",$10.00,intuitive,intuitive,"[-1.9969606399536133, -1.2741907835006714, -1.9236774444580078, -1.7402783632278442, -2.248018741607666, -0.4364633560180664, -1.7195537090301514, -1.519465446472168]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.99696064,-1.274190784,5,intuitive_alt,$10,-0.436463356,FALSE,-2.248018742,-0.436463356,FALSE,mistralai/Mistral-7B-v0.1,
crt1,15,A bottle of bath salts and a set of crayons together cost $520. The bottle of bath salts costs $500 more than the set of crayons. How much does the set of crayons cost?,$10.00,$20.00,$520.00,$500.00,$10,$20,$520,$500,"$20

Question: A bottle of bath salts and a set of crayons together cost $520. The bottle of bath salts costs $500 more than the set of crayons. How much does the bottle of bath salts cost?
Answer: $520

Question: A bottle of bath salts and a set of crayons together cost $520. The bottle of bath salts costs $50",$20.00,intuitive,intuitive,"[-1.5931857824325562, -0.9770587086677551, -1.8573416471481323, -1.5961663722991943, -1.3847554922103882, -0.31574758887290955, -1.85960054397583, -1.4934971332550049]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.593185782,-0.9770587087,5,intuitive_alt,$20,-0.3157475889,FALSE,-1.384755492,-0.3157475889,FALSE,mistralai/Mistral-7B-v0.1,
crt1,16,A set of wine glasses and a pencil together cost $12. The set of wine glasses costs $10 more than the pencil. How much does the pencil cost?,$1.00,$2.00,$12.00,$10.00,$1,$2,$12,$10,"$2

Question: A set of wine glasses and a pencil together cost $12. The set of wine glasses costs $10 more than the pencil. How much does the set of wine glasses cost?
Answer: $12

Question: A set of wine glasses and a pencil together cost $12. The set of wine glasses costs $10 more than the pencil. How much does the set of wine glasses cost?
Answer",$2.00,intuitive,intuitive,"[-1.9036834239959717, -1.4140644073486328, -1.9537010192871094, -1.7120510339736938, -2.008039951324463, -0.6844940185546875, -1.9476619958877563, -1.8679717779159546]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.903683424,-1.414064407,5,intuitive_alt,$2,-0.6844940186,FALSE,-2.008039951,-0.6844940186,FALSE,mistralai/Mistral-7B-v0.1,
crt1,17,A wallet and a camera together cost $52. The wallet costs $50 more than the camera. How much does the camera cost?,$1.00,$2.00,$52.00,$50.00,$1,$2,$52,$50,"$2

Question: A man has 100 coins. He has 100 rupees. How many coins of 1 rupee each does he have?
Answer: 100

Question: A man has 100 coins. He has 100 rupees. How many coins of 2 rupees each does he have?
Answer: 50

Question: A man has 1",$2.00,intuitive,intuitive,"[-1.9142318964004517, -1.4963366985321045, -2.146984815597534, -1.8164935111999512, -1.613295555114746, -0.9812746047973633, -2.1938822269439697, -2.007692575454712]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.914231896,-1.496336699,5,intuitive_alt,$2,-0.9812746048,FALSE,-1.613295555,-0.9812746048,FALSE,mistralai/Mistral-7B-v0.1,
crt1,18,A pair of hiking boots and a coffee table together cost $1.20. The pair of hiking boots costs $1 more than the coffee table. How much does the coffee table cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1,"$0.20

Question: A pair of hiking boots and a coffee table together cost $1.20. The pair of hiking boots costs $1 more than the coffee table. How much does the pair of hiking boots cost?
Answer: $0.40

Question: A pair of hiking boots and a coffee table together cost $1.20. The pair of hiking boots costs $1 more than the coffee table. How",$0.00,,intuitive,"[-0.7920997738838196, -0.37434157729148865, -1.1177781820297241, -1.2257099151611328, -0.7920997738838196, -0.37434157729148865, -1.1177781820297241, -1.970940113067627]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-0.7920997739,-0.3743415773,1,intuitive,$0.20,-0.3743415773,FALSE,-0.7920997739,-0.3743415773,FALSE,mistralai/Mistral-7B-v0.1,
crt1,19,A tube of toothpaste and a pear together cost $12. The tube of toothpaste costs $10 more than the pear. How much does the pear cost?,$1.00,$2.00,$12.00,$10.00,$1,$2,$12,$10,"$2

Question: A tube of toothpaste and a pear together cost $12. The tube of toothpaste costs $10 more than the pear. How much does the tube of toothpaste cost?
Answer: $12

Question: A tube of toothpaste and a pear together cost $12. The tube of toothpaste costs $10 more than the pear. How much does the pear cost?
Answer: $",$2.00,intuitive,intuitive,"[-1.869969129562378, -1.2877095937728882, -1.8345685005187988, -1.6660856008529663, -2.020765781402588, -0.664452075958252, -1.836899757385254, -1.8952535390853882]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.86996913,-1.287709594,5,intuitive_alt,$2,-0.664452076,FALSE,-2.020765781,-0.664452076,FALSE,mistralai/Mistral-7B-v0.1,
crt1,20,A trampoline and a flower box together cost $54. The trampoline costs $50 more than the flower box. How much does the flower box cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50,"$14

Question: A trampoline and a flower box together cost $54. The trampoline costs $50 more than the flower box. How much does the flower box cost?
Answer: $14

Question: A trampoline and a flower box together cost $54. The trampoline costs $50 more than the flower box. How much does the flower box cost?
Answer: $14

Question",$14.00,,,"[-2.234255313873291, -1.7578773498535156, -1.8260737657546997, -1.730557918548584, -1.8074917793273926, -1.02833890914917, -1.8353198766708374, -1.8598169088363647]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.234255314,-1.75787735,5,intuitive_alt,$4,-1.028338909,FALSE,-1.807491779,-1.028338909,FALSE,mistralai/Mistral-7B-v0.1,
crt1,21,A silicone case and a lawnmower together cost $130. The silicone case costs $100 more than the lawnmower. How much does the lawnmower cost?,$15.00,$30.00,$130.00,$100.00,$15,$30,$130,$100,"$30

Question: A silicone case and a lawnmower together cost $130. The silicone case costs $100 more than the lawnmower. How much does the silicone case cost?
Answer: $130

Question: A silicone case and a lawnmower together cost $130. The silicone case costs $100 more than the lawnmower. How much does",$30.00,intuitive,intuitive,"[-2.0120248794555664, -1.0780037641525269, -1.8647749423980713, -1.5058740377426147, -1.9694408178329468, -0.4132973253726959, -1.673654556274414, -1.2184429168701172]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.012024879,-1.078003764,5,intuitive_alt,$30,-0.4132973254,FALSE,-1.969440818,-0.4132973254,FALSE,mistralai/Mistral-7B-v0.1,
crt1,22,A toy and a microwave oven together cost $5.40. The toy costs $5 more than the microwave oven. How much does the microwave oven cost?,$0.20,$0.40,$5.40,$5.00,$0.20,$0.40,$5.40,$5,"$0.40

Question: A toy and a microwave oven together cost $5.40. The toy costs $5 more than the microwave oven. How much does the microwave oven cost?
Answer: $0.40

Question: A toy and a microwave oven together cost $5.40. The toy costs $5 more than the microwave oven. How much does the microwave oven cost?",$0.00,,intuitive,"[-1.1415125131607056, -0.3880676329135895, -1.0747299194335938, -1.8381261825561523, -1.1415125131607056, -0.3880676329135895, -1.0747299194335938, -2.3927321434020996]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.141512513,-0.3880676329,1,intuitive,$0.40,-0.3880676329,FALSE,-1.141512513,-0.3880676329,FALSE,mistralai/Mistral-7B-v0.1,
crt1,23,A purse and a mixing bowl together cost $5.40. The purse costs $5 more than the mixing bowl. How much does the mixing bowl cost?,$0.20,$0.40,$5.40,$5.00,$0.20,$0.40,$5.40,$5,"$1.40

Question: A purse and a mixing bowl together cost $5.40. The purse costs $5 more than the mixing bowl. How much does the purse cost?
Answer: $6.40

Question: A purse and a mixing bowl together cost $5.40. The purse costs $5 more than the mixing bowl. How much does the purse cost?
Answer: $6.4",$1.00,,,"[-1.255324363708496, -0.6003456115722656, -1.3328907489776611, -2.170203447341919, -1.255324363708496, -0.6003456115722656, -1.3328907489776611, -3.083770275115967]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.255324364,-0.6003456116,1,intuitive,$0.40,-0.6003456116,FALSE,-1.255324364,-0.6003456116,FALSE,mistralai/Mistral-7B-v0.1,
crt1,24,A hat and a mouse together cost $540. The hat costs $500 more than the mouse. How much does the mouse cost?,$20.00,$40.00,$540.00,$500.00,$20,$40,$540,$500,"$40

Question: A hat and a mouse together cost $540. The hat costs $500 more than the mouse. How much does the hat cost?
Answer: $540 – $40 = $500

Question: A hat and a mouse together cost $540. The hat costs $500 more than the mouse. How much does the mouse cost?
Answer: $540 – $",$40.00,intuitive,intuitive,"[-1.6337982416152954, -1.1102333068847656, -1.8575565814971924, -1.665492057800293, -1.281966209411621, -0.48829683661460876, -1.7847905158996582, -1.5141005516052246]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.633798242,-1.110233307,5,intuitive_alt,$40,-0.4882968366,FALSE,-1.281966209,-0.4882968366,FALSE,mistralai/Mistral-7B-v0.1,
crt1,25,A purse and a box of cigarettes together cost $1.40. The purse costs $1 more than the box of cigarettes. How much does the box of cigarettes cost?,$0.20,$0.40,$1.40,$1.00,$0.20,$0.40,$1.40,$1,"$0.40

Question: A purse and a box of cigarettes together cost $1.40. The purse costs $1 more than the box of cigarettes. How much does the purse cost?
Answer: $1.40

Question: A purse and a box of cigarettes together cost $1.40. The purse costs $1 more than the box of cigarettes. How much does the box of cigarettes",$0.00,,intuitive,"[-0.8655241131782532, -0.37796878814697266, -1.1160764694213867, -1.4416738748550415, -0.8655241131782532, -0.37796878814697266, -1.1160764694213867, -2.1287217140197754]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-0.8655241132,-0.3779687881,1,intuitive,$0.40,-0.3779687881,FALSE,-0.8655241132,-0.3779687881,FALSE,mistralai/Mistral-7B-v0.1,
crt1,26,A box of mascara and a microwave oven together cost $14. The box of mascara costs $10 more than the microwave oven. How much does the microwave oven cost?,$2.00,$4.00,$14.00,$10.00,$2,$4,$14,$10,"$4

Question: A box of mascara and a microwave oven together cost $14. The box of mascara costs $10 more than the microwave oven. How much does the box of mascara cost?
Answer: $14

Question: A box of mascara and a microwave oven together cost $14. The box of mascara costs $10 more than the microwave oven.",$4.00,intuitive,intuitive,"[-1.4724891185760498, -1.1804466247558594, -1.8157224655151367, -1.5011268854141235, -1.5138421058654785, -0.5781612396240234, -1.9488683938980103, -1.58586847782135]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.472489119,-1.180446625,5,intuitive_alt,$4,-0.5781612396,FALSE,-1.513842106,-0.5781612396,FALSE,mistralai/Mistral-7B-v0.1,
crt1,27,A bag and a food processor together cost $54. The bag costs $50 more than the food processor. How much does the food processor cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50,"$4

Question: A bag and a food processor together cost $54. The bag costs $50 more than the food processor. How much does the food processor cost?
Answer: $4

Question: A bag and a food processor together cost $54. The bag costs $50 more than the food processor. How much does the food processor cost?
Answer: $4

Question: A bag and a food processor together cost $5",$4.00,intuitive,intuitive,"[-2.0469250679016113, -1.5033518075942993, -1.8895483016967773, -1.5737069845199585, -1.96928071975708, -0.7095808982849121, -1.9891716241836548, -1.6673961877822876]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.046925068,-1.503351808,5,intuitive_alt,$4,-0.7095808983,FALSE,-1.96928072,-0.7095808983,FALSE,mistralai/Mistral-7B-v0.1,
crt1,28,A coat and a pot together cost $510. The coat costs $500 more than the pot. How much does the pot cost?,$5.00,$10.00,$510.00,$500.00,$5,$10,$510,$500,"$10

Question: A coat and a pot together cost $510. The coat costs $500 more than the pot. How much does the pot cost?
Answer: $10

Question: A coat and a pot together cost $510. The coat costs $500 more than the pot. How much does the pot cost?
Answer: $10

Question: A coat and a pot together cost $5",$10.00,intuitive,intuitive,"[-2.2573800086975098, -1.4352707862854004, -2.019031047821045, -1.751250147819519, -1.544682502746582, -0.5850788950920105, -1.7925364971160889, -1.495570421218872]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.257380009,-1.435270786,5,intuitive_alt,$10,-0.5850788951,FALSE,-1.544682503,-0.5850788951,FALSE,mistralai/Mistral-7B-v0.1,
crt1,29,A jacket and a set of wine glasses together cost $5.10. The jacket costs $5 more than the set of wine glasses. How much does the set of wine glasses cost?,$0.05,$0.10,$5.10,$5.00,$0.05,$0.10,$5.10,$5,"$1.10

Question: A jacket and a set of wine glasses together cost $5.10. The jacket costs $5 more than the set of wine glasses. How much does the jacket cost?
Answer: $6.10

Question: A jacket and a set of wine glasses together cost $5.10. The jacket costs $5 more than the set of wine glasses. How much does the jacket cost?
Answer: $6",$1.00,,,"[-1.4632450342178345, -0.6002920269966125, -1.125842809677124, -1.821878433227539, -1.4632450342178345, -0.6002920269966125, -1.125842809677124, -2.62367582321167]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.463245034,-0.600292027,1,intuitive,$0.10,-0.600292027,FALSE,-1.463245034,-0.600292027,FALSE,mistralai/Mistral-7B-v0.1,
crt1,30,A hat and a coffee table together cost $1.20. The hat costs $1 more than the coffee table. How much does the coffee table cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1,"$0.20

Question: A hat and a coffee table together cost $1.20. The hat costs $1 more than the coffee table. How much does the hat cost?
Answer: $1.20

Question: A hat and a coffee table together cost $1.20. The hat costs $1 more than the coffee table. How much does the coffee table cost?
Answer: $0.20

Question:",$0.00,,intuitive,"[-0.7437198758125305, -0.3744361996650696, -1.1993615627288818, -1.4579293727874756, -0.7437198758125305, -0.3744361996650696, -1.1993615627288818, -2.397270679473877]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-0.7437198758,-0.3744361997,1,intuitive,$0.20,-0.3744361997,FALSE,-0.7437198758,-0.3744361997,FALSE,mistralai/Mistral-7B-v0.1,
crt1,31,A pencil and a keyboard together cost $14. The pencil costs $10 more than the keyboard. How much does the keyboard cost?,$2.00,$4.00,$14.00,$10.00,$2,$4,$14,$10,"$4

Question: A pencil and a keyboard together cost $14. The pencil costs $10 more than the keyboard. How much does the pencil cost?
Answer: $14

Question: A pencil and a keyboard together cost $14. The pencil costs $10 more than the keyboard. How much does the keyboard cost?
Answer: $4

Question: A pencil and a keyboard together cost $1",$4.00,intuitive,intuitive,"[-1.5758845806121826, -1.2942726612091064, -1.8949638605117798, -1.5626896619796753, -1.6375975608825684, -0.6714091300964355, -1.9741731882095337, -1.7213491201400757]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.575884581,-1.294272661,5,intuitive_alt,$4,-0.6714091301,FALSE,-1.637597561,-0.6714091301,FALSE,mistralai/Mistral-7B-v0.1,
