condition,item_id,question,correct,intuitive,total_cost,more,correct_alt,intuitive_alt,total_cost_alt,more_alt,generated_response_raw,generated_response,generated_response_naive_label,generated_response_label,mc_answer_logprobs,mc_answer_labels,mc_correct_logprob,mc_intuitive_logprob,mc_response_index,mc_response_label,mc_response,mc_response_mean_logprob,mc_response_correct,mc_correct_alt_logprob,mc_intuitive_alt_logprob,mc_response_correct_alt,model,revision
crt1,11,A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50,"The body lotion costs $14.
The body lotion costs $14.
Question: A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?",The body lotion costs $14.,,,"[-1.7095482349395752, -1.4052345752716064, -1.6633505821228027, -1.5156702995300293, -1.5518865585327148, -1.399216651916504, -1.9129606485366821, -1.705567717552185]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.709548235,-1.405234575,5,intuitive_alt,$4,-1.399216652,FALSE,-1.551886559,-1.399216652,FALSE,meta-llama/Llama-2-7b-hf,
crt1,12,A trampoline and a box of batteries together cost $520. The trampoline costs $500 more than the box of batteries. How much does the box of batteries cost?,$10.00,$20.00,$520.00,$500.00,$10,$20,$520,$500,"$20
Explanation: The trampoline costs $500 more than the box of batteries.
So, the box of batteries costs $500.
Trampoline and a box of batteries together cost $520.
So, the box of batteries cost $520 - $500 = $20.
Question: A trampoline and a box of batteries together cost $520. The",$20.00,intuitive,intuitive,"[-1.1042814254760742, -0.7323934435844421, -1.422378420829773, -1.2930996417999268, -1.1459020376205444, -0.2861601412296295, -1.526390552520752, -1.2924342155456543]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.104281425,-0.7323934436,5,intuitive_alt,$20,-0.2861601412,FALSE,-1.145902038,-0.2861601412,FALSE,meta-llama/Llama-2-7b-hf,
crt1,13,A mouse and a can of baby food together cost $1.20. The mouse costs $1 more than the can of baby food. How much does the can of baby food cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1,"20 cents.
How to Solve: The mouse costs $1 more than the can of baby food. The mouse costs $1. The can of baby food costs $0.80.
Question: If it takes 5 machines 5 minutes to make 5 widgets, how long will it take 100 machines to make 100 widgets?
Answer: 50 minutes.
How to Solve: If it takes 5",20 cents.,,intuitive,"[-0.5543597936630249, -0.45355263352394104, -1.1616443395614624, -0.8502815365791321, -0.5543597936630249, -0.45355263352394104, -1.1616443395614624, -1.3237037658691406]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-0.5543597937,-0.4535526335,1,intuitive,$0.20,-0.4535526335,FALSE,-0.5543597937,-0.4535526335,FALSE,meta-llama/Llama-2-7b-hf,
crt1,14,A bottle of shampoo and a knife together cost $110. The bottle of shampoo costs $100 more than the knife. How much does the knife cost?,$5.00,$10.00,$110.00,$100.00,$5,$10,$110,$100,"$10
Question: If you have $100 and you borrow $100 from your friend, how much money do you have?
Answer: $0
Question: What is the first letter of the alphabet?
Answer: Q
Question: What is the last letter of the alphabet?
Answer: Y
Question: What is the first letter of the alphabet?
Answer: Z
Question: What is the last letter of the alphabet?
Answer: Y",$10.00,intuitive,intuitive,"[-1.3707679510116577, -0.7569554448127747, -1.3097171783447266, -1.0649607181549072, -1.8595943450927734, -0.3496939241886139, -1.3806777000427246, -0.9055380821228027]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.370767951,-0.7569554448,5,intuitive_alt,$10,-0.3496939242,FALSE,-1.859594345,-0.3496939242,FALSE,meta-llama/Llama-2-7b-hf,
crt1,15,A bottle of bath salts and a set of crayons together cost $520. The bottle of bath salts costs $500 more than the set of crayons. How much does the set of crayons cost?,$10.00,$20.00,$520.00,$500.00,$10,$20,$520,$500,"$20
Question: What is the only word that does not have an equal number of letters in its alphabetical sequence?
Question: What is the only word that does not have an equal number of letters in its alphabetical sequence? Answer: ‘Floor’.
Question: What is the only word that does not have an equal number of letters in its alphabetical sequence? Answer: ‘Floor’.
Question: What is the only word that does not have an equal",$20.00,intuitive,intuitive,"[-1.0586251020431519, -0.7179844975471497, -1.456711769104004, -1.3447235822677612, -1.1437698602676392, -0.3375978469848633, -1.5518414974212646, -1.3469345569610596]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.058625102,-0.7179844975,5,intuitive_alt,$20,-0.337597847,FALSE,-1.14376986,-0.337597847,FALSE,meta-llama/Llama-2-7b-hf,
crt1,16,A set of wine glasses and a pencil together cost $12. The set of wine glasses costs $10 more than the pencil. How much does the pencil cost?,$1.00,$2.00,$12.00,$10.00,$1,$2,$12,$10,"$1.00
Question: The sum of the digits of a two-digit number is 11. If the digits are reversed, the new number is 13 less than the original number. What is the original number?
Question: What is the value of 3^40?
Answer: 72,970,512
Question: A certain radio station broadcasts at a frequency of 101.1 MHz.",$1.00,correct,correct,"[-0.9747024774551392, -0.9575008153915405, -1.568766474723816, -1.3748451471328735, -0.8243560791015625, -0.8390483856201172, -1.8504785299301147, -1.60421884059906]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-0.9747024775,-0.9575008154,4,correct_alt,$1,-0.8243560791,FALSE,-0.8243560791,-0.8390483856,TRUE,meta-llama/Llama-2-7b-hf,
crt1,17,A wallet and a camera together cost $52. The wallet costs $50 more than the camera. How much does the camera cost?,$1.00,$2.00,$52.00,$50.00,$1,$2,$52,$50,"$12.
Question: What do you call a man who shares his wife with three other men?
Answer: A happy man.
Question: What is the best time to have sex?
Answer: 10:35.
Question: What do you call a man who has sex with a woman?
Answer: A man.
Question: What do you call a man who has sex with a woman, and then has sex with the woman again?
Answer",$12.00,,,"[-1.6311784982681274, -1.4727566242218018, -1.5022830963134766, -1.4306782484054565, -0.8550043106079102, -0.9486236572265625, -1.744742751121521, -1.499887466430664]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.631178498,-1.472756624,4,correct_alt,$1,-0.8550043106,FALSE,-0.8550043106,-0.9486236572,TRUE,meta-llama/Llama-2-7b-hf,
crt1,18,A pair of hiking boots and a coffee table together cost $1.20. The pair of hiking boots costs $1 more than the coffee table. How much does the coffee table cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1,"$0.80
Question: What is the only mammal that can't jump?
Question: What is the only mammal that can't jump? Answer: A hippopotamus.
Question: What is the only mammal that can't jump? Answer: A hippopotamus.
Question: What is the only mammal that can't jump? Answer: A hippopotamus. (",$0.00,,,"[-0.7995197176933289, -0.5219547152519226, -1.1076984405517578, -0.7614307403564453, -0.7995197176933289, -0.5219547152519226, -1.1076984405517578, -0.9809980392456055]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-0.7995197177,-0.5219547153,1,intuitive,$0.20,-0.5219547153,FALSE,-0.7995197177,-0.5219547153,FALSE,meta-llama/Llama-2-7b-hf,
crt1,19,A tube of toothpaste and a pear together cost $12. The tube of toothpaste costs $10 more than the pear. How much does the pear cost?,$1.00,$2.00,$12.00,$10.00,$1,$2,$12,$10,"The pear costs $1.
Question: A man bought a pair of shoes for $300. He sold one of them for $150 and the other for $100. How much did he profit?
Answer: He lost $150.
Question: A man rented a room for $10 a day. He paid for 5 days in advance and paid $50 more for the week. How much did he pay for the",The pear costs $1.,correct_alt,correct,"[-0.9908593893051147, -0.9002344012260437, -1.3546541929244995, -1.3530941009521484, -0.9187445640563965, -0.8423571586608887, -1.54875910282135, -1.5304054021835327]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-0.9908593893,-0.9002344012,5,intuitive_alt,$2,-0.8423571587,FALSE,-0.9187445641,-0.8423571587,FALSE,meta-llama/Llama-2-7b-hf,
crt1,20,A trampoline and a flower box together cost $54. The trampoline costs $50 more than the flower box. How much does the flower box cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50,The flower box costs $12.,The flower box costs $12.,,,"[-1.5885438919067383, -1.1942062377929688, -1.7315551042556763, -1.5644668340682983, -1.9280133247375488, -1.2295637130737305, -2.1080188751220703, -1.8123060464859009]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.588543892,-1.194206238,1,intuitive,$4.00,-1.194206238,FALSE,-1.928013325,-1.229563713,FALSE,meta-llama/Llama-2-7b-hf,
crt1,21,A silicone case and a lawnmower together cost $130. The silicone case costs $100 more than the lawnmower. How much does the lawnmower cost?,$15.00,$30.00,$130.00,$100.00,$15,$30,$130,$100,"$100. The silicone case costs $100 more than the lawnmower. The lawnmower costs $30.
Question: A silicone case and a lawnmower together cost $130. The silicone case costs $100 more than the lawnmower. How much does the lawnmower cost?
Answer: $100. The silicone case costs $100",$100.00,more,more,"[-1.3111692667007446, -0.7835392951965332, -1.1622833013534546, -1.0324723720550537, -1.5729509592056274, -0.3569692075252533, -1.14100980758667, -0.8838276863098145]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.311169267,-0.7835392952,5,intuitive_alt,$30,-0.3569692075,FALSE,-1.572950959,-0.3569692075,FALSE,meta-llama/Llama-2-7b-hf,
crt1,22,A toy and a microwave oven together cost $5.40. The toy costs $5 more than the microwave oven. How much does the microwave oven cost?,$0.20,$0.40,$5.40,$5.00,$0.20,$0.40,$5.40,$5,"$0.40
Question: How many times does a clock chime if it chimes once every 20 minutes?
Answer: 30 times
Question: A man and his son were in a terrible car accident which killed the dad. The little boy, who was wearing his seatbelt, survived. What was the boy’s name?
Answer: Bo
Question: Which of the following is the only vegetable or fruit that is never sold",$0.00,,intuitive,"[-1.2299127578735352, -0.39076441526412964, -1.0162832736968994, -1.0948556661605835, -1.2299127578735352, -0.39076441526412964, -1.0162832736968994, -1.8579230308532715]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.229912758,-0.3907644153,1,intuitive,$0.40,-0.3907644153,FALSE,-1.229912758,-0.3907644153,FALSE,meta-llama/Llama-2-7b-hf,
crt1,23,A purse and a mixing bowl together cost $5.40. The purse costs $5 more than the mixing bowl. How much does the mixing bowl cost?,$0.20,$0.40,$5.40,$5.00,$0.20,$0.40,$5.40,$5,"$0.40.
Question: How many people in a room can see a red light and not see a green light?
Answer: Everyone.
Question: A woman has 5 children and each child has a brother. How many children does she have?
Answer: Six.
Question: What is black when you buy it, red when you use it, and gray when you throw it away?
Answer: Charcoal.
Question: What can you hold",$0.00,,intuitive,"[-1.138716697692871, -0.4082261919975281, -1.2607526779174805, -1.2476942539215088, -1.138716697692871, -0.4082261919975281, -1.2607526779174805, -2.2139315605163574]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.138716698,-0.408226192,1,intuitive,$0.40,-0.408226192,FALSE,-1.138716698,-0.408226192,FALSE,meta-llama/Llama-2-7b-hf,
crt1,24,A hat and a mouse together cost $540. The hat costs $500 more than the mouse. How much does the mouse cost?,$20.00,$40.00,$540.00,$500.00,$20,$40,$540,$500,"$40.
Question: A hat and a mouse together cost $540. The hat costs $500 more than the mouse. How much does the mouse cost?
Answer: $40. The mouse costs $40 and the hat costs $500.
Question: What is the next number in the sequence: 1, 1, 2, 3, 5, 8, 13, 21, 3",$40.00,intuitive,intuitive,"[-1.4173321723937988, -0.8178531527519226, -1.6857985258102417, -1.5451666116714478, -1.5490083694458008, -0.26025739312171936, -1.9406464099884033, -1.539630651473999]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.417332172,-0.8178531528,5,intuitive_alt,$40,-0.2602573931,FALSE,-1.549008369,-0.2602573931,FALSE,meta-llama/Llama-2-7b-hf,
crt1,25,A purse and a box of cigarettes together cost $1.40. The purse costs $1 more than the box of cigarettes. How much does the box of cigarettes cost?,$0.20,$0.40,$1.40,$1.00,$0.20,$0.40,$1.40,$1,10 cents.,10 cents.,,,"[-0.6721454858779907, -0.40582162141799927, -1.1612021923065186, -0.8493843078613281, -0.6721454858779907, -0.40582162141799927, -1.1612021923065186, -1.2154884338378906]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-0.6721454859,-0.4058216214,1,intuitive,$0.40,-0.4058216214,FALSE,-0.6721454859,-0.4058216214,FALSE,meta-llama/Llama-2-7b-hf,
crt1,26,A box of mascara and a microwave oven together cost $14. The box of mascara costs $10 more than the microwave oven. How much does the microwave oven cost?,$2.00,$4.00,$14.00,$10.00,$2,$4,$14,$10,"$4.
Question: What is the difference between a fish and a duck?
Answer: A fish swims in water, a duck swims on land.
Question: What do you call a cow that has been struck by lightning?
Answer: A bolted cow.
Question: What do you get when you cross a snowman with a vampire?
Answer: Frostbite.
Question: What do you get when you cross a snow",$4.00,intuitive,intuitive,"[-1.2667863368988037, -0.9841001629829407, -1.1775741577148438, -1.0789145231246948, -1.3627915382385254, -0.9245381355285645, -1.375562310218811, -1.0600086450576782]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.266786337,-0.984100163,5,intuitive_alt,$4,-0.9245381355,FALSE,-1.362791538,-0.9245381355,FALSE,meta-llama/Llama-2-7b-hf,
crt1,27,A bag and a food processor together cost $54. The bag costs $50 more than the food processor. How much does the food processor cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50,"$14.
I know, I know. The answer is not $14.
I’m not sure what the real answer is, but I know it’s not $14.
I’m not sure what the real answer is, but I know it’s not $14. It’s $14.
I’m not sure what the real answer is, but I know it’s not $14. It’s $1",$14.00,,,"[-1.591862678527832, -1.1994504928588867, -1.4424458742141724, -1.3854683637619019, -1.5693650245666504, -1.2465806007385254, -1.619076132774353, -1.5173521041870117]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.591862679,-1.199450493,1,intuitive,$4.00,-1.199450493,FALSE,-1.569365025,-1.246580601,FALSE,meta-llama/Llama-2-7b-hf,
crt1,28,A coat and a pot together cost $510. The coat costs $500 more than the pot. How much does the pot cost?,$5.00,$10.00,$510.00,$500.00,$5,$10,$510,$500,"$10.
Question: A man is standing in front of a door. If he turns the knob and enters, he’ll die. If he doesn’t turn the knob, he’ll die. What should he do?
Answer: Turn the knob.
Question: A man is standing on the edge of a cliff. There are no other people around. He is standing on a small piece of land, but he is still on the edge of the",$10.00,intuitive,intuitive,"[-1.522802710533142, -0.7672327160835266, -1.526097059249878, -1.3392609357833862, -1.5362868309020996, -0.30761876702308655, -1.6179625988006592, -1.1242401599884033]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.522802711,-0.7672327161,5,intuitive_alt,$10,-0.307618767,FALSE,-1.536286831,-0.307618767,FALSE,meta-llama/Llama-2-7b-hf,
crt1,29,A jacket and a set of wine glasses together cost $5.10. The jacket costs $5 more than the set of wine glasses. How much does the set of wine glasses cost?,$0.05,$0.10,$5.10,$5.00,$0.05,$0.10,$5.10,$5,"$0.10.
The jacket costs $5 more than the set of wine glasses.
So the set of wine glasses cost $4.90.
So the set of wine glasses cost $4.90
Question: The cost of a jacket is $100.00 and the cost of a pair of pants is $120.00. If the jacket costs 50% more than the pants",$0.00,,,"[-1.202981948852539, -0.7500587701797485, -1.256739854812622, -1.048954725265503, -1.202981948852539, -0.7500587701797485, -1.256739854812622, -1.8888568878173828]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.202981949,-0.7500587702,1,intuitive,$0.10,-0.7500587702,FALSE,-1.202981949,-0.7500587702,FALSE,meta-llama/Llama-2-7b-hf,
crt1,30,A hat and a coffee table together cost $1.20. The hat costs $1 more than the coffee table. How much does the coffee table cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1,"$0.10
The coffee table costs $0.10.
Question: What is the value of x?
Answer: 16 (16^2=256)
Question: How many apples are in a box if 25% of the apples are rotten?
Answer: 50 (50% of 50 is 25)
Question: What is the value of x?
Answer: ",$0.00,,correct,"[-0.7651941180229187, -0.5396059155464172, -1.1915327310562134, -0.806632399559021, -0.7651941180229187, -0.5396059155464172, -1.1915327310562134, -1.0348868370056152]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-0.765194118,-0.5396059155,1,intuitive,$0.20,-0.5396059155,FALSE,-0.765194118,-0.5396059155,FALSE,meta-llama/Llama-2-7b-hf,
crt1,31,A pencil and a keyboard together cost $14. The pencil costs $10 more than the keyboard. How much does the keyboard cost?,$2.00,$4.00,$14.00,$10.00,$2,$4,$14,$10,"$4
Question: A pencil and a keyboard together cost $14. The pencil costs $10 more than the keyboard. How much does the keyboard cost?
Answer: $4.
Question: A pencil and a keyboard together cost $14. The pencil costs $10 more than the keyboard. How much does the keyboard cost?",$4.00,intuitive,intuitive,"[-1.3024612665176392, -0.9790285229682922, -1.3117822408676147, -1.2587696313858032, -1.4773869514465332, -0.7129387855529785, -1.501203179359436, -1.2166637182235718]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.302461267,-0.979028523,5,intuitive_alt,$4,-0.7129387856,FALSE,-1.477386951,-0.7129387856,FALSE,meta-llama/Llama-2-7b-hf,
crt1,32,A bag and a coffee table together cost $53. The bag costs $50 more than the coffee table. How much does the coffee table cost?,$1.50,$3.00,$53.00,$50.00,$1.50,$3,$53,$50,$3.00,$3.00,intuitive,intuitive,"[-1.704984426498413, -1.2802298069000244, -1.4801241159439087, -1.4750314950942993, -1.704984426498413, -1.0672154426574707, -1.7552512884140015, -1.562840461730957]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.704984426,-1.280229807,5,intuitive_alt,$3,-1.067215443,FALSE,-1.704984426,-1.067215443,FALSE,meta-llama/Llama-2-7b-hf,
