condition,item_id,question,correct,intuitive,total_cost,more,correct_alt,intuitive_alt,total_cost_alt,more_alt,generated_response_raw,generated_response,generated_response_naive_label,generated_response_label,mc_answer_logprobs,mc_answer_labels,mc_correct_logprob,mc_intuitive_logprob,mc_response_index,mc_response_label,mc_response,mc_response_mean_logprob,mc_response_correct,mc_correct_alt_logprob,mc_intuitive_alt_logprob,mc_response_correct_alt,model,revision
crt1,11,A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50," $10

Question: A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?
Answer: $10

Question: A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?
Answer:",$10.00,,,"[-1.755859375, -1.708984375, -2.23828125, -2.080078125, -1.84375, -1.57421875, -1.96875, -2.21484375]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.755859375,-1.708984375,5,intuitive_alt,$4,-1.57421875,FALSE,-1.84375,-1.57421875,FALSE,EleutherAI/pythia-12b-deduped,
crt1,12,A trampoline and a box of batteries together cost $520. The trampoline costs $500 more than the box of batteries. How much does the box of batteries cost?,$10.00,$20.00,$520.00,$500.00,$10,$20,$520,$500," $10

Question: A box of batteries costs $10. A box of batteries costs $10 more than a box of nails. How much does a box of nails cost?
Answer: $10

Question: A box of nails costs $10. A box of nails costs $10 more than a box of screws. How much does a box of screws cost?
Answer: $10

Question: A box of nails costs $10. A box of nails costs $",$10.00,correct,correct,"[-1.748046875, -1.853515625, -2.341796875, -2.21875, -1.6484375, -1.68359375, -2.0703125, -2.3515625]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.748046875,-1.853515625,4,correct_alt,$10,-1.6484375,FALSE,-1.6484375,-1.68359375,TRUE,EleutherAI/pythia-12b-deduped,
crt1,13,A mouse and a can of baby food together cost $1.20. The mouse costs $1 more than the can of baby food. How much does the can of baby food cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1," $1.20

Question: A can of baby food costs $1.20. A mouse costs $1 more than the can of baby food. How much does the can of baby food cost?
Answer: $1.20

Question: A can of baby food costs $1.20. A mouse costs $1 more than the can of baby food. How much does the can of baby food cost?
Answer: $1.20

Question: A can",$1.00,more,total_cost,"[-1.361328125, -0.65625, -0.72265625, -1.287109375, -1.361328125, -0.65625, -0.72265625, -0.859375]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.361328125,-0.65625,1,intuitive,$0.20,-0.65625,FALSE,-1.361328125,-0.65625,FALSE,EleutherAI/pythia-12b-deduped,
crt1,14,A bottle of shampoo and a knife together cost $110. The bottle of shampoo costs $100 more than the knife. How much does the knife cost?,$5.00,$10.00,$110.00,$100.00,$5,$10,$110,$100," $10

Question: A bottle of shampoo and a knife together cost $110. The bottle of shampoo costs $100 more than the knife. How much does the knife cost?
Answer: $10

Question: A bottle of shampoo and a knife together cost $110. The bottle of shampoo costs $100 more than the knife. How much does the knife cost?
Answer: $10

Question: A bottle of shampoo",$10.00,intuitive,intuitive,"[-1.927734375, -1.6953125, -1.890625, -2.123046875, -2.19140625, -1.2734375, -1.69921875, -2.10546875]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.927734375,-1.6953125,5,intuitive_alt,$10,-1.2734375,FALSE,-2.19140625,-1.2734375,FALSE,EleutherAI/pythia-12b-deduped,
crt1,15,A bottle of bath salts and a set of crayons together cost $520. The bottle of bath salts costs $500 more than the set of crayons. How much does the set of crayons cost?,$10.00,$20.00,$520.00,$500.00,$10,$20,$520,$500," $520

Question: A bottle of bath salts and a set of crayons together cost $520. The bottle of bath salts costs $500 more than the set of crayons. How much does the set of crayons cost?
Answer: $520

Question: A bottle of bath salts and a set of crayons together cost $520. The bottle of bath salts costs $500 more than the set of crayons. How much does the set of",$520.00,total_cost,total_cost,"[-1.875, -1.8984375, -2.017578125, -2.181640625, -1.71875, -1.78125, -1.6171875, -2.18359375]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.875,-1.8984375,6,total_cost_alt,$520,-1.6171875,FALSE,-1.71875,-1.78125,FALSE,EleutherAI/pythia-12b-deduped,
crt1,16,A set of wine glasses and a pencil together cost $12. The set of wine glasses costs $10 more than the pencil. How much does the pencil cost?,$1.00,$2.00,$12.00,$10.00,$1,$2,$12,$10," $2

Question: A set of wine glasses and a pencil together cost $12. The set of wine glasses costs $10 more than the pencil. How much does the pencil cost?
Answer: $2

Question: A set of wine glasses and a pencil together cost $12. The set of wine glasses costs $10 more than the pencil. How much does the pencil cost?
Answer: $2

Question: A set of wine glasses and a pencil together cost",$2.00,intuitive,intuitive,"[-1.91796875, -1.560546875, -2.005859375, -2.146484375, -1.796875, -1.0078125, -1.390625, -1.890625]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.91796875,-1.560546875,5,intuitive_alt,$2,-1.0078125,FALSE,-1.796875,-1.0078125,FALSE,EleutherAI/pythia-12b-deduped,
crt1,17,A wallet and a camera together cost $52. The wallet costs $50 more than the camera. How much does the camera cost?,$1.00,$2.00,$52.00,$50.00,$1,$2,$52,$50," $2

Question: A wallet and a camera together cost $52. The wallet costs $50 more than the camera. How much does the camera cost?
Answer: $2

Question: A wallet and a camera together cost $52. The wallet costs $50 more than the camera. How much does the camera cost?
Answer: $2

Question: A wallet and a camera together cost $52. The wallet costs $50 more than the camera. How much",$2.00,intuitive,intuitive,"[-1.666015625, -1.673828125, -2.115234375, -2.138671875, -1.88671875, -1.56640625, -1.58203125, -2.12890625]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.666015625,-1.673828125,5,intuitive_alt,$2,-1.56640625,FALSE,-1.88671875,-1.56640625,FALSE,EleutherAI/pythia-12b-deduped,
crt1,18,A pair of hiking boots and a coffee table together cost $1.20. The pair of hiking boots costs $1 more than the coffee table. How much does the coffee table cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1," $0.20

Question: A pair of hiking boots and a coffee table together cost $1.20. The pair of hiking boots costs $1 more than the coffee table. How much does the coffee table cost?
Answer: $0.20

Question: A pair of hiking boots and a coffee table together cost $1.20. The pair of hiking boots costs $1 more than the coffee table. How much does the coffee table cost?
Answer: $0",$0.00,,intuitive,"[-1.263671875, -0.666015625, -0.9296875, -1.3359375, -1.263671875, -0.666015625, -0.9296875, -0.96484375]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.263671875,-0.666015625,1,intuitive,$0.20,-0.666015625,FALSE,-1.263671875,-0.666015625,FALSE,EleutherAI/pythia-12b-deduped,
crt1,19,A tube of toothpaste and a pear together cost $12. The tube of toothpaste costs $10 more than the pear. How much does the pear cost?,$1.00,$2.00,$12.00,$10.00,$1,$2,$12,$10," $2

Question: A tube of toothpaste and a pear together cost $12. The tube of toothpaste costs $10 more than the pear. How much does the pear cost?
Answer: $2

Question: A tube of toothpaste and a pear together cost $12. The tube of toothpaste costs $10 more than the pear. How much does the pear cost?
Answer: $2

Question: A tube of toothpaste and a pear together cost",$2.00,intuitive,intuitive,"[-1.57421875, -1.318359375, -1.896484375, -1.9921875, -1.42578125, -0.81640625, -1.55859375, -1.81640625]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.57421875,-1.318359375,5,intuitive_alt,$2,-0.81640625,FALSE,-1.42578125,-0.81640625,FALSE,EleutherAI/pythia-12b-deduped,
crt1,20,A trampoline and a flower box together cost $54. The trampoline costs $50 more than the flower box. How much does the flower box cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50," $10

Question: A trampoline and a flower box together cost $54. The trampoline costs $50 more than the flower box. How much does the flower box cost?
Answer: $10

Question: A trampoline and a flower box together cost $54. The trampoline costs $50 more than the flower box. How much does the flower box cost?
Answer: $10

Question: A trampoline and a flower box together cost $54.",$10.00,,,"[-2.0859375, -2.080078125, -2.1875, -1.849609375, -2.4296875, -2.234375, -1.78125, -1.875]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.0859375,-2.080078125,6,total_cost_alt,$54,-1.78125,FALSE,-2.4296875,-2.234375,FALSE,EleutherAI/pythia-12b-deduped,
crt1,21,A silicone case and a lawnmower together cost $130. The silicone case costs $100 more than the lawnmower. How much does the lawnmower cost?,$15.00,$30.00,$130.00,$100.00,$15,$30,$130,$100," $130

Question: A lawnmower and a case cost $130. The lawnmower costs $100 more than the case. How much does the case cost?
Answer: $130

Question: A lawnmower and a case cost $130. The lawnmower costs $100 more than the case. How much does the case cost?
Answer: $130

Question: A lawnmower and a case cost $130. The lawnmower costs",$130.00,total_cost,total_cost,"[-2.607421875, -2.044921875, -1.62109375, -2.1484375, -3.08984375, -1.796875, -1.12890625, -2.19140625]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.607421875,-2.044921875,6,total_cost_alt,$130,-1.12890625,FALSE,-3.08984375,-1.796875,FALSE,EleutherAI/pythia-12b-deduped,
crt1,22,A toy and a microwave oven together cost $5.40. The toy costs $5 more than the microwave oven. How much does the microwave oven cost?,$0.20,$0.40,$5.40,$5.00,$0.20,$0.40,$5.40,$5," $5.40

Question: A toy and a microwave oven together cost $5.40. The toy costs $5 more than the microwave oven. How much does the microwave oven cost?
Answer: $5.40

Question: A toy and a microwave oven together cost $5.40. The toy costs $5 more than the microwave oven. How much does the microwave oven cost?
Answer: $5.40

Question: A toy and a microwave oven",$5.00,more,total_cost,"[-1.8203125, -1.21875, -0.880859375, -1.427734375, -1.8203125, -1.21875, -0.880859375, -1.33984375]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.8203125,-1.21875,2,total_cost,$5.40,-0.880859375,FALSE,-1.8203125,-1.21875,FALSE,EleutherAI/pythia-12b-deduped,
crt1,23,A purse and a mixing bowl together cost $5.40. The purse costs $5 more than the mixing bowl. How much does the mixing bowl cost?,$0.20,$0.40,$5.40,$5.00,$0.20,$0.40,$5.40,$5," $5.40

Question: A purse and a mixing bowl together cost $5.40. The purse costs $5 more than the mixing bowl. How much does the mixing bowl cost?
Answer: $5.40

Question: A purse and a mixing bowl together cost $5.40. The purse costs $5 more than the mixing bowl. How much does the mixing bowl cost?
Answer: $5.40

Question: A purse and a mixing bowl",$5.00,more,total_cost,"[-1.5625, -1.033203125, -0.931640625, -1.431640625, -1.5625, -1.033203125, -0.931640625, -1.31640625]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.5625,-1.033203125,2,total_cost,$5.40,-0.931640625,FALSE,-1.5625,-1.033203125,FALSE,EleutherAI/pythia-12b-deduped,
crt1,24,A hat and a mouse together cost $540. The hat costs $500 more than the mouse. How much does the mouse cost?,$20.00,$40.00,$540.00,$500.00,$20,$40,$540,$500," $10

Question: A hat and a mouse together cost $540. The hat costs $500 more than the mouse. How much does the mouse cost?
Answer: $10

Question: A hat and a mouse together cost $540. The hat costs $500 more than the mouse. How much does the mouse cost?
Answer: $10

Question: A hat and a mouse together cost $540. The hat costs $500 more than the mouse. How much",$10.00,,,"[-2.033203125, -2.078125, -2.400390625, -2.37109375, -2.0703125, -1.890625, -2.07421875, -2.31640625]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.033203125,-2.078125,5,intuitive_alt,$40,-1.890625,FALSE,-2.0703125,-1.890625,FALSE,EleutherAI/pythia-12b-deduped,
crt1,25,A purse and a box of cigarettes together cost $1.40. The purse costs $1 more than the box of cigarettes. How much does the box of cigarettes cost?,$0.20,$0.40,$1.40,$1.00,$0.20,$0.40,$1.40,$1," $0.60

Question: A purse and a box of cigarettes together cost $1.40. The purse costs $1 more than the box of cigarettes. How much does the box of cigarettes cost?
Answer: $0.60

Question: A purse and a box of cigarettes together cost $1.40. The purse costs $1 more than the box of cigarettes. How much does the box of cigarettes cost?
Answer: $0.60

Question:",$0.00,,,"[-1.01171875, -0.654296875, -0.947265625, -1.455078125, -1.01171875, -0.654296875, -0.947265625, -0.98046875]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.01171875,-0.654296875,1,intuitive,$0.40,-0.654296875,FALSE,-1.01171875,-0.654296875,FALSE,EleutherAI/pythia-12b-deduped,
crt1,26,A box of mascara and a microwave oven together cost $14. The box of mascara costs $10 more than the microwave oven. How much does the microwave oven cost?,$2.00,$4.00,$14.00,$10.00,$2,$4,$14,$10," $14

Question: A box of mascara and a microwave oven together cost $14. The box of mascara costs $10 more than the microwave oven. How much does the microwave oven cost?
Answer: $14

Question: A box of mascara and a microwave oven together cost $14. The box of mascara costs $10 more than the microwave oven. How much does the microwave oven cost?
Answer: $14

Question: A box of masc",$14.00,total_cost,total_cost,"[-2.095703125, -1.8984375, -1.88671875, -1.900390625, -2.33984375, -1.7734375, -1.4765625, -1.61328125]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.095703125,-1.8984375,6,total_cost_alt,$14,-1.4765625,FALSE,-2.33984375,-1.7734375,FALSE,EleutherAI/pythia-12b-deduped,
crt1,27,A bag and a food processor together cost $54. The bag costs $50 more than the food processor. How much does the food processor cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50," $50

Question: A bag and a food processor together cost $54. The bag costs $50 more than the food processor. How much does the food processor cost?
Answer: $50

Question: A bag and a food processor together cost $54. The bag costs $50 more than the food processor. How much does the food processor cost?
Answer: $50

Question: A bag and a food processor together cost $54. The bag costs $50",$50.00,more,more,"[-1.91796875, -1.83203125, -2.1953125, -1.669921875, -2.5, -2.2265625, -1.96875, -1.54296875]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.91796875,-1.83203125,7,more_alt,$50,-1.54296875,FALSE,-2.5,-2.2265625,FALSE,EleutherAI/pythia-12b-deduped,
crt1,28,A coat and a pot together cost $510. The coat costs $500 more than the pot. How much does the pot cost?,$5.00,$10.00,$510.00,$500.00,$5,$10,$510,$500," $10

Question: A coat and a pot together cost $510. The coat costs $500 more than the pot. How much does the pot cost?
Answer: $10

Question: A coat and a pot together cost $510. The coat costs $500 more than the pot. How much does the pot cost?
Answer: $10

Question: A coat and a pot together cost $510. The coat costs $500 more than the pot. How much",$10.00,intuitive,intuitive,"[-2.17578125, -1.634765625, -1.935546875, -2.080078125, -2.5234375, -1.37109375, -1.46484375, -1.9921875]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.17578125,-1.634765625,5,intuitive_alt,$10,-1.37109375,FALSE,-2.5234375,-1.37109375,FALSE,EleutherAI/pythia-12b-deduped,
crt1,29,A jacket and a set of wine glasses together cost $5.10. The jacket costs $5 more than the set of wine glasses. How much does the set of wine glasses cost?,$0.05,$0.10,$5.10,$5.00,$0.05,$0.10,$5.10,$5," $5.10

Question: A jacket and a set of wine glasses together cost $5.10. The jacket costs $5 more than the set of wine glasses. How much does the set of wine glasses cost?
Answer: $5.10

Question: A jacket and a set of wine glasses together cost $5.10. The jacket costs $5 more than the set of wine glasses. How much does the set of wine glasses cost?
Answer: $5",$5.00,more,total_cost,"[-1.5078125, -1.005859375, -0.974609375, -1.208984375, -1.5078125, -1.005859375, -0.974609375, -1.38671875]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.5078125,-1.005859375,2,total_cost,$5.10,-0.974609375,FALSE,-1.5078125,-1.005859375,FALSE,EleutherAI/pythia-12b-deduped,
crt1,30,A hat and a coffee table together cost $1.20. The hat costs $1 more than the coffee table. How much does the coffee table cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1," $1.10

Question: A hat and a coffee table together cost $1.20. The hat costs $1 more than the coffee table. How much does the coffee table cost?
Answer: $1.10

Question: A hat and a coffee table together cost $1.20. The hat costs $1 more than the coffee table. How much does the coffee table cost?
Answer: $1.10

Question: A hat and a coffee table",$1.00,more,,"[-1.4375, -0.7578125, -0.900390625, -1.28125, -1.4375, -0.7578125, -0.900390625, -0.984375]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.4375,-0.7578125,1,intuitive,$0.20,-0.7578125,FALSE,-1.4375,-0.7578125,FALSE,EleutherAI/pythia-12b-deduped,
crt1,31,A pencil and a keyboard together cost $14. The pencil costs $10 more than the keyboard. How much does the keyboard cost?,$2.00,$4.00,$14.00,$10.00,$2,$4,$14,$10," $6

Question: A pencil costs $1.50. The keyboard costs $1.00 more than the pencil. How much does the keyboard cost?
Answer: $1.50

Question: A pencil costs $1.50. The keyboard costs $1.00 more than the pencil. How much does the keyboard cost?
Answer: $1.50

Question: A pencil costs $1.50. The keyboard costs $1.00 more than the",$6.00,,,"[-2.123046875, -1.98828125, -2.328125, -2.16015625, -2.03515625, -1.62890625, -1.86328125, -1.66015625]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.123046875,-1.98828125,5,intuitive_alt,$4,-1.62890625,FALSE,-2.03515625,-1.62890625,FALSE,EleutherAI/pythia-12b-deduped,
